"","X","code","title","timing","scope","severity","score","invasive","Scientific.name","Common_Name","Scientific_name","GBIF_ID","Dietary_Guild","Water_Forager","Ground.Understory_Forager","Midhigh.Canopy_Forager","Aerial_Forager","Foraging.Strata","Activity_Time","Global.IUCN.Red.List.Category","Annual_Trend","Mean_Wing_Length_.mm.","Mean_M_Wing_Length_.mm.","Mean_F_Wing_Length_.mm.","Mean_Tail_Length_.mm.","Mean_M_Tail_Length_.mm.","Mean_F_Tail_Length_.mm.","Mean_Bill_Length_.mm.","Mean_M_Bill_Length_.mm.","Mean_F_Bill_Length_.mm.","Wingspan_cm","Mean_Body_Length_.cm.","Mean_M_Body_Length_.cm.","Mean_F_Body_Length_.cm.","Mean_Body_Mass_.g.","Mean_F_Body_Mass_.g.","Mean_M_Body_Mass_.g.","Mean_Clutch_Size_.n.","Clutches_per_year","Life_Span_.years.","Generation_length","Number_of_Subspecies","Population_size_MIN","Population_size_MAX","Social","Flight_pattern","Migration.Distance","Migration.Status","Scienttific_name","Waterfowl","Birds.of.Prey","Wetland.Birds","Seabirds","Forest.Birds","All.Other.Birds.","Shorebirds","Grassland.Birds","Aerial.Insectivores","Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies","Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards","Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes","Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles","Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances","Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances","Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud","Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada","Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres"
"1057",1057,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1058",1058,"5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",1059,"5.3.4","Unintentional effects: (large scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1060",1060,"6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1061",1061,"8.2","Problematic native species/diseases (Vulpes vulpes)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes vulpes","Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1062",1062,"8.2.2","Named species (Vulpes vulpes)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4","Vulpes vulpes","Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1063",1063,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064",1064,"9.2.3","Type Unknown/Unrecorded","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1065",1065,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1066",1066,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco columbarius","Merlin","Falco_columbarius",9813242,"VertFishScav",0,33,33,33,"Generalist",0,"LC",3.46,213,204,222,126.5,121,132,13.15,12.4,13.9,61,27.75,43.67131,39.64179,192.6916667,218,171.25,4.25,1,12.75,5.7,9,5e+05,2e+06,"Pairs/Family Groups","Kite-like","long","Facultative","Falco columbarius",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1067",1067,"11.1","Habitat shifting & alteration","Future","Whole (>90%)","Unknown","Unknown",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1068",1068,"3.1","Oil & gas drilling","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1069",1069,"4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070",1070,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071",1071,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072",1072,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073",1073,"5.1.2","Unintentional effects (species is not the target)","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1074",1074,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1075",1075,"6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1076",1076,"9.3","Agricultural & forestry effluents","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1077",1077,"9.3.3","Herbicides and pesticides","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco rusticolus","Gyrfalcon","Falco_rusticolus",8069880,"VertFishScav",10.77,81.821,4.432,0.973,"Ground.Understory",0,"LC",1.001699,403.20076,367,393,203.043605,213,227,34.2832,22.6,25.3,120,56.5,67.96295,63.16949,1415.75,1735,1132,3.61,1,12.917,6.4,0,20000,49999,"Solitary/Pairs","Gull-like","short","Facultative","Falco rusticolus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1078",1078,"11.3","Temperature extremes","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1079",1079,"2.3","Livestock farming & ranching","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1080",1080,"2.3.2","Small-holder grazing, ranching or farming","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1081",1081,"3.3","Renewable energy","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1082",1082,"4.1","Roads & railroads","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",1083,"4.2","Utility & service lines","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1084",1084,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1085",1085,"5.1","Hunting & trapping terrestrial animals","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1086",1086,"5.1.1","Intentional use (species is the target)","Ongoing","Minority (<50%)","Unknown","Unknown",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1087",1087,"5.1.3","Persecution/control","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1088",1088,"5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1089",1089,"5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1090",1090,"6.1","Recreational activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1091",1091,"6.3","Work & other activities","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1092",1092,"7.1","Fire & fire suppression","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093",1093,"7.1.1","Increase in fire frequency/intensity","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1094",1094,"9.2","Industrial & military effluents","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1095",1095,"9.2.1","Oil spills","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1096",1096,"9.3","Agricultural & forestry effluents","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1097",1097,"9.3.3","Herbicides and pesticides","Ongoing","Majority (50-90%)","Negligible declines","Low Impact: 5",NA,"Falco peregrinus","Peregrine Falcon","Falco_peregrinus",2481047,"VertFishScav",0,40,40,20,"Generalist",0,"LC",7.01,332.5,309,356,158.5,144,173,22,20,24,101.5,42.5,58.312675,53.46128,826.7333333,1030.208333,652.4166667,3.5,1,17.16833334,6.8,19,1e+05,499999,"Solitary/Pairs","Gull-like","long","Obligate","Falco peregrinus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1098",1098,"12.1","Other threat","Ongoing","Unknown","Unknown","Unknown",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1099",1099,"4.2","Utility & service lines","Ongoing","Minority (<50%)","Negligible declines","Low Impact: 4",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1100",1100,"5.3","Logging & wood harvesting","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1101",1101,"5.3.3","Unintentional effects: (subsistence/small scale) [harvest]","Ongoing","Minority (<50%)","Slow, Significant Declines","Low Impact: 5",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"1102",1102,"9.3","Agricultural & forestry effluents","Ongoing","Unknown","Unknown","Unknown",NA,"Contopus cooperi","Olive-sided Flycatcher","Contopus_cooperi",5229743,"Invertebrate",0,50,50,0,"Ground.Understory_Midhigh.Canopy",0,"NT",-2.51,106.21342,108,102,69.08289,69.4,65.4,13.22709,13.7,12.8,33,19,20.81575,19.56908,32.43333334,31.9,34.5,3,1,7.1,3.5,0,12646391,142738872.2,"Solitary","Swallow-like","long","Obligate","Contopus cooperi",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
