Common_Name,Scientific.name,Scientific_name,GBIF_ID,Dietary_Guild,Water_Forager,Ground.Understory_Forager,Midhigh.Canopy_Forager,Aerial_Forager,Foraging.Strata,Activity_Time,Global.IUCN.Red.List.Category,Annual_Trend,Mean_Wing_Length_.mm.,Mean_M_Wing_Length_.mm.,Mean_F_Wing_Length_.mm.,Mean_Tail_Length_.mm.,Mean_M_Tail_Length_.mm.,Mean_F_Tail_Length_.mm.,Mean_Bill_Length_.mm.,Mean_M_Bill_Length_.mm.,Mean_F_Bill_Length_.mm.,Wingspan_cm,Mean_Body_Length_.cm.,Mean_M_Body_Length_.cm.,Mean_F_Body_Length_.cm.,Mean_Body_Mass_.g.,Mean_F_Body_Mass_.g.,Mean_M_Body_Mass_.g.,Mean_Clutch_Size_.n.,Clutches_per_year,Life_Span_.years.,Generation_length,Number_of_Subspecies,Population_size_MIN,Population_size_MAX,Social,Flight_pattern,Migration.Distance,Migration.Status,Scienttific_name,Waterfowl,Birds.of.Prey,Wetland.Birds,Seabirds,Forest.Birds,All.Other.Birds.,Shorebirds,Grassland.Birds,Aerial.Insectivores,Waterfowl.and.Wetland.Birds...Goose.species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.d.oies,Waterfowl.and.Wetland.Birds...Duck.Species._Sauvagine.et.oiseaux.de.milieux.humides...espèces.de.canards,Grassland.Birds...Species.Dependent.On.Native..Grassland._Oiseaux.de.prairie...espèces.dépendantes.des.prairies.indigènes,Grassland.Birds...Species.Tolerant.Of.Agriculture._Oiseaux.de.prairie...espèces.tolérantes.des.paysages.agricoles,Shorebirds...Long.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.grandes.distances,Shorebirds...Short.distance.Migrants._Oiseaux.de.rivage.migrant.sur.de.courtes.distances,Forest.Birds...Species.Wintering.In.South.America._Oiseaux.forestiers...espèces.hivernant.en.Amérique.du.Sud,Forest.Birds...Species.Wintering.In.Canada._Oiseaux.forestiers...espèces.hivernant.au.Canada,Forest.Birds...Forest.Crop.Specialists._Oiseaux.forestiers...spécialistes.de.graines.et.de.fruits.d.arbres
Tufted Puffin,Fratercula cirrhata,Fratercula_cirrhata,2481357,VertFishScav,100,0,0,0,Water,0,LC,-0.286175,201,201,199,63.827925,65.83728,62.980155,58.4,59.2,57.4,64,40,53.504655,50.08535,774.685,743.85,805.75,1,1.5,6,11.3,0,2300000,3778199.622,Colonies,Duck-like,long,facultative,Fratercula cirrhata,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-legged Kittiwake,Rissa tridactyla,Rissa_tridactyla,2481205,Omnivore,100,0,0,0,Water,0,VU,-0.794,309,311,307,124.5,127,122,33.95,34.2,33.7,107.5,39,63.387215,56.88142,410.4133333,393.5,421,2,1,26.04166667,12.9,2,14600000,15700000,Colonies,Gull-like,long,facultative,Rissa tridactyla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ivory Gull,Pagophila eburnea,Pagophila_eburnea,2481202,VertFishScav,30,70,0,0,Ground.Understory,0,NT,-0.039248,340.5,345,336,146,149,143,34,35.3,32.7,115,41.5,68.409535,63.61066,553.9966667,507,617,1.625,1,11.5,28,0,38000,52000,Colonies,Gull-like,long,Obligate,Pagophila eburnea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabine's Gull,Xema sabini,Xema_sabini,2481221,Omnivore,30,70,0,0,Ground.Understory,0,LC,-0.663754,271.5,276,267,116.5,118,115,24.5,24.9,24.1,95,29.5,49.145655,45.05955,193.6666667,177,199.25,2.09,1,15.04166667,6.2,4,340000,3543668.601,Colonies,Gull-like,long,Obligate,Xema sabini,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonaparte's Gull,Chroicocephalus philadelphia,Chroicocephalus_philadelphia,6065818,Omnivore,90,10,0,0,Water,0,LC,-1.88,262.93521,263,256,105.99703,102,99,32.83029,29.1,27.7,95,34,65.62809,58.82647,200.855,175,189,3,1,19.61183964,10.5,0,3238520.544,4480617.906,Flocks,Gull-like,short,Obligate,Chroicocephalus philadelphia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-headed Gull,Chroicocephalus ridibundus,Chroicocephalus_ridibundus,6065824,Invertebrate,50,50,0,0,Water_Ground.Understory,0,LC,-1.344278,300.5,306,295,115,117,113,32.5,33.4,31.6,102,35.5,62.89863,55.71147,274.3888889,247,286,2.6,1,31.16666667,9.6,0,4800000,8900000,Colonies,Gull-like,long,Obligate,Chroicocephalus ridibundus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Gull,Hydrocoloeus minutus,Hydrocoloeus_minutus,6065841,Invertebrate,70,30,0,0,Water,0,LC,-1.072114,198.77921,221.2,222,86.196245,88.7,85.5,27.95877,23.5,22.2,62.5,28,44.81367,41.58529,118.25,98,99,2.875,1,20.867,10.5,0,6481801.146,6843033.403,Colonies,Gull-like,short,Obligate,Hydrocoloeus minutus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross's Gull,Rhodostethia rosea,Rhodostethia_rosea,2481218,Invertebrate,60,40,0,0,Water_Ground.Understory,0,LC,2.129046,253.83833,248.91475,239.33907,115.21438,112.86763,105.1073,70.99409,74.92791,76.1521,95,34,76.102995,69.30557,187,144,180,3,1,14.1465845,5.4,0,15000,70000,Pairs/Flocks,Gull-like,short,Obligate,Rhodostethia rosea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laughing Gull,Larus atricilla,Larus_atricilla,2481192,VertFishScav,50,50,0,0,Water_Ground.Understory,0,LC,-0.504621,311.66922,328,317,121.04124,121,114,37.04279,40.3,36.9,110,42,61.168775,54.45022,307.705,289,317.25,2.52,1,19.8,11.3,2,4271690.513,6197296.652,Colonial,Gull-like,long,facultative,Leucophaeus atricilla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Franklin's Gull,Larus pipixcan,Larus_pipixcan,2481177,Omnivore,30,70,0,0,Ground.Understory,0,LC,-1.66,280.33112,273.56514,267.90038,113.77143,116.83413,111.28659,38.45095,39.739275,38.73536,90,37,64.66332333,58.14421,280,279,281,3,1,9.4,10.5,0,1.00E+06,1490000,Colonial,Gull-like,long,Obligate,Leucophaeus pipixcan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heermann's Gull,Larus heermanni,Larus_heermanni,2481130,VertFishScav,80,20,0,0,Water,0,NT,-0.185406,338.63657,347.3,337.7,138.36385,142.3,138.3,42.6696,43.7,41.3,130,48,63.724315,59.3483,499.995,405.3,488.7,2.01,1,24,9.65,0,350000,1915781.637,Colonies,Gull-like,short,facultative,Larus heermanni,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mew Gull,Larus canus,Larus_canus,7982160,Omnivore,60,40,0,0,Water_Ground.Understory,0,LC,-3.45,363,369,357,138.75,142.5,135,35.25,36.9,33.6,110,43,65.212615,58.48203,407.5933333,380.5,423.625,3,1,30.95916667,9.8,4,2500000,3700000,Pairs/Colonies,Gull-like,short,Obligate,Larus canus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ring-billed Gull,Larus delawarensis,Larus_delawarensis,2481134,VertFishScav,30,70,0,0,Ground.Understory,0,LC,1.6,356.307635,363.4,348.9,145.32887,153.687942,148.474175,40.9601,44.3,40.9,135,44,61.24194,55.54775,517.405,471,566,3,1,28.58333333,10.9,0,2550000,3892139.076,Colonies,Gull-like,short,facultative,Larus delawarensis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Gull,Larus occidentalis,Larus_occidentalis,9656686,VertFishScav,20,80,0,0,Ground.Understory,0,LC,-0.397943,413.37443,428,405.4,169.47625,175.784726,169.6529,51.65395,56.45,51.55,135,64,70.68996,65.44499,927.14,809,994.5,3,1,27.8,12.8,2,115500,118500,Colonies,Gull-like,short,facultative,Larus occidentalis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California Gull,Larus californicus,Larus_californicus,2481146,Omnivore,20,80,0,0,Ground.Understory,0,LC,-0.339,380.16579,403,382,149.222475,160.610682,153.823025,46.65677,50.2,45.2,130,53,64.174935,59.90944,676.82,649.5,758.625,2.75,1,28,11.7,2,621000,1639906.367,Colonies,Gull-like,long,Obligate,Larus californicus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Herring Gull,Larus argentatus,Larus_argentatus,2481139,VertFishScav,60,40,0,0,Water_Ground.Understory,0,LC,-3.67,432,445,419,170,175,165,53,55,51,135,61,72.322425,68.02348,1072.495,959,1149,3,1,35,13,5,1370000,1620000,Colonies,Gull-like,short,facultative,Larus argentatus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iceland Gull,Larus glaucoides,Larus_glaucoides,2481156,VertFishScav,70,30,0,0,Water,0,LC,-0.324119,410,417,403,169.5,172,167,42.75,43.6,41.9,145,56,67.74859,63.72531,806.4366667,863,863,2.445,1,27.5,11.6,3,190000,4.00E+05,Colonies,Gull-like,short,facultative,Larus glaucoides,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lesser Black-backed Gull,Larus fuscus,Larus_fuscus,2481174,VertFishScav,70,30,0,0,Water,0,LC,-1.241702,419.5,431,408,155,160,150,50,52,48,140,59.5,69.654235,65.7434,865.5366667,801,941,2.85,1,33.875,13.9,5,940000,2070000,Colonies,Gull-like,long,facultative,Larus fuscus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucous-winged Gull,Larus glaucescens,Larus_glaucescens,2481196,VertFishScav,70,30,0,0,Water,0,LC,-0.811,413.60551,421.55,402.75,167.65666,176.1,163.75,55.39265,60.8,55.6,145,76,70.571775,65.80192,1033.27,946.1,1180,2.75,1,28.375,12.9,0,570000,1235366.057,Colonies,Gull-like,short,facultative,Larus glaucescens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glaucous Gull,Larus hyperboreus,Larus_hyperboreus,2481127,VertFishScav,50,50,0,0,Water_Ground.Understory,0,LC,0.311795,464.5,473,456,194,198,190,60.45,62.7,58.2,165,65,71.06337,68.12216,1565.846667,1417.5,1683.375,2.9,1,20,12.4,4,4.00E+05,1500000,Colonies,Gull-like,long,facultative,Larus hyperboreus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Black-backed Gull,Larus marinus,Larus_marinus,2481172,Omnivore,20,80,0,0,Ground.Understory,0,LC,-2.9,486,500,472,188,195,181,60.8,64,57.6,155,71,75.38001,70.9834,1655.57,1488,1828.25,2.75,1,27.37491667,12,0,2015137.405,3226673.268,Pairs/Colonies,Gull-like,short,facultative,Larus marinus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Caspian Tern,Sterna caspia,Sterna_caspia,5229221,VertFishScav,100,0,0,0,Water,0,LC,0.863,357.59195,418,415.5,147.084405,148.355393,142.323985,62.2769,70.2,68.2,140,53,65.472465,62.52289,654.8333334,588,694,2.225,1,29.79166667,12.2,0,250000,470000,Colonies/Pairs,Gull-like,long,facultative,Hydroprogne caspia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Tern,Chlidonias niger,Chlidonias_niger,2481119,VertFishScav,100,0,0,0,Water,0,LC,-2.34,215.5,218,213,63.2,64.2,62.2,27.15,27.8,26.5,75.5,23,54.78290833,49.71642,62.93333333,61,61.9,3,1,19.1,8.8,2,8.00E+05,1750000,Colonies,Gull-like,long,Obligate,Chlidonias niger,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseate Tern,Sterna dougallii,Sterna_dougallii,5229249,VertFishScav,100,0,0,0,Water,0,LC,0.271174,234.5,236,233,179.5,180,179,37.95,38.8,37.1,70,35.5,62.19881833,56.35853,115.6666667,120,120,1.58,1,23.91666667,10.2,5,2.00E+05,220000,Colonies,Gull-like,long,Obligate,Sterna dougallii,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Tern,Sterna hirundo,Sterna_hirundo,9367409,VertFishScav,100,0,0,0,Water,0,LC,-2.99,271,272,270,70.1,70.5,69.7,36.15,37.1,35.2,76.5,33,62.43835333,56.13241,127.2833333,127.85,125.85,2.5,1,33,11.5,3,1600000,3600000,Colonies,Gull-like,long,Obligate,Sterna hirundo,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic Tern,Sterna paradisaea,Sterna_paradisaea,5229230,VertFishScav,100,0,0,0,Water,0,LC,-2.28,275,277,273,72.1,72.2,72,31.55,32.3,30.8,70,34,66.97562333,59.42204,108.5,113,107,2,1,32.5,13.4,0,2.00E+06,4019028.029,Colonies,Gull-like,short,Obligate,Sterna paradisaea,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forster's Tern,Sterna forsteri,Sterna_forsteri,5229247,VertFishScav,100,0,0,0,Water,0,LC,-1.76,284.68308,266,266,143.829795,174,170,37.85401,39.7,36.7,77.5,37,68.72994833,62.08454,149.5,338.5715183,383.0992683,3,1,12,11,0,120000,1057296.769,Colonies,Gull-like,long,Obligate,Sterna forsteri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-throated Loon,Gavia stellata,Gavia_stellata,2481958,VertFishScav,100,0,0,0,Water,0,LC,2,286.5,292,281,51.75,53.4,50.1,53.2,55.1,51.3,110,61,65.273775,58.88786,1564,1477,1729,2,1,23.29166667,9.8,0,2.00E+05,6.00E+05,Solitary/Flocks,Duck-like,short,Obligate,Gavia stellata,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pacific Loon,Gavia pacifica,Gavia_pacifica,2481955,VertFishScav,100,0,0,0,Water,0,LC,-2.8,293,299,291,111.88741,117.578713,103.83849,53,53.2,49.6,110,66,69.66182,64.97296,2458.05,2115,2852,1.95,1.5,28,9.8,0,930000,1600000,Flocks,Duck-like,long,Obligate,Gavia pacifica,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Common Loon,Gavia immer,Gavia_immer,2481962,VertFishScav,100,0,0,0,Water,0,LC,0.942,366,366,366,66.8,66.8,66.8,80.2,80.2,80.2,140,80,64.82497,62.54067,4968.405,4500,5460,2,1,8,9.8,0,612000,640000,Family Groups,Duck-like,short,Obligate,Gavia immer,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yellow-billed Loon,Gavia adamsii,Gavia_adamsii,2481957,VertFishScav,100,0,0,0,Water,0,NT,2.381945,381,381,381,65.3,65.3,65.3,90.4,90.4,90.4,135,83.5,79.510885,75.72972,5073.113333,5218.75,4900,2,1,24,9.79,0,11000,21000,Solitary/Pairs/Family Groups,Duck-like,short,Obligate,Gavia adamsii,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Laysan Albatross,Phoebastria immutabilis,Phoebastria_immutabilis,2481381,Invertebrate,100,0,0,0,Water,0,NT,0.917339,146,422.6213,419.47879,137.76459,140.286358,132.01436,73.1001,101.4,108.7,195,75,69.20215,70.14613,3097.965,2990,3310,1,0.90037594,53,28.5,0,1600000,4461027.841,Solitary/Flocks,Swallow-like,long,Obligate,Phoebastria immutabilis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Black-footed Albatross,Phoebastria nigripes,Phoebastria_nigripes,2481383,VertFishScav,100,0,0,0,Water,0,NT,1.462076,144,515,506,148.041655,144,141,74.4646,93.7,100.5,211,76,75.27255,75.68844,3191.705,2990,3400,1,0.893103449,32.68333333,22,0,139800,3487559.294,Solitary/Flocks,Swallow-like,long,Obligate,Phoebastria nigripes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short-tailed Albatross,Phoebastria albatrus,Phoebastria_albatrus,2481385,Invertebrate,100,0,0,0,Water,0,VU,2.668614,148,458.01221,457.34649,152.34124,149.322867,139.21982,74.8695,126.64262,122.2092429,230,84,83.567215,84.28182,4308.25,3713.761683,4079.222205,1,1.040137854,17.6,24.1,0,1734,5414594.624,Solitary/Flocks,Swallow-like,long,Factulative,Phoebastria albatrus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Fulmar,Fulmarus glacialis,Fulmarus_glacialis,2481433,VertFishScav,100,0,0,0,Water,0,LC,-0.462283,331,339,323,123.5,125,122,36.6,37.5,35.7,104,47.5,61.56483,56.96037,730.6466667,696.25,862,1,1,41.47916667,30.7,3,7.00E+06,7098831.69,Flocks,Swallow-like,long,Factulative,Fulmarus glacialis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murphy's Petrel,Pterodroma ultima,Pterodroma_ultima,2481466,Invertebrate,100,0,0,0,Water,0,LC,-0.992013,276.80162,271.67463,264.09139,106.781055,104.01747,98.27527,43.90361,43.96669,42.1765,93,37,64.74323333,59.95192,357.75,388.236375,423.17232,2.43576359,1.001125,21.08098833,15.6,0,8.00E+05,1.00E+06,Colonies,Gull-like,long,Facultative,Pterodroma ultima,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mottled Petrel,Pterodroma inexpectata,Pterodroma_inexpectata,2481451,Omnivore,100,0,0,0,Water,0,NT,-1.018482,236.33371,236.7842467,230.90752,82.40326,85.73075,81.867695,34.3138,35.67319,34.51347,87.5,34.5,55.14456833,49.34982,316.6375,280.1,302,1,1,23.36402664,15.6,0,5159905.298,7293805.928,Colonies,Duck-like,long,Obligate,Pterodroma inexpectata,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cory's Shearwater,Calonectris diomedea,Calonectris_diomedea,2481521,VertFishScav,100,0,0,0,Water,0,LC,-0.118562,326.3624,327.23871,323.8808167,118.17602,118.94053,114.7426833,41.86723,42.58175,41.81972,110,46,65.80251,60.79363,655.1075,832.15,955.6,1,0.95049505,24.83333333,19.3,2,285000,446000,Flocks,Swallow-like,long,Obligate,Calonectris diomedea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Buller's Shearwater,Puffinus bulleri,Puffinus_bulleri,5229379,Invertebrate,100,0,0,0,Water,0,VU,-0.985002,294.66912,292.84972,287.01681,113.730415,118.03331,109.83395,52.53137,54.118455,52.24344333,102,41,64.57339,57.68846,393.495,306.5,345,1,1,8.083333333,18.3,0,5570800.99,7402463.001,Colonies,Gull-like,long,Obligate,Ardenna bulleri,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Short-tailed Shearwater,Ardenna tenuirostris,Ardenna_tenuirostris,7456133,VertFishScav,100,0,0,0,Water,0,LC,-1.033915,310.79156,314.82138,309.3677967,117.07517,117.79879,115.10044,34.25449,32.735,31.86,99,43,62.62557,55.48342,551,528,560,1,1,30,18.5,0,5410072.318,7454409.188,Colonies,Swallow-like,long,Obligate,Ardenna tenuirostris,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sooty Shearwater,Ardenna griseus,Ardenna_griseus,8249990,VertFishScav,100,0,0,0,Water,0,NT,-0.684854,311.05165,311.20639,310.1589867,117.69809,119.820923,115.6710433,39.61104,40.307765,39.17323,102,46,60.52269,55.77779,787,746.563,787,1,1,10.08333333,21.2,0,8800000,11263441.69,Flocks,Swallow-like,long,Obligate,Ardenna grisea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Shearwater,Ardenna gravis,Ardenna_gravis,8596590,VertFishScav,100,0,0,0,Water,0,LC,0.065758,331.1,326.46711,325.1925833,119.489435,124.288853,116.9159133,46.9,47.07208,45.13081,112,46,62.92252,57.90476,848.995,870,880,1,1,7.083333333,18.3,0,4462263.988,5078219.107,Flocks,Swallow-like,long,Obligate,Ardenna gravis,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink-footed Shearwater,Ardenna creatopus,Ardenna_creatopus,8475930,Omnivore,100,0,0,0,Water,0,VU,-0.543939,333,331,335,114,115,112,42.9,42.2,43.8,109,48,67.67029,61.83111,736.12,841.7642167,947.1390571,1,1,21.48898758,18.3,0,59146,3516298.654,Flocks,Swallow-like,long,Obligate,Ardenna creatopus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flesh-footed Shearwater,Ardenna carneipes,Ardenna_carneipes,8601090,Omnivore,100,0,0,0,Water,0,NT,-0.225975,333.61621,355.47602,350.62623,123.07892,125.84243,122.50007,41.37447,42.0986,41.70725,140,43,64.382355,59.79512,610.75,784.6628333,840.8433333,1,1,30.2,18.3,0,148000,2738254.112,Flocks,Swallow-like,long,Obligate,Ardenna carneipes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manx Shearwater,Puffinus puffinus,Puffinus_puffinus,5229380,VertFishScav,100,0,0,0,Water,0,LC,-0.584666,237,239,235,74.8,74.7,74.9,34.6,34.9,34.3,84,34,58.04379333,51.18687,437.0866667,425,447.5,1,1,40.5,16.5,0,680000,790000,Migrant Flocks,Swallow-like,long,Obligate,Puffinus puffinus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilson's Storm-Petrel,Oceanites oceanicus,Oceanites_oceanicus,5229419,Invertebrate,49.1,37.623,5.756,2.346,Water,0,LC,-0.930877,144.9,136.2,139.4,63.7,58.4,60.5,22.01439,20.925055,21.58957,41,18,23.17039,21.75599,30.45,69.42915333,71.4352525,1,1,14.60132642,15.6,3,8.00E+06,2.00E+07,Flocks,Swallow-like,long,Obligate,Oceanites oceanicus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fork-tailed Storm-Petrel,Oceanodroma furcata,Oceanodroma_furcata,2482009,Invertebrate,58.95,29.96133333,2.58,1.516,Water,0,LC,-1.740642,143.774115,144.65111,144.5380433,61.903575,62.23182,63.300645,23.74065,21.890215,21.99994,46,22,27.12727,25.01885,55.1,91.52821333,92.638525,1,1,14,12.2,2,4.00E+06,9539983.266,Colonies,Swallow-like,long,Facultative,Oceanodroma furcata,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leach's Storm-Petrel,Oceanodroma leucorhoa,Oceanodroma_leucorhoa,2482012,Invertebrate,54.89,32.27833333,6.833,2.666,Water,0,VU,-2.006763,145.5,152.35,154.11,73.8,80.16,80.47,23.29137,21.55786,21.72717667,46.5,19,28.172875,26.31362,41.9,41.03,41.39,1,1,14.52097492,13,2,6700000,8300000,Colonies,Swallow-like,long,Obligate,Oceanodroma leucorhoa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northern Gannet,Morus bassanus,Morus_bassanus,2480964,VertFishScav,100,0,0,0,Water,0,LC,4.157367,488,491,485,221.5,223,220,98.35,99.3,97.4,170,93.5,77.77574,80.73405,2999.246667,3067,2932,1,1,31.16666667,20.7,0,1500000,1800000,Flocks,Kite-like,long,Obligate,Morus bassanus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brandt's Cormorant,Phalacrocorax penicillatus,Phalacrocorax_penicillatus,2481892,VertFishScav,100,0,0,0,Water,0,LC,0.608619,300.1574,292,271,105.984625,124,102,68.93363,71.6,64.8,110,89,67.19138,64.66088,2238.12,1927.5,2570,3,1,9.416666667,10.1,0,230000,1368182.121,Flocks/Colonies,Duck-like,nonmigratory,non-migratory,Phalacrocorax penicillatus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-crested Cormorant,Phalacrocorax auritus,Phalacrocorax_auritus,2481875,VertFishScav,100,0,0,0,Water,0,LC,3.74,320.18502,326,309,113.608015,115.73867,108.51348,54.08411,57,53,115,81,63.098595,60.52056,1841.495,1712.25,1948.5,3.5,1,17.8,8.6,4,1076906.67,1803037.377,Flocks,Duck-like,short,Obligate,Phalacrocorax auritus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Cormorant,Phalacrocorax carbo,Phalacrocorax_carbo,2481890,VertFishScav,100,0,0,0,Water,0,LC,1.873451,348,357,339,152,154,150,66.65,69.6,63.7,145,90,65.553345,63.6084,2327.656667,2045,2411.5,3.625,1,24.3125,11.3,6,1400000,2100000,Colonies,Duck-like,nonmigratory,Facultative,Phalacrocorax carbo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagic Cormorant,Phalacrocorax pelagicus,Phalacrocorax_pelagicus,2481870,VertFishScav,100,0,0,0,Water,0,LC,-3.03,279.20653,266,252.3,108.013375,107.72423,97.01505,50.81429,49.6,47.3,110,66,67.79576,63.13406,1855.975,1702,2041,3.735,1,17.8,8.3,2,707207.439,1529313.401,Solitary/Pairs,Duck-like,short,Facultative,Phalacrocorax pelagicus,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American White Pelican,Pelecanus erythrorhynchos,Pelecanus_erythrorhynchos,5229155,VertFishScav,100,0,0,0,Water,0,LC,4.93,546.66548,608.2,558.5,195.64326,160,150.5,79.34038,342.3,287.6,265,157,86.312915,89.69547,5868.99,4970,6665,2,1,31.5,15,0,180000,1938720.142,Colonies,Kite-like,short,Obligate,Pelecanus erythrorhynchos,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brown Pelican,Pelecanus occidentalis,Pelecanus_occidentalis,5229158,VertFishScav,100,0,0,0,Water,0,LC,3.578823,378.04264,539,512,161.72755,140,139,80.10967,340,307,213,122,84.533565,88.57508,3300.92,3161,3702,2.6,1,31.08333333,15,0,637994.895,2715975.51,Colonies,Gull-like,nonmigratory,non-migratory,Pelecanus occidentalis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
American Bittern,Botaurus lentiginosus,Botaurus_lentiginosus,2480911,VertFishScav,70,30,0,0,Water,0,LC,-0.368,281.70193,278.2,249.2,97.170735,94.2,80.9,69.83813,76,67.5,120,71,66.18985,61.85339,706,482,372,4,1,8.3,5.5,0,943005.738,2090145.271,Solitary,Gull-like,short,Obligate,Botaurus lentiginosus,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Least Bittern,Ixobrychus exilis,Ixobrychus_exilis,2480852,VertFishScav,50,50,0,0,Water_Ground.Understory,0,LC,1.02,135.347035,119.25,117.65,63.001825,43.05,41.5,41.6966,46.1,45.5,43,33,52.859245,45.08242,83.36333333,82.7,78.2,4.09,2,11.97613192,4.1,5,8650236.6,33408153.07,Solitary/Flocks,Gull-like,short,Obligate,Ixobrychus exilis,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Blue Heron,Ardea herodias,Ardea_herodias,9630752,VertFishScav,60,40,0,0,Water_Ground.Understory,0,LC,-0.634,463.3,474.155,463.0127,183.22965,183.623707,173.1675167,77.91802,139.1,130.5,183,117,78.93468,80.60542,2456.038334,2204,2661.75,4,1.5,23.3,8,5,5.00E+05,4999999,Solitary/Flocks,Gull-like,short,Facultative,Ardea herodias,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Great Egret,Ardea albus,Ardea_albus,9752617,VertFishScav,50,50,0,0,Water_Ground.Understory,0,LC,5.32,347.80942,392,375,142.44624,124,124,77.73662,113,106,180,99,72.159185,75.85539,872.415,812,935,3.7,1.5,22.815,9.1,4,590000,2200000,Solitary,Gull-like,long,Obligate,Ardea alba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
