Named species (Herpestes javanicus_old)
Named species (Himantopus himantopus)
Named species (Horornis diphone)
Named species (Hylatomus pileatus)
Named species (Hyparrhenia rufa)
Named species (Hypotaenidia sylvestris)
Named species (Hypsipetes crassirostris)
Named species (Hypsipetes olivaceus)
Named species (Hypsipetes philippinus)
Named species (Kittacincla malabaricus_old)
Named species (Lantana camara)
Named species (Larus argentatus)
Named species (Larus canus)
Named species (Larus dominicanus)
Named species (Larus michahellis)
Named species (Larus novaehollandiae)
Named species (Larus occidentalis)
Named species (Leopardus colocolo)
Named species (Leucaena leucocephala)
Named species (Ligustrum robustum)
Named species (Linepithema humile)
Named species (Loxodonta africana)
Named species (Loxodonta cyclotis)
Named species (Lucilia sericata)
Named species (Lycalopex culpaeus)
Named species (Lycalopex griseus)
Named species (Macaca fascicularis ssp. fascicularis)
Named species (Macaca fascicularis)
Named species (Macronectes halli)
Named species (Maesopsis eminii)
Named species (Manorina melanocephala)
Named species (Margarops fuscatus)
Named species (Martes martes)
Named species (Martes zibellina)
Named species (Mayrornis lessoni)
Named species (Melaleuca leucadendra)
Named species (Melaleuca viridiflora)
Named species (Melanerpes superciliaris)
Named species (Meles meles)
Named species (Melinis minutiflora)
Named species (Merremia peltata)
Named species (Miconia calvescens)
Named species (Micropterus salmoides)
Named species (Mikania micrantha)
Named species (Mimosa pigra)
Named species (Molothrus aeneus)
Named species (Molothrus ater)
Named species (Molothrus bonariensis)
Named species (Molothrus rufoaxillaris)
Named species (Monomorium destructor)
Named species (Monomorium pharaonis)
Named species (Morus serrator)
Named species (Mus musculus)
Named species (Mustela erminea)
Named species (Mustela furo)
Named species (Mustela itatsi)
Named species (Mustela nivalis)
Named species (Mustela sibirica)
Named species (Mycobacterium avium)
Named species (Mycobacterium tuberculosis)
Named species (Mycteria cinerea)
Named species (Mycteria leucocephala)
Named species (Myrica faya)
Named species (Nassella trichotoma)
Named species (Nasua nasua)
Named species (Neochmia temporalis)
Named species (Neogobius melanostomus)
Named species (Neophron percnopterus)
Named species (Neovison vison)
Named species (Nesoenas picturatus)
Named species (Nyctereutes procyonoides)
Named species (Ocypode quadrata)
Named species (Odocoileus virginianus)
Named species (Oncorhynchus gorbuscha)
Named species (Oncorhynchus mykiss)
Named species (Ondatra zibethicus)
Named species (Oriolus albiloris)
Named species (Oryctolagus cuniculus)
Named species (Ovis aries)
Named species (Ovis gmelini)
Named species (Oxyura jamaicensis)
Named species (Pachycephala inornata)
Named species (Pachyptila vittata)
Named species (Pantherophis guttatus)
Named species (Pantherophis obsoletus)
Named species (Parabuteo unicinctus)
Named species (Paspalum notatum)
Named species (Passer domesticus)
Named species (Passer montanus)
Named species (Pasteurella multocida)
Named species (Pelecanus onocrotalus)
Named species (Perca fluviatilis)
Named species (Pericrocotus flammeus)
Named species (Peromyscus eremicus)
Named species (Peromyscus maniculatus)
Named species (Petaurus breviceps)
Named species (Petaurus norfolcensis)
Named species (Petroica macrocephala_old)
Named species (Phaethon lepturus)
Named species (Phalaris arundinacea)
Named species (Phalcoboenus australis)
Named species (Phasianus colchicus)
Named species (Pheidole megacephala)
Named species (Philemon corniculatus)
Named species (Philornis downsi)
Named species (Phocarctos hookeri)
Named species (Phoebastria immutabilis)
Named species (Phormium tenax)
Named species (Phragmites australis)
Named species (Phylloscopus trochilus)
Named species (Phytophthora cinnamomi)
Named species (Phytophthora ramorum)
Named species (Pisonia grandis)
Named species (Pisonia umbellifera)
Named species (Pistia stratiotes)
Named species (Pittosporum undulatum)
Named species (Plasmodium relictum)
Named species (Platycercus elegans)
Named species (Platycercus eximius)
Named species (Pluchea indica)
Named species (Poa pratensis)
Named species (Podilymbus podiceps)
Named species (Prioniturus discurus)
Named species (Procambarus clarkii)
Named species (Procyon lotor)
Named species (Progne dominicensis)
Named species (Prosopis chilensis)
Named species (Prosopis glandulosa)
Named species (Prosopis juliflora)
Named species (Psidium cattleianum)
Named species (Psidium guajava)
Named species (Pteridium aquilinum)
Named species (Pterodroma hypoleuca)
Named species (Pycnonotus cafer)
Named species (Pycnonotus goiavier)
Named species (Pycnonotus jocosus)
Named species (Pycnonotus sinensis)
Named species (Python bivittatus)
Named species (Quiscalus mexicanus)
Named species (Ramphastos sulfuratus)
Named species (Ramphastos toco)
Named species (Rangifer tarandus)
Named species (Rattus exulans)
Named species (Rattus norvegicus)
Named species (Rattus rattus)
Named species (Regulus regulus)
Named species (Rhacodactylus leachianus)
Named species (Rhinella marina)
Named species (Rhizophora mangle)
Named species (Rubus argutus)
Named species (Rubus niveus)
Named species (Rubus rosifolius)
Named species (Rubus ulmifolius)
Named species (Rusa timorensis)
Named species (Salix fragilis)
Named species (Salmo trutta)
Named species (Salvelinus fontinalis)
Named species (Salvinia molesta)
Named species (Schistocerca nitens)
Named species (Schistocerca piceifrons)
Named species (Sciurus aureogaster)
Named species (Scythrops novaehollandiae)
Named species (Sephanoides sephaniodes)
Named species (Silurus glanis)
Named species (Sitta europaea_old)
