"","Var1","Freq"
"2563","Pionites xanthomerius",4
"2564","Pionites xanthurus",9
"2565","Pionus reichenowi",9
"2566","Pipile cujubi",15
"2567","Pipile grayi",9
"2568","Pipile jacutinga",10
"2569","Pipile pipile",7
"2570","Pipilo chlorurus",1
"2571","Pipilo naufragus",2
"2572","Pipilo socorroensis",4
"2573","Pipreola chlorolepidota",8
"2574","Piprites pileata",11
"2575","Pithecophaga jefferyi",12
"2576","Pithys castaneus",4
"2577","Pitta anerythra",8
"2578","Pitta megarhyncha",7
"2579","Pitta morotaiensis",4
"2580","Pitta nympha",12
"2581","Pitta rosenbergii",4
"2582","Pitta steerii",9
"2583","Pitta superba",8
"2584","Pittasoma rufopileatum",12
"2585","Pityriasis gymnocephala",10
"2586","Platalea alba",2
"2587","Platalea minor",8
"2588","Platalea regia",1
"2589","Platycercus elegans",1
"2590","Platycercus icterotis",1
"2591","Platylophus galericulatus",11
"2592","Platyrinchus leucoryphus",7
"2593","Platysmurus aterrimus",9
"2594","Platysmurus leucopterus",9
"2595","Platysteira albifrons",4
"2596","Platysteira laticincta",12
"2597","Plectrophenax hyperboreus",11
"2598","Plectrophenax nivalis",1
"2599","Plegadis falcinellus",1
"2600","Ploceus aureonucha",2
"2601","Ploceus bannermani",10
"2602","Ploceus batesi",8
"2603","Ploceus burnieri",9
"2604","Ploceus capensis",1
"2605","Ploceus flavipes",2
"2606","Ploceus golandi",4
"2607","Ploceus grandis",10
"2608","Ploceus hypoxanthus",4
"2609","Ploceus megarhynchus",19
"2610","Ploceus nicolli",8
"2611","Ploceus olivaceiceps",6
"2612","Ploceus ruweti",2
"2613","Ploceus spekeoides",2
"2614","Ploceus subpersonatus",7
"2615","Pluvialis apricaria",2
"2616","Pluvialis dominica",1
"2617","Pluvialis fulva",1
"2618","Pluvialis squatarola",7
"2619","Pluvianellus socialis",14
"2620","Podiceps andinus",11
"2621","Podiceps auritus",20
"2622","Podiceps cristatus",2
"2623","Podiceps gallardoi",19
"2624","Podiceps grisegena",14
"2625","Podiceps juninensis",7
"2626","Podiceps nigricollis",1
"2627","Podiceps taczanowskii",14
"2628","Podilymbus gigas",8
"2629","Podoces biddulphi",8
"2630","Poecile montanus",7
"2631","Poecilotriccus luluae",10
"2632","Poeoptera femoralis",8
"2633","Poephila cincta",6
"2634","Pogoniulus makawai",2
"2635","Pogonotriccus eximius",8
"2636","Pogonotriccus lanyoni",11
"2637","Pogonotriccus venezuelanus",6
"2638","Poicephalus cryptoxanthus",5
"2639","Poicephalus fuscicollis",1
"2640","Poicephalus robustus",7
"2641","Poicephalus senegalus",2
"2642","Poikilocarbo gaimardi",7
"2643","Polemaetus bellicosus",13
"2644","Poliocephalus rufopectus",15
"2645","Poliolais lopezi",8
"2646","Polioptila lactea",8
"2647","Polyplectron germaini",8
"2648","Polyplectron inopinatum",5
"2649","Polyplectron katsumatae",5
"2650","Polyplectron malacense",6
"2651","Polyplectron napoleonis",7
"2652","Polyplectron schleiermacheri",8
"2653","Polysticta stelleri",13
"2654","Polystictus pectoralis",13
"2655","Polystictus superciliaris",3
"2656","Polytelis alexandrae",11
"2657","Polytelis anthopeplus",14
"2658","Polytelis swainsonii",21
"2659","Polytmus milleri",1
"2660","Pomarea dimidiata",17
"2661","Pomarea fluxa",10
"2662","Pomarea iphis",15
"2663","Pomarea mendozae",15
"2664","Pomarea mira",8
"2665","Pomarea nigra",27
"2666","Pomarea nukuhivae",6
"2667","Pomarea pomarea",4
"2668","Pomarea whitneyi",8
"2669","Poodytes albolimbatus",7
"2670","Poodytes caudatus",2
"2671","Poodytes rufescens",8
"2672","Poospiza baeri",7
"2673","Poospiza garleppi",16
"2674","Poospiza goeringi",2
"2675","Poospiza rubecula",7
"2676","Poospiza rufosuperciliaris",7
"2677","Porphyrio albus",2
"2678","Porphyrio alleni",5
"2679","Porphyrio caerulescens",2
"2680","Porphyrio hochstetteri",9
"2681","Porphyrio kukwiedei",8
"2682","Porphyrio mantelli",3
"2683","Porphyrio paepae",4
"2684","Porphyrospiza caerulescens",6
"2685","Porzana porzana",3
"2686","Premnoplex pariae",7
"2687","Premnoplex tatei",6
"2688","Primolius couloni",6
"2689","Primolius maracana",7
"2690","Prinia cinereocapilla",12
"2691","Prinia familiaris",2
"2692","Prinia hypoxantha",1
"2693","Prinia maculosa",1
"2694","Prioniturus flavicans",10
"2695","Prioniturus luconensis",9
"2696","Prioniturus mindorensis",9
"2697","Prioniturus montanus",6
"2698","Prioniturus platenae",10
"2699","Prioniturus verticalis",11
"2700","Prioniturus waterstradti",3
"2701","Prionochilus thoracicus",10
"2702","Prionodura newtoniana",1
"2703","Prionops alberti",5
"2704","Prionops gabela",7
"2705","Prionops poliolophus",6
"2706","Probosciger aterrimus",1
"2707","Procellaria aequinoctialis",13
"2708","Procellaria cinerea",14
"2709","Procellaria conspicillata",4
"2710","Procellaria parkinsoni",14
"2711","Procellaria westlandica",18
"2712","Procnias nudicollis",12
"2713","Procnias tricarunculatus",8
"2714","Progne modesta",9
"2715","Progne murphyi",6
"2716","Promerops cafer",1
"2717","Promerops gurneyi",7
"2718","Prosobonia cancellata",4
"2719","Prosobonia ellisi",2
"2720","Prosobonia leucoptera",2
"2721","Prosobonia parvirostris",12
"2722","Prosopeia personata",6
"2723","Prosopeia splendens",6
"2724","Prunella montanella",1
"2725","Psarocolius cassini",13
"2726","Pselliophorus luteoviridis",10
"2727","Psephotellus chrysopterygius",10
"2728","Psephotellus pulcherrimus",17
"2729","Pseudasthenes steinbachi",2
"2730","Pseudastur occidentalis",7
"2731","Pseudastur polionotus",13
"2732","Pseudibis davisoni",17
"2733","Pseudobulweria aterrima",12
"2734","Pseudobulweria becki",9
"2735","Pseudobulweria macgillivrayi",13
"2736","Pseudobulweria rostrata",20
"2737","Pseudocalyptomena graueri",8
"2738","Pseudochelidon eurystomina",6
"2739","Pseudocolopteryx dinelliana",6
"2740","Pseudonestor xanthophrys",24
"2741","Pseudorectes incertus",2
"2742","Pseudosaltator rufiventris",8
"2743","Psilopogon henricii",12
"2744","Psilopogon javensis",12
"2745","Psilopogon mystacophanos",10
"2746","Psilopogon pulcherrimus",1
"2747","Psilopogon rafflesii",12
"2748","Psilorhamphus guttatus",8
"2749","Psittacara chloropterus",8
"2750","Psittacara erythrogenys",6
"2751","Psittacara euops",7
"2752","Psittacara frontatus",10
"2753","Psittacara labati",2
"2754","Psittacara wagleri",10
"2755","Psittacula alexandri",11
"2756","Psittacula caniceps",7
"2757","Psittacula derbiana",6
"2758","Psittaculirostris salvadorii",14
"2759","Psittacus erithacus",6
"2760","Psittacus timneh",7
"2761","Psittinus abbotti",3
"2762","Psittinus cyanurus",12
"2763","Psittirostra psittacea",32
"2764","Psittrichas fulgidus",6
"2765","Psophia crepitans",12
"2766","Psophia dextralis",6
"2767","Psophia leucoptera",8
"2768","Psophia obscura",8
"2769","Psophia viridis",6
"2770","Psophodes nigrogularis",5
"2771","Psophodes olivaceus",1
"2772","Pternistis atrifrons",9
"2773","Pternistis camerunensis",7
"2774","Pternistis capensis",1
"2775","Pternistis griseostriatus",7
"2776","Pternistis hartlaubi",1
"2777","Pternistis harwoodi",8
"2778","Pternistis ochropectus",13
"2779","Pternistis swierstrai",7
"2780","Pterodroma alba",15
"2781","Pterodroma arminjoniana",10
"2782","Pterodroma atrata",5
"2783","Pterodroma axillaris",11
"2784","Pterodroma baraui",13
"2785","Pterodroma brevipes",14
"2786","Pterodroma cahow",21
"2787","Pterodroma caribbaea",11
"2788","Pterodroma cervicalis",17
"2789","Pterodroma cookii",8
"2790","Pterodroma defilippiana",8
"2791","Pterodroma deserta",13
"2792","Pterodroma externa",18
"2793","Pterodroma feae",8
"2794","Pterodroma gouldi",14
"2795","Pterodroma hasitata",23
"2796","Pterodroma heraldica",3
"2797","Pterodroma hypoleuca",10
"2798","Pterodroma incerta",11
"2799","Pterodroma inexpectata",7
"2800","Pterodroma lessonii",12
"2801","Pterodroma leucoptera",18
"2802","Pterodroma longirostris",14
"2803","Pterodroma macroptera",6
"2804","Pterodroma madeira",13
"2805","Pterodroma magentae",26
"2806","Pterodroma mollis",6
"2807","Pterodroma neglecta",2
"2808","Pterodroma nigripennis",5
"2809","Pterodroma phaeopygia",32
"2810","Pterodroma pycrofti",2
"2811","Pterodroma rupinarum",6
"2812","Pterodroma sandwichensis",38
"2813","Pterodroma solandri",18
"2814","Pterodroma ultima",3
"2815","Pteroglossus bailloni",10
"2816","Pteroglossus bitorquatus",4
"2817","Pteroglossus sturmii",4
"2818","Pteronetta hartlaubii",8
"2819","Pterorhinus courtoisi",6
"2820","Pterorhinus koslowi",2
"2821","Pterorhinus mitratus",7
"2822","Pterorhinus monachus",11
"2823","Pterorhinus nuchalis",6
"2824","Pterorhinus vassali",1
"2825","Pterorhinus waddelli",6
"2826","Ptilinopus arcanus",8
"2827","Ptilinopus chalcurus",7
"2828","Ptilinopus chrysogaster",12
"2829","Ptilinopus coralensis",11
"2830","Ptilinopus dohertyi",15
"2831","Ptilinopus eugeniae",2
"2832","Ptilinopus granulifrons",11
"2833","Ptilinopus huttoni",16
"2834","Ptilinopus insularis",11
"2835","Ptilinopus mercierii",6
"2836","Ptilinopus monacha",6
"2837","Ptilinopus pelewensis",1
"2838","Ptilinopus rarotongensis",7
"2839","Ptilinopus richardsii",3
"2840","Ptilinopus roseicapilla",13
"2841","Ptilinopus tannensis",4
"2842","Ptilocichla falcata",9
"2843","Ptilocichla leucogrammica",11
"2844","Ptilonorhynchus violaceus",1
"2845","Ptilopachus nahani",10
"2846","Ptiloprora mayri",1
"2847","Ptilotula ornata",1
"2848","Ptychoramphus aleuticus",28
"2849","Puffinus assimilis",6
"2850","Puffinus auricularis",18
"2851","Puffinus bailloni",4
"2852","Puffinus bannermani",4
"2853","Puffinus bryani",4
"2854","Puffinus elegans",6
"2855","Puffinus gavia",10
"2856","Puffinus heinrothi",7
"2857","Puffinus huttoni",11
"2858","Puffinus lherminieri",4
"2859","Puffinus mauretanicus",21
"2860","Puffinus myrtae",10
"2861","Puffinus nativitatis",1
"2862","Puffinus newelli",31
"2863","Puffinus opisthomelas",19
"2864","Puffinus persicus",2
"2865","Puffinus puffinus",10
"2866","Puffinus subalaris",1
"2867","Puffinus yelkouan",17
"2868","Purpureicephalus spurius",1
"2869","Pycnonotus bimaculatus",2
"2870","Pycnonotus capensis",1
"2871","Pycnonotus penicillatus",10
"2872","Pycnonotus pseudosimplex",2
"2873","Pycnonotus simplex",2
"2874","Pycnonotus snouckaerti",2
"2875","Pycnonotus taivanus",5
"2876","Pycnonotus tympanistrigus",6
"2877","Pycnonotus xantholaemus",10
"2878","Pycnonotus zeylanicus",7
"2879","Pycnoptilus floccosus",1
"2880","Pygoscelis adeliae",7
"2881","Pygoscelis antarcticus",4
"2882","Pygoscelis papua",9
"2883","Pyriglena atra",7
"2884","Pyrilia aurantiocephala",2
"2885","Pyrilia barrabandi",6
"2886","Pyrilia caica",6
"2887","Pyrilia pyrilia",12
"2888","Pyrilia vulturina",6
"2889","Pyrocephalus dubius",2
"2890","Pyrocephalus nanus",6
"2891","Pyrrholaemus sagittatus",10
"2892","Pyrrhula leucogenis",1
"2893","Pyrrhula murina",20
"2894","Pyrrhula waterstradti",3
"2895","Pyrrhulagra nigra",5
"2896","Pyrrhulagra taylori",4
"2897","Pyrrhura albipectus",8
"2898","Pyrrhura amazonum",4
"2899","Pyrrhura caeruleiceps",6
"2900","Pyrrhura calliptera",12
"2901","Pyrrhura chapmani",4
"2902","Pyrrhura cruentata",7
"2903","Pyrrhura devillei",7
"2904","Pyrrhura eisenmanni",6
"2905","Pyrrhura emma",6
"2906","Pyrrhura griseipectus",12
"2907","Pyrrhura lepida",6
"2908","Pyrrhura leucotis",6
"2909","Pyrrhura melanura",4
"2910","Pyrrhura orcesi",8
"2911","Pyrrhura perlata",6
"2912","Pyrrhura pfrimeri",13
"2913","Pyrrhura rupicola",6
"2914","Pyrrhura snethlageae",4
"2915","Pyrrhura subandina",8
"2916","Pyrrhura viridicata",15
"2917","Pyrroglaux podargina",1
"2918","Quiscalus palustris",4
"2919","Quiscalus quiscula",2
"2920","Quoyornis georgianus",1
"2921","Radjah radjah",1
"2922","Rallicula leucospila",7
"2923","Rallicula mayri",1
"2924","Rallina canningi",11
"2925","Rallus antarcticus",16
"2926","Rallus aquaticus",2
"2927","Rallus elegans",17
"2928","Rallus indicus",2
"2929","Rallus madagascariensis",4
"2930","Rallus obsoletus",11
"2931","Rallus semiplumbeus",25
"2932","Rallus tenuirostris",4
"2933","Rallus wetmorei",12
"2934","Ramphastos ambiguus",6
"2935","Ramphastos ariel",6
"2936","Ramphastos culminatus",6
"2937","Ramphastos sulfuratus",5
"2938","Ramphastos tucanus",6
"2939","Ramphastos vitellinus",6
"2940","Ramphiculus epius",6
"2941","Ramphiculus jambu",11
"2942","Ramphiculus mangoliensis",6
"2943","Ramphiculus marchei",8
"2944","Ramphiculus meridionalis",8
"2945","Ramphiculus merrilli",6
"2946","Ramphiculus subgularis",9
"2947","Ramphocinclus brachyurus",26
"2948","Ramphodon naevius",8
"2949","Ramphomicron dorsale",9
"2950","Randia pseudozosterops",5
"2951","Raphus cucullatus",4
"2952","Regulus goodfellowi",1
"2953","Reinwardtoena browni",6
"2954","Reinwardtoena crassirostris",4
"2955","Rhabdornis rabori",5
"2956","Rhabdotorrhinus corrugatus",19
"2957","Rhabdotorrhinus exarhatus",6
"2958","Rhabdotorrhinus leucocephalus",8
"2959","Rhabdotorrhinus waldeni",14
"2960","Rhea americana",6
"2961","Rhea pennata",6
"2962","Rhea tarapacensis",6
"2963","Rhegmatorhina gymnops",9
"2964","Rhegmatorhina hoffmannsi",11
"2965","Rheinardia nigrescens",4
"2966","Rheinardia ocellata",8
"2967","Rhinoplax vigil",13
"2968","Rhinoptilus bitorquatus",8
"2969","Rhipidura cockerelli",2
"2970","Rhipidura coultasi",2
"2971","Rhipidura drownei",1
"2972","Rhipidura fuscorufa",5
"2973","Rhipidura lepida",1
"2974","Rhipidura malaitae",6
"2975","Rhipidura matthiae",2
"2976","Rhipidura nebulosa",1
"2977","Rhipidura ocularis",1
"2978","Rhipidura opistherythra",5
"2979","Rhipidura personata",6
"2980","Rhipidura rennelliana",1
"2981","Rhipidura rufilateralis",2
"2982","Rhipidura sauli",6
"2983","Rhipidura semirubra",6
"2984","Rhipidura tenebrosa",3
"2985","Rhizothera dulitensis",7
"2986","Rhizothera longirostris",7
"2987","Rhodacanthis flaviceps",2
"2988","Rhodacanthis palmeri",2
"2989","Rhodonessa caryophyllacea",6
"2990","Rhodostethia rosea",4
"2991","Rhopornis ardesiacus",9
"2992","Rhynchopsitta pachyrhyncha",11
"2993","Rhynchopsitta terrisi",13
"2994","Rhynchostruthus louisae",3
"2995","Rhynchostruthus percivali",2
"2996","Rhynchostruthus socotranus",1
"2997","Rhynochetos jubatus",17
"2998","Rhyticeros cassidix",7
"2999","Rhyticeros everetti",10
"3000","Rhyticeros narcondami",15
"3001","Rhyticeros subruficollis",13
"3002","Rhyticeros undulatus",7
"3003","Rigidipenna inexpectata",4
"3004","Riparia riparia",6
"3005","Rissa brevirostris",7
"3006","Rissa tridactyla",7
"3007","Robsonius rabori",2
"3008","Robsonius sorsogonensis",5
"3009","Robsonius thompsoni",2
"3010","Rollandia microptera",16
"3011","Rollulus rouloul",12
"3012","Rostratula australis",10
"3013","Rougetius rougetii",7
"3014","Rowettia goughensis",4
"3015","Rubigula dispar",4
"3016","Rukia longirostra",6
"3017","Rukia ruki",6
"3018","Rynchops albicollis",20
"3019","Rynchops flavirostris",19
"3020","Sagittarius serpentarius",13
"3021","Saltator cinctus",7
"3022","Salvadorina waigiuensis",10
"3023","Sarcogyps calvus",12
"3024","Sarcophanops samarensis",7
"3025","Sarcophanops steerii",8
"3026","Sarkidiornis melanotos",10
"3027","Sarkidiornis sylvicola",10
"3028","Sarothrura affinis",6
"3029","Sarothrura ayresi",23
"3030","Sarothrura elegans",2
"3031","Sarothrura watersi",4
"3032","Saundersilarus saundersi",13
"3033","Saxicola dacotiae",11
"3034","Saxicola gutturalis",6
"3035","Saxicola insignis",11
"3036","Saxicola macrorhynchus",8
"3037","Saxicola torquatus",6
"3038","Sceloglaux albifacies",6
"3039","Scenopoeetes dentirostris",1
"3040","Scepomycter winifredae",3
"3041","Schistolais leontica",10
"3042","Schoenicola platyurus",13
"3043","Schoenicola striatus",15
"3044","Schoeniparus variegaticeps",11
"3045","Scissirostrum dubium",4
"3046","Scleroptila afra",1
"3047","Scleroptila elgonensis",6
"3048","Scleroptila psilolaema",4
"3049","Scleroptila streptophora",6
"3050","Sclerurus albigularis",4
"3051","Sclerurus cearensis",3
"3052","Scolopax celebensis",7
"3053","Scolopax mira",11
"3054","Scolopax rochussenii",10
"3055","Scolopax saturata",4
"3056","Scotopelia ussheri",14
"3057","Scytalopus alvarezlopezi",3
"3058","Scytalopus canus",8
"3059","Scytalopus caracae",1
"3060","Scytalopus diamantinensis",9
"3061","Scytalopus gettyae",2
"3062","Scytalopus gonzagai",7
"3063","Scytalopus iraiensis",16
"3064","Scytalopus latebricola",3
"3065","Scytalopus novacapitalis",12
"3066","Scytalopus panamensis",6
"3067","Scytalopus perijanus",7
"3068","Scytalopus robbinsi",5
"3069","Scytalopus rodriguezi",4
"3070","Scytalopus urubambae",2
"3071","Selasphorus ardens",10
"3072","Selasphorus rufus",3
"3073","Semioptera wallacii",14
"3074","Semnornis ramphastinus",13
"3075","Sephanoides fernandensis",24
"3076","Sericornis citreogularis",1
"3077","Sericornis frontalis",1
"3078","Sericornis keri",1
"3079","Sericossypha albocristata",8
"3080","Sericulus bakeri",7
"3081","Serinus alario",1
"3082","Serinus nigriceps",1
"3083","Serinus syriacus",9
"3084","Setopagis whitelyi",1
"3085","Setophaga angelae",8
"3086","Setophaga caerulescens",1
"3087","Setophaga cerulea",13
"3088","Setophaga chrysoparia",25
"3089","Setophaga flavescens",9
"3090","Setophaga fusca",1
"3091","Setophaga graysoni",4
"3092","Setophaga kirtlandii",8
"3093","Setophaga magnolia",1
"3094","Setophaga palmarum",1
"3095","Setophaga petechia",1
"3096","Setophaga ruticilla",1
"3097","Setophaga striata",2
"3098","Setophaga subita",11
"3099","Setophaga virens",1
"3100","Setophaga vitellina",6
"3101","Setornis criniger",14
"3102","Sheppardia aurantiithorax",4
"3103","Sheppardia gabela",8
"3104","Sheppardia gunningi",10
"3105","Sheppardia lowei",5
"3106","Sheppardia montana",11
"3107","Sholicola albiventris",16
"3108","Sholicola major",15
"3109","Sibirionetta formosa",12
"3110","Siphonorhis americana",10
"3111","Siphonorhis brewsteri",10
"3112","Sipia palliata",9
"3113","Sitta formosa",12
"3114","Sitta insularis",13
"3115","Sitta krueperi",4
"3116","Sitta ledanti",8
"3117","Sitta magna",11
"3118","Sitta solangiae",6
"3119","Sitta victoriae",6
"3120","Sitta whiteheadi",6
"3121","Sitta yunnanensis",6
"3122","Sittiparus owstoni",11
"3123","Sittiparus semilarvatus",8
"3124","Snowornis subalaris",2
"3125","Somateria fischeri",14
"3126","Somateria mollissima",23
"3127","Somateria spectabilis",10
"3128","Spartonoica maluroides",6
"3129","Spatula clypeata",9
"3130","Spatula cyanoptera",2
"3131","Spatula hottentota",3
"3132","Spatula querquedula",18
"3133","Spatula smithii",5
"3134","Speculanas specularis",7
"3135","Spelaeornis badeigularis",7
"3136","Spelaeornis caudatus",8
"3137","Spelaeornis chocolatinus",7
"3138","Spelaeornis kinneari",5
"3139","Spelaeornis longicaudatus",8
"3140","Sphecotheres hypoleucus",6
"3141","Sphecotheres viridis",4
"3142","Spheniscus demersus",19
"3143","Spheniscus humboldti",18
"3144","Spheniscus magellanicus",31
"3145","Spheniscus mendiculus",22
"3146","Sphenoeacus afer",1
"3147","Spilornis elgini",10
"3148","Spilornis kinabaluensis",4
"3149","Spilornis klossi",7
"3150","Spinus cucullatus",4
"3151","Spinus siemiradzkii",10
"3152","Spinus yarrellii",4
"3153","Spizaetus isidori",9
"3154","Spizaetus ornatus",8
"3155","Spizella breweri",4
"3156","Spizella wortheni",7
"3157","Spizocorys fringillaris",12
"3158","Spizocorys obbiensis",4
"3159","Spizocorys sclateri",3
"3160","Sporophila beltoni",4
"3161","Sporophila cinnamomea",15
"3162","Sporophila falcirostris",9
"3163","Sporophila frontalis",9
"3164","Sporophila hypochroma",8
"3165","Sporophila iberaensis",6
"3166","Sporophila maximiliani",6
"3167","Sporophila melanogaster",15
"3168","Sporophila nigrorufa",7
"3169","Sporophila palustris",14
"3170","Sporophila ruficollis",12
"3171","Stachyris grammiceps",9
"3172","Stachyris herberti",5
"3173","Stachyris humei",4
"3174","Stachyris leucotis",8
"3175","Stachyris maculata",10
"3176","Stachyris nigricollis",8
"3177","Stachyris nonggangensis",5
"3178","Stachyris oglei",8
"3179","Stachyris roberti",4
"3180","Stagonopleura bella",1
"3181","Stagonopleura guttata",13
"3182","Stagonopleura oculata",1
"3183","Starnoenas cyanocephala",7
"3184","Stenostira scita",1
"3185","Stephanoaetus coronatus",17
"3186","Stercorarius longicaudus",1
"3187","Stercorarius parasiticus",3
"3188","Stercorarius pomarinus",1
"3189","Sterna acuticauda",19
"3190","Sterna aurantia",30
"3191","Sterna dougallii",4
"3192","Sterna hirundinacea",1
"3193","Sterna hirundo",3
"3194","Sterna paradisaea",7
"3195","Sterna repressa",4
"3196","Sterna striata",10
"3197","Sterna sumatrana",3
"3198","Sterna trudeaui",2
"3199","Sterna virgata",5
"3200","Sterna vittata",2
"3201","Sternula albifrons",9
"3202","Sternula antillarum",3
"3203","Sternula balaenarum",10
"3204","Sternula lorata",20
"3205","Sternula nereis",14
"3206","Sternula saundersi",4
"3207","Sterrhoptilus dennistouni",11
"3208","Stiphrornis erythrothorax",4
"3209","Stiphrornis pyrrholaemus",4
"3210","Stiphrornis xanthogaster",4
"3211","Stipiturus malachurus",1
"3212","Stipiturus mallee",8
"3213","Streptocitta albertinae",5
"3214","Streptopelia dusumieri",4
"3215","Streptopelia reichenowi",5
"3216","Streptopelia turtur",13
"3217","Stresemannia bougainvillei",1
"3218","Strigops habroptila",10
"3219","Strix butleri",2
"3220","Strix chacoensis",4
"3221","Strix hylophila",6
"3222","Strix nebulosa",16
"3223","Strix occidentalis",18
"3224","Strix uralensis",4
"3225","Struthio molybdophanes",6
"3226","Sturnella magna",7
"3227","Sturnornis albofrontatus",13
"3228","Sturnus vulgaris",4
"3229","Sula dactylatra",5
"3230","Sula granti",1
"3231","Sula leucogaster",8
"3232","Sula nebouxii",1
"3233","Sula sula",4
"3234","Sula variegata",2
"3235","Surnia ulula",13
"3236","Suthora przewalskii",8
"3237","Suthora zappeyi",12
"3238","Swynnertonia swynnertoni",10
"3239","Sylvia nigricapillus",3
"3240","Sylvietta chapini",4
"3241","Sylvietta philippae",6
"3242","Sylviorthorhynchus yanacensis",10
"3243","Symposiachrus ateralbus",2
"3244","Symposiachrus barbatus",2
"3245","Symposiachrus boanensis",6
"3246","Symposiachrus brehmii",4
"3247","Symposiachrus browni",2
"3248","Symposiachrus everetti",5
"3249","Symposiachrus infelix",2
"3250","Symposiachrus julianae",5
"3251","Symposiachrus leucurus",6
"3252","Symposiachrus malaitae",4
"3253","Symposiachrus menckei",2
"3254","Symposiachrus sacerdotum",10
"3255","Synallaxis beverlyae",4
"3256","Synallaxis cabanisi",4
"3257","Synallaxis castanea",1
"3258","Synallaxis cherriei",9
"3259","Synallaxis cinerea",9
"3260","Synallaxis courseni",5
"3261","Synallaxis fuscorufa",6
"3262","Synallaxis hellmayri",10
"3263","Synallaxis hypochondriaca",11
"3264","Synallaxis infuscata",9
"3265","Synallaxis kollari",11
"3266","Synallaxis maranonica",9
"3267","Synallaxis moesta",4
"3268","Synallaxis tithys",7
"3269","Synallaxis zimmeri",8
"3270","Syndactyla ruficollis",11
"3271","Syndactyla striata",7
"3272","Syndactyla ucayalae",7
"3273","Synthliboramphus antiquus",5
"3274","Synthliboramphus craveri",14
"3275","Synthliboramphus hypoleucus",11
"3276","Synthliboramphus scrippsi",18
"3277","Synthliboramphus wumizusume",12
"3278","Sypheotides indicus",17
"3279","Syrmaticus ellioti",16
"3280","Syrmaticus humiae",10
"3281","Syrmaticus mikado",6
"3282","Syrmaticus reevesii",7
"3283","Syrmaticus soemmerringii",10
"3284","Tachybaptus pelzelnii",18
"3285","Tachybaptus rufolavatus",23
"3286","Tachycineta cyaneoviridis",11
"3287","Tachycineta euchrysea",7
"3288","Tachyeres brachypterus",2
"3289","Tachyeres leucocephalus",20
"3290","Tachyeres patachonicus",5
"3291","Tachyeres pteneres",2
"3292","Tadorna cana",7
"3293","Tadorna cristata",1
"3294","Tadorna ferruginea",17
"3295","Talegalla cuvieri",4
"3296","Tangara argyrofenges",8
"3297","Tangara cabanisi",7
"3298","Tangara cyanoptera",10
"3299","Tangara fastuosa",11
"3300","Tangara fucosa",3
"3301","Tangara johannae",13
"3302","Tangara meyerdeschauenseei",6
"3303","Tangara peruviana",4
"3304","Tangara phillipsi",4
"3305","Tanygnathus everetti",4
"3306","Tanygnathus gramineus",6
"3307","Tanygnathus lucionensis",10
"3308","Tanygnathus sumatranus",4
"3309","Tanysiptera carolinae",5
"3310","Tanysiptera ellioti",7
"3311","Tanysiptera hydrocharis",2
"3312","Tanysiptera riedelii",6
"3313","Taoniscus nanus",18
"3314","Taphrolesbia griseiventris",6
"3315","Tarsiger johnstoniae",1
"3316","Tauraco bannermani",13
"3317","Tauraco corythaix",1
"3318","Tauraco fischeri",9
"3319","Tauraco ruspolii",16
"3320","Tchagra tchagra",1
"3321","Telespiza cantans",11
"3322","Telespiza ultima",19
"3323","Temnotrogon roseigaster",9
"3324","Tephrophilus wetmorei",10
"3325","Terathopius ecaudatus",7
"3326","Terenura sicki",8
"3327","Terpsiphone atrocaudata",6
"3328","Terpsiphone bedfordi",6
"3329","Terpsiphone corvina",10
"3330","Terpsiphone cyanescens",7
"3331","Tetrao urogalloides",1
"3332","Tetrao urogallus",1
"3333","Tetraogallus caucasicus",4
"3334","Tetrax tetrax",15
"3335","Thalassarche bulleri",4
"3336","Thalassarche carteri",8
"3337","Thalassarche cauta",7
"3338","Thalassarche chlororhynchos",8
"3339","Thalassarche chrysostoma",7
"3340","Thalassarche eremita",6
"3341","Thalassarche impavida",2
"3342","Thalassarche melanophris",12
"3343","Thalassarche salvini",2
"3344","Thalassarche steadi",6
"3345","Thalasseus bergii",3
"3346","Thalasseus bernsteini",16
"3347","Thalasseus elegans",8
"3348","Thalasseus maximus",3
"3349","Thalasseus sandvicensis",3
"3350","Thalurania ridgwayi",2
"3351","Thalurania watertonii",7
"3352","Thamnophilus cryptoleucus",6
"3353","Thamnophilus nigrocinereus",4
"3354","Thamnophilus praecox",3
"3355","Thamnophilus shumbae",2
"3356","Thamnophilus tenuepunctatus",4
"3357","Thaumatibis gigantea",20
"3358","Theristicus branickii",4
"3359","Thinornis cucullatus",24
"3360","Thinornis novaeseelandiae",12
"3361","Threskiornis aethiopicus",5
"3362","Threskiornis bernieri",8
"3363","Threskiornis melanocephalus",9
"3364","Threskiornis solitarius",2
"3365","Thripophaga amacurensis",5
"3366","Thripophaga cherriei",2
"3367","Thripophaga macroura",7
"3368","Thryophilus nicefori",12
"3369","Thryophilus sernai",9
"3370","Thryorchilus browni",1
"3371","Tinamus guttatus",6
"3372","Tinamus major",12
"3373","Tinamus osgoodi",8
"3374","Tinamus solitarius",9
"3375","Tinamus tao",6
"3376","Todiramphus albonotatus",4
"3377","Todiramphus australasia",8
"3378","Todiramphus cinnamominus",4
"3379","Todiramphus enigma",2
"3380","Todiramphus farquhari",11
"3381","Todiramphus funebris",13
"3382","Todiramphus gambieri",9
"3383","Todiramphus godeffroyi",26
