cur_alternate_com_name,sci_name
Tyran audacieux ou T. tigre,Myiodynastes maculatus/luteiventris
Tyran pirate,Legatus leucophaius
Tyran tachete,Empidonomus varius
Tyran oriflamme,Empidonomus aurantioatrocristatus
Tyran des palmiers,Tyrannopsis sulphurea
Tyran chimu,Tyrannus niveigularis
Tyran a gorge blanche,Tyrannus albogularis
Tyran melancolique,Tyrannus melancholicus
Tyran a gorge blanche ou T. melancolique,Tyrannus albogularis/melancholicus
Tyran de Couch,Tyrannus couchii
Tyran melancolique ou T. de Couch,Tyrannus melancholicus/couchii
Tyran de Cassin,Tyrannus vociferans
Tyran a bec epais,Tyrannus crassirostris
Tyran de l'Ouest,Tyrannus verticalis
Tyran de Cassin ou T. de l'Ouest,Tyrannus vociferans/verticalis
Tyrannus sp. (a ventre jaune),Tyrannus sp. (yellow-bellied)
Tyrannus sp.,Tyrannus sp.
Tyran tritri,Tyrannus tyrannus
Hybride Tyran de l'Ouest x T. tritri,Tyrannus verticalis x tyrannus
Tyran gris,Tyrannus dominicensis
Hybride Tyran melancolique x T. gris,Tyrannus melancholicus x dominicensis
Tyran tete-police,Tyrannus caudifasciatus
Tyran tete-police (groupe caudifasciatus),Tyrannus caudifasciatus [caudifasciatus Group]
Tyran tete-police (taylori),Tyrannus caudifasciatus taylori
Tyran tete-police (gabbii),Tyrannus caudifasciatus gabbii
Tyran geant,Tyrannus cubensis
Tyran a longue queue,Tyrannus forficatus
Hybride Tyran de Couch x T. a longue queue,Tyrannus couchii x forficatus
Hybride Tyran de l'Ouest x T. a longue queue,Tyrannus verticalis x forficatus
Tyran des savanes,Tyrannus savana
Tyran des savanes (savana),Tyrannus savana savana
Tyran des savanes (monachus),Tyrannus savana monachus
Tyran des savanes (sanctaemartae),Tyrannus savana sanctaemartae
Tyran des savanes (circumdatus),Tyrannus savana circumdatus
Hybride Tyran melancolique x T. des savanes,Tyrannus melancholicus x Tyrannus savana
Moucherolle sp.,Tyrannidae sp.
Menure d'Albert,Menura alberti
Menure superbe,Menura novaehollandiae
Atrichorne roux,Atrichornis rufescens
Atrichorne bruyant,Atrichornis clamosus
Jardinier a joues blanches,Ailuroedus buccoides
Jardinier de Sharpe,Ailuroedus stonii
Jardinier des Geisler,Ailuroedus geislerorum
Jardinier de Ramsay,Ailuroedus maculosus
Jardinier de Huon,Ailuroedus astigmaticus
Jardinier a calotte noire,Ailuroedus melanocephalus
Jardinier de Jobi,Ailuroedus jobiensis
Jardinier de l'Arfak,Ailuroedus arfakianus
Jardinier oreillard,Ailuroedus melanotis
Jardinier vert,Ailuroedus crassirostris
Ailuroedus sp. (Jardinier),Ailuroedus sp.
Jardinier a bec dente,Scenopoeetes dentirostris
Jardinier d'Archbold,Archboldia papuensis
Jardinier brun,Amblyornis inornata
Jardinier de MacGregor,Amblyornis macgregoriae
Jardinier a huppe orange,Amblyornis subalaris
Jardinier a front d'or,Amblyornis flavifrons
Jardinier de Newton,Amblyornis newtoniana
Jardinier du Prince d'Orange,Sericulus aureus
Jardinier ardent,Sericulus ardens
Jardinier de Baker,Sericulus bakeri
Jardinier prince-regent,Sericulus chrysocephalus
Jardinier satine,Ptilonorhynchus violaceus
Hybride Jardinier prince-regent x J. satine,Sericulus chrysocephalus x Ptilonorhynchus violaceus
Jardinier tachete,Chlamydera guttata
Jardinier macule,Chlamydera maculata
Jardinier a nuque rose,Chlamydera nuchalis
Jardinier de Lauterbach,Chlamydera lauterbachi
Jardinier a poitrine fauve,Chlamydera cerviniventris
echelet papou,Cormobates placens
echelet leucophee,Cormobates leucophaea
echelet leucophee (minor),Cormobates leucophaea minor
echelet leucophee (groupe leucophaea),Cormobates leucophaea [leucophaea Group]
echelet a sourcils blancs,Climacteris affinis
echelet a sourcils roux,Climacteris erythrops
echelet brun,Climacteris picumnus
echelet a queue noire,Climacteris melanurus
echelet roux,Climacteris rufus
echelet sp.,Climacteridae sp.
Amytis gris,Amytornis barbatus
Amytis de White,Amytornis whitei
Amytis de White (whitei),Amytornis whitei whitei
Amytis de White (oweni),Amytornis whitei oweni
Amytis de Rowley,Amytornis rowleyi
Amytis strie,Amytornis striatus
Amytis a gorge blanche,Amytornis woodwardi
Amytis de Dorothy,Amytornis dorotheae
Amytis de Merrotsy,Amytornis merrotsyi
Amytis natte,Amytornis textilis
Amytis natte (textilis),Amytornis textilis textilis
Amytis natte (myall),Amytornis textilis myall
Amytis a bec fort,Amytornis modestus
Amytis noir,Amytornis housei
Amytis de l'Eyre,Amytornis goyderi
Amytis de Purnell,Amytornis purnelli
Amytis kalkadoon,Amytornis ballarae
Queue-de-gaze du Sud,Stipiturus malachurus
Queue-de-gaze a calotte rousse,Stipiturus ruficeps
Queue-de-gaze du mallee,Stipiturus mallee
Merion de Wallace,Sipodotus wallacii
Merion a tete rousse,Clytomyias insignis
Merion a bec large,Chenorhamphus grayi
Merion de Campbell,Chenorhamphus campbelli
Merion empereur,Malurus cyanocephalus
Merion couronne,Malurus coronatus
Merion elegant,Malurus elegans
Merion a gorge bleue,Malurus pulcherrimus
Merion violace,Malurus assimilis
Merion violace (dulcis/rogersi),Malurus assimilis dulcis/rogersi
Merion violace (assimilis/bernieri),Malurus assimilis assimilis/bernieri
Merion de Lambert,Malurus lamberti
Merion violace ou M. de Lambert,Malurus assimilis/lamberti
Merion ravissant,Malurus amabilis
Merion splendide,Malurus splendens
Merion superbe,Malurus cyaneus
Merion leucoptere,Malurus leucopterus
Merion leucoptere (leuconotus),Malurus leucopterus leuconotus
Merion leucoptere (leucopterus/edouardi),Malurus leucopterus leucopterus/edouardi
Hybride Merion superbe x M. leucoptere,Malurus cyaneus x leucopterus
Merion a dos rouge,Malurus melanocephalus
Hybride Merion superbe x M. a dos rouge,Malurus cyaneus x melanocephalus
Merion a epaulettes,Malurus alboscapulatus
Malurus sp.,Malurus sp.
Meliphage des Celebes,Myza celebensis
Meliphage a points,Myza sarasinorum
Meliphage des Celebes ou M. a points,Myza celebensis/sarasinorum
Meliphage a bec grele,Acanthorhynchus tenuirostris
Meliphage festonne,Acanthorhynchus superciliosus
Meliphage varie,Certhionyx variegatus
Meliphage ocre,Pycnopygius ixoides
Meliphage marbre,Pycnopygius cinereus
Meliphage a tete rayee,Pycnopygius stictocephalus
Meliphage tui,Prosthemadera novaeseelandiae
Meliphage carillonneur,Anthornis melanura
Meliphage tui ou M. carillonneur,Prosthemadera novaeseelandiae/Anthornis melanura
Meliphage des Chatham,Anthornis melanocephala
Meliphage bouffant,Meliphaga aruensis
Meliphage marque,Meliphaga notata
Meliphage de Lewin,Meliphaga lewinii
Meliphage reticule,Territornis reticulata
Meliphage du Kimberley,Territornis fordiana
Meliphage a boucle blanche,Territornis albilineata
Meliphage des Maoke,Oreornis chrysogenys
Meliphage forestier,Microptilotis montanus
Meliphage de Mimika,Microptilotis mimikae
Meliphage souriant,Microptilotis flavirictus
Meliphage montagnard,Microptilotis orientalis
Meliphage buissonnier,Microptilotis albonotatus
Meliphage sosie,Microptilotis analogus
Meliphage de Tagula,Microptilotis vicina
Meliphage gracile,Microptilotis gracilis
Meliphage imitateur,Microptilotis imitatrix
Meliphage de Rand,Microptilotis cinereifrons
Meliphage gracile ou M. de Rand,Microptilotis gracilis/cinereifrons
"Meliphaga, Territornis ou Microptilotis sp.",Meliphaga/Territornis/Microptilotis sp.
Meliphage jaune,Stomiopera flava
Meliphage unicolore,Stomiopera unicolor
Meliphage a front blanc,Purnella albifrons
Meliphage a joues d'or,Caligavis chrysops
Meliphage a gorge noire,Caligavis subfrenata
Meliphage obscur,Caligavis obscura
Meliphage cornu,Lichenostomus melanops
Meliphage cornu (melanops/meltoni),Lichenostomus melanops melanops/meltoni
Meliphage cornu (cassidix),Lichenostomus melanops cassidix
Meliphage grime,Lichenostomus cratitius
Meliphage a sourcils noirs,Manorina melanophrys
Meliphage bruyant,Manorina melanocephala
Meliphage a cou jaune,Manorina flavigula
Meliphage a oreillons noirs,Manorina melanotis
Hybride Meliphage a cou jaune x M. a oreillons noirs,Manorina flavigula x melanotis
Manorina sp.,Manorina sp.
Meliphage fuligineux,Melidectes fuscus
Meliphage a barbe courte,Melidectes nouhuysi
Meliphage a barbe longue,Melidectes princeps
Meliphage maquille,Melidectes torquatus
Meliphage a sourcils roux,Melidectes ochromelas
Meliphage a face blanche,Melidectes leucostephes
Meliphage de Foerster,Melidectes foersteri
Meliphage de Belford,Melidectes belfordi
Meliphage de Reichenow,Melidectes rufocrissalis
Hybride Meliphage de Belford x M. de Reichenow,Melidectes belfordi x rufocrissalis
Meliphage de Belford ou M. de Reichenow,Melidectes belfordi/rufocrissalis
Melidectes sp.,Melidectes sp.
Meliphage bride,Bolemoreus frenatus
Meliphage de Hindwood,Bolemoreus hindwoodi
Meliphage a bavette,Acanthagenys rufogularis
Meliphage a gouttelettes,Anthochaera chrysoptera
Meliphage mineur,Anthochaera lunulata
Meliphage regent,Anthochaera phrygia
Meliphage barbe-rouge,Anthochaera carunculata
Meliphage a pendeloques,Anthochaera paradoxa
Anthochaera sp.,Anthochaera sp.
Meliphage versicolore,Gavicalis versicolor
Meliphage des mangroves,Gavicalis fasciogularis
Meliphage chanteur,Gavicalis virescens
Gavicalis sp.,Gavicalis sp.
Meliphage orne,Ptilotula ornata
Meliphage serti,Ptilotula penicillata
Meliphage flavescent,Ptilotula flavescens
Meliphage grisatre,Ptilotula fusca
Meliphage a tete grise,Ptilotula keartlandi
Meliphage a plumet noir,Ptilotula plumula
Meliphage de Bougainville,Stresemannia bougainvillei
Meliphage modeste,Ramsayornis modestus
Meliphage fascie,Ramsayornis fasciatus
Meliphage a gorge blanche,Conopophila albogularis
Meliphage a gorge rousse,Conopophila rufogularis
Meliphage de White,Conopophila whitei
Epthianure d'Ashby,Ashbyia lovensis
Epthianure a collier,Epthianura crocea
Epthianure tricolore,Epthianura tricolor
Epthianure orangee,Epthianura aurifrons
Epthianure a front blanc,Epthianura albifrons
Meliphage a ventre tachete,Melipotes gymnops
Meliphage enfume,Melipotes fumigatus
Meliphage de Carol,Melipotes carolae
Meliphage paillete,Melipotes ater
Melipotes sp.,Melipotes sp.
Meliphage de MacGregor,Macgregoria pulchra
Meliphage a long bec,Melilestes megarhynchus
Meliphage olivatre,Timeliopsis fulvigula
Meliphage chamois,Timeliopsis griseigula
Myzomele cravate,Sugomel nigrum
Myzomele des Whiteman,Vosea whitemanensis
Myzomele sobre,Myzomela blasii
Myzomele a menton blanc,Myzomela albigula
Myzomele a menton rouge,Myzomela eques
Myzomele cendre,Myzomela cineracea
Myzomele ombre,Myzomela obscura
Myzomele ombre (simplex/mortyana),Myzomela obscura simplex/mortyana
Myzomele ombre (rubrotincta),Myzomela obscura rubrotincta
Myzomele ombre (rubrobrunnea),Myzomela obscura rubrobrunnea
Myzomele ombre (groupe obscura),Myzomela obscura [obscura Group]
Myzomele vermillon,Myzomela cruentata
Myzomele vermillon (cruentata/coccinea),Myzomela cruentata cruentata/coccinea
Myzomele vermillon (groupe erythrina),Myzomela cruentata [erythrina Group]
Myzomele noir,Myzomela nigrita
Myzomele de Nouvelle-Irlande,Myzomela pulchella
Myzomele d'Alor,Myzomela prawiradilagae
Myzomele de Wetar,Myzomela kuehni
Myzomele a tete rouge,Myzomela erythrocephala
Myzomele de Sumba,Myzomela dammermani
Myzomele de Rote,Myzomela irianawidodoae
Myzomele montagnard,Myzomela adolphinae
Myzomele des Celebes,Myzomela chloroptera
Myzomele des Celebes (groupe chloroptera),Myzomela chloroptera [chloroptera Group]
Myzomele des Celebes (batjanensis),Myzomela chloroptera batjanensis
Myzomele de Taliabu,Myzomela wahe
Myzomele de Forbes,Myzomela wakoloensis
Myzomele de Forbes (elisabethae),Myzomela wakoloensis elisabethae
Myzomele de Forbes (wakoloensis),Myzomela wakoloensis wakoloensis
Myzomele de Banda,Myzomela boiei
Myzomele caledonien,Myzomela caledonica
Myzomele ecarlate,Myzomela sanguinolenta
Myzomele de Micronesie,Myzomela rubratra
Myzomele cardinal,Myzomela cardinalis
Myzomele cardinal (lifuensis),Myzomela cardinalis lifuensis
Myzomele cardinal (groupe cardinalis),Myzomela cardinalis [cardinalis Group]
Myzomele des Samoa,Myzomela nigriventris
Myzomele de Rotuma,Myzomela chermesina
Myzomele de Sclater,Myzomela sclateri
Myzomele ebene,Myzomela pammelaena
Myzomele a nuque rouge,Myzomela lafargei
Myzomele a ventre jaune,Myzomela eichhorni
Myzomele de Malaita,Myzomela malaitae
Myzomele a tete noire,Myzomela melanocephala
Myzomele de Tristram,Myzomela tristrami
Myzomele des Fidji,Myzomela jugularis
Myzomele a ventre noir,Myzomela erythromelas
Myzomele de Timor,Myzomela vulnerata
Myzomele de Rosenberg,Myzomela rosenbergii
Myzomele de Rosenberg (rosenbergii/wahgiensis),Myzomela rosenbergii rosenbergii/wahgiensis
Myzomele de Rosenberg (longirostris),Myzomela rosenbergii longirostris
Myzomela sp.,Myzomela sp.
Meliphage barre,Gliciphila undulata
Meliphage a calotte fauve,Gliciphila melanops
Meliphage des Nouvelles-Hebrides,Gliciphila notabilis
Meliphage trompeur,Glycichaera fallax
Meliphage gris-de-plomb,Ptiloprora plumbea
Meliphage de Meek,Ptiloprora meekiana
Meliphage a flancs roux,Ptiloprora erythropleura
Meliphage de Mayr,Ptiloprora mayri
Meliphage a dos roux,Ptiloprora guisei
Meliphage strie,Ptiloprora perstriata
Meliphage a collier,Cissomela pectoralis
Meliphage de Lombok,Lichmera lombokia
Meliphage a joues argent,Lichmera argentauris
Meliphage brunatre,Lichmera indistincta
Meliphage frange,Lichmera limbata
Meliphage a oreillons gris,Lichmera incana
Meliphage a plumet blanc,Lichmera squamata
Meliphage grivele,Lichmera alboauricularis
Meliphage de Buru,Lichmera deningeri
Meliphage de Ceram,Lichmera monticola
Meliphage de Timor,Lichmera flavicans
Meliphage de Wetar,Lichmera notabilis
Meliphage a croissants,Phylidonyris pyrrhopterus
Meliphage de Nouvelle-Hollande,Phylidonyris novaehollandiae
Meliphage farde,Phylidonyris niger
Hybride Meliphage de Nouvelle-Hollande x M. farde,Phylidonyris novaehollandiae x niger
Meliphage de Cockerell,Trichodere cockerelli
Meliphage leucotique,Nesoptilotis leucotis
Meliphage a gorge jaune,Nesoptilotis flavicollis
Meliphage a oreillons bleus,Entomyzon cyanotis
Meliphage a oreillons bleus (albipennis),Entomyzon cyanotis albipennis
Meliphage a oreillons bleus (groupe cyanotis),Entomyzon cyanotis [cyanotis Group]
Meliphage a menton blanc,Melithreptus albogularis
Meliphage du Swan,Melithreptus chloropsis
Meliphage a lunule,Melithreptus lunatus
Meliphage a tete noire,Melithreptus affinis
Meliphage a tete brune,Melithreptus brevirostris
Meliphage a menton noir,Melithreptus gularis
Meliphage a menton noir (laetior),Melithreptus gularis laetior
Meliphage a menton noir (gularis),Melithreptus gularis gularis
Meliphage a bec fort,Melithreptus validirostris
Melithreptus sp.,Melithreptus sp.
Meliphage de San Cristobal,Meliarchus sclateri
Meliphage de Guadalcanal,Guadalcanaria inexpectata
Meliphage de Kandavu,Meliphacator provocator
Meliphage vert,Gymnomyza viridis
Meliphage de Viti Levu,Gymnomyza brunneirostris
Meliphage mao,Gymnomyza samoensis
Meliphage toulou,Gymnomyza aubryana
Meliphage d'Ovalau,Foulehaio procerior
Meliphage foulehaio,Foulehaio carunculatus
Meliphage de Taveuni,Foulehaio taviunensis
Meliphage a ventre fauve,Xanthotis flaviventer
Meliphage mouchete,Xanthotis polygrammus
Meliphage de Macleay,Xanthotis macleayanus
Meliphage lanceole,Plectorhyncha lanceolata
Meliphage peint,Grantiella picta
Polochion strie,Melitograis gilolensis
Polochion a menton jaune,Philemon citreogularis
Polochion de Meyer,Philemon meyeri
Polochion sobre,Philemon inornatus
Polochion de Kisar,Philemon kisserensis
Polochion de Brass,Philemon brassi
Polochion sombre,Philemon fuscicapillus
Polochion des Moluques,Philemon moluccensis
Polochion des Tanimbar,Philemon plumigenis
Polochion de Ceram,Philemon subcorniculatus
Polochion de Nouvelle-Irlande,Philemon eichhorni
Polochion casque,Philemon buceroides
Polochion casque (novaeguineae),Philemon buceroides novaeguineae
Polochion casque (yorki),Philemon buceroides yorki
Polochion casque (groupe buceroides),Philemon buceroides [buceroides Group]
Polochion a nuque blanche,Philemon albitorques
Polochion de Nouvelle-Bretagne,Philemon cockerelli
Polochion couronne,Philemon argenticeps
Polochion criard,Philemon corniculatus
Polochion moine,Philemon diemenensis
Philemon sp.,Philemon sp.
Meliphagide sp.,Meliphagidae sp.
Dasyorne a long bec,Dasyornis longirostris
Dasyorne brun,Dasyornis brachypterus
Dasyorne roux,Dasyornis broadbenti
Pardalote pointille,Pardalotus punctatus
Pardalote pointille (millitaris),Pardalotus punctatus millitaris
Pardalote pointille (punctatus),Pardalotus punctatus punctatus
Pardalote pointille (xanthopyge),Pardalotus punctatus xanthopyge
Pardalote de Tasmanie,Pardalotus quadragintus
Pardalote a sourcils rouges,Pardalotus rubricatus
Pardalote a point jaune,Pardalotus striatus
Pardalote a point jaune (groupe melanocephalus),Pardalotus striatus [melanocephalus Group]
Pardalote a point jaune (ornatus),Pardalotus striatus ornatus
Pardalote a point jaune (striatus),Pardalotus striatus striatus
Pardalote a point jaune (substriatus),Pardalotus striatus substriatus
Pardalotus sp.,Pardalotus sp.
Pachycare nain,Pachycare flavogriseum
Pycnoptile compagnon,Pycnoptilus floccosus
Origma des rochers,Origma solitaria
Northielle des fougeres,Oreoscopus gutturalis
Sericorne fauve,Crateroscelis murina
Sericorne noir et roux,Crateroscelis nigrorufa
Sericorne robuste,Crateroscelis robusta
Crateroscelis sp.,Crateroscelis sp.
Sericorne a gorge jaune,Sericornis citreogularis
Sericorne a sourcils blancs,Sericornis frontalis
Sericorne a sourcils blancs (laevigaster),Sericornis frontalis laevigaster
Sericorne a sourcils blancs (groupe maculatus),Sericornis frontalis [maculatus Group]
Sericorne a sourcils blancs (groupe frontalis),Sericornis frontalis [frontalis Group]
Sericorne brun,Sericornis humilis
Sericorne de l'Atherton,Sericornis keri
Sericorne de Beccari,Sericornis beccarii
Sericorne mysterieux,Sericornis virgatus
Sericorne montagnard,Sericornis nouhuysi
Sericorne a grand bec,Sericornis magnirostra
Sericorne chamois,Sericornis rufescens
Sericorne farde,Sericornis perspicillatus
Sericorne papou,Sericornis papuensis
Sericorne vert-de-gris,Sericornis arfakianus
Sericorne a bec blanc,Sericornis spilodera
Sericornis sp.,Sericornis sp.
Sericorne de Tasmanie,Acanthornis magna
Sericorne rougegorge,Pyrrholaemus brunneus
Sericorne fleche,Pyrrholaemus sagittatus
Sericorne roussatre,Calamanthus campestris
Sericorne montanelle,Calamanthus montanellus
Sericorne roussatre ou S. montanelle,Calamanthus campestris/montanellus
Sericorne strie,Calamanthus fuliginosus
Sericorne a croupion roux,Hylacola pyrrhopygia
Sericorne timide,Hylacola cauta
Acanthize de Nouvelle-Guinee,Acanthiza murina
Acanthize a croupion beige,Acanthiza reguloides
Acanthize sobre,Acanthiza inornata
Acanthize d'Iredale,Acanthiza iredalei
Acanthize des montagnes,Acanthiza katherina
Acanthize mignon,Acanthiza pusilla
Acanthize de Tasmanie,Acanthiza ewingii
Acanthize mignon ou A. de Tasmanie,Acanthiza pusilla/ewingii
Acanthize troglodyte,Acanthiza apicalis
Acanthize a croupion jaune,Acanthiza chrysorrhoa
Acanthize a croupion roux,Acanthiza uropygialis
Acanthize ardoise,Acanthiza robustirostris
Acanthize nain,Acanthiza nana
