cur_alternate_com_name,sci_name
Illadopsis sp.,Illadopsis sp.
Akalat strie,Kenopia striata
Akalat d'Abbott,Malacocincla abbotti
Akalat de Horsfield,Malacocincla sepiaria
Akalat de Horsfield (tardinata/barussana),Malacocincla sepiaria tardinata/barussana
Akalat de Horsfield (sepiaria),Malacocincla sepiaria sepiaria
Akalat de Horsfield (rufiventris/harterti),Malacocincla sepiaria rufiventris/harterti
Akalat a sourcils noirs,Malacocincla perspicillata
Turdinule des montagnes,Gypsophila crassa
Turdinule a queue courte,Gypsophila brevicaudata
Turdinule d'Annam,Gypsophila annamensis
Turdinule calcicole,Gypsophila calcicola
Turdinule des rochers,Gypsophila crispifrons
"Turdinule d'Annam, T. calcicole ou T. des rochers",Gypsophila annamensis/calcicola/crispifrons
Turdinule de Sumatra,Gypsophila rufipectus
Turdinule des Philippines,Ptilocichla mindanensis
Turdinule des Philippines (minuta/fortichi),Ptilocichla mindanensis minuta/fortichi
Turdinule des Philippines (mindanensis/basilanica),Ptilocichla mindanensis mindanensis/basilanica
Turdinule de Borneo,Ptilocichla leucogrammica
Turdinule de Palawan,Ptilocichla falcata
Petite Turdinule,Napothera epilepidota
Turdinule a long bec,Napothera malacoptila
Turdinule a raies blanches,Napothera albostriata
Turdinule de Pasquier,Napothera pasquieri
Turdinule de Naung Mung,Napothera naungmungensis
Turdinule de Danjou,Napothera danjoui
Pellorneide sp.,Pellorneidae sp.
Alcippe a joues brunes,Alcippe poioicephala
Alcippe de Grote,Alcippe grotei
Alcippe brun,Alcippe brunneicauda
Alcippe de Java,Alcippe pyrrhoptera
Alcippe du Nepal,Alcippe nipalensis
Alcippe de David,Alcippe davidi
Alcippe de Huet,Alcippe hueti
Alcippe a joues grises,Alcippe morrisonia
Alcippe de Rippon,Alcippe fratercula
Alcippe bride,Alcippe peracensis
Alcippe de Grote ou A. bride,Alcippe grotei/peracensis
Alcippe sp.,Alcippe sp.
Grammatoptile strie,Grammatoptila striata
Cutie du Nepal,Cutia nipalensis
Cutie de Le Gallen,Cutia legalleni
Crocias du Langbian,Laniellus langbianis
Crocias tachete,Laniellus albonotatus
Garrulaxe modeste,Trochalopteron subunicolor
Garrulaxe d'Austen,Trochalopteron austeni
Garrulaxe ecaille,Trochalopteron squamatum
Garrulaxe barre,Trochalopteron lineatum
Garrulaxe du Bhoutan,Trochalopteron imbricatum
Garrulaxe flamme,Trochalopteron virgatum
Garrulaxe varie,Trochalopteron variegatum
Garrulaxe a face noire,Trochalopteron affine
Garrulaxe du Morrison,Trochalopteron morrisonianum
Garrulaxe d'Henri,Trochalopteron henrici
Garrulaxe d'Elliot,Trochalopteron elliotii
Garrulaxe a queue rouge,Trochalopteron milnei
Garrulaxe de Yersin,Trochalopteron yersini
Garrulaxe a tete rousse,Trochalopteron erythrocephalum
Garrulaxe d'Assam,Trochalopteron chrysopterum
Garrulaxe elegant,Trochalopteron formosum
Garrulaxe de Blyth,Trochalopteron melanostigma
Garrulaxe du Ngoc Linh,Trochalopteron ngoclinhense
Garrulaxe de Malaisie,Trochalopteron peninsulae
Trochalopteron sp.,Trochalopteron sp.
Garrulaxe de Jerdon,Montecincla jerdoni
Garrulaxe des Nilgiri,Montecincla cachinnans
Garrulaxe de Fairbank,Montecincla fairbanki
Garrulaxe du Travancore,Montecincla meridionalis
Garrulaxe a longue queue,Heterophasia picaoides
Garrulaxe oreillard,Heterophasia auricularis
Garrulaxe casque,Heterophasia capistrata
Garrulaxe superbe,Heterophasia pulchella
Garrulaxe superbe (nigroaurita),Heterophasia pulchella nigroaurita
Garrulaxe superbe (pulchella),Heterophasia pulchella pulchella
Garrulaxe gris,Heterophasia gracilis
Garrulaxe a tete noire,Heterophasia melanoleuca
Garrulaxe de Desgodins,Heterophasia desgodinsi
Garrulaxe de Desgodins (desgodinsi/tonkinensis),Heterophasia desgodinsi desgodinsi/tonkinensis
Garrulaxe de Desgodins (engelbachi/kingi),Heterophasia desgodinsi engelbachi/kingi
Garrulaxe de Desgodins (robinsoni),Heterophasia desgodinsi robinsoni
Actinodure du Nepal,Actinodura nipalensis
Actinodure de Taiwan,Actinodura morrisoniana
Actinodure de Walden,Actinodura waldeni
Actinodure de Walden (daflaensis),Actinodura waldeni daflaensis
Actinodure de Walden (groupe waldeni),Actinodura waldeni [waldeni Group]
Actinodure du Nepal ou A. de Walden,Actinodura nipalensis/waldeni
Actinodure de Soulie,Actinodura souliei
Siva a ailes bleues,Actinodura cyanouroptera
Actinodure a gorge striee,Actinodura strigula
Actinodure d'Egerton,Actinodura egertoni
Actinodure de Ramsay,Actinodura ramsayi
Actinodure de Ramsay (radcliffei/yunnanensis),Actinodura ramsayi radcliffei/yunnanensis
Actinodure de Ramsay (ramsayi),Actinodura ramsayi ramsayi
Actinodure a calotte noire,Actinodura sodangorum
Leiothrix jaune,Leiothrix lutea
Leiothrix a joues argent,Leiothrix argentauris
Leiothrix a joues argent (groupe argentauris),Leiothrix argentauris [argentauris Group]
Leiothrix a joues argent (laurinae/rookmakeri),Leiothrix argentauris laurinae/rookmakeri
Minla a queue rousse,Minla ignotincta
Leioptile a dos marron,Leioptila annectens
Leioptile a dos marron (groupe annectens),Leioptila annectens [annectens Group]
Leioptile a dos marron (eximia),Leioptila annectens eximia
Garrulaxe des Buguns,Liocichla bugunorum
Garrulaxe de l'Omei,Liocichla omeiensis
Garrulaxe de Steere,Liocichla steerii
Garrulaxe a ailes rouges,Liocichla phoenicea
Garrulaxe de Rippon,Liocichla ripponi
Craterope gris,Argya malcolmi
Garrulaxe a tete cendree,Argya cinereifrons
Craterope a bec fin,Argya longirostris
Craterope roussatre,Argya subrufa
Craterope de Ceylan,Argya rufescens
Craterope de brousse,Argya striata
Craterope de brousse (groupe striata),Argya striata [striata Group]
Craterope de brousse (somervillei),Argya striata somervillei
Craterope affin,Argya affinis
Craterope de brousse ou C. affin,Argya striata/affinis
Craterope rubigineux,Argya rubiginosa
Craterope d'Aylmer,Argya aylmeri
Craterope d'Irak,Argya altirostris
Craterope afghan,Argya huttoni
Craterope indien,Argya caudata
Craterope fauve,Argya fulva
Craterope ecaille,Argya squamiceps
Craterope strie,Argya earlei
Craterope indien ou C. strie,Argya caudata/earlei
Craterope a gorge blanche,Argya gularis
Craterope du Nepal,Turdoides nipalensis
Phyllanthe capucin,Turdoides atripennis
Phyllanthe capucin (atripennis),Turdoides atripennis atripennis
Phyllanthe capucin (rubiginosus),Turdoides atripennis rubiginosus
Phyllanthe capucin (bohndorffi),Turdoides atripennis bohndorffi
Phyllanthe a gorge blanche,Turdoides gilberti
Phyllanthe de Chapin,Turdoides chapini
Phyllanthe a collier roux,Turdoides rufocinctus
Craterope brun,Turdoides plebejus
Craterope a croupion blanc,Turdoides leucopygia
Craterope de Hinde,Turdoides hindei
Craterope maille,Turdoides squamulata
Craterope fleche,Turdoides jardineii
Craterope a joues nues,Turdoides gymnogenys
Craterope a tete blanche,Turdoides leucocephala
Craterope a tete noire,Turdoides reinwardtii
Craterope a tete noire (reinwardtii),Turdoides reinwardtii reinwardtii
Craterope a tete noire (stictilaema),Turdoides reinwardtii stictilaema
Craterope ombre,Turdoides tenebrosa
Craterope bicolore,Turdoides bicolor
Craterope de Hartlaub,Turdoides hartlaubii
Craterope de Sharpe,Turdoides sharpei
Craterope de Sharpe (sharpei),Turdoides sharpei sharpei
Craterope de Sharpe (vepres),Turdoides sharpei vepres
Craterope masque,Turdoides melanops
Craterope bigarre,Turdoides hypoleuca
Argya ou Turdoides sp.,Argya/Turdoides sp.
Garrulaxe a poitrine tachetee,Garrulax merulinus
Garrulaxe du Langbian,Garrulax annamensis
Garrulaxe hoamy,Garrulax canorus
Garrulaxe de Taiwan,Garrulax taewanus
Hybride Garrulaxe hoamy x G. de Taiwan,Garrulax canorus x taewanus
Garrulaxe hoamy ou G. de Taiwan,Garrulax canorus/taewanus
Garrulaxe a collier,Garrulax monileger
Garrulaxe a front roux,Garrulax rufifrons
Garrulaxe mantele,Garrulax palliatus
Garrulaxe a huppe blanche,Garrulax leucolophus
Garrulaxe bicolore,Garrulax bicolor
Garrulaxe de Millet,Garrulax milleti
Garrulaxe bruyant,Garrulax strepitans
Garrulaxe du Cambodge,Garrulax ferrarius
Garrulaxe de Maës,Garrulax maesi
Garrulaxe de Hainan,Garrulax castanotis
Garrulax sp.,Garrulax sp.
Garrulaxe de Sukatschev,Ianthocincla sukatschewi
Garrulaxe a gorge rousse,Ianthocincla rufogularis
Garrulaxe du Kon Ka Kinh,Ianthocincla konkakinhensis
Garrulaxe cendre,Ianthocincla cineracea
Garrulaxe cendre (cineracea/strenua),Ianthocincla cineracea cineracea/strenua
Garrulaxe cendre (cinereiceps),Ianthocincla cineracea cinereiceps
Garrulaxe ocelle,Ianthocincla ocellata
Garrulaxe geant,Ianthocincla maxima
Garrulaxe de Biet,Ianthocincla bieti
Garrulaxe a lunules,Ianthocincla lunulata
Garrulaxe de Delessert,Pterorhinus delesserti
Garrulaxe a queue rousse,Pterorhinus gularis
Garrulaxe de Vassal,Pterorhinus vassali
Garrulaxe a gorge jaune,Pterorhinus galbanus
Garrulaxe de Courtois,Pterorhinus courtoisi
Garrulaxe mitre,Pterorhinus mitratus
Garrulaxe de Treacher,Pterorhinus treacheri
Garrulaxe a col roux,Pterorhinus ruficollis
Garrulaxe a nuque marron,Pterorhinus nuchalis
Garrulaxe a joues blanches,Pterorhinus chinensis
Garrulaxe a joues blanches (groupe chinensis),Pterorhinus chinensis [chinensis Group]
Garrulaxe a joues blanches (monachus),Pterorhinus chinensis monachus
Garrulaxe a sourcils blancs,Pterorhinus sannio
Garrulaxe masque,Pterorhinus perspicillatus
Garrulaxe a plastron,Pterorhinus pectoralis
Garrulaxe a collier ou G. a plastron,Garrulax monileger/Pterorhinus pectoralis
Garrulaxe de David,Pterorhinus davidi
Babaxe de Wood,Pterorhinus woodi
Babaxe lanceole,Pterorhinus lanceolatus
Babaxe de Waddell,Pterorhinus waddelli
Babaxe de Koslov,Pterorhinus koslowi
Garrulaxe a gorge blanche,Pterorhinus albogularis
Garrulaxe a calotte rousse,Pterorhinus ruficeps
Garrulaxe a flancs gris,Pterorhinus caerulatus
Garrulaxe de Berthemy,Pterorhinus berthemyi
Garrulaxe a tete rayee,Pterorhinus poecilorhynchus
Ianthocincla ou Pterorhinus sp.,Ianthocincla/Pterorhinus sp.
"Garrulax, Ianthocincla ou Trochalopteron sp.",Leiothrichidae sp. (laughingthrush sp.)
Roitelet a couronne rubis,Corthylio calendula
Roitelet a couronne doree,Regulus satrapa
Roitelet a couronne rubis ou R. a couronne doree,Corthylio calendula/Regulus satrapa
Roitelet huppe,Regulus regulus
Roitelet huppe (groupe regulus),Regulus regulus [regulus Group]
Roitelet huppe (ellenthalerae),Regulus regulus ellenthalerae
Roitelet huppe (teneriffae),Regulus regulus teneriffae
Roitelet huppe (azoricus),Regulus regulus azoricus
Roitelet huppe (sanctaemariae),Regulus regulus sanctaemariae
Roitelet huppe (inermis),Regulus regulus inermis
Roitelet huppe (groupe himalayensis),Regulus regulus [himalayensis Group]
Roitelet de Taiwan,Regulus goodfellowi
Roitelet de Madere,Regulus madeirensis
Roitelet triple-bandeau,Regulus ignicapilla
Roitelet huppe ou R. triple-bandeau,Regulus regulus/ignicapilla
Tichodrome echelette,Tichodroma muraria
Sittelle indienne,Sitta castanea
Sittelle de Blyth,Sitta cinnamoventris
Sittelle indienne ou S. de Blyth,Sitta castanea/cinnamoventris
Sittelle d'Indochine,Sitta neglecta
Sittelle torchepot,Sitta europaea
Sittelle torchepot (groupe europaea),Sitta europaea [europaea Group]
Sittelle torchepot (arctica),Sitta europaea arctica
Sittelle torchepot (groupe asiatica),Sitta europaea [asiatica Group]
Sittelle torchepot (groupe roseilia),Sitta europaea [roseilia Group]
Sittelle torchepot (sinensis/formosana),Sitta europaea sinensis/formosana
Sittelle des Naga,Sitta nagaensis
Sittelle du Cachemire,Sitta cashmirensis
Sittelle de l'Himalaya,Sitta himalayensis
Sittelle du Victoria,Sitta victoriae
Sittelle a poitrine rousse,Sitta canadensis
Sittelle a joues blanches,Sitta leucopsis
Sittelle de Przewalski,Sitta przewalskii
Sittelle a poitrine blanche,Sitta carolinensis
Sittelle a poitrine blanche (carolinensis),Sitta carolinensis carolinensis
Sittelle a poitrine blanche (groupe lagunae),Sitta carolinensis [lagunae Group]
Sittelle a poitrine blanche (aculeata/alexandrae),Sitta carolinensis aculeata/alexandrae
Sittelle pygmee,Sitta pygmaea
Sittelle a tete brune,Sitta pusilla
Sittelle des Bahamas,Sitta insularis
Sittelle corse,Sitta whiteheadi
Sittelle kabyle,Sitta ledanti
Sittelle de Krüper,Sitta krueperi
Sittelle de Chine,Sitta villosa
Sittelle du Yunnan,Sitta yunnanensis
Sittelle de Neumayer,Sitta neumayer
Sittelle des rochers,Sitta tephronota
Sittelle de Neumayer ou S. des rochers,Sitta neumayer/tephronota
Sittelle veloutee,Sitta frontalis
Sittelle a bec jaune,Sitta solangiae
Sittelle veloutee ou S. a bec jaune,Sitta frontalis/solangiae
Sittelle des Philippines,Sitta oenochlamys
Sittelle bleue,Sitta azurea
Sittelle geante,Sitta magna
Sittelle superbe,Sitta formosa
Sitta sp.,Sitta sp.
Grimpereau des bois,Certhia familiaris
Grimpereau de Hodgson,Certhia hodgsoni
Grimpereau du Sichuan,Certhia tianquanensis
Grimpereau brun,Certhia americana
Grimpereau brun (groupe occidentalis),Certhia americana [occidentalis Group]
Grimpereau brun (montana/idahoensis),Certhia americana montana/idahoensis
Grimpereau brun (americana/nigrescens),Certhia americana americana/nigrescens
Grimpereau brun (albescens/alticola),Certhia americana albescens/alticola
Grimpereau brun (pernigra),Certhia americana pernigra
Grimpereau brun (extima),Certhia americana extima
Grimpereau des jardins,Certhia brachydactyla
Grimpereau des bois ou G. des jardins,Certhia familiaris/brachydactyla
Grimpereau de l'Himalaya,Certhia himalayana
Grimpereau du Nepal,Certhia nipalensis
Grimpereau discolore,Certhia discolor
Grimpereau du Manipur,Certhia manipurensis
Certhia sp.,Certhia sp.
Salpornis de Salvadori,Salpornis salvadori
Salpornis tachete,Salpornis spilonota
Microbate a collier,Microbates collaris
Microbate cendre,Microbates cinereiventris
Microbate a long bec,Ramphocaenus melanurus
Microbate a long bec (groupe rufiventris),Ramphocaenus melanurus [rufiventris Group]
Microbate a long bec (groupe melanurus),Ramphocaenus melanurus [melanurus Group]
Microbate babillard,Ramphocaenus sticturus
Microbate a long bec ou M. babillard,Ramphocaenus melanurus/sticturus
Gobemoucheron guyanais,Polioptila guianensis
Gobemoucheron ardoise,Polioptila schistaceigula
Gobemoucheron de Clements,Polioptila clementsi
Gobemoucheron du Rio Negro,Polioptila facilis
Gobemoucheron guyanais ou G. du Rio Negro,Polioptila guianensis/facilis
Gobemoucheron de l'Inambari,Polioptila attenboroughi
Gobemoucheron du Para,Polioptila paraensis
Gobemoucheron de l'Inambari ou G. du Para,Polioptila attenboroughi/paraensis
Gobemoucheron masque,Polioptila dumicola
Gobemoucheron lacte,Polioptila lactea
Gobemoucheron de Cuba,Polioptila lembeyei
Gobemoucheron tropical,Polioptila plumbea
Gobemoucheron tropical (plumbiceps/anteocularis),Polioptila plumbea plumbiceps/anteocularis
Gobemoucheron tropical (maior),Polioptila plumbea maior
Gobemoucheron tropical (innotata),Polioptila plumbea innotata
Gobemoucheron tropical (plumbea),Polioptila plumbea plumbea
Gobemoucheron tropical (parvirostris),Polioptila plumbea parvirostris
Gobemoucheron tropical (atricapilla),Polioptila plumbea atricapilla
Gobemoucheron du Yucatan,Polioptila albiventris
Gobemoucheron a sourcils blancs,Polioptila bilineata
Gobemoucheron gris-bleu,Polioptila caerulea
Gobemoucheron gris-bleu (groupe obscura),Polioptila caerulea [obscura Group]
Gobemoucheron gris-bleu (caerulea),Polioptila caerulea caerulea
Gobemoucheron gris-bleu (cozumelae),Polioptila caerulea cozumelae
Gobemoucheron a queue noire,Polioptila melanura
Gobemoucheron de Californie,Polioptila californica
Gobemoucheron a coiffe noire,Polioptila nigriceps
Hybride Gobemoucheron a queue noire x G. a coiffe noire,Polioptila melanura x nigriceps
Gobemoucheron a face blanche,Polioptila albiloris
Gobemoucheron sp.,Polioptila sp.
Troglodyte des rochers,Salpinctes obsoletus
Troglodyte des rochers (groupe obsoletus),Salpinctes obsoletus [obsoletus Group]
Troglodyte des rochers (groupe guttatus),Salpinctes obsoletus [guttatus Group]
Troglodyte philomele,Microcerculus philomela
Troglodyte siffleur,Microcerculus marginatus
Troglodyte siffleur (luscinia),Microcerculus marginatus luscinia
Troglodyte siffleur (taeniatus/occidentalis),Microcerculus marginatus taeniatus/occidentalis
Troglodyte siffleur (groupe marginatus),Microcerculus marginatus [marginatus Group]
Troglodyte flûtiste,Microcerculus ustulatus
Troglodyte bambla,Microcerculus bambla
Troglodyte de Branicki,Odontorchilus branickii
Troglodyte dente,Odontorchilus cinereus
Troglodyte des canyons,Catherpes mexicanus
Troglodyte a bec fin,Hylorchilus sumichrasti
Troglodyte de Nava,Hylorchilus navai
Troglodyte de Zapata,Ferminia cerverai
Troglodyte familier,Troglodytes aedon
Troglodyte familier (groupe aedon),Troglodytes aedon [aedon Group]
Troglodyte familier (rufescens),Troglodytes aedon rufescens
Troglodyte familier (martinicensis),Troglodytes aedon martinicensis
Troglodyte familier (mesoleucus),Troglodytes aedon mesoleucus
Troglodyte familier (guadeloupensis),Troglodytes aedon guadeloupensis
Troglodyte familier (musicus),Troglodytes aedon musicus
Troglodyte familier (grenadensis),Troglodytes aedon grenadensis
Troglodyte familier (beani),Troglodytes aedon beani
Troglodyte familier (groupe brunneicollis),Troglodytes aedon [brunneicollis Group]
Troglodyte familier (groupe musculus),Troglodytes aedon [musculus Group]
Troglodyte de Cobb,Troglodytes cobbi
Troglodyte de Socorro,Troglodytes sissonii
Troglodyte de Clarion,Troglodytes tanneri
Troglodyte a sourcils roux,Troglodytes rufociliatus
Troglodyte ocre,Troglodytes ochraceus
Troglodyte montagnard,Troglodytes solstitialis
Troglodyte de Santa Marta,Troglodytes monticola
Troglodyte des tepuis,Troglodytes rufulus
Troglodyte mignon,Troglodytes troglodytes
Troglodyte mignon (islandicus),Troglodytes troglodytes islandicus
Troglodyte mignon (borealis),Troglodytes troglodytes borealis
Troglodyte mignon (zetlandicus),Troglodytes troglodytes zetlandicus
Troglodyte mignon (hebridensis),Troglodytes troglodytes hebridensis
Troglodyte mignon (fridariensis),Troglodytes troglodytes fridariensis
Troglodyte mignon (hirtensis),Troglodytes troglodytes hirtensis
Troglodyte mignon (indigenus),Troglodytes troglodytes indigenus
Troglodyte mignon (groupe troglodytes),Troglodytes troglodytes [troglodytes Group]
Troglodyte de Baird,Troglodytes pacificus
Troglodyte de Baird (groupe alascensis),Troglodytes pacificus [alascensis Group]
Troglodyte de Baird (groupe pacificus),Troglodytes pacificus [pacificus Group]
Troglodyte des forets,Troglodytes hiemalis
Troglodyte de Baird ou T. des forets,Troglodytes pacificus/hiemalis
Troglodyte des volcans,Thryorchilus browni
Troglodyte a bec court,Cistothorus stellaris
Troglodyte de Latham,Cistothorus platensis
Troglodyte de Latham (groupe elegans),Cistothorus platensis [elegans Group]
Troglodyte de Latham (alticola),Cistothorus platensis alticola
Troglodyte de Latham (aequatorialis),Cistothorus platensis aequatorialis
Troglodyte de Latham (graminicola),Cistothorus platensis graminicola
Troglodyte de Latham (minimus),Cistothorus platensis minimus
Troglodyte de Latham (tucumanus),Cistothorus platensis tucumanus
Troglodyte de Latham (platensis/polyglottus),Cistothorus platensis platensis/polyglottus
Troglodyte de Latham (hornensis/falklandicus),Cistothorus platensis hornensis/falklandicus
Troglodyte du Merida,Cistothorus meridae
Troglodyte d'Apolinar,Cistothorus apolinari
Troglodyte des marais,Cistothorus palustris
Troglodyte des marais (groupe paludicola),Cistothorus palustris [paludicola Group]
Troglodyte des marais (groupe plesius),Cistothorus palustris [plesius Group]
Troglodyte des marais (groupe palustris),Cistothorus palustris [palustris Group]
Troglodyte des marais (griseus),Cistothorus palustris griseus
Troglodyte des marais (tolucensis),Cistothorus palustris tolucensis
Troglodyte a bec court ou T. des marais,Cistothorus platensis/palustris
Troglodyte de Caroline,Thryothorus ludovicianus
Troglodyte de Caroline (groupe ludovicianus),Thryothorus ludovicianus [ludovicianus Group]
Troglodyte de Caroline (groupe berlandieri),Thryothorus ludovicianus [berlandieri Group]
Troglodyte de Caroline (albinucha/subfulvus),Thryothorus ludovicianus albinucha/subfulvus
Troglodyte de Bewick,Thryomanes bewickii
Troglodyte de Bewick (bewickii),Thryomanes bewickii bewickii
Troglodyte de Bewick (groupe mexicanus),Thryomanes bewickii [mexicanus Group]
Troglodyte de Bewick (groupe spilurus),Thryomanes bewickii [spilurus Group]
Troglodyte a tete blanche,Campylorhynchus albobrunneus
Troglodyte zone,Campylorhynchus zonatus
Hybride Troglodyte a tete blanche x T. zone,Campylorhynchus albobrunneus x zonatus
Troglodyte zebre,Campylorhynchus megalopterus
Troglodyte geant,Campylorhynchus chiapensis
Troglodyte a nuque rousse,Campylorhynchus rufinucha
Troglodyte a nuque rousse (humilis),Campylorhynchus rufinucha humilis
Troglodyte a nuque rousse (rufinucha),Campylorhynchus rufinucha rufinucha
Troglodyte a nuque rousse (groupe capistratus),Campylorhynchus rufinucha [capistratus Group]
Troglodyte tachete,Campylorhynchus gularis
Troglodyte de Boucard,Campylorhynchus jocosus
Troglodyte du Yucatan,Campylorhynchus yucatanicus
Troglodyte des cactus,Campylorhynchus brunneicapillus
Troglodyte des cactus (groupe brunneicapillus),Campylorhynchus brunneicapillus [brunneicapillus Group]
Troglodyte des cactus (groupe affinis),Campylorhynchus brunneicapillus [affinis Group]
Troglodyte raye,Campylorhynchus nuchalis
Troglodyte fascie,Campylorhynchus fasciatus
Troglodyte bicolore,Campylorhynchus griseus
Troglodyte grivele,Campylorhynchus turdinus
Troglodyte moine,Pheugopedius spadix
Troglodyte a ventre noir,Pheugopedius fasciatoventris
Troglodyte macule,Pheugopedius euophrys
Troglodyte macule (groupe euophrys),Pheugopedius euophrys [euophrys Group]
Troglodyte macule (schulenbergi),Pheugopedius euophrys schulenbergi
"Troglodyte (de Mantaro, forme non decrite)",Pheugopedius [undescribed form]
Troglodyte inca,Pheugopedius eisenmanni
Troglodyte a favoris,Pheugopedius mystacalis
Troglodyte a moustaches,Pheugopedius genibarbis
Troglodyte coraya,Pheugopedius coraya
Hybride Troglodyte a moustaches x T. coraya,Pheugopedius genibarbis x coraya
Troglodyte a moustaches ou T. coraya,Pheugopedius genibarbis/coraya
Troglodyte des halliers,Pheugopedius rutilus
Troglodyte a poitrine tachetee,Pheugopedius maculipectus
Troglodyte de Sclater,Pheugopedius sclateri
Troglodyte de Sclater (columbianus),Pheugopedius sclateri columbianus
Troglodyte de Sclater (paucimaculatus),Pheugopedius sclateri paucimaculatus
Troglodyte de Sclater (sclateri),Pheugopedius sclateri sclateri
Troglodyte joyeux,Pheugopedius felix
Troglodyte joyeux (groupe felix),Pheugopedius felix [felix Group]
Troglodyte joyeux (lawrencii),Pheugopedius felix lawrencii
Troglodyte a gorge noire,Pheugopedius atrogularis
Pheugopedius sp.,Pheugopedius sp.
Troglodyte du Sinaloa,Thryophilus sinaloa
Troglodyte barre,Thryophilus pleurostictus
Troglodyte rufalbin,Thryophilus rufalbus
Troglodyte de Serna,Thryophilus sernai
Troglodyte de Niceforo,Thryophilus nicefori
Troglodyte flamme,Cantorchilus thoracicus
Troglodyte balafre,Cantorchilus leucopogon
Troglodyte modeste,Cantorchilus modestus
Troglodyte de Zeledon,Cantorchilus zeledoni
Troglodyte modeste ou T. de Zeledon,Cantorchilus modestus/zeledoni
Troglodyte du Panama,Cantorchilus elutus
Troglodyte modeste ou T. du Panama,Cantorchilus modestus/elutus
Troglodyte des ruisseaux,Cantorchilus semibadius
Troglodyte a calotte noire,Cantorchilus nigricapillus
Troglodyte a calotte noire (groupe castaneus),Cantorchilus nigricapillus [castaneus Group]
Troglodyte a calotte noire (nigricapillus/connectens),Cantorchilus nigricapillus nigricapillus/connectens
Troglodyte bride,Cantorchilus superciliaris
Troglodyte a face pale,Cantorchilus leucotis
Troglodyte a long bec,Cantorchilus longirostris
Troglodyte des Guarayos,Cantorchilus guarayanus
Troglodyte gris,Cantorchilus griseus
Cantorchilus sp.,Cantorchilus sp.
Troglodyte roux,Cinnycerthia unirufa
Troglodyte de Sharpe,Cinnycerthia olivascens
Troglodyte brun,Cinnycerthia peruana
Troglodyte fauve,Cinnycerthia fulva
Cinnycerthia sp.,Cinnycerthia sp.
Troglodyte a ventre blanc,Uropsila leucogastra
Troglodyte a ventre blanc (groupe leucogastra),Uropsila leucogastra [leucogastra Group]
Troglodyte a ventre blanc (pacifica),Uropsila leucogastra pacifica
Troglodyte a poitrine blanche,Henicorhina leucosticta
Troglodyte a poitrine blanche (groupe prostheleuca),Henicorhina leucosticta [prostheleuca Group]
Troglodyte a poitrine blanche (pittieri/costaricensis),Henicorhina leucosticta pittieri/costaricensis
Troglodyte a poitrine blanche (inornata/eucharis),Henicorhina leucosticta inornata/eucharis
Troglodyte a poitrine blanche (groupe leucosticta),Henicorhina leucosticta [leucosticta Group]
Troglodyte a ailes blanches,Henicorhina leucoptera
Troglodyte a poitrine grise,Henicorhina leucophrys
Troglodyte a poitrine grise (groupe mexicana),Henicorhina leucophrys [mexicana Group]
Troglodyte a poitrine grise (brunneiceps),Henicorhina leucophrys brunneiceps
Troglodyte a poitrine grise (bangsi),Henicorhina leucophrys bangsi
Troglodyte a poitrine grise (manastarae),Henicorhina leucophrys manastarae
Troglodyte a poitrine grise (meridana),Henicorhina leucophrys meridana
Troglodyte a poitrine grise (venezuelensis),Henicorhina leucophrys venezuelensis
Troglodyte a poitrine grise (hilaris),Henicorhina leucophrys hilaris
Troglodyte a poitrine grise (leucophrys/boliviana),Henicorhina leucophrys leucophrys/boliviana
Troglodyte ermite,Henicorhina anachoreta
Troglodyte de Negret,Henicorhina negreti
Henicorhina sp.,Henicorhina sp.
Troglodyte ferrugineux,Cyphorhinus thoracicus
Troglodyte ferrugineux (dichrous),Cyphorhinus thoracicus dichrous
Troglodyte ferrugineux (thoracicus),Cyphorhinus thoracicus thoracicus
Troglodyte chanteur,Cyphorhinus phaeocephalus
Troglodyte arada,Cyphorhinus arada
Troglodyte arada (transfluvialis),Cyphorhinus arada transfluvialis
Troglodyte arada (salvini),Cyphorhinus arada salvini
Troglodyte arada (arada),Cyphorhinus arada arada
Troglodyte arada (griseolateralis),Cyphorhinus arada griseolateralis
Troglodyte arada (interpositus),Cyphorhinus arada interpositus
Troglodyte arada (modulator),Cyphorhinus arada modulator
Troglodyte sp.,Troglodytidae sp.
elachure tachetee,Elachura formosa
Cincle plongeur,Cinclus cinclus
Cincle de Pallas,Cinclus pallasii
Cincle d'Amerique,Cinclus mexicanus
Cincle d'Amerique (groupe mexicanus),Cinclus mexicanus [mexicanus Group]
Cincle d'Amerique (ardesiacus),Cinclus mexicanus ardesiacus
Cincle a tete blanche,Cinclus leucocephalus
Cincle a tete blanche (rivularis),Cinclus leucocephalus rivularis
Cincle a tete blanche (leuconotus),Cinclus leucocephalus leuconotus
Cincle a tete blanche (leucocephalus),Cinclus leucocephalus leucocephalus
Cincle a gorge rousse,Cinclus schulzii
Piqueboeuf a bec rouge,Buphagus erythrorynchus
Piqueboeuf a bec jaune,Buphagus africanus
Piqueboeuf a bec rouge ou P. a bec jaune,Buphagus erythrorynchus/africanus
Rhabdornis a tete striee,Rhabdornis mystacalis
Rhabdornis a long bec,Rhabdornis grandis
Rhabdornis a tete brune,Rhabdornis inornatus
Rhabdornis des Visayas,Rhabdornis rabori
enode a sourcils rouges,Enodes erythrophris
