"","x"
"1757","Amazonian Antpitta"
"1758","White-browed Antpitta"
"1759","Speckle-breasted Antpitta"
"1760","Thrush-like Antpitta"
"1761","Tepui Antpitta"
"1762","Ochre-breasted Antpitta"
"1763","Scallop-breasted Antpitta"
"1764","Hooded Antpitta"
"1765","Peruvian Antpitta"
"1766","Ochre-fronted Antpitta"
"1767","Rusty-breasted Antpitta"
"1768","Rufous-breasted Antpitta"
"1769","Sucre Antpitta"
"1770","Slate-crowned Antpitta"
"1771","Crescent-faced Antpitta"
"1772","Chestnut-throated Huet-huet"
"1773","Black-throated Huet-huet"
"1774","Moustached Turca"
"1775","White-throated Tapaculo"
"1776","Chucao Tapaculo"
"1777","Rusty-belted Tapaculo"
"1778","Spotted Bamboowren"
"1779","Ocellated Tapaculo"
"1780","Crested Gallito"
"1781","Sandy Gallito"
"1782","Bahia Tapaculo"
"1783","White-breasted Tapaculo"
"1784","Slaty Bristlefront"
"1785","Stresemann's Bristlefront"
"1786","Ash-colored Tapaculo"
"1787","Ochre-flanked Tapaculo"
"1788","Tatamá Tapaculo"
"1789","Blackish Tapaculo"
"1790","Junin Tapaculo"
"1791","Unicolored Tapaculo"
"1792","Trilling Tapaculo"
"1793","Rock Tapaculo"
"1794","Diamantina Tapaculo"
"1795","Brasilia Tapaculo"
"1796","Planalto Tapaculo"
"1797","Mouse-colored Tapaculo"
"1798","Boa Nova Tapaculo"
"1799","Marsh Tapaculo"
"1800","Large-footed Tapaculo"
"1801","Santa Marta Tapaculo"
"1802","Long-tailed Tapaculo"
"1803","Rufous-vented Tapaculo"
"1804","White-crowned Tapaculo"
"1805","Bolivian Tapaculo"
"1806","Silvery-fronted Tapaculo"
"1807","Tacarcuna Tapaculo"
"1808","Choco Tapaculo"
"1809","Magdalena Tapaculo"
"1810","Stiles's Tapaculo"
"1811","Ecuadorian Tapaculo"
"1812","Narino Tapaculo"
"1813","Brown-rumped Tapaculo"
"1814","Merida Tapaculo"
"1815","Perija Tapaculo"
"1816","Caracas Tapaculo"
"1817","Spillmann's Tapaculo"
"1818","Chusquea Tapaculo"
"1819","Magellanic Tapaculo"
"1820","Pale-bellied Tapaculo"
"1821","Neblina Tapaculo"
"1822","Ancash Tapaculo"
"1823","Vilcabamba Tapaculo"
"1824","Puna Tapaculo"
"1825","Zimmer's Tapaculo"
"1826","Tschudi's Tapaculo"
"1827","White-browed Tapaculo"
"1828","Dusky Tapaculo"
"1829","Paramo Tapaculo"
"1830","Paramillo Tapaculo"
"1831","Diademed Tapaculo"
"1832","Rufous-capped Antthrush"
"1833","Mayan Antthrush"
"1834","Black-faced Antthrush"
"1835","Rufous-fronted Antthrush"
"1836","Black-headed Antthrush"
"1837","Rufous-breasted Antthrush"
"1838","Short-tailed Antthrush"
"1839","Striated Antthrush"
"1840","Cryptic Antthrush"
"1841","Scalloped Antthrush"
"1842","Rufous-tailed Antthrush"
"1843","Barred Antthrush"
"1844","Tawny-throated Leaftosser"
"1845","Short-billed Leaftosser"
"1846","Scaly-throated Leaftosser"
"1847","Black-tailed Leaftosser"
"1848","Grey-throated Leaftosser"
"1849","Rufous-breasted Leaftosser"
"1850","Ceara Leaftosser"
"1851","Coastal Miner"
"1852","Slender-billed Miner"
"1853","Common Miner"
"1854","Puna Miner"
"1855","Campo Miner"
"1856","Thick-billed Miner"
"1857","Rufous-banded Miner"
"1858","Greyish Miner"
"1859","Short-billed Miner"
"1860","Dark-winged Miner"
"1861","Creamy-rumped Miner"
"1862","Spot-throated Woodcreeper"
"1863","Little Long-tailed Woodcreeper"
"1864","Northern Long-tailed Woodcreeper"
"1865","Southern Long-tailed Woodcreeper"
"1866","Western Olivaceous Woodcreeper"
"1867","Eastern Olivaceous Woodcreeper"
"1868","Tyrannine Woodcreeper"
"1869","White-chinned Woodcreeper"
"1870","Ruddy Woodcreeper"
"1871","Tawny-winged Woodcreeper"
"1872","Plain-brown Woodcreeper"
"1873","Plain-winged Woodcreeper"
"1874","Wedge-billed Woodcreeper"
"1875","Cinnamon-throated Woodcreeper"
"1876","Long-billed Woodcreeper"
"1877","Western Barred Woodcreeper"
"1878","Eastern Barred Woodcreeper"
"1879","Amazonian Barred Woodcreeper"
"1880","Hoffmanns's Woodcreeper"
"1881","Black-banded Woodcreeper"
"1882","Planalto Woodcreeper"
"1883","Red-billed Woodcreeper"
"1884","Bar-bellied Woodcreeper"
"1885","White-throated Woodcreeper"
"1886","Strong-billed Woodcreeper"
"1887","Moustached Woodcreeper"
"1888","Great Rufous Woodcreeper"
"1889","Striped Woodcreeper"
"1890","Atlantic Woodcreeper"
"1891","Lesser Woodcreeper"
"1892","Chestnut-rumped Woodcreeper"
"1893","Ocellated Woodcreeper"
"1894","Line-crowned Woodcreeper"
"1895","Tschudi's Woodcreeper"
"1896","Elegant Woodcreeper"
"1897","Spix's Woodcreeper"
"1898","Cocoa Woodcreeper"
"1899","Buff-throated Woodcreeper"
"1900","Lafresnaye's Woodcreeper"
"1901","Ivory-billed Woodcreeper"
"1902","Black-striped Woodcreeper"
"1903","Northern Spotted Woodcreeper"
"1904","Southern Spotted Woodcreeper"
"1905","Olive-backed Woodcreeper"
"1906","Straight-billed Woodcreeper"
"1907","Zimmer's Woodcreeper"
"1908","Black-billed Scythebill"
"1909","Brown-billed Scythebill"
"1910","Red-billed Scythebill"
"1911","Curve-billed Scythebill"
"1912","Tapajos Scythebill"
"1913","Xingu Scythebill"
"1914","Greater Scythebill"
"1915","Scimitar-billed Woodcreeper"
"1916","Narrow-billed Woodcreeper"
"1917","Lineated Woodcreeper"
"1918","Duida Woodcreeper"
"1919","Dusky-capped Woodcreeper"
"1920","Inambari Woodcreeper"
"1921","Streak-headed Woodcreeper"
"1922","Scaled Woodcreeper"
"1923","Scalloped Woodcreeper"
"1924","Montane Woodcreeper"
"1925","White-striped Woodcreeper"
"1926","Northern Spot-crowned Woodcreeper"
"1927","Southern Spot-crowned Woodcreeper"
"1928","Plain Xenops"
"1929","White-throated Xenops"
"1930","Streaked Xenops"
"1931","Slender-billed Xenops"
"1932","Palmcreeper"
"1933","Rufous-tailed Xenops"
"1934","White-throated Treerunner"
"1935","Rock Earthcreeper"
"1936","Crag Earthcreeper"
"1937","Straight-billed Earthcreeper"
"1938","Band-tailed Earthcreeper"
"1939","Buffy Tuftedcheek"
"1940","Pacific Tuftedcheek"
"1941","Streaked Tuftedcheek"
"1942","Rusty-winged Barbtail"
"1943","Bolivian Earthcreeper"
"1944","Chaco Earthcreeper"
"1945","Pale-billed Hornero"
"1946","Wing-banded Hornero"
"1947","Pale-legged Hornero"
"1948","Caribbean Hornero"
"1949","Pacific Hornero"
"1950","Lesser Hornero"
"1951","Rufous Hornero"
"1952","Crested Hornero"
"1953","Streamcreeper"
"1954","Wren-like Rushbird"
"1955","Curve-billed Reedhaunter"
"1956","Striated Earthcreeper"
"1957","Forest Earthcreeper"
"1958","Scale-throated Earthcreeper"
"1959","White-throated Earthcreeper"
"1960","Buff-breasted Earthcreeper"
"1961","Long-tailed Cinclodes"
"1962","Buff-winged Cinclodes"
"1963","Black Cinclodes"
"1964","Blackish Cinclodes"
"1965","Cordoba Cinclodes"
"1966","Chestnut-winged Cinclodes"
"1967","Olrog's Cinclodes"
"1968","Cream-winged Cinclodes"
"1969","Grey-flanked Cinclodes"
"1970","Stout-billed Cinclodes"
"1971","Royal Cinclodes"
"1972","White-bellied Cinclodes"
"1973","White-winged Cinclodes"
"1974","Dark-bellied Cinclodes"
"1975","Surf Cinclodes"
"1976","Seaside Cinclodes"
"1977","Dusky-cheeked Foliage-gleaner"
"1978","White-collared Foliage-gleaner"
"1979","Great Xenops"
"1980","Large Pale-browed Treehunter"
"1981","Small Pale-browed Treehunter"
"1982","Sharp-billed Treehunter"
"1983","Black-capped Foliage-gleaner"
"1984","Cinnamon-rumped Foliage-gleaner"
"1985","Slaty-winged Foliage-gleaner"
"1986","Rufous-rumped Foliage-gleaner"
"1987","Chestnut-winged Foliage-gleaner"
"1988","Buff-fronted Foliage-gleaner"
"1989","Montane Foliage-gleaner"
"1990","White-browed Foliage-gleaner"
"1991","Ochre-breasted Foliage-gleaner"
"1992","Scaly-throated Foliage-gleaner"
"1993","Rufous-tailed Foliage-gleaner"
"1994","Buff-browed Foliage-gleaner"
"1995","Russet-mantled Foliage-gleaner"
"1996","White-throated Foliage-gleaner"
"1997","Lineated Foliage-gleaner"
"1998","Rufous-necked Foliage-gleaner"
"1999","Guttulate Foliage-gleaner"
"2000","Peruvian Recurvebill"
"2001","Bolivian Recurvebill"
"2002","Chestnut-winged Hookbill"
"2003","Chestnut-capped Foliage-gleaner"
"2004","Canebrake Groundcreeper"
"2005","Henna-hooded Foliage-gleaner"
"2006","Ruddy Foliage-gleaner"
"2007","Santa Marta Foliage-gleaner"
"2008","Uniform Treehunter"
"2009","Flammulated Treehunter"
"2010","Rufous-backed Treehunter"
"2011","Striped Treehunter"
"2012","Streak-capped Treehunter"
"2013","Black-billed Treehunter"
"2014","Streak-breasted Treehunter"
"2015","Chestnut-crowned Foliage-gleaner"
"2016","Brown-rumped Foliage-gleaner"
"2017","Western Woodhaunter"
"2018","Amazonian Woodhaunter"
"2019","Buff-throated Foliage-gleaner"
"2020","Olive-backed Foliage-gleaner"
"2021","Para Foliage-gleaner"
"2022","Pernambuco Foliage-gleaner"
"2023","White-eyed Foliage-gleaner"
"2024","Spotted Barbtail"
"2025","White-throated Barbtail"
"2026","Paria Barbtail"
"2027","Ruddy Treerunner"
"2028","Fulvous-dotted Treerunner"
"2029","Pearled Treerunner"
"2030","Beautiful Treerunner"
"2031","Thorn-tailed Rayadito"
"2032","Des Murs's Wiretail"
"2033","Tawny Tit-spinetail"
"2034","White-browed Tit-spinetail"
"2035","Araucaria Tit-spinetail"
"2036","Tufted Tit-spinetail"
"2037","Striolated Tit-spinetail"
"2038","Rusty-crowned Tit-spinetail"
"2039","Streaked Tit-spinetail"
"2040","Brown-capped Tit-spinetail"
"2041","Buffy Tit-spinetail"
"2042","Plain-mantled Tit-spinetail"
"2043","Pallid Tit-spinetail"
"2044","Andean Tit-spinetail"
"2045","Plain Thornbird"
"2046","Rufous-fronted Thornbird"
"2047","Streak-fronted Thornbird"
"2048","Little Thornbird"
"2049","Chestnut-backed Thornbird"
"2050","Spot-breasted Thornbird"
"2051","Freckle-breasted Thornbird"
"2052","Greater Thornbird"
"2053","Orange-eyed Thornbird"
"2054","Orange-breasted Thornbird"
"2055","White-browed Spinetail"
"2056","Firewood-gatherer"
"2057","Lark-like Brushrunner"
"2058","White-tailed Canastero"
"2059","Huancavelica Canastero"
"2060","Arequipa Canastero"
"2061","Creamy-breasted Canastero"
"2062","Berlepsch's Canastero"
"2063","Short-billed Canastero"
"2064","Cipo Canastero"
"2065","Austral Canastero"
"2066","Hudson's Canastero"
"2067","Line-fronted Canastero"
"2068","Many-striped Canastero"
"2069","Junin Canastero"
"2070","Scribble-tailed Canastero"
"2071","Cordilleran Canastero"
"2072","Streak-throated Canastero"
"2073","Streak-backed Canastero"
"2074","Itatiaia Spinetail"
"2075","Sharp-billed Canastero"
"2076","Black-throated Thistletail"
"2077","Ochre-browed Thistletail"
"2078","Perija Thistletail"
"2079","White-chinned Thistletail"
"2080","Mouse-colored Thistletail"
"2081","Puna Thistletail"
"2082","Rusty-fronted Canastero"
"2083","Eye-ringed Thistletail"
"2084","Maquis Canastero"
"2085","Canyon Canastero"
"2086","Vilcabamba Thistletail"
"2087","Ayacucho Thistletail"
"2088","Pink-legged Graveteiro"
"2089","Orange-fronted Plushcrown"
"2090","Double-banded Greytail"
"2091","Equatorial Greytail"
"2092","Spectacled Prickletail"
"2093","Roraiman Barbtail"
"2094","Speckled Spinetail"
"2095","Orinoco Softtail"
"2096","Delta Amacuro Softtail"
"2097","Striated Softtail"
"2098","Plain Softtail"
"2099","Straight-billed Reedhaunter"
"2100","Sulphur-throated Spinetail"
"2101","Marcapata Spinetail"
"2102","Vilcabamba Spinetail"
"2103","Light-crowned Spinetail"
"2104","Parker's Spinetail"
"2105","Russet-mantled Softtail"
"2106","Rusty-backed Spinetail"
"2107","Coiba Spinetail"
"2108","Scaled Spinetail"
"2109","Creamy-crested Spinetail"
"2110","Olive Spinetail"
"2111","Pallid Spinetail"
"2112","Stripe-crowned Spinetail"
"2113","Bolivian Spinetail"
"2114","Red-faced Spinetail"
"2115","Baron's Spinetail"
"2116","Line-cheeked Spinetail"
"2117","Ash-browed Spinetail"
"2118","Tepui Spinetail"
"2119","Grey-headed Spinetail"
"2120","Streak-capped Spinetail"
"2121","Crested Spinetail"
"2122","Dusky-tailed Canastero"
"2123","Patagonian Canastero"
"2124","Steinbach's Canastero"
"2125","Cactus Canastero"
"2126","Bay-capped Wren-spinetail"
"2127","Grey-crested Cachalote"
"2128","Caatinga Cachalote"
"2129","Brown Cachalote"
"2130","White-throated Cachalote"
"2131","White-bellied Spinetail"
"2132","Chotoy Spinetail"
"2133","Yellow-chinned Spinetail"
"2134","Red-and-white Spinetail"
"2135","Ochre-cheeked Spinetail"
"2136","Grey-bellied Spinetail"
"2137","Plain-crowned Spinetail"
"2138","Maranon Spinetail"
"2139","Araguaia Spinetail"
"2140","White-lored Spinetail"
"2141","Hoary-throated Spinetail"
"2142","White-whiskered Spinetail"
"2143","Rufous-breasted Spinetail"
"2144","Blackish-headed Spinetail"
"2145","Rufous Spinetail"
"2146","Black-throated Spinetail"
"2147","Rusty-headed Spinetail"
"2148","Stripe-breasted Spinetail"
"2149","Ruddy Spinetail"
"2150","Chestnut-throated Spinetail"
"2151","Great Spinetail"
"2152","Russet-bellied Spinetail"
"2153","Necklaced Spinetail"
"2154","Chinchipe Spinetail"
"2155","Slaty Spinetail"
"2156","Silvery-throated Spinetail"
"2157","Red-shouldered Spinetail"
"2158","Rufous-capped Spinetail"
"2159","Bahia Spinetail"
"2160","Pinto's Spinetail"
"2161","Dusky Spinetail"
"2162","Cabanis's Spinetail"
"2163","McConnell's Spinetail"
"2164","Cinereous-breasted Spinetail"
"2165","Spix's Spinetail"
"2166","Dark-breasted Spinetail"
"2167","Orinoco Spinetail"
"2168","Pale-breasted Spinetail"
"2169","Sooty-fronted Spinetail"
"2170","Azara's Spinetail"
"2171","Apurimac Spinetail"
"2172","Pale-bellied Tyrant-manakin"
"2173","Saffron-crested Tyrant-manakin"
"2174","Wied's Tyrant-manakin"
"2175","Serra do Mar Tyrant-manakin"
"2176","Sulphur-bellied Tyrant-manakin"
"2177","Dwarf Tyrant-manakin"
"2178","Tiny Tyrant-manakin"
"2179","Olive Manakin"
"2180","Black Manakin"
"2181","Orange-crested Manakin"
"2182","Yellow-crested Manakin"
"2183","Flame-crested Manakin"
"2184","White-collared Manakin"
"2185","Orange-collared Manakin"
"2186","Golden-collared Manakin"
"2187","White-bearded Manakin"
"2188","Wire-tailed Manakin"
"2189","Crimson-hooded Manakin"
"2190","Band-tailed Manakin"
"2191","Club-winged Manakin"
"2192","Striolated Manakin"
"2193","Kinglet Manakin"
"2194","Fiery-capped Manakin"
"2195","Painted Manakin"
"2196","White-crowned Manakin"
"2197","Scarlet-horned Manakin"
"2198","Red-capped Manakin"
"2199","Golden-headed Manakin"
"2200","Red-headed Manakin"
"2201","Round-tailed Manakin"
"2202","Choco Manakin"
"2203","Green Manakin"
"2204","Yellow-headed Manakin"
"2205","Jet Manakin"
"2206","Orange-bellied Manakin"
"2207","White-fronted Manakin"
"2208","Blue-crowned Manakin"
"2209","Snow-capped Manakin"
"2210","Golden-crowned Manakin"
"2211","Opal-crowned Manakin"
"2212","Blue-rumped Manakin"
"2213","Cerulean-capped Manakin"
"2214","Pin-tailed Manakin"
"2215","Golden-winged Manakin"
"2216","White-ruffed Manakin"
"2217","White-throated Manakin"
"2218","Araripe Manakin"
"2219","Helmeted Manakin"
"2220","Long-tailed Manakin"
"2221","Lance-tailed Manakin"
"2222","Blue-backed Manakin"
"2223","Yungas Manakin"
"2224","Blue Manakin"
"2225","Scaled Fruiteater"
"2226","Fiery-throated Fruiteater"
"2227","Scaly-breasted Fruiteater"
"2228","Scarlet-breasted Fruiteater"
"2229","Handsome Fruiteater"
"2230","Red-banded Fruiteater"
"2231","Black-chested Fruiteater"
"2232","Orange-breasted Fruiteater"
"2233","Masked Fruiteater"
"2234","Golden-breasted Fruiteater"
"2235","Barred Fruiteater"
"2236","Band-tailed Fruiteater"
"2237","Green-and-black Fruiteater"
"2238","Grey-tailed Piha"
"2239","Olivaceous Piha"
"2240","Hooded Berryeater"
"2241","Black-headed Berryeater"
"2242","Andean Cock-of-the-rock"
"2243","Guianan Cock-of-the-rock"
"2244","Guianan Red Cotinga"
"2245","Black-necked Red Cotinga"
"2246","White-cheeked Cotinga"
"2247","Rufous-tailed Plantcutter"
"2248","Peruvian Plantcutter"
"2249","White-tipped Plantcutter"
"2250","Swallow-tailed Cotinga"
"2251","Apolo Cotinga"
"2252","Bay-vented Cotinga"
"2253","Chestnut-bellied Cotinga"
"2254","Red-crested Cotinga"
"2255","Chestnut-crested Cotinga"
"2256","Crimson Fruitcrow"
"2257","Purple-throated Fruitcrow"
"2258","Red-ruffed Fruitcrow"
"2259","Bare-necked Umbrellabird"
"2260","Long-wattled Umbrellabird"
"2261","Amazonian Umbrellabird"
"2262","Capuchinbird"
"2263","Rufous Piha"
"2264","Black-and-gold Cotinga"
"2265","Grey-winged Cotinga"
"2266","Cinnamon-vented Piha"
"2267","Rose-collared Piha"
"2268","Screaming Piha"
"2269","Chestnut-capped Piha"
"2270","Dusky Piha"
"2271","Scimitar-winged Piha"
"2272","White Bellbird"
"2273","Three-wattled Bellbird"
"2274","Bare-throated Bellbird"
"2275","Bearded Bellbird"
"2276","Plum-throated Cotinga"
"2277","Spangled Cotinga"
"2278","Lovely Cotinga"
"2279","Blue Cotinga"
"2280","Turquoise Cotinga"
"2281","Banded Cotinga"
"2282","Purple-breasted Cotinga"
"2283","Purple-throated Cotinga"
"2284","Black-faced Cotinga"
"2285","Bare-necked Fruitcrow"
"2286","Pompadour Cotinga"
"2287","White-tailed Cotinga"
"2288","White-winged Cotinga"
"2289","Black-tipped Cotinga"
"2290","Yellow-billed Cotinga"
"2291","Snowy Cotinga"
"2292","Sharpbill"
"2293","Northern Royal Flycatcher"
"2294","Pacific Royal Flycatcher"
"2295","Amazonian Royal Flycatcher"
"2296","Atlantic Royal Flycatcher"
"2297","Ruddy-tailed Flycatcher"
"2298","Tawny-breasted Flycatcher"
"2299","Sulphur-rumped Flycatcher"
"2300","Whiskered Flycatcher"
"2301","Black-tailed Flycatcher"
"2302","White-browed Purpletuft"
"2303","Dusky Purpletuft"
"2304","Buff-throated Purpletuft"
"2305","Black-crowned Tityra"
"2306","Western Black-tailed Tityra"
"2307","Eastern Black-tailed Tityra"
"2308","Masked Tityra"
"2309","White-tailed Tityra"
"2310","White-naped Becard"
"2311","Barred Becard"
"2312","Yellow-cheeked Becard"
"2313","Green-cheeked Becard"
"2314","Green-backed Becard"
"2315","Slaty Becard"
"2316","Cinereous Becard"
"2317","Pink-throated Becard"
"2318","Rose-throated Becard"
"2319","Jamaican Becard"
"2320","One-colored Becard"
"2321","Crested Becard"
"2322","Glossy-backed Becard"
"2323","Cinnamon Becard"
"2324","Chestnut-crowned Becard"
"2325","Western Grey-collared Becard"
"2326","Eastern Grey-collared Becard"
"2327","Black-capped Becard"
"2328","White-winged Becard"
"2329","Black-and-white Becard"
"2330","Varzea Schiffornis"
"2331","Greenish Schiffornis"
"2332","Olivaceous Mourner"
"2333","Russet-winged Mourner"
"2334","Brown-winged Mourner"
"2335","Foothill Mourner"
"2336","Northern Mourner"
"2337","Speckled Mourner"
"2338","Cinereous Mourner"
"2339","Andean Mourner"
"2340","Elegant Mourner"
"2341","Kinglet Calyptura"
"2342","Cinnamon Manakin-tyrant"
"2343","Cinnamon-crested Spadebill"
"2344","Stub-tailed Spadebill"
"2345","Western White-throated Spadebill"
"2346","Eastern White-throated Spadebill"
"2347","Golden-crowned Spadebill"
"2348","Yellow-throated Spadebill"
"2349","White-crested Spadebill"
"2350","Russet-winged Spadebill"
"2351","Grey-headed Piprites"
"2352","Wing-barred Piprites"
"2353","Black-capped Piprites"
"2354","Many-colored Rush-tyrant"
"2355","Bronze-olive Pygmy-tyrant"
"2356","Hazel-fronted Pygmy-tyrant"
"2357","Rufous-headed Pygmy-tyrant"
"2358","Ringed Antpipit"
"2359","Southern Antpipit"
"2360","Yellow-green Tyrannulet"
"2361","Mottle-cheeked Tyrannulet"
"2362","Olive-green Tyrannulet"
"2363","Bahia Tyrannulet"
"2364","Restinga Tyrannulet"
"2365","Ecuadorian Tyrannulet"
"2366","Black-fronted Tyrannulet"
"2367","Alagoas Tyrannulet"
"2368","Rufous-browed Tyrannulet"
"2369","Rufous-lored Tyrannulet"
"2370","Cinnamon-faced Tyrannulet"
"2371","Minas Gerais Tyrannulet"
"2372","Sao Paulo Tyrannulet"
"2373","Oustalet's Tyrannulet"
"2374","Serra do Mar Tyrannulet"
"2375","Bay-ringed Tyrannulet"
"2376","Variegated Bristle-tyrant"
"2377","Chapman's Bristle-tyrant"
"2378","Marble-faced Bristle-tyrant"
"2379","Venezuelan Bristle-tyrant"
"2380","Antioquia Bristle-tyrant"
"2381","Spectacled Bristle-tyrant"
"2382","Southern Bristle-tyrant"
"2383","Streak-necked Flycatcher"
"2384","Olive-streaked Flycatcher"
"2385","Olive-striped Flycatcher"
"2386","Ochre-bellied Flycatcher"
"2387","McConnell's Flycatcher"
"2388","Sierra de Lema Flycatcher"
"2389","Grey-hooded Flycatcher"
"2390","Sepia-capped Flycatcher"
"2391","Slaty-capped Flycatcher"
"2392","White-bellied Flycatcher"
"2393","Rufous-breasted Flycatcher"
"2394","Inca Flycatcher"
"2395","Black-chested Tyrant"
"2396","Brownish Twistwing"
"2397","Rufous Twistwing"
"2398","Eye-ringed Flatbill"
"2399","Western Olivaceous Flatbill"
"2400","Eastern Olivaceous Flatbill"
"2401","Pacific Flatbill"
"2402","Fulvous-breasted Flatbill"
"2403","Yellow-olive Flatbill"
"2404","Orange-eyed Flatbill"
"2405","Yellow-margined Flatbill"
"2406","Yellow-winged Flatbill"
"2407","Grey-crowned Flatbill"
"2408","Olive-faced Flatbill"
"2409","Ochre-lored Flatbill"
"2410","Eared Pygmy-tyrant"
"2411","White-bellied Pygmy-tyrant"
"2412","Black-capped Pygmy-tyrant"
"2413","Short-tailed Pygmy-tyrant"
"2414","Northern Bentbill"
"2415","Southern Bentbill"
"2416","Scale-crested Pygmy-tyrant"
"2417","Double-banded Pygmy-tyrant"
"2418","Long-crested Pygmy-tyrant"
"2419","Helmeted Pygmy-tyrant"
"2420","Pale-eyed Pygmy-tyrant"
"2421","Snethlage's Tody-tyrant"
"2422","Acre Tody-tyrant"
"2423","Yungas Tody-tyrant"
"2424","Flammulated Bamboo-tyrant"
"2425","Drab-breasted Bamboo-tyrant"
"2426","Brown-breasted Bamboo-tyrant"
"2427","Boat-billed Tody-tyrant"
"2428","White-eyed Tody-tyrant"
"2429","White-bellied Tody-tyrant"
"2430","Eye-ringed Tody-tyrant"
"2431","Joao's Tody-tyrant"
"2432","Stripe-necked Tody-tyrant"
"2433","Hangnest Tody-tyrant"
"2434","Pearly-vented Tody-tyrant"
"2435","Pelzeln's Tody-tyrant"
"2436","Zimmer's Tody-tyrant"
"2437","Black-throated Tody-tyrant"
"2438","Cinnamon-breasted Tody-tyrant"
"2439","Buff-breasted Tody-tyrant"
"2440","Kaempfer's Tody-tyrant"
"2441","Buff-throated Tody-tyrant"
"2442","Fork-tailed Tody-tyrant"
"2443","Rufous-crowned Tody-flycatcher"
"2444","Lulu's Tody-flycatcher"
"2445","White-cheeked Tody-flycatcher"
"2446","Black-and-white Tody-flycatcher"
"2447","Buff-cheeked Tody-flycatcher"
"2448","Ruddy Tody-flycatcher"
"2449","Ochre-faced Tody-flycatcher"
"2450","Smoky-fronted Tody-flycatcher"
"2451","Rusty-fronted Tody-flycatcher"
"2452","Slate-headed Tody-flycatcher"
"2453","Golden-winged Tody-flycatcher"
"2454","Black-backed Tody-flycatcher"
"2455","Spotted Tody-flycatcher"
"2456","Yellow-lored Tody-flycatcher"
"2457","Common Tody-flycatcher"
"2458","Maracaibo Tody-flycatcher"
"2459","Black-headed Tody-flycatcher"
"2460","Painted Tody-flycatcher"
"2461","Yellow-browed Tody-flycatcher"
"2462","Eastern Ornate Flycatcher"
"2463","Western Ornate Flycatcher"
"2464","Handsome Flycatcher"
"2465","Orange-banded Flycatcher"
"2466","Ochraceous-breasted Flycatcher"
"2467","Cinnamon Flycatcher"
"2468","Swallow Flycatcher"
"2469","Cliff Flycatcher"
"2470","Red-billed Tyrannulet"
"2471","Mishana Tyrannulet"
"2472","Chico's Tyrannulet"
"2473","Paltry Tyrannulet"
"2474","Mistletoe Tyrannulet"
"2475","Venezuelan Tyrannulet"
"2476","Mountain Tyrannulet"
"2477","Golden-faced Tyrannulet"
"2478","Choco Tyrannulet"
"2479","Peruvian Tyrannulet"
"2480","Slender-footed Tyrannulet"
"2481","Guianan Tyrannulet"
"2482","Bolivian Tyrannulet"
"2483","Lesser Wagtail-tyrant"
"2484","Bahia Wagtail-tyrant"
"2485","Greater Wagtail-tyrant"
"2486","Slender-billed Tyrannulet"
"2487","Plain Tyrannulet"
"2488","Amazonian Tyrannulet"
"2489","Pale-tipped Tyrannulet"
"2490","Tawny-crowned Pygmy-tyrant"
"2491","Tawny-fronted Pygmy-tyrant"
"2492","Rufous-sided Pygmy-tyrant"
"2493","Yellow-bellied Tyrannulet"
"2494","Brown-capped Tyrannulet"
"2495","White-lored Tyrannulet"
"2496","Northern Beardless Tyrannulet"
"2497","Southern Beardless Tyrannulet"
"2498","Rufous-crowned Elaenia"
"2499","Plain-crested Elaenia"
"2500","Mottle-backed Elaenia"
"2501","Great Elaenia"
"2502","Brazilian Elaenia"
"2503","Highland Elaenia"
"2504","Slaty Elaenia"
"2505","Yellow-bellied Elaenia"
"2506","Small-billed Elaenia"
"2507","Brownish Elaenia"
"2508","Large Elaenia"
"2509","Noronha Elaenia"
"2510","Coopmans's Elaenia"
"2511","Lesser Elaenia"
"2512","Olivaceous Elaenia"
"2513","Sierran Elaenia"
"2514","Tepui Elaenia"
"2515","White-crested Elaenia"
"2516","Mountain Elaenia"
"2517","Caribbean Elaenia"
"2518","Hispaniolan Elaenia"
"2519","Large Jamaican Elaenia"
"2520","Yellow-crowned Tyrannulet"
"2521","Atlantic Grey Elaenia"
"2522","Amazonian Grey Elaenia"
"2523","Choco Grey Elaenia"
"2524","Foothill Elaenia"
"2525","Forest Elaenia"
"2526","Pacific Elaenia"
"2527","Yellow-crowned Elaenia"
"2528","Greenish Elaenia"
"2529","Small Jamaican Elaenia"
"2530","Suiriri Flycatcher"
"2531","Chapada Flycatcher"
"2532","Yellow Tyrannulet"
"2533","Planalto Tyrannulet"
"2534","Yungas Tyrannulet"
"2535","Rough-legged Tyrannulet"
"2536","White-fronted Tyrannulet"
"2537","Greenish Tyrannulet"
"2538","Reiser's Tyrannulet"
"2539","Urich's Tyrannulet"
"2540","Sclater's Tyrannulet"
"2541","Grey-capped Tyrannulet"
"2542","Sooty-headed Tyrannulet"
"2543","Plumbeous-crowned Tyrannulet"
"2544","Black-capped Tyrannulet"
"2545","Ashy-headed Tyrannulet"
"2546","Tawny-rumped Tyrannulet"
"2547","Tumbes Tyrannulet"
"2548","Mouse-colored Tyrannulet"
"2549","Cocos Flycatcher"
"2550","Grey-and-white Tyrannulet"
"2551","White-tailed Tyrannulet"
"2552","Buff-banded Tyrannulet"
"2553","White-banded Tyrannulet"
"2554","White-throated Tyrannulet"
"2555","Rufous-winged Tyrannulet"
"2556","Sulphur-bellied Tyrannulet"
