cur_alternate_com_name,sci_name
Sinsonte Tropical x Norteno (hibrido),Mimus gilvus x polyglottos
Sinsonte Tropical/Norteno,Mimus gilvus/polyglottos
Sinsonte sp.,Mimidae sp.
Zorzal Grandala,Grandala coelicolor
Azulejo Oriental,Sialia sialis
Azulejo Oriental (sialis/bermudensis),Sialia sialis sialis/bermudensis
Azulejo Oriental (grupo guatemalae),Sialia sialis [guatemalae Group]
Azulejo Occidental,Sialia mexicana
Azulejo Oriental x Occidental (hibrido),Sialia sialis x mexicana
Azulejo Claro,Sialia currucoides
Azulejo Oriental x Claro (hibrido),Sialia sialis x currucoides
Azulejo Occidental x Claro (hibrido),Sialia mexicana x currucoides
Azulejo sp.,Sialia sp.
Zorzal de Fraser,Neocossyphus fraseri
Zorzal de Finsch,Neocossyphus finschi
Zorzal Colirrufo,Neocossyphus rufus
Zorzal Colirrufo (gabunensis),Neocossyphus rufus gabunensis
Zorzal Colirrufo (rufus),Neocossyphus rufus rufus
Zorzal de Fernando Poo,Neocossyphus poensis
Solitario Norteno,Myadestes townsendi
Solitario Dorsipardo,Myadestes occidentalis
Solitario Cubano,Myadestes elisabeth
Solitario Gorjirrufo,Myadestes genibarbis
Solitario Gorjirrufo (grupo genibarbis),Myadestes genibarbis [genibarbis Group]
Solitario Gorjirrufo (sibilans),Myadestes genibarbis sibilans
Solitario Carinegro,Myadestes melanops
Solitario Variado,Myadestes coloratus
Solitario Unicolor,Myadestes unicolor
Solitario Andino,Myadestes ralloides
Solitario Andino (plumbeiceps),Myadestes ralloides plumbeiceps
Solitario Andino (venezuelensis/candelae),Myadestes ralloides venezuelensis/candelae
Solitario Andino (ralloides),Myadestes ralloides ralloides
Solitario Kamao,Myadestes myadestinus
Solitario Myadestes Lanaiensis,Myadestes woahensis
Solitario Olomao,Myadestes lanaiensis
Solitario Omao,Myadestes obscurus
Solitario Puaiohi,Myadestes palmeri
Zorzal de Dixon,Zoothera dixoni
Zorzal Dorsiliso del Himalaya,Zoothera mollissima
Zorzal de Salim Ali,Zoothera salimalii
Zorzal Dorsiliso del Himalaya/de Salim Ali,Zoothera mollissima/salimalii
Zorzal Dorsiliso de Sichuan,Zoothera griseiceps
Zorzal Dorsiliso del Himalaya/de Sichuan,Zoothera mollissima/griseiceps
Zorzal Dorsiliso del Himalaya/de Salim Ali/de Sichuan,Zoothera mollissima/salimalii/griseiceps
Zorzal Terrestre de Celebes,Zoothera heinrichi
Zorzal Flanquioscuro,Zoothera marginata
Zorzal Piquilargo,Zoothera monticola
Zorzal de Everett,Zoothera everetti
Zorzal de Andromeda,Zoothera andromedae
Zorzal Dorado,Zoothera aurea
Zorzal Escamoso,Zoothera dauma
Zorzal Escamoso (del Himalaya),Zoothera dauma dauma
Zorzal Escamoso (horsfieldi),Zoothera dauma horsfieldi
Zorzal Escamoso (de Iriomotejima),Zoothera dauma iriomotensis
Zorzal Dorado/Escamoso,Zoothera aurea/dauma
Zorzal de Amami,Zoothera major
Zorzal de Nilgiri,Zoothera neilgherriensis
Zorzal de Sri Lanka,Zoothera imbricata
Zorzal de Bonin,Zoothera terrestris
Zorzal de San Cristobal,Zoothera margaretae
Zorzal de Guadalcanal,Zoothera turipavae
Zorzal Lunado,Zoothera lunulata
Zorzal de Nueva Bretana,Zoothera talaseae
Zorzal de Bouganinville,Zoothera atrigena
Zorzal de Heine,Zoothera heinei
Zorzal de Heine (grupo heinei),Zoothera heinei [heinei Group]
Zorzal de Heine (eichhorni),Zoothera heinei eichhorni
Zorzal Lunado/de Heine,Zoothera lunulata/heinei
Zorzal de Tanimbar,Zoothera machiki
Zorzal (Zoothera) sp.,Zoothera sp.
Zorzal Montano de Celebes,Cataponera turdoides
Zorzal de Borneo,Chlamydochaera jefferyi
Cochoa Purpura,Cochoa purpurea
Cochoa Verde,Cochoa viridis
Cochoa Purpura/Verde,Cochoa purpurea/viridis
Cochoa de Sumatra,Cochoa beccarii
Cochoa de Java,Cochoa azurea
Zorzal Pinto,Ixoreus naevius
Zorzalito Piquinegro,Catharus gracilirostris
Zorzalito Piquigualda,Catharus aurantiirostris
Zorzalito Piquigualda (grupo melpomene),Catharus aurantiirostris [melpomene Group]
Zorzalito Piquigualda (grupo griseiceps),Catharus aurantiirostris [griseiceps Group]
Zorzalito Piquigualda (grupo aurantiirostris),Catharus aurantiirostris [aurantiirostris Group]
Zorzalito Sombrio,Catharus fuscater
Zorzalito Sombrio (hellmayri),Catharus fuscater hellmayri
Zorzalito Sombrio (grupo fuscater),Catharus fuscater [fuscater Group]
Zorzalito Piquipardo,Catharus occidentalis
Zorzalito de Frantzius,Catharus frantzii
Zorzalito Piquipardo/de Frantzius,Catharus occidentalis/frantzii
Zorzalito Cabecinegro,Catharus mexicanus
Zorzalito Overo,Catharus dryas
Zorzalito Pinto,Catharus maculatus
Zorzalito Rojizo,Catharus fuscescens
Zorzalito Carigris,Catharus minimus
Zorzalito de Bicknell,Catharus bicknelli
Zorzalito Rojizo x de Bicknell (hibrido),Catharus fuscescens x bicknelli
Zorzalito Carigris/de Bicknell,Catharus minimus/bicknelli
Zorzalito de Swainson,Catharus ustulatus
Zorzalito de Swainson (grupo ustulatus),Catharus ustulatus [ustulatus Group]
Zorzalito de Swainson (grupo swainsoni),Catharus ustulatus [swainsoni Group]
Zorzalito Colirrufo,Catharus guttatus
Zorzalito Colirrufo (grupo guttatus),Catharus guttatus [guttatus Group]
Zorzalito Colirrufo (grupo auduboni),Catharus guttatus [auduboni Group]
Zorzalito Colirrufo (faxoni/crymophilus),Catharus guttatus faxoni/crymophilus
Zorzalito sp.,Catharus sp.
Zorzalito Maculado,Hylocichla mustelina
Solitario Negro,Entomodestes coracinus
Solitario Orejiblanco,Entomodestes leucotis
Solitario Ocre,Cichlopsis leucogenys
Solitario Ocre (chubbi),Cichlopsis leucogenys chubbi
Solitario Ocre (peruviana),Cichlopsis leucogenys peruviana
Solitario Ocre (gularis),Cichlopsis leucogenys gularis
Solitario Ocre (leucogenys),Cichlopsis leucogenys leucogenys
Zorzal Azteca,Ridgwayia pinicola
Zorzal Siberiano,Geokichla sibirica
Zorzal de Ward,Geokichla wardii
Zorzal Moteado,Geokichla guttata
Zorzal Moteado (maxis),Geokichla guttata maxis
Zorzal Moteado (lippensi),Geokichla guttata lippensi
Zorzal Moteado (grupo guttata),Geokichla guttata [guttata Group]
Zorzal Camerunes,Geokichla camaronensis
Zorzal Camerunes (camaronensis),Geokichla camaronensis camaronensis
Zorzal Camerunes (graueri),Geokichla camaronensis graueri
Zorzal de Ghana,Geokichla princei
Zorzal de Ghana (princei),Geokichla princei princei
Zorzal de Ghana (batesi),Geokichla princei batesi
Zorzal de Crossley,Geokichla crossleyi
Zorzal de Crossley (crossleyi),Geokichla crossleyi crossleyi
Zorzal de Crossley (pilettei),Geokichla crossleyi pilettei
Zorzal de Oberlaender,Geokichla oberlaenderi
Zorzal de Piaggia,Geokichla piaggiae
Zorzal de Piaggia (grupo piaggiae),Geokichla piaggiae [piaggiae Group]
Zorzal de Piaggia (tanganjicae),Geokichla piaggiae tanganjicae
Zorzal de Gurney,Geokichla gurneyi
Zorzal Alimoteado,Geokichla spiloptera
Zorzal Cenizo,Geokichla cinerea
Zorzal de Buru,Geokichla dumasi
Zorzal de Seram,Geokichla joiceyi
Zorzal Coronicastano,Geokichla interpres
Zorzal de Enggano,Geokichla leucolaema
Zorzal de Doherty,Geokichla dohertyi
Zorzal de Timor,Geokichla peronii
Zorzal Pizarroso,Geokichla schistacea
Zorzal Dorsirrojo,Geokichla erythronota
Zorzal de Peleng,Geokichla mendeni
Zorzal Citrino,Geokichla citrina
Zorzal Citrino (grupo citrina),Geokichla citrina [citrina Group]
Zorzal Citrino (cyanota),Geokichla citrina cyanota
Zorzal Citrino (albogularis/andamanensis),Geokichla citrina albogularis/andamanensis
Zorzal Citrino (grupo aurimacula),Geokichla citrina [aurimacula Group]
Geokichla sp.,Geokichla sp.
Zorzal Chino,Otocichla mupinensis
Zorzal Litsitsirupa,Psophocichla litsitsirupa
Zorzal Litsitsirupa (simensis),Psophocichla litsitsirupa simensis
Zorzal Litsitsirupa (grupo litsitsirupa),Psophocichla litsitsirupa [litsitsirupa Group]
Zorzal Charlo,Turdus viscivorus
Zorzal Comun,Turdus philomelos
Zorzal Abisinio,Turdus abyssinicus
Zorzal Abisinio (oldeani),Turdus abyssinicus oldeani
Zorzal Abisinio (grupo abyssinicus),Turdus abyssinicus [abyssinicus Group]
Zorzal de Los Taita,Turdus helleri
Zorzal de Los Usambara,Turdus roehli
Zorzal Alirrojo,Turdus iliacus
Zorzal Alirrojo (coburni),Turdus iliacus coburni
Zorzal Alirrojo (euroasiatico),Turdus iliacus iliacus
Zorzal Plebeyo,Turdus plebejus
Mirlo Comun,Turdus merula
Zorzal Sabia,Turdus leucomelas
Zorzal Cacao,Turdus fumigatus
Zorzal Cacao (personus),Turdus fumigatus personus
Zorzal Cacao (grupo fumigatus),Turdus fumigatus [fumigatus Group]
Zorzal de Hauxwell,Turdus hauxwelli
Mirlo Azulado,Turdus flavipes
Zorzal Ventripalido,Turdus obsoletus
Zorzal Cuelliblanco Norteno,Turdus assimilis
Zorzal Cuelliblanco Norteno (grupo assimilis),Turdus assimilis [assimilis Group]
Zorzal Cuelliblanco Norteno (daguae),Turdus assimilis daguae
Zorzal Cuelliblanco Sureno,Turdus albicollis
Zorzal Cuelliblanco Sureno (grupo phaeopygus),Turdus albicollis [phaeopygus Group]
Zorzal Cuelliblanco Sureno (grupo albicollis),Turdus albicollis [albicollis Group]
Zorzal Colorado,Turdus rufiventris
Zorzal Pardo,Turdus grayi
Zorzal Caripelado,Turdus nudigenis
Zorzal Ecuatoriano,Turdus maculirostris
Zorzal de Varzea,Turdus sanchezorum
Zorzal de Hauxwell/de Varzea,Turdus hauxwelli/sanchezorum
Zorzal Boliviano,Turdus haplochrous
Zorzal Somali,Turdus ludoviciae
Mirlo Mandarin,Turdus mandarinus
Zorzal Ceniciento,Turdus tephronotus
Zorzal de Kurrichane,Turdus libonyana
Zorzal de Las Comoras,Turdus bewsheri
Zorzal Yemeni,Turdus menachensis
Zorzal Olivaceo,Turdus olivaceus
Zorzal del Karoo,Turdus smithi
Zorzal Olivaceo/Del Karoo,Turdus olivaceus/smithi
Zorzal Antillano,Turdus lherminieri
Mirlo Ojiblanco,Turdus leucops
Zorzal Jamaicano,Turdus jamaicensis
Zorzal de La Espanola,Turdus swalesi
Mirlo Guatemalteco,Turdus infuscatus
Mirlo Negruzco,Turdus nigrescens
Zorzal Americano,Turdus migratorius
Zorzal Americano (nigrideus),Turdus migratorius nigrideus
Zorzal Americano (grupo migratorius),Turdus migratorius [migratorius Group]
Zorzal Americano (confinis),Turdus migratorius confinis
Zorzal Pinto/Americano,Ixoreus naevius/Turdus migratorius
Zorzal Dorsirrufo,Turdus rufopalliatus
Zorzal Dorsirrufo (rufopalliatus),Turdus rufopalliatus rufopalliatus
Zorzal Dorsirrufo (graysoni),Turdus rufopalliatus graysoni
Zorzal Cuellirrufo,Turdus rufitorques
Zorzal Patagon,Turdus falcklandii
Zorzal Patagon (Patagonia),Turdus falcklandii magellanicus/pembertoni
Zorzal Patagon (Malvinas),Turdus falcklandii falcklandii
Zorzal Dorsiplomizo,Turdus reevei
Zorzal Plomizo Oriental,Turdus subalaris
Zorzal Imitador,Turdus lawrencii
Zorzal de Pantepui,Turdus murinus
Zorzal de Tristan Da Cunha,Turdus eremita
Zorzal Chalchalero,Turdus amaurochalinus
Zorzal Piquinegro,Turdus ignobilis
Zorzal Piquinegro (ignobilis/goodfellowi),Turdus ignobilis ignobilis/goodfellowi
Zorzal Piquinegro (debilis),Turdus ignobilis debilis
Zorzal de Arthur,Turdus arthuri
Zorzal de Pantepui/de Arthur,Turdus murinus/arthuri
Zorzal Piquinegro/de Arthur,Turdus ignobilis/arthuri
Zorzal del Maranon,Turdus maranonicus
Zorzal Ventricastano,Turdus fulviventris
Zorzal Cabecinegro,Turdus olivater
Mirlo Grande,Turdus fuscater
Mirlo Chiguanco,Turdus chiguanco
Mirlo Chiguanco (chiguanco/conradi),Turdus chiguanco chiguanco/conradi
Mirlo Chiguanco (anthracinus),Turdus chiguanco anthracinus
Zorzal Plomizo Andino,Turdus nigriceps
Mirlo Serrano,Turdus serranus
Zorzal de Principe,Turdus xanthorhynchus
Zorzal de Santo Tome,Turdus olivaceofuscus
Zorzal Gorjiblanco,Turdus aurantius
Zorzal de Gran Caiman,Turdus ravidus
Zorzal Patirrojo,Turdus plumbeus
Zorzal Patirrojo (plumbeus),Turdus plumbeus plumbeus
Zorzal Patirrojo (grupo rubripes),Turdus plumbeus [rubripes Group]
Zorzal Patirrojo (ardosiaceus/albiventris),Turdus plumbeus ardosiaceus/albiventris
Zorzal Africano,Turdus pelios
Zorzal Africano (grupo pelios),Turdus pelios [pelios Group]
Zorzal Africano (nigrilorum/poensis),Turdus pelios nigrilorum/poensis
Zorzal Africano (stormsi/graueri),Turdus pelios stormsi/graueri
Zorzal de Formosa,Turdus niveiceps
Mirlo Aligris,Turdus boulboul
Mirlo Indio,Turdus simillimus
Mirlo Indio (simillimus/bourdilloni),Turdus simillimus simillimus/bourdilloni
Mirlo Indio (nigropileus/spencei),Turdus simillimus nigropileus
Mirlo Indio (kinnisii),Turdus simillimus kinnisii
Zorzal Japones,Turdus cardis
Zorzal Dorsigris,Turdus hortulorum
Zorzal Unicolor,Turdus unicolor
Zorzal Pechinegro,Turdus dissimilis
Zorzal de Fea,Turdus feae
Zorzal Rojigris,Turdus obscurus
Zorzal de Fea/Rojigris,Turdus feae/obscurus
Zorzal Cabecipardo,Turdus chrysolaus
Zorzal de Las Izu,Turdus celaenops
Zorzal Palido,Turdus pallidus
Zorzal Insular,Turdus poliocephalus
Zorzal Insular (erythropleurus),Turdus poliocephalus erythropleurus
Zorzal Insular (loeseri),Turdus poliocephalus loeseri
Zorzal Insular (indrapurae),Turdus poliocephalus indrapurae
Zorzal Insular (javanicus/biesenbachi),Turdus poliocephalus javanicus/biesenbachi
Zorzal Insular (fumidus),Turdus poliocephalus fumidus
Zorzal Insular (whiteheadi/stresemanni),Turdus poliocephalus whiteheadi/stresemanni
Zorzal Insular (seebohmi),Turdus poliocephalus seebohmi
Zorzal Insular (thomassoni/mayonensis),Turdus poliocephalus thomassoni/mayonensis
Zorzal Insular (mindorensis),Turdus poliocephalus mindorensis
Zorzal Insular (nigrorum),Turdus poliocephalus nigrorum
Zorzal Insular (malindangensis),Turdus poliocephalus malindangensis
Zorzal Insular (katanglad),Turdus poliocephalus katanglad
Zorzal Insular (kelleri),Turdus poliocephalus kelleri
Zorzal Insular (hygroscopus),Turdus poliocephalus hygroscopus
Zorzal Insular (celebensis),Turdus poliocephalus celebensis
Zorzal Insular (Taliabu),Turdus poliocephalus sukahujan
Zorzal Insular (schlegelii),Turdus poliocephalus schlegelii
Zorzal Insular (sterlingi),Turdus poliocephalus sterlingi
Zorzal Insular (deningeri),Turdus poliocephalus deningeri
Zorzal Insular (versteegi),Turdus poliocephalus versteegi
Zorzal Insular (carbonarius),Turdus poliocephalus erebus
Zorzal Insular (papuensis),Turdus poliocephalus papuensis
Zorzal Insular (canescens),Turdus poliocephalus canescens
Zorzal Insular (grupo heinrothi),Turdus poliocephalus [heinrothi Group]
Zorzal Insular (kolombangara),Turdus poliocephalus kulambangrae
Zorzal Insular (grupo vanikorensis),Turdus poliocephalus [vanikorensis Group]
Zorzal Insular (placens),Turdus poliocephalus placens
Zorzal Insular (efatensis),Turdus poliocephalus efatensis
Zorzal Insular (pritzbueri/albifrons),Turdus poliocephalus pritzbueri/albifrons
Zorzal Insular (xanthopus),Turdus poliocephalus xanthopus
Zorzal Insular (mareensis),Turdus poliocephalus mareensis
Zorzal Insular (poliocephalus),Turdus poliocephalus poliocephalus
Zorzal Insular (vinitinctus),Turdus poliocephalus vinitinctus
Zorzal Insular (layardi),Turdus poliocephalus layardi
Zorzal Insular (ruficeps),Turdus poliocephalus ruficeps
Zorzal Insular (vitiensis),Turdus poliocephalus vitiensis
Zorzal Insular (hades),Turdus poliocephalus hades
Zorzal Insular (tempesti),Turdus poliocephalus tempesti
Zorzal Insular (samoensis),Turdus poliocephalus samoensis
Zorzal de Kessler,Turdus kessleri
Mirlo del Himalaya,Turdus maximus
Zorzal Real,Turdus pilaris
Mirlo Acollarado,Turdus albocinctus
Zorzal Castano,Turdus rubrocanus
Mirlo Capiblanco,Turdus torquatus
Mirlo Capiblanco (torquatus),Turdus torquatus torquatus
Mirlo Capiblanco (alpestris),Turdus torquatus alpestris
Mirlo Capiblanco (amicorum),Turdus torquatus amicorum
Zorzal Papinegro,Turdus atrogularis
Zorzal Papirrojo,Turdus ruficollis
Zorzal Papinegro x Papirrojo (hibrido),Turdus atrogularis x ruficollis
Zorzal Eunomo,Turdus eunomus
Zorzal de Naumann,Turdus naumanni
Zorzal Eunomo x de Naumann (hibrido),Turdus eunomus x naumanni
Zorzal Eunomo/de Naumann,Turdus eunomus/naumanni
Zorzal/Mirlo sp.,Turdus sp.
Turdido sp.,Turdidae sp.
Papamoscas Estriado,Muscicapa griseisticta
Papamoscas Siberiano,Muscicapa sibirica
Papamoscas Estriado/Siberiano,Muscicapa griseisticta/sibirica
Papamoscas Herrumbroso,Muscicapa ferruginea
Papamoscas Asiatico,Muscicapa dauurica
Papamoscas de Rand,Muscicapa randi
Papamoscas de La Sumba,Muscicapa segregata
Papamoscas Muttui,Muscicapa muttui
Papamoscas Pardo de Celebes,Muscicapa sodhii
Papamoscas Pardo,Muscicapa williamsoni
Papamoscas Pardo (williamsoni),Muscicapa williamsoni williamsoni
Papamoscas Pardo (umbrosa),Muscicapa williamsoni umbrosa
Papamoscas Asiatico/Pardo,Muscicapa dauurica/williamsoni
Papamoscas Sombrio,Muscicapa adusta
Papamoscas Saciado,Muscicapa epulata
Papamoscas Patigualdo,Muscicapa sethsmithi
Papamoscas Gris,Muscicapa striata
Papamoscas Gris (grupo striata),Muscicapa striata [striata Group]
Papamoscas Gris (tyrrhenica/balearica),Muscicapa striata tyrrhenica/balearica
Papamoscas Gambaga,Muscicapa gambagae
Papamoscas Palustre,Muscicapa aquatica
Papamoscas de Cassin,Muscicapa cassini
Papamoscas (Muscicapa) sp.,Muscicapa sp.
Papamoscas de Böhm,Bradornis boehmi
Papamoscas de Usher,Bradornis ussheri
Papamoscas Ahumado,Bradornis fuliginosus
Papamoscas Pizarroso,Bradornis comitatus
Papamoscas del Marico,Bradornis mariquensis
Papamoscas Piquicorto,Bradornis microrhynchus
Papamoscas Piquicorto (pumilus),Bradornis microrhynchus pumilus
Papamoscas Piquicorto (grupo microrhynchus),Bradornis microrhynchus [microrhynchus Group]
Papamoscas (Bradornis) sp.,Bradornis sp.
Papamoscas (Muscicapa/Bradornis) sp.,Muscicapa/Bradornis sp.
Papamoscas Palido,Agricola pallidus
Papamoscas Palido (grupo pallidus),Agricola pallidus [pallidus Group]
Papamoscas Palido (bafirawari),Agricola pallidus bafirawari
Papamoscas Palido (subalaris/erlangeri),Agricola pallidus subalaris/erlangeri
Papamoscas Tarabilla,Agricola infuscatus
Papamoscas Cejiblanco,Fraseria cinerascens
Papamoscas Forestal,Fraseria ocreata
Papamoscas Forestal (prosphora/kelsalli),Fraseria ocreata prosphora/kelsalli
Papamoscas Forestal (ocreata),Fraseria ocreata ocreata
Papamoscas Gorjigris,Fraseria griseigularis
Papamoscas Carbonero,Fraseria plumbea
Papamoscas Olivaceo,Fraseria olivascens
Papamoscas Olivaceo (olivascens),Fraseria olivascens olivascens
Papamoscas Olivaceo (nimbae),Fraseria olivascens nimbae
Papamoscas de Chapin,Fraseria lendu
Papamoscas de Chapin (lendu),Fraseria lendu lendu
Papamoscas de Chapin (itombwensis),Fraseria lendu itombwensis
Papamoscas de Tessmann,Fraseria tessmanni
Papamoscas Cenizo,Fraseria caerulescens
Papamoscas Herero,Melaenornis herero
Papamoscas Plateado,Melaenornis semipartitus
Papamoscas Fiscal,Melaenornis silens
Papamoscas de Berlioz,Melaenornis ardesiacus
Papamoscas Liberiano,Melaenornis annamarulae
Papamoscas Drongo,Melaenornis edolioides
Papamoscas Sudafricano,Melaenornis pammelaina
Papamoscas de Fischer,Melaenornis fischeri
Papamoscas Angoleno,Melaenornis brunneus
Papamoscas Chocolate,Melaenornis chocolatinus
Papamoscas de Las Comoras,Humblotia flavirostris
Alete Coliblanca,Alethe diademata
Alete Castano,Alethe castanea
Alzacola del Karroo,Cercotrichas coryphoeus
Alzacola Selvatico,Cercotrichas leucosticta
Alzacola Selvatico (grupo leucosticta),Cercotrichas leucosticta [leucosticta Group]
Alzacola Selvatico (reichenowi),Cercotrichas leucosticta reichenowi
Alzacola Pardo,Cercotrichas signata
Alzacola Bigotudo,Cercotrichas quadrivirgata
Alzacola Bigotudo (quadrivirgata),Cercotrichas quadrivirgata quadrivirgata
Alzacola Bigotudo (greenwayi),Cercotrichas quadrivirgata greenwayi
Alzacola Barbudo,Cercotrichas barbata
Alzacola Negro,Cercotrichas podobe
Alzacola Rojizo,Cercotrichas galactotes
Alzacola Rojizo (grupo galactotes),Cercotrichas galactotes [galactotes Group]
Alzacola Rojizo (minor),Cercotrichas galactotes minor/hamertoni
Alzacola del Kalahari,Cercotrichas paena
Alzacola de Hartlaub,Cercotrichas hartlaubi
Alzacola Dorsirrojo,Cercotrichas leucophrys
Alzacola Dorsirrojo (grupo leucoptera),Cercotrichas leucophrys [leucoptera Group]
Alzacola Dorsirrojo (grupo leucophrys),Cercotrichas leucophrys [leucophrys Group]
Alzacola sp.,Cercotrichas sp.
Tarabilla Terrestre,Copsychus fulicatus
Shama Oriental,Copsychus saularis
Shama Oriental (grupo saularis),Copsychus saularis [saularis Group]
Shama Oriental (grupo amoenus),Copsychus saularis [amoenus Group]
Shama Colirrufo,Copsychus pyrropygus
Shama Malgache,Copsychus albospecularis
Shama Malgache (albospecularis),Copsychus albospecularis albospecularis
Shama Malgache (inexpectatus),Copsychus albospecularis inexspectatus
Shama Malgache (pica),Copsychus albospecularis pica
Shama de Seychelles,Copsychus sechellarum
Shama Filipino,Copsychus mindanensis
Shama Malabar,Copsychus malabaricus
Shama Malabar (grupo malabaricus),Copsychus malabaricus [malabaricus Group]
Shama Malabar (grupo melanurus),Copsychus malabaricus [melanurus Group]
Shama Malabar (stricklandii/barbouri),Copsychus malabaricus stricklandii/barbouri
Shama Culiblanco,Copsychus albiventris
Shama de Luzon,Copsychus luzoniensis
Shama de Las Bisayas,Copsychus superciliaris
Shama de Palawan,Copsychus niger
Shama de Cebu,Copsychus cebuensis
Papamoscas Gargantilla,Anthipes monileger
Papamoscas Cejirrufo,Anthipes solitaris
Alicorto Flanquirrufo,Sholicola major
Alicorto Ventriblanco,Sholicola albiventris
Papamoscas de Sanford,Cyornis sanfordi
Papamoscas Frentiazul,Cyornis hoevelli
Papamoscas Jacintino,Cyornis hyacinthinus
Papamoscas Coliblanco,Cyornis concretus
Papamoscas de Rück,Cyornis ruckii
Papamoscas Pechiazul,Cyornis herioti
Papamoscas Pechiazul (herioti),Cyornis herioti herioti
Papamoscas Pechiazul (camarinensis),Cyornis herioti camarinensis
Papamoscas de Hainan,Cyornis hainanus
Papamoscas Ventriblanco,Cyornis pallidipes
Papamoscas de Brooks,Cyornis poliogenys
Papamoscas Azulado,Cyornis unicolor
Papamoscas Azulado (unicolor),Cyornis unicolor unicolor
Papamoscas Azulado (diaoluoensis),Cyornis unicolor diaoluoensis
Papamoscas Azulado (harterti),Cyornis unicolor harterti
Papamoscas Gorjiazul,Cyornis rubeculoides
Papamoscas Gorjiazul (gorjiazul),Cyornis rubeculoides rubeculoides
Papamoscas Gorjiazul (Indochina),Cyornis rubeculoides dialilaemus/rogersi
Papamoscas Chino,Cyornis glaucicomans
Papamoscas Gorjiazul/Chino,Cyornis rubeculoides/glaucicomans
Papamoscas de Arunachal Pradesh,Cyornis magnirostris
Papamoscas Pechiclaro,Cyornis whitei
Papamoscas de Banyumas,Cyornis banyumas
Papamoscas Dayaco,Cyornis montanus
Papamoscas de Arunachal Pradesh/de Banyumas,Cyornis magnirostris/whitei
Papamoscas (forma Meratus no descrita),Cyornis [undescribed Meratus form]
Papamoscas Picoancho,Cyornis caerulatus
Papamoscas Malayo,Cyornis turcosus
Papamoscas de Balabac,Cyornis lemprieri
Papamoscas de Borneo,Cyornis superbus
Papamoscas de Tickell,Cyornis tickelliae
Papamoscas de Brooks x de Tickell (hibrido),Cyornis poliogenys x tickelliae
Papamoscas Gorjiazul/de Tickell,Cyornis rubeculoides/tickelliae
Papamoscas Indochino,Cyornis sumatrensis
Papamoscas de Manglar,Cyornis rufigastra
Papamoscas de Manglar (grupo rufigastra),Cyornis rufigastra [rufigastra Group]
Papamoscas de Manglar (grupo blythi),Cyornis rufigastra [blythi Group]
Papamoscas de Celebes,Cyornis omissus
Papamoscas de Celebes (grupo omissus),Cyornis omissus [omissus Group]
Papamoscas de Celebes (Tanahjampea),Cyornis omissus djampeanus
Papamoscas de Celebes (Kalao),Cyornis omissus kalaoensis
Papamoscas Pechipardo,Cyornis brunneatus
Papamoscas de Nicobar,Cyornis nicobaricus
Papamoscas Pechigris,Cyornis umbratilis
Papamoscas Dorsioliva,Cyornis olivaceus
Papamoscas de Flores,Cyornis oscillans
Papamoscas de Flores (oscillans),Cyornis oscillans oscillans
Papamoscas de Flores (stresemanni),Cyornis oscillans stresemanni
Papamoscas Colirrufo,Cyornis ruficauda
Papamoscas Colirrufo (grupo ruficauda),Cyornis ruficauda [ruficauda Group]
Papamoscas Colirrufo (ocularis),Cyornis ruficauda ocularis
Papamoscas Colirrufo (ruficrissa/isola),Cyornis ruficauda ruficrissa/isola
Papamoscas de Banggai,Cyornis pelingensis
Papamoscas de Sula,Cyornis colonus
Cyornis sp.,Cyornis sp.
Papamoscas Grande,Niltava grandis
Papamoscas de Mcgrigor,Niltava macgrigoriae
Papamoscas de David,Niltava davidi
Papamoscas Sundara,Niltava sundara
Papamoscas de Sumatra,Niltava sumatrana
Papamoscas Vivido,Niltava vivida
Papamoscas Vivido (oatesi),Niltava vivida oatesi
Papamoscas Vivido (vivida),Niltava vivida vivida
Niltava sp.,Niltava sp.
Papamoscas Azul,Cyanoptila cyanomelana
Papamoscas de Zappey,Cyanoptila cumatilis
Papamoscas Azul/de Zappey,Cyanoptila cyanomelana/cumatilis
Papamoscas de Ceilan,Eumyias sordidus
Papamoscas de Los Nilgiri,Eumyias albicaudatus
Papamoscas indigo,Eumyias indigo
Papamoscas indigo (ruficrissa/cerviniventris),Eumyias indigo ruficrissa/cerviniventris
Papamoscas indigo (indigo),Eumyias indigo indigo
Papamoscas Verdin,Eumyias thalassinus
Papamoscas de Los Nilgiri/Verdin,Eumyias albicaudatus/thalassinus
Papamoscas Gorjiestriado,Eumyias additus
Papamoscas Isleno,Eumyias panayensis
Cosifa Ventriblanco,Cossyphicula roberti
Cosifa Ventriblanco (roberti),Cossyphicula roberti roberti
Cosifa Ventriblanco (rufescentior),Cossyphicula roberti rufescentior
Cosifa de Isabel,Cossypha isabellae
Cosifa de Isabel (batesi),Cossypha isabellae batesi
Cosifa de Isabel (isabellae),Cossypha isabellae isabellae
Cosifa de Archer,Cossypha archeri
Cosifa de Archer (archeri),Cossypha archeri archeri
Cosifa de Archer (kimbutui),Cossypha archeri kimbutui
Cosifa Anomala,Cossypha anomala
Cosifa Anomala (grotei),Cossypha anomala grotei
Cosifa Anomala (mbuluensis),Cossypha anomala mbuluensis
Cosifa Anomala (grupo anomala),Cossypha anomala [anomala Group]
Cosifa Cafre,Cossypha caffra
Cosifa Gorjiblanca,Cossypha humeralis
Cosifa Aliazul,Cossypha cyanocampter
Cosifa Aligris,Cossypha polioptera
