cur_alternate_com_name,sci_name
Terrera Orejiblanca,Eremopterix leucotis
Terrera Negrita,Eremopterix nigriceps
Terrera Coronigris,Eremopterix griseus
Terrera Senalada,Eremopterix signatus
Terrera Dorsigris,Eremopterix verticalis
Terrera Cariblanca,Eremopterix leucopareia
Alondra Sabota,Calendulauda sabota
Alondra Sabota (grupo naevia),Calendulauda sabota [naevia Group]
Alondra Sabota (grupo sabota),Calendulauda sabota [sabota Group]
Alondra Pechirrosa,Calendulauda poecilosterna
Alondra Leonada,Calendulauda africanoides
Alondra Vulpina,Calendulauda alopex
Alondra del Karoo,Calendulauda albescens
Alondra Roja,Calendulauda burra
Alondra de Barlow,Calendulauda barlowi
Alondra de Barlow (barlowi),Calendulauda barlowi barlowi
Alondra de Barlow (patae),Calendulauda barlowi patae
Alondra de Barlow (cavei),Calendulauda barlowi cavei
Alondra del Karoo x de Barlow (hibrido),Calendulauda albescens x barlowi
Alondra de Las Dunas,Calendulauda erythrochlamys
Alondra de Archer,Heteromirafra archeri
Alondra de Rudd,Heteromirafra ruddi
Alondra Aplaudidora de El Cabo,Mirafra apiata
Alondra Aplaudidora de El Cabo (apiata),Mirafra apiata apiata
Alondra Aplaudidora de El Cabo (marjoriae),Mirafra apiata marjoriae
Alondra Aplaudidora Oriental,Mirafra fasciolata
Alondra Acollarada,Mirafra collaris
Alondra Alirroja,Mirafra hypermetra
Alondra Alirroja (grupo hypermetra),Mirafra hypermetra [hypermetra Group]
Alondra Alirroja (gallarum),Mirafra hypermetra gallarum
Alondra Nuquirrufa,Mirafra africana
Alondra Nuquirrufa (sharpii),Mirafra africana sharpii
Alondra Nuquirrufa (kurrae),Mirafra africana kurrae
Alondra Nuquirrufa (stresemanni/bamendae),Mirafra africana stresemanni/bamendae
Alondra Nuquirrufa (grupo africana),Mirafra africana [africana Group]
Alondra Nuquirrufa (tropicalis),Mirafra africana tropicalis
Alondra Nuquirrufa (nigrescens/nyikae),Mirafra africana nigrescens/nyikae
Alondra Nuquirrufa (malbranti),Mirafra africana malbranti
Alondra de Ash,Mirafra ashi
Alondra Somali,Mirafra somalica
Alondra Angolena,Mirafra angolensis
Alondra Aplaudidora Canela,Mirafra rufocinnamomea
Alondra del Kordofan,Mirafra cordofanica
Alondra de Williams,Mirafra williamsi
Alondra de Friedmann,Mirafra pulpa
Alondra Monotona,Mirafra passerina
Alondra Coliblanca,Mirafra albicauda
Alondra Melodiosa,Mirafra cheniana
Alondra de Java,Mirafra javanica
Alondra Cantarina,Mirafra cantillans
Alondra Birmana,Mirafra microptera
Alondra de Assam,Mirafra assamica
Alondra Indochina,Mirafra erythrocephala
Alondra de Jerdon,Mirafra affinis
Alondra India,Mirafra erythroptera
Alondra Cantarina/India,Mirafra cantillans/erythroptera
Alondra de Jerdon/India,Mirafra affinis/erythroptera
Alondra Rufa,Mirafra rufa
Alondra de Gillett,Mirafra gilletti
Mirafra sp.,Mirafra sp.
Alondra Cornuda,Eremophila alpestris
Alondra Cornuda (atlas),Eremophila alpestris atlas
Alondra Cornuda (grupo penicillata),Eremophila alpestris [penicillata Group]
Alondra Cornuda (tibetana),Eremophila alpestris [longirostris Group]
Alondra Cornuda (brandti),Eremophila alpestris brandti
Alondra Cornuda (flava),Eremophila alpestris flava
Alondra Cornuda (grupo alpestris),Eremophila alpestris [alpestris Group]
Alondra Cornuda (grupo occidentalis),Eremophila alpestris [occidentalis Group]
Alondra Cornuda (grupo strigata),Eremophila alpestris [strigata Group]
Alondra Cornuda (enertera),Eremophila alpestris enertera
Alondra Cornuda (grupo chrysolaema),Eremophila alpestris [chrysolaema Group]
Alondra Cornuda (peregrina),Eremophila alpestris peregrina
Alondra Sahariana,Eremophila bilopha
Alondra Cornuda/Sahariana,Eremophila alpestris/bilopha
Terrera de Blanford,Calandrella blanfordi
Terrera de Blanford (blanfordi),Calandrella blanfordi blanfordi
Terrera de Blanford (de Erlanger),Calandrella blanfordi erlangeri
Terrera Herrumbrosa,Calandrella eremica
Terrera Capirotada,Calandrella cinerea
Terrera Comun,Calandrella brachydactyla
Terrera Oriental,Calandrella dukhunensis
Terrera Comun/Oriental,Calandrella brachydactyla/dukhunensis
Terrera de Hume,Calandrella acutirostris
Terrera Comun/de Hume,Calandrella brachydactyla/acutirostris
Terrera Oriental/de Hume,Calandrella dukhunensis/acutirostris
Calandrella sp.,Calandrella sp.
Calandria Bimaculada,Melanocorypha bimaculata
Calandria Comun,Melanocorypha calandra
Calandria Bimaculada/Comun,Melanocorypha bimaculata/calandra
Calandria Tibetana,Melanocorypha maxima
Calandria Negra,Melanocorypha yeltoniensis
Calandria de Mongolia,Melanocorypha mongolica
Alondra Ricoti,Chersophilus duponti
Alondra de Dunn,Eremalauda dunni
Alondra arabe,Eremalauda eremodites
Alondra de Dunn/arabe,Eremalauda dunni/eremodites
Terrera Somali,Alaudala somalica
Terrera Somali (grupo somalica),Alaudala somalica [somalica Group]
Terrera Somali (athensis),Alaudala somalica athensis
Terrera de Mongolia,Alaudala cheleensis
Terrera Marismena,Alaudala rufescens
Terrera Palida,Alaudala heinei
Terrera de Mongolia/Palida,Alaudala cheleensis/heinei
Terrera Marismena/Palida,Alaudala rufescens/heinei
Terrera Raytal,Alaudala raytal
Alaudala sp.,Alaudala sp.
Terrera Comun/Alaudala sp.,Calandrella brachydactyla/Alaudala sp.
Calandrella/Alaudala sp.,Calandrella/Alaudala sp.
Alondra Totovia,Lullula arborea
Alondra de Stark,Spizocorys starki
Alondra de Sclater,Spizocorys sclateri
Alondra Colicorta,Spizocorys fremantlii
Alondra Piquirrosa,Spizocorys conirostris
Alondra de Botha,Spizocorys fringillaris
Alondra de Obbia,Spizocorys obbiensis
Alondra Enmascarada,Spizocorys personata
Calandria Aliblanca,Alauda leucoptera
Alondra Comun,Alauda arvensis
Alondra Comun (europea),Alauda arvensis [arvensis Group]
Alondra Comun (asiatica),Alauda arvensis [pekinensis Group]
Alondra Comun (oriental),Alauda arvensis japonica/intermedia
Alondra Oriental,Alauda gulgula
Alondra Comun/Oriental,Alauda arvensis/gulgula
Alondra de Razo,Alauda razae
Cogujada Modesta,Galerida modesta
Cogujada Picogorda,Galerida magnirostris
Cogujada Montesina,Galerida theklae
Cogujada Comun,Galerida cristata
Cogujada Montesina/Comun,Galerida theklae/cristata
Cogujada Magrebi,Galerida macrorhyncha
Cogujada Montesina/Comun/Magrebi,Galerida theklae/cristata/macrorhyncha
Cogujada Comun/Magrebi,Galerida cristata/macrorhyncha
Cogujada Malabar,Galerida malabarica
Cogujada Comun/Malabar,Galerida cristata/malabarica
Cogujada de Deva,Galerida deva
Cogujada sp.,Galerida sp.
Alaudido sp.,Alaudidae sp.
Bigotudo,Panurus biarmicus
Conquistador Occidental,Nicator chloris
Conquistador Oriental,Nicator gularis
Conquistador Gorjiamarillo,Nicator vireo
Conquistador Occidental/Gorjiamarillo,Nicator chloris/vireo
Crombec Verde,Sylvietta virens
Crombec Ventrilimon,Sylvietta denti
Crombec Cejiblanco,Sylvietta leucophrys
Crombec Cejiblanco (leucophrys/chloronota),Sylvietta leucophrys leucophrys/chloronota
Crombec Cejiblanco (chapini),Sylvietta leucophrys chapini
Crombec Norteno,Sylvietta brachyura
Crombec Norteno (brachyura/carnapi),Sylvietta brachyura brachyura/carnapi
Crombec Norteno (leucopsis),Sylvietta brachyura leucopsis
Crombec Piquicorto,Sylvietta philippae
Crombec Orejirrufo,Sylvietta ruficapilla
Crombec Carirrojo,Sylvietta whytii
Crombec Isabelino,Sylvietta isabellina
Crombec Piquilargo,Sylvietta rufescens
Crombec sp.,Sylvietta sp.
Saltarrocas de Damara,Achaetops pycnopygius
Yerbera Bigotuda,Melocichla mentalis
Yerbera de El Cabo,Sphenoeacus afer
Zarzalero de Victorin,Cryptillas victorini
Picolargo de Kemp,Macrosphenus kempi
Picolargo Amarillo,Macrosphenus flavicans
Picolargo Gris,Macrosphenus concolor
Picolargo de Pulitzer,Macrosphenus pulitzeri
Picolargo de Kretschmer,Macrosphenus kretschmeri
Macrosphenus sp.,Macrosphenus sp.
Mosquitero Barrado,Graueria vittata
Hilia Verde,Hylia prasina
Hilia Estriada,Pholidornis rushiae
Jiji Comun,Neomixis tenella
Jiji Verde,Neomixis viridis
Jiji Grande,Neomixis striatigula
Jiji Grande (garganta estriada),Neomixis striatigula striatigula/sclateri
Jiji Grande (subdesertico),Neomixis striatigula pallidior
Jiji sp.,Neomixis sp.
Timali Enano de Visayan,Micromacronus leytensis
Timali Enano de Mindanao,Micromacronus sordidus
Eremomela de Salvadori,Eremomela salvadorii
Eremomela Culigualda,Eremomela flavicrissalis
Eremomela Ventrigualda,Eremomela icteropygialis
Eremomela Senegalesa,Eremomela pusilla
Eremomela Dorsiverde,Eremomela canescens
Eremomela Coroniverde,Eremomela scotops
Eremomela del Karoo,Eremomela gregalis
Eremomela Capirotada,Eremomela badiceps
Eremomela de Turner,Eremomela turneri
Eremomela Cuellinegra,Eremomela atricollis
Eremomela Cuellirrufa,Eremomela usticollis
Eremomela sp.,Eremomela sp.
Prinia Alicastana,Drymocichla incana
Prinia de Sierra Leona,Schistolais leontica
Prinia Gorjiblanca,Schistolais leucopogon
Prinia de Roberts,Oreophilais robertsi
Prinia Namaqua,Phragmacia substriata
Prinia Rabilarga,Urolais epichlorus
Prinia Rabilarga (epichlorus),Urolais epichlorus epichlorus
Prinia Rabilarga (mariae),Urolais epichlorus mariae
Apalis Cuellinegro,Oreolais pulcher
Apalis del Ruwenzori,Oreolais ruwenzorii
Sastrecillo Africano,Artisornis metopias
Sastrecillo de Moreau,Artisornis moreaui
Sastrecillo de Moreau (moreaui),Artisornis moreaui moreaui
Sastrecillo de Moreau (sousae),Artisornis moreaui sousae
Camaroptera Coliblanca,Poliolais lopezi
Camaroptera Coliblanca (manengubae),Poliolais lopezi manengubae
Camaroptera Coliblanca (alexanderi),Poliolais lopezi alexanderi
Camaroptera Coliblanca (lopezi),Poliolais lopezi lopezi
Camaroptera del Miombo,Calamonastes undosus
Camaroptera del Stierling,Calamonastes stierlingi
Camaroptera del Miombo x de Stierling (hibrido),Calamonastes undosus x stierlingi
Camaroptera del Miombo/Stierling,Calamonastes undosus/stierlingi
Camaroptera Sencilla,Calamonastes simplex
Camaroptera Barrada,Calamonastes fasciolatus
Camaroptera Baladora,Camaroptera brachyura
Camaroptera Baladora (grupo brevicauda),Camaroptera brachyura [brevicaudata Group]
Camaroptera Baladora (grupo brachyura),Camaroptera brachyura [brachyura Group]
Camaroptera de Hartert,Camaroptera harterti
Camaroptera Baladora/de Hartert,Camaroptera brachyura/harterti
Camaroptera Cejigualda,Camaroptera superciliaris
Camaroptera Dorsiverde,Camaroptera chloronota
Camaroptera Dorsiverde (dorsiverde),Camaroptera chloronota [chloronota Group]
Camaroptera Dorsiverde (pechileonada),Camaroptera chloronota toroensis/kamitugaensis
Camaroptera sp.,Camaroptera sp.
Prinia Charlatana,Spiloptila clamans
Prinia Ventripalida,Phyllolais pulchella
Apalis Acollarado,Apalis thoracica
Apalis de Taita,Apalis fuscigularis
Apalis de Garganta Amarilla,Apalis flavigularis
Apalis de Namuli,Apalis lynesi
Apalis Capirotado,Apalis nigriceps
Apalis Capirotado (nigriceps),Apalis nigriceps nigriceps
Apalis Capirotado (collaris),Apalis nigriceps collaris
Apalis Gorjinegro,Apalis jacksoni
Apalis Aliblanco,Apalis chariessa
Apalis Enmascarado,Apalis binotata
Apalis Carinegro,Apalis personata
Apalis Pechigualdo,Apalis flavida
Apalis Pechigualdo (flavocincta/viridiceps),Apalis flavida flavocincta/viridiceps
Apalis Pechigualdo (grupo flavida),Apalis flavida [flavida Group]
Apalis de Rudd,Apalis ruddi
Apalis de Sharpe,Apalis sharpii
Apalis Gorjirrufo,Apalis rufogularis
Apalis Gorjirrufo (rufogularis/sanderi),Apalis rufogularis rufogularis/sanderi
Apalis Gorjirrufo (angolensis/brauni),Apalis rufogularis angolensis/brauni
Apalis Gorjirrufo (nigrescens/kigezi),Apalis rufogularis nigrescens/kigezi
Apalis de Moreau,Apalis argentea
Apalis de Bamenda,Apalis bamendae
Apalis de Gosling,Apalis goslingi
Apalis de Kabobo,Apalis kaboboensis
Apalis Gorjicastano,Apalis porphyrolaema
Apalis de Chapin,Apalis chapini
Apalis Cabecinegro,Apalis melanocephala
Apalis del Chirinda,Apalis chirindensis
Apalis Gris,Apalis cinerea
Apalis Gris (sclateri),Apalis cinerea sclateri
Apalis Gris (grandis),Apalis cinerea grandis
Apalis Gris (cinerea/funebris),Apalis cinerea cinerea/funebris
Apalis Cabecipardo,Apalis alticola
Apalis de Karamoja,Apalis karamojae
Apalis sp.,Apalis sp.
Sastrecillo Comun,Orthotomus sutorius
Sastrecillo Frentirrufo,Orthotomus frontalis
Sastrecillo Cuellinegro,Orthotomus atrogularis
Sastrecillo de Camboya,Orthotomus chaktomuk
Sastrecillo Ceniciento,Orthotomus ruficeps
Sastrecillo de Java,Orthotomus sepium
Sastrecillo Colirrufo,Orthotomus sericeus
Sastrecillo Filipino,Orthotomus castaneiceps
Sastrecillo de Luzon,Orthotomus derbianus
Sastrecillo Dorsiverde,Orthotomus chloronotus
Sastrecillo de Samar,Orthotomus samarensis
Sastrecillo Cabecinegro,Orthotomus nigriceps
Sastrecillo Orejiblanco,Orthotomus cinereiceps
Orthotomus sp.,Orthotomus sp.
Prinia del Himalaya,Prinia crinigera
Prinia Estriada,Prinia striata
Prinia de Birmania,Prinia cooki
Prinia de Langbian,Prinia rocki
Prinia Parda,Prinia polychroa
Prinia de Birmania/Parda,Prinia cooki/polychroa
Prinia Gorjinegra,Prinia atrogularis
Prinia Gorjinegra (atrogularis),Prinia atrogularis atrogularis
Prinia Gorjinegra (khasiana),Prinia atrogularis khasiana
Prinia Montana,Prinia superciliaris
Prinia Coronigris,Prinia cinereocapilla
Prinia Frentirrufa,Prinia buchanani
Prinia Rojiza,Prinia rufescens
Prinia de Hodgson,Prinia hodgsonii
Prinia Alibarrada,Prinia familiaris
Prinia Gracil,Prinia gracilis
Prinia Delicada,Prinia lepida
Prinia Gracil/Delicada,Prinia gracilis/lepida
Prinia Selvatica,Prinia sylvatica
Prinia Ventriamarilla,Prinia flaviventris
Prinia Ventriamarilla (grupo flaviventris),Prinia flaviventris [flaviventris Group]
Prinia Ventriamarilla (sonitans),Prinia flaviventris sonitans
Prinia Cenicienta,Prinia socialis
Prinia Ventriamarilla/Cenicienta,Prinia flaviventris/socialis
Prinia Modesta,Prinia subflava
Prinia Sencilla,Prinia inornata
Prinia Somali,Prinia somalica
Prinia Fluvial,Prinia fluviatilis
Prinia Pechinegra,Prinia flavicans
Prinia del Karoo,Prinia maculosa
Prinia del Drakensberg,Prinia hypoxantha
Prinia de Santo Tome,Prinia molleri
Prinia Barrada,Prinia bairdii
Prinia Barrada (bairdii/heinrichi),Prinia bairdii bairdii/heinrichi
Prinia Barrada (melanops/obscura),Prinia bairdii melanops/obscura
Prinia Alirroja,Prinia erythroptera
Prinia Frentirroja,Prinia rufifrons
Prinia Frentirroja (rufifrons/smithi),Prinia rufifrons rufifrons/smithi
Prinia Frentirroja (rufidorsalis),Prinia rufifrons rufidorsalis
Prinia sp.,Prinia sp.
Camaroptera Canela,Euryptila subcinnamomea
Prinia de Winifred,Scepomycter winifredae
Prinia de Winifred (winifredae),Scepomycter winifredae winifredae
Prinia de Winifred (rubehonensis),Scepomycter winifredae rubehoensis
Prinia de Socotra,Incana incana
Prinia Carirrufa,Malcorus pectoralis
Prinia Cabecinegra,Bathmocercus cerviniventris
Prinia Carinegra,Bathmocercus rufus
Prinia Oropendola,Hypergerus atriceps
Eminia,Eminia lepida
Cisticola Carirrojo,Cisticola erythrops
Cisticola Carirrojo (grupo erythrop),Cisticola erythrops [erythrops Group]
Cisticola Carirrojo (lepe),Cisticola erythrops lepe
Cisticola Cantor,Cisticola cantans
Cisticola Silbador,Cisticola lateralis
Cisticola Charlatan,Cisticola anonymus
Cisticola de Woosnam,Cisticola woosnami
Cisticola Murmurador,Cisticola bulliens
Cisticola de Chubb,Cisticola chubbi
Cisticola de Chubb (discolor/adametzi),Cisticola chubbi discolor/adametzi
Cisticola de Chubb (chubbi/marungensis),Cisticola chubbi chubbi/marungensis
Cisticola de Hunter,Cisticola hunteri
Cisticola Enmascarado,Cisticola nigriloris
Cisticola Kilombero,Cisticola bakerorum
Cisticola Perezoso,Cisticola aberrans
Cisticola Perezoso (emini),Cisticola aberrans [emini Group]
Cisticola Perezoso (Huambo),Cisticola aberrans bailunduensis
Cisticola Perezoso (aberrans),Cisticola aberrans [aberrans Group]
Cisticola Boran,Cisticola bodessa
Cisticola Cascabel,Cisticola chiniana
Cisticola Ceniciento,Cisticola cinereolus
Cisticola Cabecirrojo,Cisticola ruficeps
Cisticola de Dorst,Cisticola guinea
Cisticola Gris,Cisticola rufilatus
Cisticola Dorsigris,Cisticola subruficapilla
Cisticola Dorsigris (newtoni),Cisticola subruficapilla newtoni
Cisticola Dorsigris (grupo subruficapilla),Cisticola subruficapilla [subruficapilla Group]
Cisticola Dorsigris (jamesi),Cisticola subruficapilla jamesi
Cisticola Planidero,Cisticola lais
Cisticola Planidero (distinctus),Cisticola lais distinctus
Cisticola Planidero (grupo lais),Cisticola lais [lais Group]
Cisticola del Tana,Cisticola restrictus
Cisticola de Njombe,Cisticola njombe
Cisticola Costero,Cisticola haematocephalus
Cisticola Coliblanco,Cisticola anderseni
Cisticola de Luapula,Cisticola luapula
Cisticola Gorjeador,Cisticola pipiens
Cisticola Etiope,Cisticola lugubris
Cisticola del Nilo,Cisticola marginatus
Cisticola del Nilo/Costero/de Luapula,Cisticola marginatus/haematocephalus/luapula
Cisticola Herrumbroso,Cisticola galactotes
Cisticola de Carruthers,Cisticola carruthersi
Cisticola de Levaillant,Cisticola tinniens
Cisticola Robusto,Cisticola robustus
Cisticola Robusto (santae),Cisticola robustus santae
Cisticola Robusto (robustus/schraderi),Cisticola robustus robustus/schraderi
Cisticola Robusto (omo),Cisticola robustus omo
Cisticola Robusto (nuchalis/awemba),Cisticola robustus nuchalis/awemba
Cisticola Robusto (angolensis),Cisticola robustus angolensis
Cisticola de Natal,Cisticola natalensis
Cisticola Coronirrufo,Cisticola fulvicapilla
Cisticola de Los Aberdare,Cisticola aberdare
Cisticola Colifino,Cisticola angusticauda
Cisticola Colinegro,Cisticola melanurus
Cisticola Alicorto,Cisticola brachypterus
Cisticola Rojizo,Cisticola rufus
Cisticola Zorruno,Cisticola troglodytes
Cisticola Enano,Cisticola nana
Cisticola Buitron,Cisticola juncidis
Cisticola Buitron (buitron),Cisticola juncidis [juncidis Group]
Cisticola Buitron (africano),Cisticola juncidis terrestris/uropygialis
Cisticola Buitron (grupo tinnabulans),Cisticola juncidis [tinnabulans Group]
Cisticola Buitron (este),Cisticola juncidis brunniceps
Cisticola de Socotra,Cisticola haesitatus
Cisticola Malgache,Cisticola cherina
Cisticola del Kalahari,Cisticola aridulus
Cisticola Pinc-Pinc,Cisticola textrix
Cisticola Pinc-Pinc (grupo major),Cisticola textrix [major Group]
Cisticola Pinc-Pinc (textrix),Cisticola textrix textrix
Cisticola Dorsinegro,Cisticola eximius
Cisticola Dorsinegro (winneba),Cisticola eximius winneba
Cisticola Dorsinegro (eximius/occidens),Cisticola eximius eximius/occidens
Cisticola Dambo,Cisticola dambo
Cisticola Pectoral,Cisticola brunnescens
Cisticola Pectoral (lynesi/mbangensis),Cisticola brunnescens lynesi/mbangensis
Cisticola Pectoral (grupo brunnescens),Cisticola brunnescens [brunnescens Group]
Cisticola Castano,Cisticola cinnamomeus
Cisticola de Ayres,Cisticola ayresii
Cisticola de Ayres (gabun),Cisticola ayresii gabun
Cisticola de Ayres (grupo ayresii),Cisticola ayresii [ayresii Group]
Cisticola Cabecidorado,Cisticola exilis
Cisticola Buitron/Cabecidorado,Cisticola juncidis/exilis
Cisticola sp.,Cisticola sp.
Zarzalero de Aldabra,Nesillas aldabrana
Zarzalero de Anjou,Nesillas longicaudata
Zarzalero Malgache,Nesillas typica
Zarzalero de Lantz,Nesillas lantzii
Zarzalero de Gran Comora,Nesillas brevicaudata
Zarzalero de La Moheli,Nesillas mariae
Cloropeta Picofina,Calamonastides gracilirostris
Cloropeta Picofina (gracilirostris),Calamonastides gracilirostris gracilirostris
Cloropeta Picofina (bensoni),Calamonastides gracilirostris bensoni
Carricero Picogordo,Arundinax aedon
Zarcero Escita,Iduna caligata
Zarcero de Sykes,Iduna rama
Zarcero Escita/de Sykes,Iduna caligata/rama
Zarcero Palido,Iduna pallida
Zarcero Bereber,Iduna opaca
Zarcero Palido/Bereber,Iduna pallida/opaca
Cloropeta Comun,Iduna natalensis
Cloropeta Montana,Iduna similis
Zarcero (Iduna) sp.,Iduna sp.
Zarcero Languido,Hippolais languida
