"","French.name"
"5795","Jardinier oreillard"
"5796","Jardinier vert"
"5797","Jardinier a bec dente"
"5798","Jardinier d'Archbold"
"5799","Jardinier de MacGregor"
"5800","Jardinier a huppe orange"
"5801","Jardinier brun"
"5802","Jardinier a front d'or"
"5804","Jardinier prince-regent"
"5805","Jardinier ardent"
"5806","Jardinier du Prince d'Orange"
"5807","Jardinier de Baker"
"5808","Jardinier satine"
"5809","Jardinier macule"
"5810","Jardinier tachete"
"5811","Jardinier de Lauterbach"
"5812","Jardinier a nuque rose"
"5813","Jardinier a poitrine fauve"
"5814","echelet leucophee"
"5815","echelet papou"
"5816","echelet a sourcils roux"
"5817","echelet a sourcils blancs"
"5818","echelet roux"
"5819","echelet brun"
"5820","echelet a queue noire"
"5821","Merion de Wallace"
"5822","Merion a tete rousse"
"5823","Merion a bec large"
"5824","Merion empereur"
"5825","Merion couronne"
"5826","Merion elegant"
"5827","Merion a gorge bleue"
"5828","Merion ravissant"
"5829","Merion violace"
"5830","Merion de Lambert"
"5831","Merion superbe"
"5832","Merion splendide"
"5833","Merion a epaulettes"
"5834","Merion a dos rouge"
"5835","Merion leucoptere"
"5836","Queue-de-gaze du Sud"
"5837","Queue-de-gaze du mallee"
"5838","Queue-de-gaze a calotte rousse"
"5839","Amytis gris"
"5840","Amytis a gorge blanche"
"5841","Amytis de Dorothy"
"5842","Amytis strie"
"5843","Amytis de Merrotsy"
"5844","Amytis noir"
"5845","Amytis de l'Eyre"
"5846","Amytis kalkadoon"
"5847","Amytis de Purnell"
"5848","Amytis natte"
"5849","Amytis a bec fort"
"5850","Dasyorne brun"
"5851","Dasyorne a long bec"
"5852","Dasyorne roux"
"5853","Meliphage des Celebes"
"5854","Meliphage a points"
"5855","Meliphage a collier"
"5856","Meliphage de Cockerell"
"5857","Meliphage a croissants"
"5858","Meliphage farde"
"5859","Meliphage de Nouvelle-Hollande"
"5860","Meliphage de Lombok"
"5861","Meliphage a joues argent"
"5862","Meliphage brunatre"
"5863","Meliphage a oreillons gris"
"5864","Meliphage grivele"
"5865","Meliphage a plumet blanc"
"5866","Meliphage de Buru"
"5867","Meliphage de Ceram"
"5868","Meliphage de Timor"
"5869","Meliphage de Wetar"
"5870","Meliphage a oreillons bleus"
"5872","Meliphage du Swan"
"5873","Meliphage a lunule"
"5874","Meliphage a tete noire"
"5875","Meliphage a menton blanc"
"5876","Meliphage a bec fort"
"5878","Meliphage a menton noir"
"5879","Meliphage a tete brune"
"5880","Meliphage leucotique"
"5881","Meliphage a gorge jaune"
"5882","Meliphage de San Cristobal"
"5883","Meliphage de Guadalcanal"
"5884","Meliphage de Kandavu"
"5885","Meliphage vert"
"5886","Meliphage de Viti Levu"
"5887","Meliphage mao"
"5888","Meliphage toulou"
"5889","Meliphage d'Ovalau"
"5890","Meliphage de Taveuni"
"5891","Meliphage foulehaio"
"5892","Meliphage mouchete"
"5893","Meliphage de Macleay"
"5894","Meliphage a ventre fauve"
"5895","Meliphage lanceole"
"5896","Meliphage peint"
"5897","Polochion strie"
"5898","Polochion de Meyer"
"5899","Polochion de Brass"
"5900","Polochion a menton jaune"
"5901","Polochion de Kisar"
"5902","Polochion sobre"
"5903","Polochion sombre"
"5904","Polochion de Ceram"
"5905","Polochion des Moluques"
"5906","Polochion des Tanimbar"
"5907","Polochion casque"
"5908","Polochion de Nouvelle-Bretagne"
"5909","Polochion de Nouvelle-Irlande"
"5910","Polochion a nuque blanche"
"5911","Polochion couronne"
"5912","Polochion criard"
"5913","Polochion moine"
"5914","Myzomele cravate"
"5915","Myzomele des Whiteman"
"5916","Myzomele sobre"
"5917","Myzomele a menton blanc"
"5918","Myzomele cendre"
"5919","Myzomele a menton rouge"
"5923","Myzomele ombre"
"5925","Myzomele vermillon"
"5926","Myzomele noir"
"5927","Myzomele de Nouvelle-Irlande"
"5928","Myzomele de Wetar"
"5929","Myzomele a tete rouge"
"5930","Myzomele de Sumba"
"5931","Myzomele montagnard"
"5932","Myzomele de Rotuma"
"5933","Myzomele des Celebes"
"5935","Myzomele de Forbes"
"5936","Myzomele de Banda"
"5937","Myzomele ecarlate"
"5938","Myzomele caledonien"
"5939","Myzomele cardinal"
"5940","Myzomele de Micronesie"
"5941","Myzomele de Sclater"
"5942","Myzomele ebene"
"5943","Myzomele a nuque rouge"
"5944","Myzomele a ventre jaune"
"5945","Myzomele de Malaita"
"5946","Myzomele a tete noire"
"5947","Myzomele de Tristram"
"5948","Myzomele des Fidji"
"5949","Myzomele a ventre noir"
"5950","Myzomele de Timor"
"5951","Myzomele de Rosenberg"
"5953","Meliphage festonne"
"5954","Meliphage a bec grele"
"5955","Meliphage varie"
"5956","Meliphage tui"
"5957","Meliphage carillonneur"
"5958","Meliphage ocre"
"5959","Meliphage marbre"
"5960","Meliphage a tete rayee"
"5961","Meliphage barre"
"5962","Meliphage a calotte fauve"
"5963","Meliphage des Nouvelles-Hebrides"
"5964","Meliphage trompeur"
"5965","Meliphage gris-de-plomb"
"5966","Meliphage de Meek"
"5967","Meliphage a flancs roux"
"5968","Meliphage a dos roux"
"5969","Meliphage de Mayr"
"5970","Meliphage strie"
"5971","Meliphage de Bougainville"
"5972","Meliphage fascie"
"5973","Meliphage modeste"
"5974","Meliphage a gorge blanche"
"5975","Meliphage a gorge rousse"
"5976","Meliphage de White"
"5977","Epthianure d'Ashby"
"5978","Epthianure a collier"
"5979","Epthianure tricolore"
"5980","Epthianure a front blanc"
"5981","Epthianure orangee"
"5982","Meliphage a long bec"
"5983","Meliphage chamois"
"5984","Meliphage olivatre"
"5985","Meliphage de MacGregor"
"5986","Meliphage a ventre tachete"
"5987","Meliphage enfume"
"5988","Meliphage de Carol"
"5989","Meliphage paillete"
"5990","Meliphage des Maoke"
"5991","Meliphage bouffant"
"5992","Meliphage marque"
"5993","Meliphage de Lewin"
"5994","Meliphage buissonnier"
"5995","Meliphage montagnard"
"5996","Meliphage sosie"
"5997","Meliphage forestier"
"5998","Meliphage de Mimika"
"5999","Meliphage de Rand"
"6000","Meliphage gracile"
"6001","Meliphage imitateur"
"6002","Meliphage de Tagula"
"6003","Meliphage souriant"
"6007","Meliphage unicolore"
"6008","Meliphage jaune"
"6009","Meliphage bride"
"6010","Meliphage de Hindwood"
"6011","Meliphage a bavette"
"6012","Meliphage mineur"
"6013","Meliphage a gouttelettes"
"6014","Meliphage regent"
"6015","Meliphage barbe-rouge"
"6016","Meliphage a pendeloques"
"6017","Meliphage versicolore"
"6018","Meliphage chanteur"
"6019","Meliphage des mangroves"
"6020","Meliphage serti"
"6021","Meliphage orne"
"6022","Meliphage flavescent"
"6023","Meliphage grisatre"
"6024","Meliphage a tete grise"
"6025","Meliphage a plumet noir"
"6026","Meliphage a front blanc"
"6027","Meliphage a joues d'or"
"6028","Meliphage obscur"
"6029","Meliphage a gorge noire"
"6030","Meliphage grime"
"6031","Meliphage cornu"
"6032","Meliphage a sourcils noirs"
"6033","Meliphage bruyant"
"6034","Meliphage a oreillons noirs"
"6035","Meliphage a cou jaune"
"6036","Meliphage a sourcils roux"
"6037","Meliphage a face blanche"
"6038","Meliphage de Belford"
"6039","Meliphage de Reichenow"
"6040","Meliphage de Foerster"
"6041","Meliphage maquille"
"6042","Pardalote pointille"
"6043","Pardalote de Tasmanie"
"6044","Pardalote a sourcils rouges"
"6045","Pardalote a point jaune"
"6046","Pachycare nain"
"6047","Northielle des fougeres"
"6048","Gerygone brune"
"6049","Gerygone a ventre jaune"
"6050","Gerygone enchanteresse"
"6051","Gerygone a dos vert"
"6052","Gerygone terne"
"6053","Gerygone a gorge blanche"
"6054","Gerygone soufree"
"6055","Gerygone de Biak"
"6056","Gerygone a bec fort"
"6057","Gerygone a flancs roux"
"6058","Gerygone blafarde"
"6060","Gerygone melanesienne"
"6061","Gerygone de Norfolk"
"6062","Gerygone de Nouvelle-Zelande"
"6063","Gerygone des Chatham"
"6064","Gerygone a cou brun"
"6065","Gerygone des mangroves"
"6066","Gerygone a queue blanche"
"6067","Sericorne a bec court"
"6068","Pycnoptile compagnon"
"6069","Sericorne rougegorge"
"6070","Sericorne fleche"
"6073","Sericorne strie"
"6074","Sericorne montanelle"
"6075","Sericorne roussatre"
"6076","Origma des rochers"
"6077","Sericorne fauve"
"6078","Sericorne noir et roux"
"6079","Sericorne robuste"
"6080","Sericorne a gorge jaune"
"6081","Sericorne a bec blanc"
"6082","Sericorne papou"
"6083","Sericorne farde"
"6084","Sericorne chamois"
"6085","Sericorne vert-de-gris"
"6086","Sericorne de l'Atherton"
"6087","Sericorne brun"
"6088","Sericorne a sourcils blancs"
"6089","Sericorne a grand bec"
"6090","Sericorne de Beccari"
"6091","Sericorne montagnard"
"6092","Sericorne de Tasmanie"
"6093","Acanthize blanchatre"
"6094","Acanthize a collier roux"
"6095","Acanthize a collier noir"
"6096","Acanthize gris"
"6097","Acanthize a croupion jaune"
"6098","Acanthize de Nouvelle-Guinee"
"6099","Acanthize nain"
"6100","Acanthize ride"
"6101","Acanthize troglodyte"
"6102","Acanthize de Tasmanie"
"6103","Acanthize mignon"
"6104","Acanthize des montagnes"
"6105","Acanthize ardoise"
"6106","Acanthize d'Iredale"
"6107","Acanthize a croupion roux"
"6108","Acanthize a croupion beige"
"6109","Acanthize sobre"
"6110","Orthonyx de Temminck"
"6111","Orthonyx de Nouvelle-Guinee"
"6112","Orthonyx de Spalding"
"6114","Pomatostome a calotte grise"
"6115","Pomatostome de Hall"
"6116","Pomatostome bride"
"6117","Pomatostome a calotte marron"
"6118","Mohoua a tete blanche"
"6119","Mohoua a tete jaune"
"6120","Mohoua pipipi"
"6121","ecorceur caroncule"
"6122","Neositte papoue"
"6123","Neositte variee"
"6124","Neositte noire"
"6125","Pitohui de Waigeo"
"6126","Pitohui variable"
"6127","Pitohui de Gray"
"6128","Pitohui bicolore"
"6129","Sphecothere de Vieillot"
"6130","Sphecothere figuier"
"6131","Sphecothere de Wetar"
"6132","Loriot sagittal"
"6133","Loriot d'Halmahera"
"6134","Loriot papou"
"6136","Loriot de Timor"
"6137","Loriot verdatre"
"6138","Loriot de Ceram"
"6139","Loriot des Tanimbar"
"6140","Loriot de Buru"
"6141","Loriot a gorge noire"
"6142","Loriot des Philippines"
"6143","Loriot a face blanche"
"6144","Loriot d'Isabela"
"6145","Loriot noir"
"6147","Loriot ensanglante"
"6148","Loriot pourpre"
"6149","Loriot argente"
"6150","Loriot a capuchon noir"
"6151","Loriot a tete noire"
"6152","Loriot de Sao Tome"
"6153","Loriot a tete verte"
"6154","Loriot moine"
"6155","Loriot masque"
"6156","Loriot de Percival"
"6157","Loriot a ailes noires"
"6158","Loriot d'Europe"
"6159","Loriot indien"
"6160","Loriot dore"
"6161","Loriot de Chine"
"6162","Loriot a bec effile"
"6163","Oreochare des Arfak"
"6165","Paramythie huppee"
"6166","Carillonneur a nuque rousse"
"6167","Carillonneur brun"
"6168","Carillonneur huppe"
"6169","Ptilorrhoa tachete"
"6170","Ptilorrhoa a dos roux"
"6171","Ptilorrhoa bleu"
"6172","Ptilorrhoa des Geisler"
"6173","Cinclosome ajax"
"6174","Cinclosome pointille"
"6175","Cinclosome marron"
"6176","Cinclosome a dos fauve"
"6177","Cinclosome a poitrine cannelle"
"6178","Cinclosome de Nullarbor"
"6179","Cinclosome cannelle"
"6182","Falconelle a casque"
"6183","Siffleur noir"
"6184","Siffleur a dos marron"
"6185","Siffleur des Sangihe"
"6186","Siffleur olivatre"
"6187","Siffleur a face rousse"
"6188","Siffleur de Gilbert"
"6189","Siffleur a gorge nue"
"6190","Siffleur de Schlegel"
"6191","Siffleur de Sclater"
"6192","Siffleur caledonien"
"6193","Siffleur de Bougainville"
"6194","Siffleur des Salomon"
"6195","Siffleur du Vogelkop"
"6196","Siffleur de Lorentz"
"6197","Siffleur modeste"
"6198","Siffleur des Palau"
"6199","Siffleur des Philippines"
"6200","Siffleur a ventre jaune"
"6201","Siffleur de Borneo"
"6202","Siffleur cendre"
"6203","Siffleur a dos vert"
"6204","Siffleur de Blasius"
"6206","Siffleur a poitrine fauve"
"6207","Siffleur des Moluques"
"6208","Siffleur rouilleux"
"6210","Siffleur sobre"
"6211","Siffleur de Wallace"
"6212","Siffleur orphee"
"6213","Siffleur terne"
"6214","Siffleur moine"
"6215","Siffleur a ventre blanc"
"6216","Siffleur itchong"
"6217","Siffleur a bavette blanche"
"6218","Siffleur loriot"
"6219","Siffleur de Rennell"
"6220","Siffleur des Samoa"
"6221","Siffleur des Tonga"
"6222","Siffleur des Fidji"
"6223","Siffleur a menton noir"
"6225","Siffleur dore"
"6226","Siffleur a queue noire"
"6227","Siffleur a cape jaune"
"6228","Siffleur ferrugineux"
"6229","Siffleur a ventre clair"
"6230","Siffleur ombre"
"6231","Siffleur chatain"
"6232","Siffleur de Bower"
"6233","Siffleur gris"
"6234","Siffleur des rochers"
"6235","Androphobe vert"
"6236","Psophode a menton noir"
"6237","Psophode a tete noire"
"6238","Psophode carillonneur"
"6239","Psophode babillard"
"6240","Allotrie a ventre roux"
"6241","Allotrie siamoise"
"6242","Allotrie de Java"
"6243","Allotrie verte"
"6244","Allotrie a gorge marron"
"6245","Allotrie a front marron"
"6246","Erpornis a ventre blanc"
"6247","Sourciroux melodieux"
"6248","Sourciroux a bec noir"
"6249","Vireon aux yeux gris"
"6250","Vireon oreillard"
"6251","Vireon olivatre"
"6252","Vireon a tete cendree"
"6254","Vireon a pattes claires"
"6256","Vireon a gorge grise"
"6257","Vireon a plastron"
"6259","Vireon brunatre"
"6260","Smaragdan ceinture"
"6261","Smaragdan emeraude"
"6262","Smaragdan a sourcils jaunes"
"6263","Smaragdan oreillard"
"6265","Vireon a calotte rousse"
"6268","Vireon menu"
"6269","Vireon a ventre jaune"
"6270","Vireon farde"
"6271","Vireon a front d'or"
"6272","Vireon a nuque rousse"
"6273","Vireo des tepuis"
"6274","Vireo de Philadelphie"
"6275","Vireo a calotte brune"
"6276","Vireo melodieux"
"6277","Vireo jaune-verdatre"
"6278","Vireo du Yucatan"
"6279","Vireo aux yeux rouges"
"6280","Vireo chivi"
"6281","Vireo a moustaches"
"6282","Vireo de Noronha"
"6283","Vireo gris"
"6284","Vireo de Hutton"
"6285","Vireo a gorge jaune"
"6286","Vireo a ailes jaunes"
"6287","Vireo du Choco"
"6288","Vireo de Cassin"
"6289","Vireo plombe"
"6290","Vireo a tete bleue"
"6291","Vireo d'Osburn"
"6292","Vireo de Jamaique"
"6293","Vireo d'Hispaniola"
"6294","Vireo de Bell"
"6295","Vireo de Porto Rico"
"6296","Vireo ardoise"
"6297","Vireo a tete noire"
"6298","Vireo nain"
"6299","Vireo des mangroves"
"6300","Vireo de San Andres"
"6301","Vireo de Cozumel"
"6302","Vireo aux yeux blancs"
"6303","Vireo a bec fort"
"6304","Vireo de Cuba"
"6305","Minivet a ventre blanc"
"6306","Minivet birman"
"6307","Minivet flamboyant"
"6308","Minivet oranor"
"6309","Minivet mandarin"
"6311","Minivet vermillon"
"6312","Minivet a bec court"
"6313","Minivet de Sumbawa"
"6314","Minivet rouge"
"6315","Grand Minivet"
"6316","Minivet cendre"
"6317","Minivet des Ryu Kyu"
"6318","Minivet de Swinhoe"
"6319","Minivet rose"
"6320","echenilleur a gros bec"
"6321","echenilleur a longue queue"
"6322","echenilleur de Temminck"
"6323","echenilleur bicolore"
"6324","echenilleur terrestre"
"6325","echenilleur lineole"
"6326","echenilleur de Boyer"
"6327","echenilleur a masque noir"
"6328","echenilleur de Buru"
"6329","echenilleur wallaceen"
"6330","echenilleur de Welchman"
"6331","echenilleur caledonien"
"6332","echenilleur barre"
"6334","echenilleur de Java"
"6335","echenilleur de Mace"
"6336","echenilleur des Andaman"
"6337","echenilleur schistace"
"6338","echenilleur a croupion blanc"
"6339","echenilleur de la Sonde"
"6340","echenilleur choucari"
"6341","echenilleur des Moluques"
"6347","echenilleur a epaulettes jaunes"
"6348","echenilleur de Petit"
"6349","echenilleur a epaulettes rouges"
"6350","echenilleur pourpre"
"6351","echenilleur a barbillons"
"6352","echenilleur loriot"
"6353","echenilleur dore"
"6354","echenilleur de McGregor"
"6358","echenilleur a ventre noir"
"6359","echenilleur de Sumba"
"6360","echenilleur des Kai"
"6361","echenilleur de Gray"
"6362","echenilleur pale"
"6363","echenilleur a menton noir"
"6364","echenilleur de San Cristobal"
"6365","echenilleur des Salomon"
"6367","echenilleur morio"
"6368","echenilleur a epaulettes noires"
"6370","echenilleur des Sula"
"6371","echenilleur cigale"
"6379","echenilleur melanure"
"6381","echenilleur bleu"
"6382","echenilleur de Polynesie"
"6383","echenilleur des Samoa"
"6384","echenilleur de Lesueur"
"6385","echenilleur pie"
"6386","echenilleur tricolore"
"6387","echenilleur orange"
"6388","echenilleur papou"
"6390","echenilleur des Tanimbar"
"6391","echenilleur varie"
"6392","echenilleur des Saint-Matthias"
"6393","echenilleur noir et blanc"
"6395","echenilleur terat"
"6396","echenilleur de Walden"
"6397","echenilleur ardoise"
"6398","echenilleur a tete noire"
"6399","echenilleur indochinois"
"6400","echenilleur frange"
"6401","echenilleur de Maurice"
"6402","echenilleur de La Reunion"
"6403","Rhagologue maille"
"6404","Peltopse des plaines"
"6405","Peltopse des montagnes"
"6406","Reveilleur noir"
"6407","Grand Reveilleur"
"6408","Reveilleur cendre"
"6410","Cassican flûteur"
"6411","Cassican a tete noire"
"6412","Cassican de Tagula"
"6413","Cassican a gorge noire"
"6414","Cassican a collier"
"6415","Cassican a dos argent"
"6416","Cassican a dos noir"
"6417","Langrayen masque"
"6418","Langrayen bride"
"6419","Langrayen sordide"
"6420","Langrayen gris"
"6421","Petit Langrayen"
"6422","Grand Langrayen"
"6424","Langrayen des Fidji"
"6425","Langrayen des Bismarck"
"6426","Langrayen a tete noire"
"6427","Langrayen brun"
"6428","Largebec a poitrine jaune"
"6429","Largebec a poitrine noire"
"6430","Newtonie d'Archbold"
"6431","Newtonie commune"
"6432","Newtonie de Fanovana"
"6433","Newtonie sombre"
"6434","Tylas a tete noire"
"6435","Calicalic malgache"
"6436","Calicalic a epaulettes"
"6437","Hypositte malgache"
"6438","Artamie chabert"
"6440","Artamie azuree"
"6441","Mystacorne de Crossley"
"6442","Pseudobias de Ward"
"6443","Vanga ecorcheur"
"6444","Schetbe roux"
"6445","Eurycere de Prevost"
"6446","Vanga de Pollen"
"6447","Vanga de Lafresnaye"
"6448","Vanga de van Dam"
"6449","Oriolie de Bernier"
"6450","Falculie mantelee"
"6451","Artamelle a tete blanche"
"6452","Bagadais casque"
"6453","Bagadais a huppe grise"
"6454","Bagadais d'Albert"
"6455","Bagadais a bec rouge"
"6456","Bagadais a ventre roux"
"6457","Bagadais de Retz"
"6458","Bagadais de Gabela"
"6459","Bagadais a front roux"
"6460","Hemipe gobemouche"
"6461","Hemipe veloce"
"6462","Tephrodorne de Malabar"
"6463","Tephrodorne bride"
"6464","Tephrodorne de Pondichery"
"6465","Tephrodorne de Ceylan"
"6466","Bias ecorcheur"
"6467","Bias musicien"
"6468","Philentome a ailes rousses"
"6469","Philentome a poitrine marron"
"6470","Lanielle a queue blanche"
"6471","Pririt du Rwenzori"
"6472","Pririt de Boulton"
"6473","Pririt a queue courte"
"6475","Pririt obscur"
"6477","Pririt du Cap"
"6478","Pririt des Woodward"
"6479","Pririt molitor"
"6480","Pririt du Senegal"
"6481","Pririt a tete grise"
"6482","Pririt pale"
"6483","Pririt de Vieillot"
"6484","Pririt a joues noires"
"6485","Pririt d'Erlanger"
"6486","Pririt pygmee"
"6487","Pririt d'Angola"
"6488","Pririt de Verreaux"
"6489","Pririt de l'Ituri"
"6490","Pririt de Lawson"
"6491","Pririt de Fernando Po"
"6500","Pririt a collier"
"6501","Pririt a front blanc"
"6502","Pririt de Bamenda"
"6503","Pririt a gorge noire"
"6504","Petit Iora"
"6505","Iora a queue blanche"
"6506","Iora emeraude"
"6507","Iora de Lafresnaye"
"6508","Barite chauve"
"6509","Gladiateur ensanglante"
"6510","Gladiateur de Blanchot"
"6511","Gladiateur de Monteiro"
"6512","Gladiateur de Lagden"
"6513","Gladiateur a poitrine verte"
"6514","Gladiateur des Uluguru"
"6515","Cubla a gros bec"
"6516","Cubla a pieds roses"
"6517","Cubla aux yeux rouges"
"6518","Cubla boule-de-neige"
"6519","Cubla de Gambie"
"6520","Cubla de Pringle"
"6522","Tchagra a tete brune"
"6523","Tchagra de James"
"6524","Tchagra du Cap"
"6525","Tchagra a tete noire"
"6526","Brubru africain"
"6533","Gonolek fuligineux"
"6534","Gonolek de montagne"
"6535","Gonolek de Jackson"
"6536","Gonolek de Fülleborn"
"6537","Gonolek ardoise"
"6538","Gonolek de Lühder"
"6539","Gonolek de Braun"
"6540","Gonolek d'Angola"
"6541","Gonolek a nuque rouge"
"6542","Gonolek d'Abyssinie"
"6543","Gonolek de Reichenow"
"6544","Gonolek de Cassin"
"6545","Gonolek boubou"
"6546","Gonolek a ventre blanc"
"6547","Gonolek de Turati"
"6548","Gonolek de Barbarie"
"6549","Gonolek a ventre rouge"
"6550","Gonolek rouge et noir"
"6551","Gonolek des papyrus"
"6552","Gonolek a ventre jaune"
"6553","Gonolek a croupion rose"
"6554","Gonolek bacbakiri"
"6555","Gonolek de Doherty"
"6556","Gonolek vert"
"6557","Chetorhynche papou"
"6558","Lamprolie de Vanua Levu"
"6559","Lamprolie queue-de-soie"
"6560","Eutrichome de Rowley"
"6561","Rhipidure noir"
"6562","Rhipidure noir et roux"
"6563","Rhipidure a tete bleue"
"6564","Rhipidure de Tablas"
"6565","Rhipidure des Visayas"
"6566","Rhipidure de Samar"
"6567","Rhipidure bleu"
"6568","Rhipidure a ventre blanc"
"6569","Rhipidure perle"
"6570","Rhipidure brun-roux"
"6572","Rhipidure a ventre chamois"
"6580","Rhipidure de Cockerell"
"6582","Rhipidure a calotte brune"
"6583","Rhipidure fuligineux"
"6584","Rhipidure macule"
"6585","Rhipidure a poitrine blanche"
"6586","Rhipidure hochequeue"
"6587","Rhipidure pie"
"6588","Rhipidure de Vigors"
"6589","Rhipidure a grands sourcils"
"6590","Rhipidure a poitrine tachetee"
"6591","Rhipidure a gorge blanche"
"6592","Rhipidure rougequeue"
"6593","Rhipidure dimorphe"
"6594","Rhipidure a dos roux"
"6595","Rhipidure des Bismarck"
"6596","Rhipidure des Saint-Matthias"
"6597","Rhipidure de Malaita"
"6598","Rhipidure des Palau"
"6599","Rhipidure des Celebes"
"6600","Rhipidure de Buru"
"6601","Rhipidure de Ceram"
"6602","Rhipidure des Tanimbar"
"6603","Rhipidure roux"
"6604","Rhipidure de Ponape"
"6606","Rhipidure de l'Amiraute"
"6607","Rhipidure dryade"
"6608","Rhipidure familier"
"6609","Rhipidure a ventre roux"
"6610","Rhipidure brun"
"6612","Rhipidure tachete"
"6616","Rhipidure ombre"
"6617","Rhipidure de Rennell"
"6618","Rhipidure des Samoa"
"6619","Rhipidure de Kandavu"
"6620","Rhipidure des mangroves"
"6621","Rhipidure gris"
"6622","Rhipidure a collier"
"6623","Drongo de Ludwig"
"6624","Drongo de foret"
"6625","Drongo brillant"
"6626","Drongo modeste"
"6627","Drongo de Grande Comore"
"6628","Drongo d'Aldabra"
"6629","Drongo malgache"
"6630","Drongo de Mayotte"
"6631","Drongo royal"
"6632","Drongo cendre"
"6633","Drongo a ventre blanc"
"6634","Drongo a gros bec"
"6635","Drongo bronze"
"6636","Drongo a rames"
"6637","Drongo balicassio"
"6638","Drongo a criniere"
"6640","Drongo de Sumatra"
"6641","Drongo de la Sonde"
"6642","Drongo de Tablas"
"6643","Drongo des Celebes"
"6644","Drongo paillete"
"6645","Drongo de Nouvelle-Irlande"
"6646","Drongo des Andaman"
"6647","Drongo a raquettes"
"6648","Drongo drongup"
"6649","Ifrita de Kowald"
"6650","Monarque oceanite"
"6651","Monarque des Palau"
"6652","Monarque de Ponape"
"6653","Monarque des Moluques"
"6654","Monarque de Biak"
"6655","Monarque rougegorge"
"6656","Monarque acier"
"6657","Monarque de San Cristobal"
"6658","Monarque melanesien"
"6659","Monarque de Vanikoro"
"6660","Monarque des Samoa"
"6661","Monarque a gorge marron"
"6662","Monarque a crete bleue"
"6663","Monarque a bec large"
"6664","Monarque satine"
"6665","Monarque luisant"
"6666","Monarque terne"
"6669","Monarque menu"
"6670","Monarque infatigable"
"6671","Monarque a froc roux"
"6672","Monarque a collerette"
"6673","Monarque ruche"
"6674","Monarque sangle"
"6675","Gralline pie"
"6676","Gralline papoue"
"6677","Monarque noir"
"6678","Monarque roux"
"6679","Monarque a ailes tachetees"
"6680","Monarque a menton noir"
"6681","Monarque de Flores"
"6682","Monarque de Boano"
"6683","Monarque a lunettes"
"6684","Monarque d'Everett"
"6685","Monarque de Buru"
"6686","Monarque des Kai"
"6687","Monarque de Kofiau"
"6688","Monarque de Brehm"
"6689","Monarque a capuchon"
"6690","Monarque triste"
"6691","Monarque des Saint-Matthias"
"6692","Monarque des Bismarck"
"6694","Monarque pie"
"6696","Monarque de Brown"
"6697","Monarque a col blanc"
"6698","Monarque dore"
"6699","Monarque oreillard"
"6700","Monarque a nuque blanche"
"6701","Monarque des Tanimbar"
"6702","Monarque de Kauai"
"6703","Monarque d'Oahu"
"6704","Monarque d'Hawai"
"6705","Monarque de Tahiti"
"6706","Monarque de Rarotonga"
"6707","Monarque iphis"
"6708","Monarque de Fatu Hiva"
"6709","Monarque de Ua Pou"
"6710","Monarque des Marquises"
"6711","Monarque des Banks"
"6712","Monarque schistace"
"6713","Monarque versicolore"
"6714","Monarque de Lesson"
"6715","Monarque brun"
"6716","Monarque des Fidji"
"6717","Monarque des Santa Cruz"
"6718","Monarque a gorge noire"
"6719","Monarque de Rennell"
"6720","Monarque des iles"
"6721","Monarque a ventre marron"
"6724","Monarque de Richards"
"6725","Monarque a ailes noires"
"6726","Monarque a face noire"
"6729","Monarque de Truk"
"6731","Tchitrec du Cap"
"6732","Tchitrec noir"
"6733","Tchitrec azure"
"6734","Tchitrec des Celebes"
"6735","Tchitrec d'Helene"
"6736","Tchitrec celeste"
"6738","Tchitrec roux"
"6739","Tchitrec de Palawan"
"6740","Tchitrec du Japon"
"6741","Tchitrec des Seychelles"
"6742","Tchitrec des Mascareignes"
"6743","Tchitrec de paradis"
"6744","Tchitrec de Chine"
"6745","Tchitrec de Blyth"
"6747","Tchitrec malgache"
"6748","Tchitrec de Sao Tome"
"6749","Tchitrec d'Afrique"
"6750","Tchitrec du Congo"
"6751","Tchitrec de Bates"
"6752","Tchitrec a ventre roux"
"6753","Tchitrec de Bedford"
"6754","Platylophe longup"
"6755","Eurocephale de Rüppell"
"6756","Eurocephale a couronne blanche"
"6757","Pie-grieche tigrine"
"6758","Pie-grieche de Sousa"
"6759","Pie-grieche bucephale"
"6760","Pie-grieche brune"
"6761","Pie-grieche ecorcheur"
"6762","Pie-grieche du Turkestan"
"6763","Pie-grieche isabelle"
"6764","Pie-grieche a dos marron"
"6765","Pie-grieche a dos roux"
"6766","Pie-grieche a bandeau"
"6767","Pie-grieche schach"
"6768","Pie-grieche du Tibet"
"6769","Pie-grieche des Philippines"
"6770","Pie-grieche de Mackinnon"
"6771","Pie-grieche a poitrine rose"
"6772","Pie-grieche migratrice"
"6773","Pie-grieche de Cabanis"
"6774","Pie-grieche geante"
"6775","Pie-grieche boreale"
"6776","Pie-grieche grise"
"6777","Pie-grieche meridionale"
"6778","Pie-grieche a dos gris"
"6779","Pie-grieche a longue queue"
"6780","Pie-grieche du Taita"
"6781","Pie-grieche de Somalie"
"6782","Pie-grieche fiscale"
"6783","Pie-grieche de Sao Tome"
"6784","Pie-grieche a tete rousse"
"6785","Pie-grieche masquee"
"6786","Platysmure a ailes blanches"
"6788","Temia temnure"
"6789","Temia bronzee"
"6790","Temia a collier"
"6791","Temia vagabonde"
