"","French.name"
"6792","Temia de Swinhoe"
"6793","Temia coiffee"
"6794","Temia de Borneo"
"6795","Temia a ventre blanc"
"6796","Temia masquee"
"6797","Temia des Andaman"
"6798","Crave a bec rouge"
"6799","Chocard a bec jaune"
"6800","Pirolle de Ceylan"
"6801","Pirolle de Taiwan"
"6802","Pirolle a bec jaune"
"6803","Pirolle a bec rouge"
"6805","Pirolle de Whitehead"
"6806","Pirolle verte"
"6807","Pirolle a ventre jaune"
"6808","Pirolle a queue courte"
"6809","Pirolle de Borneo"
"6810","Mesangeai du Canada"
"6811","Mesangeai imitateur"
"6812","Mesangeai du Sichuan"
"6813","Pie-bleue iberique"
"6814","Pie-bleue a calotte noire"
"6815","Geai des chenes"
"6818","Geai lanceole"
"6819","Geai de Lidth"
"6820","Corbin de Stresemann"
"6821","Piapiac africain"
"6822","Podoce de Henderson"
"6823","Podoce de Biddulph"
"6824","Podoce de Pander"
"6825","Podoce de Pleske"
"6826","Pie bavarde"
"6827","Pie du Maghreb"
"6828","Pie d'Arabie"
"6829","Pie d'Amerique"
"6831","Cassenoix d'Amerique"
"6832","Cassenoix mouchete"
"6834","Cassenoix du Cachemire"
"6835","Choucas de Daourie"
"6836","Choucas des tours"
"6837","Corneille de Cuba"
"6838","Corneille de Jamaique"
"6839","Corneille d'Hispaniola"
"6840","Corneille du Cap"
"6841","Corneille de rivage"
"6842","Corneille du Sinaloa"
"6843","Corneille du Mexique"
"6844","Corneille palmiste"
"6845","Corneille d'Hawai"
"6846","Corbeau freux"
"6847","Corbeau corbivau"
"6848","Corbeau a nuque blanche"
"6849","Grand Corbeau"
"6850","Corbeau a cou blanc"
"6851","Corbeau brun"
"6852","Corbeau d'Edith"
"6853","Corbeau pie"
"6854","Corbeau a queue courte"
"6855","Corneille d'Amerique"
"6857","Corneille noire"
"6858","Corbeau a collier"
"6859","Corneille de Flores"
"6860","Corneille des Celebes"
"6861","Corneille des Banggai"
"6862","Corneille a bec fin"
"6863","Corneille violacee"
"6864","Corneille des Moluques"
"6865","Corbeau caledonien"
"6866","Corneille de Meek"
"6867","Corneille a bec blanc"
"6868","Corneille a tete brune"
"6869","Corneille grise"
"6870","Corneille des Bismarck"
"6871","Corbeau de Torres"
"6872","Corbeau du desert"
"6873","Petit Corbeau"
"6874","Corbeau de Tasmanie"
"6875","Corbeau d'Australie"
"6876","Corbeau familier"
"6877","Corbeau a gros bec"
"6878","Corneille de Guam"
"6879","Geai masque"
"6880","Geai nain"
"6881","Geai a gorge noire"
"6882","Geai a gorge argentee"
"6883","Geai superbe"
"6884","Geai couronne"
"6886","Geai a collier"
"6887","Geai turquoise"
"6888","Geai indigo"
"6889","Geai des pinedes"
"6890","Geai unicolore"
"6891","Geai du Mexique"
"6892","Geai des volcans"
"6893","Geai a gorge blanche"
"6894","Geai buissonnier"
"6895","Geai bleu"
"6896","Geai de Steller"
"6897","Geai violace"
"6898","Geai bleu-noir"
"6899","Geai a plumet"
"6904","Geai vert"
"6905","Geai a moustaches"
"6906","Geai panache"
"6907","Geai a poitrine noire"
"6908","Geai a calotte azur"
"6910","Geai a nuque blanche"
"6911","Geai acahe"
"6912","Geai de Cayenne"
"6913","Geai houppe"
"6914","Geai du Yucatan"
"6915","Geai de San Blas"
"6916","Geai a dos violet"
"6917","Petite Melampitte"
"6919","Corbicrave leucoptere"
"6920","Apôtre gris"
"6921","Paradisier corvin"
"6923","Paradisier de Keraudren"
"6924","Paradisier noir"
"6925","Paradisier de Jobi"
"6926","Paradisier vert"
"6927","Paradisier d'Entrecasteaux"
"6928","Paradisier du Prince Albert"
"6929","Paradisier de Carola"
"6930","Paradisier de Berlepsch"
"6931","Paradisier sifilet"
"6932","Paradisier de Wahnes"
"6933","Paradisier de Lawes"
"6934","Paradisier multifil"
"6935","Paradisier de d'Albertis"
"6936","Paradisier a bec blanc"
"6937","Paradisier de Wallace"
"6940","Paradisier superbe"
"6942","Paradisier de Ramsay"
"6945","Paradisier fastueux"
"6946","Paradisier de Meyer"
"6947","Paradisier caroncule"
"6948","Paradisier a queue courte"
"6949","Paradisier a gorge noire"
"6950","Paradisier splendide"
"6951","Paradisier de Rothschild"
"6952","Paradisier de Stephanie"
"6953","Paradisier a rubans"
"6954","Paradisier royal"
"6955","Paradisier magnifique"
"6956","Paradisier republicain"
"6958","Paradisier de Guillaume"
"6959","Paradisier rouge"
"6960","Paradisier de Goldie"
"6961","Paradisier petit-emeraude"
"6962","Paradisier grand-emeraude"
"6963","Paradisier de Raggi"
"6964","Glaucope de Wilson"
"6965","Glaucope cendre"
"6966","Creadion de Lesson"
"6967","Creadion rounoir"
"6968","Hihi de Nouvelle-Zelande"
"6969","Piquebaie obscur"
"6970","Piquebaie noir"
"6971","Piquebaie a longue queue"
"6972","Piquebaie eventail"
"6973","Piquebaie strie"
"6976","Toxoramphe a ventre gris"
"6977","Toxoramphe pygmee"
"6978","Toxoramphe a ventre jaune"
"6979","Toxoramphe a tete grise"
"6980","Cnemophile de Loria"
"6982","Cnemophile huppe"
"6983","Cnemophile soyeux"
"6984","Picatharte de Guinee"
"6985","Picatharte du Cameroun"
"6986","Eupete a longue queue"
"6987","Chetopse bride"
"6988","Chetopse dore"
"6989","Grande Pseudobreve"
"6990","Petite Pseudobreve"
"6991","Miro a dos vert"
"6992","Miro aux yeux blancs"
"6993","Miro grenat"
"6994","Miro montagnard"
"6995","Miro des rochers"
"6996","Miro rose"
"6997","Miro incarnat"
"6998","Miro embrase"
"6999","Miro boodang"
"7000","Miro du Pacifique"
"7001","Miro de Norfolk"
"7002","Miro a front rouge"
"7003","Miro mesange"
"7005","Miro des Chatham"
"7006","Miro de Garnot"
"7007","Miro rubisole"
"7012","Miro des torrents"
"7015","Miro a ventre citron"
"7016","Miro des Tanimbar"
"7017","Miro enchanteur"
"7018","Drymode papou"
"7019","Drymode bride"
"7020","Drymode a croupion brun"
"7022","Miro a menton noir"
"7023","Miro a flancs noirs"
"7024","Miro bride"
"7025","Miro a flancs chamois"
"7026","Miro cendre"
"7028","Miro a tete grise"
"7030","Miro a poitrine jaune"
"7031","Miro a poitrine grise"
"7033","Miro a face blanche"
"7034","Miro jaunatre"
"7035","Miro a capuchon"
"7036","Miro de Tasmanie"
"7037","Miro a ailes blanches"
"7038","Miro ombre"
"7039","Miro gris-bleu"
"7040","Miro a croupion blanc"
"7042","Hyliote a ventre jaune"
"7043","Hyliote des Usambara"
"7044","Hyliote australe"
"7045","Hyliote a dos violet"
"7046","Mignard enchanteur"
"7047","Chelidorhynque a ventre jaune"
"7048","Gobemoustique a tete grise"
"7049","Gobemoustique canari"
"7050","Elminie a tete noire"
"7051","Elminie a queue frangee"
"7052","Elminie a ventre blanc"
"7053","Elminie bleue"
"7054","Elminie a queue blanche"
"7055","Mesange tete-de-feu"
"7056","Mesange modeste"
"7057","Mesange sultane"
"7061","Mesange noire"
"7062","Mesange a nuque rousse"
"7063","Mesange cul-roux"
"7064","Mesange arlequin"
"7065","Mesange bicolore"
"7066","Mesange a plumet noir"
"7067","Mesange des genevriers"
"7068","Mesange unicolore"
"7069","Mesange des bouleaux"
"7070","Mesange huppee"
"7071","Mesange a front blanc"
"7072","Mesange variee"
"7073","Mesange d'Owston"
"7074","Mesange d'Iriomote"
"7075","Mesange de Gould"
"7076","Mesange a sourcils blancs"
"7077","Mesange lugubre"
"7078","Mesange d'Iran"
"7079","Mesange de David"
"7080","Mesange nonnette"
"7081","Mesange a bavette"
"7082","Mesange boreale"
"7083","Mesange de Weigold"
"7084","Mesange de Caroline"
"7085","Mesange a tete noire"
"7086","Mesange de Gambel"
"7087","Mesange grise"
"7088","Mesange lapone"
"7089","Mesange a tete brune"
"7090","Mesange a dos marron"
"7091","Mesange bleue"
"7092","Mesange nord-africaine"
"7093","Mesange azuree"
"7094","Mesange de Hume"
"7095","Mesange montagnarde"
"7096","Mesange charbonniere"
"7097","Mesange a ailes blanches"
"7098","Mesange de Taiwan"
"7099","Mesange a joues jaunes"
"7100","Mesange a dos tachete"
"7101","Mesange a ventre cannelle"
"7103","Mesange a ventre blanc"
"7104","Mesange de Carp"
"7105","Mesange negre"
"7106","Mesange a epaulettes"
"7107","Mesange galonnee"
"7108","Mesange enfumee"
"7109","Mesange a ventre gris"
"7110","Mesange a ventre strie"
"7111","Mesange somalienne"
"7112","Mesange a gorge rousse"
"7113","Mesange a dos blanc"
"7114","Mesange petit-deuil"
"7115","Mesange cendree"
"7116","Remiz penduline"
"7117","Remiz couronnee"
"7118","Remiz de Chine"
"7119","Remiz du Soudan"
"7120","Remiz a ventre jaune"
"7121","Remiz souris"
"7122","Remiz a front jaune"
"7123","Remiz de Carl"
"7125","Remiz minute"
"7126","Auripare verdin"
"7127","Sirli du desert"
"7128","Sirli de Witherby"
"7129","Alouette eperonnee"
"7130","Ammomane de Gray"
"7131","Alouette de Gray"
"7132","Alouette du Namaland"
"7133","Alouette a long bec"
"7134","Alouette du Transvaal"
"7135","Alouette brune"
"7136","Alouette a queue rousse"
"7137","Alouette de Clot-Bey"
"7138","Ammomane elegante"
"7139","Ammomane a queue rouge"
"7140","Ammomane isabelline"
"7141","Moinelette a oreillons noirs"
"7142","Moinelette a oreillons blancs"
"7143","Moinelette a front blanc"
"7144","Moinelette croisee"
"7145","Moinelette d'Oustalet"
"7146","Moinelette de Fischer"
"7147","Moinelette a dos gris"
"7148","Moinelette malgache"
"7149","Alouette sabota"
"7150","Alouette a poitrine rose"
"7151","Alouette fauve"
"7152","Alouette du Karoo"
"7153","Alouette ferrugineuse"
"7154","Alouette a dos roux"
"7155","Alouette de Rudd"
"7156","Alouette d'Archer"
"7157","Alouette bateleuse"
"7158","Alouette fasciee"
"7159","Alouette a collier"
"7160","Alouette a nuque rousse"
"7162","Alouette polyglotte"
"7163","Alouette de Somalie"
"7164","Alouette d'Angola"
"7165","Alouette bourdonnante"
"7166","Alouette de Williams"
"7167","Alouette de Friedmann"
"7168","Alouette du Kordofan"
"7169","Alouette monotone"
"7170","Alouette a queue blanche"
"7171","Alouette melodieuse"
"7172","Alouette de Java"
"7173","Alouette de Birmanie"
"7174","Alouette d'Assam"
"7175","Alouette d'Indochine"
"7176","Alouette a ailes rousses"
"7177","Alouette du Deccan"
"7178","Alouette de Dupont"
"7179","Alouette de Dunn"
"7180","Alouette d'Arabie"
"7181","Alouette roussatre"
"7182","Alouette pispolette"
"7183","Alouette raytal"
"7184","Alouette monticole"
"7185","Alouette calandre"
"7186","Alouette negre"
"7187","Alouette du Tibet"
"7188","Alouette de Mongolie"
"7189","Alouette de Hume"
"7190","Alouette cendrille"
"7191","Alouette de Blanford"
"7192","Alouette de Peters"
"7193","Alouette calandrelle"
"7194","Alouette de Sykes"
"7195","Alouette bilophe"
"7196","Alouette hausse-col"
"7197","Alouette lulu"
"7198","Alouette de Sclater"
"7199","Alouette de Stark"
"7200","Alouette a queue courte"
"7201","Alouette masquee"
"7202","Alouette de Botha"
"7203","Alouette a bec rose"
"7204","Alouette d'Obbia"
"7205","Alouette leucoptere"
"7206","Alouette de Razo"
"7207","Alouette des champs"
"7208","Alouette gulgule"
"7209","Cochevis modeste"
"7210","Cochevis a gros bec"
"7211","Cochevis de Thekla"
"7212","Cochevis huppe"
"7213","Cochevis de Malabar"
"7214","Cochevis de Sykes"
"7215","Panure a moustaches"
"7216","Nicator du Senegal"
"7217","Nicator a tete brune"
"7218","Nicator a gorge jaune"
"7219","Crombec sittelle"
"7221","Crombec a face rousse"
"7222","Crombec de Somalie"
"7223","Crombec a long bec"
"7224","Crombec isabelle"
"7225","Crombec a calotte rousse"
"7226","Crombec vert"
"7227","Crombec a gorge tachetee"
"7229","Crombec a sourcils blancs"
"7230","Cryptille de Victorin"
"7231","Achetopse a flancs roux"
"7232","Sphenoeque du Cap"
"7233","Melocichle a moustaches"
"7234","Nasique jaune"
"7235","Nasique de Kemp"
"7236","Nasique grise"
"7237","Nasique de Pulitzer"
"7238","Nasique de Kretschmer"
"7239","Grauerie striee"
"7240","eroesse verte"
"7241","Petite eroesse"
"7242","Grande eroesse"
"7244","eremomele a croupion jaune"
"7245","eremomele a ventre jaune"
"7246","eremomele a dos vert"
"7247","eremomele grisonnante"
"7248","eremomele a calotte verte"
"7249","eremomele du Karoo"
"7250","eremomele a cou roux"
"7251","eremomele a tete brune"
"7252","eremomele de Turner"
"7253","eremomele a cou noir"
"7254","Apalis grise"
"7255","Apalis a gorge blanche"
"7256","Apalis du Sierra Leone"
"7257","Apalis verte"
"7258","Apalis a long bec"
"7260","Apalis couturiere"
"7261","Apalis a col noir"
"7262","Apalis du Rwenzori"
"7263","Apalis de Roberts"
"7264","Apalis namaqua"
"7265","Apalis des Taita"
"7266","Apalis noir et jaune"
"7267","Apalis de Lynes"
"7268","Apalis a collier"
"7269","Apalis de Rudd"
"7270","Apalis a gorge jaune"
"7272","Apalis masquee"
"7273","Apalis a face noire"
"7274","Apalis a gorge noire"
"7275","Apalis a ailes blanches"
"7276","Apalis a calotte noire"
"7277","Apalis a tete noire"
"7278","Apalis de Chirinda"
"7279","Apalis a gorge marron"
"7280","Apalis du Kabobo"
"7281","Apalis de Chapin"
"7282","Apalis de Sharpe"
"7283","Apalis a gorge rousse"
"7284","Apalis de Moreau"
"7285","Apalis du Karamoja"
"7286","Apalis de Bamenda"
"7287","Apalis de Gosling"
"7288","Apalis cendree"
"7289","Apalis a tete brune"
"7290","Phyllolais a ventre fauve"
"7291","Spiloptile a front ecailleux"
"7292","Poliolais a queue blanche"
"7293","Camaroptere modeste"
"7294","Camaroptere du miombo"
"7295","Camaroptere de Stierling"
"7296","Camaroptere barree"
"7297","Camaroptere de Hartert"
"7298","Camaroptere a tete grise"
"7299","Camaroptere a sourcils jaunes"
"7300","Camaroptere a dos vert"
"7302","Camaroptere de Leyte"
"7303","Camaroptere de Mindanao"
"7304","Cisticole de Winifred"
"7305","Cisticole cannelle"
"7306","Cisticole pale"
"7307","Cisticole a joues rousses"
"7308","Noircap loriot"
"7309","eminie a calotte grise"
"7310","Cisticole a face rousse"
"7311","Cisticole chanteuse"
"7312","Cisticole siffleuse"
"7313","Cisticole de Woosnam"
"7314","Cisticole babillarde"
"7315","Cisticole murmure"
"7316","Cisticole de Chubb"
"7317","Cisticole de Hunter"
"7318","Cisticole masquee"
"7319","Cisticole paresseuse"
"7321","Cisticole grinçante"
"7322","Cisticole des Borans"
"7323","Cisticole njombe"
"7324","Cisticole cendree"
"7325","Cisticole du Tana"
"7326","Cisticole grise"
"7327","Cisticole a dos gris"
"7328","Cisticole plaintive"
"7329","Cisticole du Nil"
"7330","Cisticole d'ethiopie"
"7331","Cisticole côtiere"
"7332","Cisticole du Luapula"
"7333","Cisticole roussatre"
"7334","Cisticole pepiante"
"7335","Cisticole de Carruthers"
"7336","Cisticole a sonnette"
"7337","Cisticole robuste"
"7338","Cisticole des Aberdare"
"7339","Cisticole striee"
"7340","Cisticole a tete rousse"
"7341","Cisticole de Dorst"
"7342","Cisticole naine"
"7343","Cisticole a ailes courtes"
"7344","Cisticole rousse"
"7345","Cisticole russule"
"7346","Cisticole a couronne rousse"
"7347","Cisticole a queue fine"
"7348","Cisticole a queue noire"
"7349","Cisticole des joncs"
"7350","Cisticole de Socotra"
"7351","Cisticole malgache"
"7352","Cisticole du desert"
"7353","Cisticole pinc-pinc"
"7354","Cisticole a dos noir"
"7355","Cisticole dambo"
"7356","Cisticole brune"
"7357","Cisticole chataine"
"7358","Cisticole gratte-nuage"
"7359","Cisticole a couronne doree"
"7360","Bathmocerque a capuchon"
"7361","Bathmocerque a face noire"
"7362","Prinia crinigere"
"7363","Prinia des montagnes"
"7364","Prinia a gorge noire"
"7366","Prinia a sourcils"
"7367","Prinia a calotte grise"
"7368","Prinia a front roux"
"7369","Prinia roussatre"
"7370","Prinia de Hodgson"
"7371","Prinia gracile"
"7372","Prinia forestiere"
"7373","Prinia bifasciee"
"7374","Prinia a ventre jaune"
"7376","Prinia cendree"
"7377","Prinia simple"
"7378","Prinia modeste"
"7379","Prinia pale"
"7380","Prinia aquatique"
"7381","Prinia a plastron"
"7382","Prinia du Karoo"
"7383","Prinia du Drakensberg"
"7384","Prinia de Sao Tome"
"7385","Prinia rayee"
"7386","Prinia a ailes rousses"
"7387","Prinia de Rüppell"
"7388","Couturiere a longue queue"
"7389","Couturiere a front roux"
"7390","Couturiere a queue rousse"
"7391","Couturiere a col noir"
"7392","Couturiere a tete rousse"
"7393","Couturiere du Cambodge"
"7394","Couturiere a dos vert"
"7395","Couturiere d'Ogilvie-Grant"
"7396","Couturiere a calotte rousse"
"7397","Couturiere de Samar"
"7398","Couturiere a tete noire"
"7399","Couturiere oreillarde"
"7400","Couturiere de Luçon"
"7401","Nesille malgache"
"7402","Nesille de Lantz"
"7403","Nesille de Grande Comore"
"7404","Nesille de Moheli"
"7405","Jaunerolle aquatique"
"7407","Rousserolle a gros bec"
"7408","Hypolais bottee"
"7409","Hypolais rama"
"7410","Hypolais pale"
"7411","Hypolais obscure"
"7412","Hypolais jaune"
"7413","Hypolais de montagne"
"7414","Hypolais d'Upcher"
"7415","Hypolais des oliviers"
"7416","Hypolais polyglotte"
"7417","Hypolais icterine"
"7418","Rousserolle de Schrenck"
"7419","Rousserolle sorghophile"
"7420","Phragmite aquatique"
"7421","Lusciniole a moustaches"
"7422","Phragmite des joncs"
"7423","Rousserolle a grand bec"
"7424","Rousserolle des buissons"
"7425","Rousserolle verderolle"
"7426","Rousserolle effarvatte"
"7427","Rousserolle isabelle"
"7428","Rousserolle de Swinhoe"
"7429","Rousserolle mandchoue"
"7430","Rousserolle d'Irak"
"7431","Rousserolle a bec fin"
"7432","Rousserolle des cannes"
"7433","Rousserolle du Cap-Vert"
"7434","Rousserolle de Newton"
"7435","Rousserolle des Seychelles"
"7436","Rousserolle de Rodrigues"
"7437","Rousserolle turdoide"
"7438","Rousserolle d'Orient"
"7439","Rousserolle stentor"
"7440","Rousserolle d'Australie"
"7441","Rousserolle de Saipan"
"7442","Rousserolle des Carolines"
"7443","Rousserolle de la Ligne"
"7444","Rousserolle des Marquises"
"7445","Rousserolle de Nauru"
"7446","Rousserolle obscure"
"7447","Rousserolle des Pitcairn"
"7448","Rousserolle de Henderson"
"7449","Rousserolle des Cook"
"7450","Rousserolle de Rimatara"
"7451","Rousserolle a long bec"
"7452","Rousserolle de Moorea"
"7453","Rousserolle de Nuku Hiva"
"7454","Rousserolle des Tuamotu"
"7455","Microure immaculee"
"7456","Microure maillee"
"7457","Microure a ventre blanc"
"7458","Microure de Taiwan"
"7459","Locustelle lanceolee"
"7460","Locustelle luscinioide"
"7461","Locustelle fluviatile"
"7462","Locustelle russule"
"7463","Locustelle de Taczanowski"
"7464","Locustelle a long bec"
"7465","Locustelle tachetee"
"7466","Locustelle a longue queue"
"7467","Locustelle du Kinabalu"
"7468","Locustelle marron"
"7469","Locustelle de David"
"7470","Locustelle du Cachemire"
"7471","Locustelle de Blyth"
"7472","Locustelle de Taiwan"
"7473","Locustelle de Java"
"7474","Locustelle de Mandelli"
"7475","Locustelle de Cheng"
"7476","Locustelle de Seebohm"
"7477","Megalure des marais"
"7478","Megalure a queue large"
"7479","Dromeocerque brun"
"7480","Megalure de Knysna"
"7481","Megalure de Grauer"
"7482","Megalure du Dja"
"7483","Megalure de Neumann"
"7484","Megalure caqueteuse"
"7485","Megalure a ailes blanches"
"7486","Megalure des fourres"
"7487","Megalure du Cameroun"
"7488","Megalure de Lopes"
"7489","Megalure cannelle"
"7490","Malia des Celebes"
"7491","Megalure brune"
"7492","Megalure de Mathews"
"7493","Megalure fauve"
"7494","Megalure papoue"
"7495","Megalure menue"
"7496","Megalure matata"
"7498","Megalure du spinifex"
"7499","Megalure a ventre blanc"
"7507","Megalure de Ceylan"
"7508","Robsonie de Luçon"
"7509","Robsonie de Thompson"
"7510","Robsonie du Sorsogon"
"7511","Donacobe a miroir"
"7512","Oxylabe a gorge blanche"
"7513","Tetraka malgache"
"7514","Jery a queue etagee"
"7515","Kiritika malgache"
"7516","Farifotra zosterops"
"7517","Farifotra d'Appert"
"7518","Farifotra a tete grise"
