,species,gbif_mean,gbif_sum
8079,Poecilotriccus calopterus,50.4,957
8080,Poecilotriccus capitalis,90.0,1620
8081,Poecilotriccus fumifrons,58.2,1106
8082,Poecilotriccus latirostris,380.7,7234
8083,Poecilotriccus luluae,55.4,998
8084,Poecilotriccus plumbeiceps,868.7,16506
8085,Poecilotriccus pulchellus,39.5,671
8086,Poecilotriccus ruficeps,425.4,8083
8087,Poecilotriccus russatus,6.4,103
8088,Poecilotriccus senex,21.1,296
8089,Poecilotriccus sylvia,1514.6,28777
8090,Poeoptera femoralis,16.4,295
8091,Poeoptera kenricki,45.8,871
8092,Poeoptera lugubris,59.3,1068
8093,Poeoptera sharpii,55.6,1001
8094,Poeoptera stuhlmanni,74.4,1413
8095,Poephila acuticauda,585.7,11128
8096,Poephila cincta,123.9,2355
8097,Poephila personata,305.6,5806
8098,Pogoniulus atroflavus,115.7,2199
8099,Pogoniulus bilineatus,2028.1,38533
8100,Pogoniulus chrysoconus,2164.7,41130
8101,Pogoniulus coryphaea,39.6,713
8102,Pogoniulus leucomystax,63.6,1208
8103,Pogoniulus pusillus,1323.6,25149
8104,Pogoniulus scolopaceus,291.6,5541
8105,Pogoniulus simplex,25.0,475
8106,Pogoniulus subsulphureus,245.4,4662
8107,Pogonocichla stellata,439.3,8347
8108,Pogonotriccus chapmani,2.0,2
8109,Poicephalus crassus,1.0,1
8110,Poicephalus cryptoxanthus,901.2,17123
8111,Poicephalus flavifrons,31.6,601
8112,Poicephalus gulielmi,108.1,2053
8113,Poicephalus meyeri,1006.5,19124
8114,Poicephalus robustus,286.0,5434
8115,Poicephalus rueppellii,115.2,2188
8116,Poicephalus rufiventris,206.9,3932
8117,Poicephalus senegalus,524.3,9961
8118,Polemaetus bellicosus,1406.9,26732
8119,Polihierax insignis,62.9,1132
8120,Polihierax semitorquatus,490.8,9325
8121,Poliocephalus poliocephalus,5923.3,112542
8122,Poliocephalus rufopectus,481.8,9154
8123,Poliocrania exsul,2985.8,56731
8124,Poliolais lopezi,8.8,141
8125,Polioptila albiloris,1093.2,20770
8126,Polioptila albiventris,137.7,2616
8127,Polioptila attenboroughi,3.9,39
8128,Polioptila caerulea,175529.3,3335057
8129,Polioptila californica,1946.9,36992
8130,Polioptila clementsi,2.8,37
8131,Polioptila dumicola,3455.9,65663
8132,Polioptila facilis,4.1,29
8133,Polioptila guianensis,6.2,105
8134,Polioptila lactea,61.4,1167
8135,Polioptila lembeyei,116.8,2219
8136,Polioptila melanura,9170.1,174232
8137,Polioptila nigriceps,644.3,12242
8138,Polioptila paraensis,14.5,232
8139,Polioptila plumbea,5729.9,108868
8140,Polioptila schistaceigula,80.2,1444
8141,Polioxolmis rufipennis,113.4,2041
8142,Polyboroides radiatus,63.4,1205
8143,Polyboroides typus,2675.9,50843
8144,Polyerata amabilis,1344.3,25542
8145,Polyerata decora,566.6,10766
8146,Polyerata rosenbergi,168.7,3206
8147,Polyonymus caroli,39.2,744
8148,Polyplectron bicalcaratum,117.3,2229
8149,Polyplectron chalcurum,13.9,236
8150,Polyplectron germaini,37.8,680
8151,Polyplectron inopinatum,27.2,489
8152,Polyplectron katsumatae,1.3,5
8153,Polyplectron malacense,32.1,578
8154,Polyplectron napoleonis,23.4,422
8155,Polyplectron schleiermacheri,3.5,35
8156,Polysticta stelleri,1055.5,20054
8157,Polystictus pectoralis,122.3,2324
8158,Polystictus superciliaris,48.8,927
8159,Polytelis alexandrae,10.0,160
8160,Polytelis anthopeplus,448.5,8522
8161,Polytelis swainsonii,938.0,17822
8162,Polytmus guainumbi,181.8,3454
8163,Polytmus milleri,4.9,78
8164,Polytmus theresiae,126.4,2402
8165,Pomarea dimidiata,8.2,139
8166,Pomarea iphis,2.9,20
8167,Pomarea mendozae,3.8,15
8168,Pomarea nigra,2.9,43
8169,Pomarea whitneyi,2.7,16
8170,Pomatorhinus erythrocnemis,12.6,139
8171,Pomatorhinus erythrogenys,1002.3,19044
8172,Pomatorhinus ferruginosus,77.7,1398
8173,Pomatorhinus gravivox,66.8,1269
8174,Pomatorhinus horsfieldii,1744.7,33149
8175,Pomatorhinus hypoleucos,122.5,2327
8176,Pomatorhinus mcclellandi,32.7,556
8177,Pomatorhinus melanurus,154.4,2934
8178,Pomatorhinus montanus,123.3,2342
8179,Pomatorhinus musicus,5577.7,105977
8180,Pomatorhinus ochraceiceps,74.6,1417
8181,Pomatorhinus ruficollis,706.7,13427
8182,Pomatorhinus schisticeps,432.4,8215
8183,Pomatorhinus superciliaris,102.8,1851
8184,Pomatorhinus swinhoei,38.8,660
8185,Pomatostomus halli,160.5,2889
8186,Pomatostomus ruficeps,554.3,10532
8187,Pomatostomus superciliosus,2713.1,51549
8188,Pomatostomus temporalis,3133.0,59527
8189,Poodytes punctatus,330.1,6271
8190,Pooecetes gramineus,29760.8,565456
8191,Poospiza alticola,19.6,352
8192,Poospiza boliviana,20.2,364
8193,Poospiza cabanisi,4.4,75
8194,Poospiza caesar,118.9,2259
8195,Poospiza cinerea,61.0,1159
8196,Poospiza erythrophrys,138.0,2484
8197,Poospiza hispaniolensis,199.4,3788
8198,Poospiza hypocondria,91.5,1739
8199,Poospiza lateralis,170.6,3242
8200,Poospiza melanoleuca,1551.5,29478
8201,Poospiza nigrorufa,1141.2,21683
8202,Poospiza ornata,72.1,1369
8203,Poospiza rubecula,11.8,213
8204,Poospiza rufosuperciliaris,8.8,141
8205,Poospiza thoracica,99.3,1887
8206,Poospiza torquata,288.7,5486
8207,Poospiza whitii,244.5,4645
8208,Porphyrio alleni,169.0,3211
8209,Porphyrio flavirostris,98.5,1871
8210,Porphyrio hochstetteri,161.2,3063
8211,Porphyrio indicus,35.9,646
8212,Porphyrio mantelli,1.3,4
8213,Porphyrio martinica,11078.8,210497
8214,Porphyrio melanotus,16042.2,304802
8215,Porphyrio porphyrio,17064.6,324227
8216,Porphyrio pulverulentus,44.0,792
8217,Porphyrolaema porphyrolaema,52.3,942
8218,Porphyrospiza alaudina,2.3,30
8219,Porphyrospiza caerulescens,2.6,29
8220,Porphyrospiza carbonaria,3.5,21
8221,Porzana albicollis,520.1,9882
8222,Porzana atra,4.7,28
8223,Porzana bicolor,84.6,1523
8224,Porzana carolina,31603.7,600471
8225,Porzana cinerea,631.9,12006
8226,Porzana flaviventer,131.0,2489
8227,Porzana fluminea,877.7,16677
8228,Porzana fusca,1029.9,19569
8229,Porzana parva,753.3,14313
8230,Porzana paykullii,25.9,311
8231,Porzana porzana,2762.6,52490
8232,Porzana pusilla,1354.2,25729
8233,Porzana spiloptera,36.6,623
8234,Porzana tabuensis,866.7,16468
8235,Premnoplex brunnescens,1160.2,22044
8236,Premnoplex tatei,5.8,81
8237,Premnornis guttuliger,141.3,2685
8238,Premnornis guttuligera,9.8,49
8239,Primolius auricollis,225.8,4291
8240,Primolius couloni,198.8,3579
8241,Primolius maracana,383.8,7293
8242,Prinia atrogularis,106.3,1914
8243,Prinia bairdii,100.2,1804
8244,Prinia buchanani,256.6,4875
8245,Prinia cinereocapilla,13.2,225
8246,Prinia crinigera,414.7,7465
8247,Prinia familiaris,90.2,1714
8248,Prinia flavicans,4375.3,83130
8249,Prinia flaviventris,7152.5,135897
8250,Prinia fluviatilis,26.6,478
8251,Prinia gracilis,3639.2,69144
8252,Prinia hodgsonii,4666.4,88662
8253,Prinia hypoxantha,909.1,17272
8254,Prinia inornata,18945.2,359958
8255,Prinia lepida,1672.4,31775
8256,Prinia maculosa,4240.2,80563
8257,Prinia melanops,5.0,40
8258,Prinia molleri,42.6,724
8259,Prinia polychroa,137.5,2475
8260,Prinia rocki,4.6,69
8261,Prinia rufescens,474.9,9023
8262,Prinia socialis,16590.3,315216
8263,Prinia somalica,48.4,919
8264,Prinia sonitans,4.0,4
8265,Prinia striata,271.1,5151
8266,Prinia subflava,9104.8,172991
8267,Prinia substriata,2.0,2
8268,Prinia superciliaris,237.9,4520
8269,Prinia sylvatica,1410.4,26797
8270,Prioniturus discurus,26.6,479
8271,Prioniturus flavicans,2.0,12
8272,Prioniturus luconensis,2.8,14
8273,Prioniturus mada,1.0,2
8274,Prioniturus mindorensis,8.9,125
8275,Prioniturus montanus,28.7,517
8276,Prioniturus platenae,29.3,528
8277,Prioniturus platurus,2.1,15
8278,Prionochilus maculatus,267.9,5090
8279,Prionochilus olivaceus,46.8,843
8280,Prionochilus percussus,169.4,3219
8281,Prionochilus plateni,72.7,1308
8282,Prionochilus thoracicus,36.9,702
8283,Prionochilus xanthopygius,163.9,2951
8284,Prionodura newtoniana,2.9,26
8285,Prionops caniceps,47.6,904
8286,Prionops gabela,3.6,29
8287,Prionops plumatus,1715.6,32597
8288,Prionops poliolophus,21.8,415
8289,Prionops retzii,543.8,10332
8290,Prionops rufiventris,9.0,144
8291,Prionops scopifrons,71.6,1360
8292,Priotelus roseigaster,53.2,1011
8293,Priotelus temnurus,529.3,10057
8294,Probosciger aterrimus,144.1,2738
8295,Procarduelis nipalensis,184.8,3511
8296,Procellaria aequinoctialis,3038.0,57722
8297,Procellaria cinerea,69.8,1326
8298,Procellaria conspicillata,33.3,632
8299,Procellaria parkinsoni,117.6,2234
8300,Procellaria westlandica,400.3,7605
8301,Procelsterna albivitta,67.7,1287
8302,Procelsterna cerulea,34.4,620
8303,Procnias albus,48.9,881
8304,Procnias averano,292.8,5270
8305,Procnias nudicollis,590.9,11227
8306,Procnias tricarunculatus,633.0,12027
8307,Prodotiscus insignis,40.2,764
8308,Prodotiscus regulus,441.7,8392
8309,Prodotiscus zambesiae,89.7,1705
8310,Progne chalybea,12156.9,230981
8311,Progne cryptoleuca,177.9,3381
8312,Progne dominicensis,1020.5,19389
8313,Progne elegans,970.3,18435
8314,Progne modesta,49.1,883
8315,Progne murphyi,16.1,274
8316,Progne sinaloae,10.9,186
8317,Progne subis,67373.6,1280099
8318,Progne tapera,5120.7,97294
8319,Promerops cafer,1401.8,26634
8320,Promerops gurneyi,204.6,3888
8321,Prosobonia leucoptera,1.0,1
8322,Prosopeia personata,43.0,774
8323,Prosopeia splendens,8.1,146
8324,Prosopeia tabuensis,21.5,409
8325,Prosthemadera novaeseelandiae,6558.7,124616
8326,Protonotaria citrea,19899.6,378092
8327,Prunella atrogularis,116.5,2214
8328,Prunella collaris,1357.8,25799
8329,Prunella fagani,3.0,12
8330,Prunella fulvescens,152.3,2893
8331,Prunella himalayana,87.5,1663
8332,Prunella immaculata,78.6,1494
8333,Prunella koslowi,11.0,165
8334,Prunella modularis,103128.1,1959434
8335,Prunella montanella,248.7,4725
8336,Prunella ocularis,68.1,1293
8337,Prunella rubeculoides,153.2,2911
8338,Prunella rubida,35.5,674
8339,Prunella strophiata,415.0,7885
8340,Psalidoprocne albiceps,304.1,5778
8341,Psalidoprocne fuliginosa,13.9,223
8342,Psalidoprocne nitens,74.6,1343
8343,Psalidoprocne obscura,132.7,2521
8344,Psalidoprocne pristoptera,1145.6,21766
8345,Psaltria exilis,25.8,439
8346,Psaltriparus minimus,81911.8,1556325
8347,Psammornis rothschildi,1.0,1
8348,Psarisomus dalhousiae,386.1,7335
8349,Psarocolius angustifrons,4148.1,78813
8350,Psarocolius atrovirens,338.3,6427
8351,Psarocolius bifasciatus,503.5,9567
8352,Psarocolius cassini,39.8,716
8353,Psarocolius decumanus,6358.2,120806
8354,Psarocolius guatimozinus,110.6,2101
8355,Psarocolius montezuma,9031.5,171598
8356,Psarocolius oseryi,133.4,2534
8357,Psarocolius viridis,388.3,7378
8358,Psarocolius wagleri,3074.9,58424
8359,Pselliophorus luteoviridis,5.9,94
8360,Pselliophorus tibialis,1043.1,19819
8361,Psephotellus varius,4.5,59
8362,Psephotus chrysopterygius,26.1,444
8363,Psephotus dissimilis,76.6,1456
8364,Psephotus haematonotus,11222.7,213231
8365,Psephotus varius,993.5,18876
8366,Pseudalaemon fremantlii,38.6,734
8367,Pseudalethe choloensis,8.5,51
8368,Pseudalethe fuelleborni,10.3,196
8369,Pseudalethe poliocephala,25.1,451
8370,Pseudalethe poliophrys,6.3,63
8371,Pseudelaenia leucospodia,130.9,2356
8372,Pseudeos fuscata,41.6,665
8373,Pseudhirundo griseopyga,473.9,9004
8374,Pseudibis davisoni,42.7,811
8375,Pseudibis gigantea,41.5,789
8376,Pseudibis papillosa,3654.1,69427
8377,Pseudoalcippe abyssinica,98.2,1865
8378,Pseudoalcippe atriceps,55.0,990
8379,Pseudobias wardi,67.0,1206
8380,Pseudobulweria aterrima,4.5,63
8381,Pseudobulweria becki,4.0,44
8382,Pseudobulweria macgillivrayi,2.5,10
8383,Pseudobulweria rostrata,125.9,2392
8384,Pseudocalyptomena graueri,11.2,201
8385,Pseudochelidon eurystomina,4.8,43
8386,Pseudocolaptes boissonneauii,1.5,6
8387,Pseudocolaptes boissonneautii,652.4,12395
8388,Pseudocolaptes johnsoni,2.6,26
8389,Pseudocolaptes lawrencii,330.8,6286
8390,Pseudocolopteryx acutipennis,124.6,2368
8391,Pseudocolopteryx citreola,69.1,1312
8392,Pseudocolopteryx dinelliana,66.3,1127
8393,Pseudocolopteryx flaviventris,243.3,4623
8394,Pseudocolopteryx sclateri,105.8,2010
8395,Pseudoleistes guirahuro,833.7,15840
8396,Pseudoleistes virescens,1219.5,23171
8397,Pseudonestor xanthophrys,17.7,318
8398,Pseudonigrita arnaudi,291.0,5529
8399,Pseudonigrita cabanisi,104.7,1989
8400,Pseudopodoces humilis,163.5,3107
8401,Pseudorectes ferrugineus,52.6,895
8402,Pseudorectes incertus,8.8,140
8403,Pseudosaltator rufiventris,36.9,701
8404,Pseudoscops clamator,553.7,10521
8405,Pseudoscops grammicus,53.3,1013
8406,Pseudoseisura cristata,208.7,3965
8407,Pseudoseisura gutturalis,171.2,3252
8408,Pseudoseisura lophotes,1628.7,30945
8409,Pseudoseisura unirufa,206.7,3927
8410,Pseudotriccus pelzelni,194.4,3500
8411,Pseudotriccus ruficeps,291.7,5542
8412,Pseudotriccus simplex,5.8,87
8413,Psilopogon annamensis,90.2,1623
8414,Psilopogon armillaris,77.8,1478
8415,Psilopogon asiaticus,2767.1,52574
8416,Psilopogon auricularis,58.4,1052
8417,Psilopogon australis,28.2,479
8418,Psilopogon chersonesus,8.0,16
8419,Psilopogon chrysopogon,403.6,7669
8420,Psilopogon chrysopsis,2.4,12
8421,Psilopogon corvinus,17.9,323
8422,Psilopogon duvaucelii,1042.8,19813
8423,Psilopogon eximius,46.8,842
8424,Psilopogon faber,69.5,1042
8425,Psilopogon faiostrictus,367.5,6983
8426,Psilopogon flavifrons,271.7,5163
8427,Psilopogon franklinii,532.6,10120
8428,Psilopogon haemacephalus,14907.4,283240
8429,Psilopogon henricii,155.8,2961
8430,Psilopogon incognitus,190.1,3612
8431,Psilopogon javensis,21.4,386
8432,Psilopogon lagrandieri,70.8,1274
8433,Psilopogon lineatus,2550.4,48457
8434,Psilopogon malabaricus,1187.7,22566
8435,Psilopogon monticola,89.7,1525
8436,Psilopogon mystacophanos,372.9,7086
8437,Psilopogon nuchalis,7676.1,145845
8438,Psilopogon oorti,173.7,3301
8439,Psilopogon pulcherrimus,186.3,3354
8440,Psilopogon pyrolophus,188.1,3574
8441,Psilopogon rafflesii,211.8,4025
8442,Psilopogon rubricapillus,351.1,6670
8443,Psilopogon virens,2214.9,42083
8444,Psilopogon viridis,15578.8,295997
8445,Psilopogon zeylanicus,5139.4,97648
8446,Psilopsiagon aurifrons,167.5,3182
8447,Psilopsiagon aymara,239.3,4546
8448,Psilorhamphus guttatus,128.6,2315
8449,Psilorhinus morio,12800.3,243205
8450,Psiloscops flammeolus,620.5,11789
8451,Psittacella brehmii,42.1,715
8452,Psittacella madaraszi,7.0,84
8453,Psittacella modesta,11.7,176
8454,Psittacella picta,12.6,189
8455,Psittacula alexandri,1305.5,24805
8456,Psittacula calthropae,1.5,3
8457,Psittacula caniceps,18.2,182
8458,Psittacula columboides,1844.2,35040
8459,Psittacula cyanocephala,6375.8,121140
8460,Psittacula derbiana,1.5,19
8461,Psittacula echo,1.0,5
8462,Psittacula eques,12.6,227
8463,Psittacula eupatria,4138.4,78630
8464,Psittacula finschii,69.3,1248
8465,Psittacula himalayana,697.2,13246
8466,Psittacula krameri,46848.9,890130
8467,Psittacula longicauda,679.5,12911
8468,Psittacula roseata,202.4,3845
8469,Psittaculirostris desmarestii,15.5,248
8470,Psittaculirostris edwardsii,20.6,268
8471,Psittaculirostris salvadorii,7.2,94
8472,Psittacus erithacus,281.6,5351
8473,Psittacus timneh,4.6,23
8474,Psitteuteles goldiei,1.5,9
8475,Psitteuteles iris,1.5,6
8476,Psitteuteles versicolor,452.4,8596
8477,Psittinus abbotti,1.0,1
8478,Psittinus cyanurus,117.7,2236
8479,Psittiparus bakeri,18.2,291
8480,Psittiparus gularis,100.5,1909
8481,Psittiparus margaritae,21.4,363
8482,Psittiparus ruficeps,50.8,914
8483,Psittrichas fulgidus,27.0,432
8484,Psophia crepitans,376.9,7162
8485,Psophia dextralis,1.0,2
8486,Psophia leucoptera,102.2,1840
8487,Psophia ochroptera,2.5,5
8488,Psophia viridis,28.7,517
8489,Psophocichla litsitsirupa,2042.4,38806
8490,Psophodes cristatus,297.8,5659
8491,Psophodes nigrogularis,97.2,1750
8492,Psophodes occidentalis,178.9,3220
8493,Psophodes olivaceus,10286.8,195450
8494,Pteridophora alberti,40.3,685
8495,Pternistis atrifrons,7.0,56
8496,Pterocles alchata,744.5,14146
8497,Pterocles bicinctus,787.3,14959
8498,Pterocles burchelli,240.5,4569
8499,Pterocles coronatus,113.7,2160
8500,Pterocles decoratus,253.5,4816
8501,Pterocles exustus,981.2,18642
8502,Pterocles gutturalis,160.6,3051
8503,Pterocles indicus,143.4,2724
8504,Pterocles lichtensteinii,251.9,4786
8505,Pterocles namaqua,946.3,17980
8506,Pterocles orientalis,1004.5,19086
8507,Pterocles personatus,21.5,409
8508,Pterocles quadricinctus,76.9,1461
8509,Pterocles senegallus,186.5,3544
8510,Pterodroma alba,12.5,188
8511,Pterodroma arminjoniana,54.5,1036
8512,Pterodroma atrata,10.0,120
8513,Pterodroma axillaris,10.4,156
8514,Pterodroma baraui,115.6,2081
8515,Pterodroma brevipes,11.1,188
8516,Pterodroma cahow,36.0,684
8517,Pterodroma cervicalis,63.6,1208
8518,Pterodroma cookii,319.1,6062
8519,Pterodroma defilippiana,50.6,961
8520,Pterodroma deserta,11.0,143
8521,Pterodroma externa,96.6,1835
8522,Pterodroma feae,72.1,1370
8523,Pterodroma hasitata,549.1,10433
8524,Pterodroma heraldica,16.4,279
8525,Pterodroma hypoleuca,58.2,1047
8526,Pterodroma incerta,35.7,679
8527,Pterodroma inexpectata,170.3,3235
8528,Pterodroma lessonii,159.1,3023
8529,Pterodroma leucoptera,214.4,4074
8530,Pterodroma longirostris,44.0,660
8531,Pterodroma macroptera,528.4,10039
8532,Pterodroma madeira,24.2,436
8533,Pterodroma magentae,11.7,176
8534,Pterodroma mollis,286.7,5448
8535,Pterodroma neglecta,104.7,1885
8536,Pterodroma nigripennis,148.5,2822
8537,Pterodroma occulta,3.9,31
8538,Pterodroma phaeopygia,177.8,3201
8539,Pterodroma pycrofti,21.5,408
8540,Pterodroma sandwichensis,151.9,2887
8541,Pterodroma solandri,163.5,3106
8542,Pterodroma ultima,111.6,2009
8543,Pteroglossus aracari,424.1,8057
8544,Pteroglossus azara,266.2,5058
8545,Pteroglossus bailloni,168.1,3194
8546,Pteroglossus beauharnaesii,3.1,46
8547,Pteroglossus beauharnaisii,202.6,3646
8548,Pteroglossus bitorquatus,110.2,1984
8549,Pteroglossus castanotis,1976.6,37555
8550,Pteroglossus erythropygius,11.7,187
8551,Pteroglossus frantzii,1042.1,19800
8552,Pteroglossus inscriptus,618.2,11746
8553,Pteroglossus mariae,3.3,36
8554,Pteroglossus pluricinctus,549.2,10434
8555,Pteroglossus sanguineus,4.3,52
8556,Pteroglossus sturmii,3.0,3
8557,Pteroglossus torquatus,7029.5,133561
8558,Pteroglossus viridis,163.0,2934
8559,Pteronetta hartlaubii,34.5,656
8560,Pterophanes cyanopterus,550.7,10464
8561,Pteroptochos castaneus,83.5,1586
8562,Pteroptochos megapodius,759.9,14439
8563,Pteroptochos tarnii,341.4,6487
8564,Pterorhinus sannio,332.0,6308
8565,Pterorhinus waddelli,9.9,148
8566,Pterorhinus woodi,14.1,226
8567,Pteruthius aenobarbus,1.6,11
8568,Pteruthius aeralatus,560.9,10658
8569,Pteruthius annamensis,28.8,518
8570,Pteruthius flaviscapis,3.1,47
8571,Pteruthius intermedius,88.1,1586
8572,Pteruthius melanotis,219.1,4162
8573,Pteruthius ripleyi,113.4,2154
8574,Pteruthius rufiventer,54.7,1039
8575,Pteruthius xanthochlorus,130.7,2483
8576,Ptilinopus alligator,27.5,495
8577,Ptilinopus aurantiifrons,34.8,662
8578,Ptilinopus bernsteinii,17.1,273
8579,Ptilinopus chalcurus,6.2,37
8580,Ptilinopus cinctus,59.9,1138
8581,Ptilinopus coralensis,5.2,52
8582,Ptilinopus coronulatus,22.9,413
8583,Ptilinopus dohertyi,9.8,156
8584,Ptilinopus dupetithouarsii,8.1,121
8585,Ptilinopus epius,12.3,222
8586,Ptilinopus eugeniae,6.0,72
8587,Ptilinopus fischeri,27.1,488
8588,Ptilinopus granulifrons,8.4,67
8589,Ptilinopus greyi,86.7,1474
8590,Ptilinopus gularis,1.6,11
8591,Ptilinopus hernsheimi,5.3,21
8592,Ptilinopus huttoni,1.5,3
8593,Ptilinopus hyogastrus,42.7,726
8594,Ptilinopus insolitus,14.0,210
8595,Ptilinopus insularis,2.3,14
8596,Ptilinopus iozonus,139.0,2502
8597,Ptilinopus jambu,45.3,860
8598,Ptilinopus layardi,6.0,90
8599,Ptilinopus leclancheri,117.2,2226
8600,Ptilinopus luteovirens,39.8,717
8601,Ptilinopus magnificus,1494.5,28395
8602,Ptilinopus mangoliensis,4.0,32
8603,Ptilinopus marchei,16.4,279
8604,Ptilinopus melanospilus,141.4,2545
8605,Ptilinopus merrilli,11.8,225
8606,Ptilinopus monacha,28.4,482
8607,Ptilinopus nainus,27.6,441
8608,Ptilinopus occipitalis,88.9,1689
8609,Ptilinopus ornatus,14.5,261
8610,Ptilinopus pelewensis,266.3,4793
8611,Ptilinopus perlatus,62.6,1126
8612,Ptilinopus perousii,32.4,584
8613,Ptilinopus ponapensis,10.2,143
8614,Ptilinopus porphyraceus,51.6,981
8615,Ptilinopus porphyreus,20.8,374
8616,Ptilinopus pulchellus,66.8,1202
8617,Ptilinopus purpuratus,18.4,295
8618,Ptilinopus rarotongensis,6.6,118
8619,Ptilinopus regina,1021.9,19417
8620,Ptilinopus richardsii,17.8,231
8621,Ptilinopus rivoli,83.5,1503
8622,Ptilinopus roseicapilla,53.8,914
8623,Ptilinopus solomonensis,25.3,379
8624,Ptilinopus speciosus,1.5,3
8625,Ptilinopus subgularis,5.3,48
8626,Ptilinopus superbus,514.6,9778
8627,Ptilinopus tannensis,27.6,442
8628,Ptilinopus victor,17.8,321
8629,Ptilinopus viridis,52.1,938
8630,Ptilinopus wallacii,14.3,172
8631,Ptilocichla falcata,16.3,293
8632,Ptilocichla leucogrammica,20.8,374
8633,Ptilocichla mindanensis,34.2,615
8634,Ptilogonys caudatus,1049.8,19947
8635,Ptilogonys cinereus,2385.4,45323
8636,Ptilonorhynchus cerviniventris,5.5,83
8637,Ptilonorhynchus guttatus,78.6,1258
8638,Ptilonorhynchus maculatus,158.6,2854
8639,Ptilonorhynchus violaceus,5804.1,110277
8640,Ptilopachus petrosus,224.6,4268
8641,Ptiloprora erythropleura,16.8,235
8642,Ptiloprora guisei,60.4,1026
8643,Ptiloprora mayri,1.5,6
8644,Ptiloprora meekiana,5.6,67
8645,Ptiloprora perstriata,81.3,1464
8646,Ptiloprora plumbea,1.2,6
8647,Ptilopsis granti,254.7,4839
8648,Ptilopsis leucotis,85.7,1629
8649,Ptiloris intercedens,29.5,442
8650,Ptiloris magnificus,181.4,3265
8651,Ptiloris paradiseus,381.8,7255
8652,Ptiloris victoriae,547.5,10403
8653,Ptilorrhoa caerulescens,32.4,518
8654,Ptilorrhoa castanonota,22.0,352
8655,Ptilorrhoa geislerorum,3.0,6
8656,Ptilorrhoa leucosticta,37.7,566
8657,Ptilostomus afer,442.5,8407
8658,Ptychoramphus aleuticus,3443.2,65421
8659,Ptyonoprogne concolor,3243.2,61621
8660,Ptyonoprogne fuligula,7691.4,146137
8661,Ptyonoprogne obsoleta,77.8,1401
8662,Ptyonoprogne rupestris,9208.9,174969
8663,Ptyrticus turdinus,4.2,71
8664,Pucrasia macrolopha,150.8,2865
8665,Puffinus assimilis,133.8,2408
8666,Puffinus auricularis,6.3,107
8667,Puffinus bailloni,49.0,931
8668,Puffinus bannermani,4.3,65
8669,Puffinus baroli,56.7,1078
8670,Puffinus boydi,22.3,423
8671,Puffinus bryani,1.8,16
8672,Puffinus bulleri,1795.9,34122
8673,Puffinus carneipes,788.8,14987
8674,Puffinus conradi,1.0,1
8675,Puffinus creatopus,5491.2,104332
8676,Puffinus gavia,772.1,14670
8677,Puffinus gravis,4524.8,85972
8678,Puffinus griseus,11364.8,215932
8679,Puffinus heinrothi,5.5,77
8680,Puffinus huttoni,471.6,8960
8681,Puffinus lherminieri,1183.2,21298
8682,Puffinus mauretanicus,1631.5,30998
8683,Puffinus myrtae,3.0,6
8684,Puffinus nativitatis,37.0,703
8685,Puffinus newelli,98.9,1780
8686,Puffinus opisthomelas,2743.0,52117
8687,Puffinus pacificus,2504.9,47593
8688,Puffinus persicus,88.6,1595
8689,Puffinus puffinus,2917.9,55441
8690,Puffinus subalaris,584.5,11105
8691,Puffinus tenuirostris,2100.1,39901
8692,Puffinus yelkouan,511.4,9717
8693,Pulsatrix koeniswaldiana,168.9,3209
8694,Pulsatrix melanota,183.5,3486
8695,Pulsatrix perspicillata,985.1,18717
8696,Purpureicephalus spurius,799.3,15186
8697,Pycnonotus atriceps,12.2,231
8698,Pycnonotus aurigaster,1987.4,37761
8699,Pycnonotus barbatus,8315.3,157991
8700,Pycnonotus bimaculatus,6.6,86
8701,Pycnonotus blanfordi,2913.5,55357
8702,Pycnonotus brunneus,800.4,15207
8703,Pycnonotus cafer,35596.4,676331
8704,Pycnonotus capensis,3735.1,70967
8705,Pycnonotus cinereifrons,67.9,1223
8706,Pycnonotus cyaniventris,5.8,58
8707,Pycnonotus dispar,5.6,50
8708,Pycnonotus dodsoni,91.6,1374
8709,Pycnonotus erythropthalmos,12.8,231
8710,Pycnonotus eutilotus,7.1,107
8711,Pycnonotus finlaysoni,1031.9,19607
8712,Pycnonotus flavescens,533.5,10136
8713,Pycnonotus flaviventris,2223.9,42254
8714,Pycnonotus fuscoflavescens,136.7,2460
8715,Pycnonotus goiavier,5542.3,105304
8716,Pycnonotus gularis,1057.8,20098
8717,Pycnonotus hualon,6.3,88
8718,Pycnonotus jocosus,24421.2,464003
8719,Pycnonotus leucogenys,3025.1,57476
8720,Pycnonotus leucogrammicus,13.6,232
8721,Pycnonotus leucotis,3871.6,73561
8722,Pycnonotus luteolus,6013.1,114248
8723,Pycnonotus melanicterus,176.6,3355
8724,Pycnonotus melanoleucos,8.4,76
8725,Pycnonotus montis,42.4,720
8726,Pycnonotus nigricans,4071.9,77367
8727,Pycnonotus penicillatus,99.2,1885
8728,Pycnonotus plumosus,760.2,14443
8729,Pycnonotus priocephalus,511.3,9203
8730,Pycnonotus pseudosimplex,7.2,93
8731,Pycnonotus simplex,403.2,7660
8732,Pycnonotus sinensis,21712.7,412542
8733,Pycnonotus somaliensis,4.7,33
8734,Pycnonotus squamatus,4.0,44
8735,Pycnonotus striatus,357.2,6786
8736,Pycnonotus taivanus,2287.8,43469
8737,Pycnonotus tricolor,11075.3,210430
