"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"3782",1344,"Haplophaedia lugens","Trochilidae","Caprimulgiformes","AVIBASE-745C796B",-0.324208233,64.5,41.2,6.9,"Forest",1,1,"Herbivore","Nectarivore","Aerial",-0.21,1.37,0.59,-78.2,4915.22,1,0,1,1,1,1,0,0,0,0,0,0,-1.964449282,-3.950435407,NA,NA,2.233044684,-0.313016537,34,646,1,"Hoary Puffleg","erione givree","Calzadito Canoso",721,3.23,0,0,0,0,240.3333333,1.076666667,2,0.0784035823178599,0,0.519590860990225
"3881",8670,"Henicorhina anachoreta","Troglodytidae","Passeriformes","AVIBASE-BDC37153",-0.4033046,49.7,23.2,16.2,"Forest",1,1,"Carnivore","Invertivore","Generalist",10.45,11.16,10.82,-73.64,4428.6,1,0,0,0,0,1,0,1,0,0,0,0,-1.110959,-4.054688,NA,NA,2.534393,-0.250396,104.9,1889,0,"Hermit Wood-Wren","Troglodyte ermite","Cucarachero Anacoreta",0,0,0,0,0,0,0,0,2,0.167234361621116,0,0.541711422589017
"3929",3057,"Hieraaetus pennatus","Accipitridae","Accipitriformes","AVIBASE-4B8CC285",1.264666143,361.8,198,823.8,"Forest",1,3,"Carnivore","Vertivore","Generalist",-34.84,57.55,42.1,55.17,6138248.03,1,0,1,1,1,1,1,1,1,0,0,0,2.817957088,3.179522723,-0.30728718,2,6.27643553,0.527204121,14978.8,284598,1,"Booted Eagle","Aigle botte","aguila Calzada",7397,33.17,6355,28.63,1537,6.92,5096.333333,22.90666667,1,0.157579012694155,0,0.539313437015088
"3971",8035,"Horornis haddeni","Scotocercidae","Passeriformes","AVIBASE-A974FAFE",-0.3311559,63.2,41,24.8,"Forest",1,1,"Carnivore","Invertivore","Generalist",-6.55,-5.65,-5.95,155.08,549.11,1,1,0,0,0,0,0,0,0,0,0,0,-0.685127,-6.142228,NA,NA,2.86972,-0.1807148,2.6,18,0,"Odedi","Bouscarle de Bougainville","Cetia Odedi",0,0,0,0,0,0,0,0,2,0.811264850144209,0,0.692378970686958
"3980",2003,"Hydrobates melania","Hydrobatidae","Procellariiformes","AVIBASE-149499C6",0.251377944,172.2,81,61.5,"Marine",3,3,"Carnivore","Aquatic predator","Aerial",24.53,33.49,27.58,-113.37,38.23,0,1,0,0,0,0,0,0,0,0,1,0,0.223066481,-8.806906652,NA,NA,9.163840846,1.127209831,1510.7,28703,0,"Black Storm-Petrel","Oceanite noir","Paino Negro",0,0,0,0,0,0,0,0,1,0.791931115061534,0,0.688245827956369
"4055",7868,"Hypsipetes borbonicus","Pycnonotidae","Passeriformes","AVIBASE-E55C03F8",-0.06393853,113.2,102.2,55.3,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-21.37,-20.86,-21.12,55.54,2541.14,1,1,0,0,0,1,0,0,0,0,0,0,0.1168022,-4.610159,NA,NA,3.212787,-0.1094251,55.3,1050,0,"Reunion Bulbul","Bulbul de Bourbon","Bulbul de Reunion",0,0,0,0,0,0,0,0,2,1.61717810383278,0,0.834405588077558
"4065",7855,"Hypsipetes rufigularis","Pycnonotidae","Passeriformes","AVIBASE-BFD69DF2",-0.05805975,114.3,99,58.7,"Forest",1,1,"Herbivore","Frugivore","Insessorial",6.4,8.73,7.83,123.34,21991.1,1,0,0,0,0,1,0,1,0,0,0,0,0.176469,-2.452134,-0.1996674,2.4,3.547437,-0.03988449,6.5,98,0,"Zamboanga Bulbul","Bulbul a gorge rousse","Bulbul Gorjirrufo",0,0,0,0,0,0,0,0,2,-0.0309199341163467,0,0.492270632261327
"4170",7845,"Ixos nicobariensis","Pycnonotidae","Passeriformes","AVIBASE-0D2A9574",-0.1483792,97.4,93.5,36,"Forest",1,1,"Omnivore","Omnivore","Insessorial",7.87,8.57,8.09,93.4,462.76,1,1,1,0,1,0,0,0,0,0,0,0,-0.3124518,-6.313319,NA,NA,3.204555,-0.1111357,5.3,58,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.31739273302884,0,0.788747598181583
"4235",6507,"Lalage sharpei","Campephagidae","Passeriformes","AVIBASE-16FF90E9",-0.233354333,81.5,53,28.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-14.06,-13.43,-13.74,-172.17,2877.15,1,0,0,0,0,1,0,0,0,0,1,0,-0.542563976,-4.4859717,NA,NA,3.112098123,-0.130348354,9,126,0,"Samoan Triller","echenilleur des Samoa","Oruguero de Samoa",0,0,0,0,0,0,0,0,2,0.586755849404615,0,0.642620441198162
"4248",6683,"Lamprolia victoriae","Lamproliidae","Passeriformes","AVIBASE-41898F4D",-0.233354333,81.5,45.5,14.7,"Forest",1,1,"Carnivore","Invertivore","Generalist",-17.01,-16.69,-16.85,-67.67,442.23,1,1,0,0,0,1,0,0,0,0,1,0,-1.2081232,-6.358697091,-0.576336676,1,2.534393376,-0.250395978,6.5,111,0,"Taveuni Silktail","Lamprolie queue-de-soie","Monarca de Taveuni",0,0,0,0,0,0,0,0,2,2.38224739976128,0,0.915463523149439
"4315",6902,"Lanius ludovicianus","Laniidae","Passeriformes","AVIBASE-36171C2B",-0.153723562,96.4,96.7,51.6,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",16.1,55.52,38.03,-101.11,8852504.29,1,1,0,0,1,1,0,0,1,0,1,0,0.047550979,3.545683748,0.49986131,5,2.702084494,-0.215549596,52966.7,1006368,0,"Loggerhead Shrike","Pie-grieche migratrice","Alcaudon Americano",5018,22.5,0,0,0,0,1672.666667,7.5,2,0.321915241215732,0,0.579790940065303
"4336",2605,"Larus bulleri","Laridae","Charadriiformes","AVIBASE-1E12A4D6",0.867581158,287.5,93,230.2,"Riverine",3,1,"Carnivore","Aquatic predator","Generalist",-46.38,-36.21,-42.4,172.6,8688.09,0,1,0,1,0,1,1,1,1,0,1,0,1.542977802,-3.380818798,NA,NA,7.497637956,0.780971206,3.6,32,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,1.1148454092149,0,0.753031341503012
"4426",4278,"Leptosittaca branickii","Psittacidae","Psittaciformes","AVIBASE-B6D7DD31",0.301614806,181.6,191.5,155.7,"Forest",1,1,"Herbivore","Granivore","Insessorial",-13.59,5.07,-4.59,-75.13,44189.56,1,1,1,0,0,1,0,0,0,0,0,0,1.151960385,-1.754283358,NA,NA,2.988376883,-0.156057751,363.1,6899,1,"Golden-plumed Parakeet","Conure a pinceaux d'or","Aratinga de Pinceles",0,0,0,0,0,0,0,0,1,1.31580642482993,0,0.78848315878719
"4430",696,"Leptotila conoveri","Columbidae","Columbiformes","AVIBASE-52700241",0.057912581,136,90.8,153.5,"Forest",1,1,"Herbivore","Granivore","Terrestrial",1.81,4.93,3.51,-75.57,2812.53,1,0,1,0,0,1,0,0,0,0,0,0,1.137729873,-4.508687486,NA,NA,3.611091665,-0.026656997,98.3,1867,0,"Tolima Dove","Colombe de Conover","Paloma Montaraz de Tolima",0,0,0,0,0,0,0,0,2,0.836202198599997,0,0.697664752760338
"4458",3978,"Leuconotopicus borealis","Picidae","Piciformes","AVIBASE-0BFCAE79",-0.043630013,117,85,48,"Forest",2,1,"Carnivore","Invertivore","Insessorial",25.85,37.47,32.35,-85.56,603894.41,1,1,0,0,0,1,1,1,0,0,1,0,-0.024769683,0.860627444,NA,NA,3.03043827,-0.147317353,4535.5,86174,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.746379839347538,0,0.67838937315385
"4486",5985,"Lichmera notabilis","Meliphagidae","Passeriformes","AVIBASE-68F6A00C",-0.281453456,72.5,63,11.5,"Forest",2,1,"Herbivore","Nectarivore","Insessorial",-8.02,-7.56,-7.78,126.3,2638.29,1,0,0,1,0,1,0,0,0,0,0,0,-1.453623659,-4.57264094,NA,NA,2.423240681,-0.273493619,9,63,0,"Black-chested Honeyeater","Meliphage de Wetar","Mielero Acollarado",0,0,0,0,0,0,0,0,1,0.0427471664855699,0,0.510685164569485
"4491",2489,"Limnodromus semipalmatus","Scolopacidae","Charadriiformes","AVIBASE-B7E68EC8",0.262066638,174.2,61.2,212,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",44,60.08,52.31,97.12,2745344,1,0,1,0,0,1,0,0,1,0,1,0,1.460615581,2.374889744,-0.30728718,2,5.625851177,0.392012043,321.7,6112,0,"Asian Dowitcher","Becassin d'Asie","Agujeta Asiatica",475,2.13,0,0,0,0,158.3333333,0.71,2,0.0445380611461235,0,0.511132675080098
"4495",2457,"Limosa haemastica","Scolopacidae","Charadriiformes","AVIBASE-93013964",0.454463132,210.2,73,253.3,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",54.28,70.64,63.33,-132.38,432823.38,1,0,0,1,0,1,0,0,1,0,1,0,1.638603863,0.527557826,0.217359338,3.95,6.29698994,0.531475348,4169.4,79218,0,"Hudsonian Godwit","Barge hudsonienne","Aguja Cafe",2388,10.71,0,0,1349,6.08,1245.666667,5.596666667,1,0.500498913348336,0,0.622576570525425
"4496",2455,"Limosa lapponica","Scolopacidae","Charadriiformes","AVIBASE-9A684C99",0.453928697,210.1,74,291.7,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",59.8,75.26,69.14,73.39,1469087.3,1,1,1,1,0,1,1,1,1,0,1,0,1.779755183,1.749624682,0.230811813,4,8.434449747,0.975641632,21628,410932,0,"Bar-tailed Godwit","Barge rousse","Aguja Colipinta",2690,12.06,3277,14.76,1442,6.5,2469.666667,11.10666667,2,2.24929189190563,0,0.904589437648141
"4497",2458,"Limosa limosa","Scolopacidae","Charadriiformes","AVIBASE-454B5CD5",0.483322606,215.6,78,288.4,"Wetland",3,3,"Carnivore","Aquatic predator","Terrestrial",41.74,69.09,55.43,66.46,10058061.19,1,1,1,1,1,1,1,1,1,0,1,0,1.768377712,3.67335778,0.217359338,3.95,7.651186278,0.8128787,34350.2,652654,0,"Black-tailed Godwit","Barge a queue noire","Aguja Colinegra",2125,9.53,1442,6.5,922,4.15,1496.333333,6.726666667,2,1.6302221591803,0,0.836200070084135
"4500",10205,"Linaria johannis","Fringillidae","Passeriformes","AVIBASE-3E8BDBBA",-0.2755747,73.6,51.5,13.4,"Shrubland",2,1,"Herbivore","Granivore","Generalist",10.56,11.04,10.83,47.73,2340.98,1,0,0,0,0,1,0,0,0,0,1,0,-1.300716,-4.692202,NA,NA,1.878532,-0.3866847,1,2,0,"Warsangli Linnet","Linotte de Warsangli","Pardillo Somali",588,2.64,0,0,0,0,196,0.88,2,0.467183769745476,0,0.614716976231405
"4614",340,"Lophura inornata","Phasianidae","Galliformes","AVIBASE-0C6585C7",0.449653219,209.3,137.5,685,"Forest",1,1,"Omnivore","Omnivore","Terrestrial",-5.84,5.5,0.85,99.63,71415.83,1,0,0,0,0,1,0,1,0,0,0,0,2.633448144,-1.274252367,-0.30728718,2,7.625545366,0.807550493,7.8,132,0,"Salvadori's Pheasant","Faisan de Salvadori","Faisan Sencillo",0,0,0,0,0,0,0,0,2,0.193347165330995,0,0.548186770434707
"4621",4423,"Loriculus catamene","Psittacidae","Psittaciformes","AVIBASE-390975E0",-0.236560941,80.9,37.5,34,"Forest",1,1,"Herbivore","Omnivore","Insessorial",3.38,3.74,3.56,125.54,556.53,1,1,0,0,0,1,0,0,0,1,0,0,-0.369610169,-6.128806122,NA,NA,3.85364831,0.023746516,4.1,29,1,"Sangihe Hanging-Parrot","Coryllis des Sangihe","Loriculo de La Sangihe",0,0,0,0,0,0,0,0,2,1.98458730446494,0,0.879169322561076
"4630",4374,"Lorius chlorocercus","Psittacidae","Psittaciformes","AVIBASE-8EFBF8E5",0.177625955,158.4,90.4,173.5,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-11.85,-8.3,-9.75,160.84,14033.51,1,0,0,0,0,1,0,0,0,0,0,0,1.260206905,-2.901323879,NA,NA,7.563488371,0.794654988,18.9,284,1,"Yellow-bibbed Lory","Lori a collier jaune","Lori Acollarado",1258,5.64,0,0,0,0,419.3333333,1.88,1,-0.00880549895557792,0,0.49779863948496
"4662",366,"Lyrurus mlokosiewiczi","Phasianidae","Galliformes","AVIBASE-4ACE5613",0.388193228,197.8,166.8,814,"Shrubland",2,1,"Herbivore","Herbivore terrestrial","Generalist",38.58,44.19,42.22,44.29,104757.72,1,0,1,1,1,1,0,0,0,0,0,0,2.805989672,-0.891121665,0.768910806,6,3.849344692,0.02285222,54,1026,0,"Caucasian Grouse","Tetras du Caucase","Gallo Lira Caucasiano",0,0,0,0,0,0,0,0,2,0.266407673892119,0,0.566210782483042
"4700",646,"Macropygia rufipennis","Columbidae","Columbiformes","AVIBASE-DC1A2059",0.351851668,191,182.7,256,"Forest",1,1,"Herbivore","Frugivore","Insessorial",6.75,13.68,11.22,92.96,7597.74,1,0,1,0,0,1,0,0,0,0,0,0,1.649206751,-3.514921086,-0.576336676,1,4.7487811,0.209756004,40.4,728,0,"Andaman Cuckoo-Dove","Phasianelle des Nicobar","Tortola Cuco de Andaman",0,0,0,0,0,0,0,0,1,0.643080142448047,0,0.655449398737536
"4712",8359,"Malacocincla perspicillata","Pellorneidae","Passeriformes","AVIBASE-84378150",-0.2044949,86.9,48.9,25.5,"Forest",1,1,"Carnivore","Invertivore","Generalist",-2.71,-2.7,-2.7,114.53,0.97,1,0,0,0,0,1,0,1,0,0,0,0,-0.6572922,-12.48099,NA,NA,2.641072,-0.228228,1,1,0,"Black-browed Babbler","Akalat a sourcils noirs","Tordina Cejinegra",317,1.42,0,0,148,0.67,155,0.696666667,0,2.97775414663862,0,0.951558954690757
"4725",8319,"Malacopteron palawanense","Pellorneidae","Passeriformes","AVIBASE-BAA37492",-0.2141147,85.1,74.5,32.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.81,10,8.97,117.83,3507.14,1,0,0,1,0,1,0,0,0,0,0,0,-0.4271147,-4.287971,NA,NA,2.699064,-0.2161774,18.7,336,0,"Palawan Babbler","Akalat de Palawan","Tordina de Palawan",0,0,0,0,0,0,0,0,2,0.202899827011585,0,0.550551648345219
"4774",5144,"Margarornis bellulus","Furnariidae","Passeriformes","AVIBASE-5D9734CE",-0.285728934,71.7,69.4,18.5,"Forest",1,1,"Carnivore","Invertivore","Insessorial",7.62,8.94,8.13,-77.53,194.36,1,0,0,1,1,0,0,0,0,0,1,0,-0.978199962,-7.18081509,NA,NA,2.706175316,-0.214699519,7.4,111,0,"Beautiful Treerunner","Anabasitte superbe","Subepalo Bonito",0,0,0,0,0,0,0,0,2,0.423672667666541,0,0.604361752109609
"4782",6841,"Mayrornis versicolor","Monarchidae","Passeriformes","AVIBASE-F410F3C2",-0.304434149,68.2,59.8,29,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-19.22,-19.12,-19.17,-178.41,16.45,0,1,0,0,0,0,0,0,0,0,1,0,-0.528674864,-9.650201722,NA,NA,2.948917739,-0.164257401,2.7,8,0,"Ogea Monarch","Monarque versicolore","Monarca Versicolor",0,0,0,0,0,0,0,0,2,0.510372060484731,0,0.624893690080493
"4809",81,"Megapodius geelvinkianus","Megapodiidae","Galliformes","AVIBASE-8252F53B",0.466220695,212.4,68.8,642.5,"Forest",1,1,"Herbivore","Omnivore","Terrestrial",-1.53,-0.63,-0.97,135.76,2947.6,1,1,1,0,0,1,0,0,0,0,1,0,2.569396123,-4.46178064,2.517732533,12.5,4.759216809,0.211924555,5.3,58,0,"Biak Scrubfowl","Megapode de Geelvink","Talegalo de Biak",0,0,0,0,0,0,0,0,2,3.05957561031005,0,0.955194137302412
"4810",78,"Megapodius laperouse","Megapodiidae","Galliformes","AVIBASE-E19BE428",0.223587339,167,55.4,308,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",6.89,20.54,11.48,139.7,838.35,1,1,1,0,0,1,1,0,0,1,1,0,1.834129089,-5.719091525,1.037960302,7,4.744110458,0.20878544,88.8,1598,0,"Micronesian Scrubfowl","Megapode de La Perouse","Talegalo de Las Marianas",0,0,0,0,0,0,0,0,2,3.28232949630241,0,0.963817608508081
"4820",2890,"Megascops barbarus","Strigidae","Strigiformes","AVIBASE-E474A4C4",0.057912581,136,65.7,69,"Forest",1,1,"Carnivore","Invertivore","Insessorial",14.98,17.06,16.01,-91.39,18360.29,1,1,1,0,0,1,0,0,0,0,0,0,0.338135811,-2.63258174,0.365336561,4.5,2.476476043,-0.262431257,15.8,269,0,"Bearded Screech-Owl","Petit-duc bride","Autillo Barbudo",0,0,0,0,0,0,0,0,1,1.39790505892126,0,0.801851242585893
"4823",2891,"Megascops colombianus","Strigidae","Strigiformes","AVIBASE-7235DAD7",0.37590123,195.5,99.1,153,"Forest",1,1,"Carnivore","Omnivore","Insessorial",-0.23,6.15,2.41,-77.27,13694.16,1,0,0,1,0,1,0,0,0,0,0,0,1.134467227,-2.925802456,NA,NA,3.421455536,-0.066063574,1.7,10,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.148883818669683,0,0.537152352209325
"4843",8158,"Megazosterops palauensis","Zosteropidae","Passeriformes","AVIBASE-B1C8FC63",-0.2600761,76.5,49.5,31,"Forest",1,1,"Omnivore","Omnivore","Insessorial",6.97,7.73,7.47,134.55,413.29,0,1,0,0,0,1,0,0,0,0,1,0,-0.4619835,-6.426378,NA,NA,3.070044,-0.1390872,39.7,556,0,"Giant White-eye","Zosterops des Palau","Anteojitos de Las Palaos",0,0,0,0,0,0,0,0,2,0.594288702320884,0,0.644348566988361
"4860",3920,"Melanerpes erythrocephalus","Picidae","Piciformes","AVIBASE-448D91B7",0.077686665,139.7,83.3,71.6,"Forest",1,1,"Carnivore","Invertivore","Insessorial",25.64,51.7,40.26,-93.26,5461683.2,1,1,0,0,1,1,1,1,1,0,1,0,0.37512438,3.062740379,0.49986131,5,2.651364715,-0.226089216,48390.3,919415,0,"Red-headed Woodpecker","Pic a tete rouge","Carpintero Cabecirrojo",2172,9.74,0,0,0,0,724,3.246666667,1,0.576342773151223,0,0.640225445042504
"4863",3918,"Melanerpes herminieri","Picidae","Piciformes","AVIBASE-21DB707D",0.06005032,136.4,102.6,100,"Forest",1,1,"Omnivore","Invertivore","Insessorial",15.95,16.52,16.23,-61.57,1468.62,0,1,1,0,1,1,0,0,1,0,1,0,0.709199492,-5.158448736,NA,NA,2.859417855,-0.182855566,163.7,3110,0,"Guadeloupe Woodpecker","Pic de Guadeloupe","Carpintero de Isla Guadalupe",0,0,0,0,0,0,0,0,1,1.27244639300072,0,0.781161242417881
"4905",351,"Meleagris ocellata","Phasianidae","Galliformes","AVIBASE-729BEC33",1.268407186,362.5,305.2,5525,"Forest",2,1,"Herbivore","Omnivore","Terrestrial",16.53,21.61,19.18,-89.14,141592.72,1,1,0,0,0,1,0,0,0,0,0,0,4.721067832,-0.589817153,2.383207785,12,3.536133586,-0.042233361,771.2,14653,1,"Ocellated Turkey","Dindon ocelle","Guajolote Ocelado",3332,14.94,0,0,1466,6.6,1599.333333,7.18,2,1.45661997975031,0,0.811015165064068
"4953",5906,"Menura alberti","Menuridae","Passeriformes","AVIBASE-05554FAE",0.730765874,261.9,441.1,928,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",-29.7,-27.55,-28.62,152.33,25535.74,1,1,0,0,0,1,0,1,0,0,1,0,2.937061039,-2.302692881,-0.576336676,1,10.26851848,1.356762947,221.9,4217,0,"Albert's Lyrebird","Menure d'Albert","Ave Lira de Alberto",0,0,0,0,297,1.34,99,0.446666667,2,2.48500402296173,0,0.923083836863602
"5023",2289,"Microcarbo pygmaeus","Phalacrocoracidae","Suliformes","AVIBASE-AFF49475",0.405295139,201,142.4,676,"Wetland",3,2,"Carnivore","Aquatic predator","Aquatic",29.94,47.87,42.14,49.9,617480.54,1,0,0,0,0,1,0,1,1,0,0,0,2.620222382,0.882875633,NA,NA,5.096302422,0.281971282,2785.3,52920,0,"Pygmy Cormorant","Cormoran pygmee","Cormoran Pigmeo",1583,7.1,0,0,0,0,527.6666667,2.366666667,1,0.120388493312278,0,0.530060825158357
"5225",6785,"Myiagra albiventris","Monarchidae","Passeriformes","AVIBASE-92CCC2A9",-0.29214215,70.5,60.8,12.3,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-14.06,-13.43,-13.74,-172.17,2877.26,1,1,0,0,0,0,0,0,0,0,1,0,-1.386371432,-4.485933468,NA,NA,3.025808364,-0.148279452,12.7,203,0,"Samoan Flycatcher","Monarque des Samoa","Monarca Samoano",0,0,0,0,0,0,0,0,2,0.638281092163339,0,0.65436479584925
"5228",6787,"Myiagra azureocapilla","Monarchidae","Passeriformes","AVIBASE-D37D32F3",-0.250990678,78.2,72.8,12.9,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-17.01,-16.69,-16.85,-58.95,441.36,1,1,0,0,0,0,0,0,0,0,1,0,-1.338743383,-6.36066633,-0.576336676,1,2.40646644,-0.276979323,6.9,117,0,"Azure-crested Flycatcher","Monarque a crete bleue","Monarca Crestiazul",0,0,0,0,0,0,0,0,2,1.25052944038534,0,0.777391496384371
"5312",10650,"Myiothlypis conspicillata","Parulidae","Passeriformes","AVIBASE-BA47292D",-0.3236738,64.6,58,13.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.16,11.28,10.83,-73.59,2716.57,1,0,0,0,0,1,0,1,0,0,0,0,-1.278575,-4.543402,0.09628707,3.5,2.281772,-0.3028909,240.8,4575,0,"White-lored Warbler","Paruline a lores blancs","Reinita Embridada",0,0,0,0,0,0,0,0,2,0.282755812118021,0,0.570221718104685
"5336",9244,"Myophonus robinsoni","Muscicapidae","Passeriformes","AVIBASE-8B409B52",0.08035884,140.2,95,99.2,"Forest",1,1,"Carnivore","Invertivore","Terrestrial",3.12,4.71,4.08,101.57,4373.93,1,0,1,0,1,0,0,0,1,0,1,0,0.7011673,-4.06711,-0.388002,1.7,4.601268,0.1791027,19.7,354,0,"Malayan Whistling-Thrush","Arrenga de Robinson","Arrenga Malayo",0,0,0,0,0,0,0,0,2,0.454318006730353,0,0.611665386908623
"5385",6033,"Myzomela albigula","Meliphagidae","Passeriformes","AVIBASE-04AEB6A1",-0.30229641,68.6,57.2,14.6,NA,1,1,"Omnivore","Nectarivore","Insessorial",-11.43,-10.25,-11.26,153.88,345.83,1,0,0,0,0,0,0,0,0,0,1,0,-1.214949165,-6.604579875,NA,NA,2.556709855,-0.245758591,2.9,20,0,"White-chinned Myzomela","Myzomele a menton blanc","Mielero Barbiblanco",0,0,0,0,0,0,0,0,0,0.000465190346089828,0,0.500116297584425
"5429",9869,"Neochmia ruficauda","Estrildidae","Passeriformes","AVIBASE-FC54497E",-0.3968914,50.9,43.6,11.1,"Wetland",3,1,"Herbivore","Granivore","Terrestrial",-26.85,-10.69,-17.7,127.54,1106611,1,1,0,0,0,1,0,1,0,0,1,0,-1.489026,1.466286,0.3922415,4.6,1.845886,-0.3934685,116.3,2093,0,NA,NA,NA,0,0,0,0,0,0,0,0,1,0.193817065861949,0,0.548303151837568
"5448",5289,"Neopelma aurifrons","Pipridae","Passeriformes","AVIBASE-5937195C",-0.289469977,71,50,14,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-22.48,-12.37,-16.48,-40.67,5071.66,1,0,1,1,0,1,0,1,0,0,1,0,-1.256913364,-3.91910374,NA,NA,2.30609882,-0.297835814,13.3,239,0,"Wied's Tyrant-Manakin","Manakin tyran","Saltarin de Wied",0,0,0,0,0,0,0,0,2,1.15809073561515,0,0.760985618473385
"5493",479,"Netta erythrophthalma","Anatidae","Anseriformes","AVIBASE-36C0242E",0.442705568,208,52.4,780.4,"Wetland",3,2,"Herbivore","Herbivore aquatic","Aquatic",-34.84,15.22,-12.6,12.81,10612856.99,1,1,0,0,0,1,0,1,0,0,0,0,2.763835915,3.727049548,1.535701871,8.85,2.072947748,-0.34628484,1420.8,26995,0,"Southern Pochard","Nette brune","Pato Morado",0,0,0,0,4034,18.17,1344.666667,6.056666667,1,0.165403914967534,0,0.541256961043515
"5519",2737,"Ninox affinis","Strigidae","Strigiformes","AVIBASE-719451A5",0.350782799,190.8,116.2,146,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.51,13.57,12.28,92.78,5655.23,1,0,0,0,0,1,0,0,1,0,0,0,1.087635928,-3.81019114,0.015572216,3.2,5.326512593,0.329809186,35.7,607,1,"Andaman Boobook","Ninoxe des Andaman","Ninox de Andaman",0,0,0,0,0,0,0,0,1,0.677613059611551,0,0.663205748999216
"5521",2746,"Ninox burhani","Strigidae","Strigiformes","AVIBASE-BF2E6226",0.338490801,188.5,100,99,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.57,-0.23,-0.43,121.87,435.6,1,0,0,0,0,1,0,1,0,0,0,0,0.699149156,-6.373802808,NA,NA,3.969198998,0.047758064,3.8,19,1,"Togian Boobook","Ninoxe de Burhan","Ninox de Las Togian",0,0,0,0,0,0,0,0,2,1.35340169475983,0,0.79468520724735
"5523",2752,"Ninox forbesi","Strigidae","Strigiformes","AVIBASE-EF2010E1",0.365746971,193.6,113.4,210,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-8.35,-6.98,-7.6,131.37,4268.15,1,0,0,0,1,1,0,0,0,0,0,0,1.451136837,-4.091591442,NA,NA,3.618865835,-0.025041517,5,60,0,"Tanimbar Boobook","Ninoxe des Tanimbar","Ninox de Las Tanimbar",0,0,0,0,0,0,0,0,1,0.419257336593524,0,0.603305523383687
"5538",2735,"Ninox randi","Strigidae","Strigiformes","AVIBASE-344F50D2",0.538903815,226,114,202,"Forest",1,3,"Carnivore","Invertivore","Insessorial",5.56,19.58,12.02,122.9,226955.05,1,0,1,1,1,1,0,0,0,0,0,0,1.412297004,-0.11801994,0.015572216,3.2,3.618865835,-0.025041517,24.4,415,0,"Chocolate Boobook","Ninoxe de Rand","Ninox Chocolate",0,0,0,0,0,0,0,0,2,0.0451268416192883,0,0.511279796258439
"5540",2729,"Ninox rudolfi","Strigidae","Strigiformes","AVIBASE-EB43852E",0.576314244,233,141.5,222,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-10.32,-9.28,-9.76,119.95,10704.53,1,0,0,0,0,1,0,1,0,0,0,0,1.506706688,-3.172104904,-0.172762432,2.5,5.35897211,0.336554306,6.4,103,1,"Sumba Boobook","Ninoxe de Sumba","Ninox de Sumba Grande",0,0,0,0,0,0,0,0,2,0.525448201371259,0,0.628420852961629
"5546",2751,"Ninox squamipila","Strigidae","Strigiformes","AVIBASE-4FA9994A",0.464082956,212,119.2,210,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-3.88,-2.78,-3.22,129.39,18242.6,1,0,0,0,1,1,0,0,0,0,0,0,1.451136837,-2.639012402,NA,NA,5.271366844,0.318349844,10.9,120,1,"Seram Boobook","Ninoxe des Moluques","Ninox de Seram",0,0,0,0,0,0,0,0,1,-0.0460884166383049,0,0.488479934956211
