"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean","count_mean","mean","category.n","prediction","threatened","prob.predictions"
"10540",7087,"Paradisornis rudolphi","Paradisaeidae","Passeriformes","AVIBASE-4EF0FE4A",0.14181883,151.7,80.2,164.1,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-8.35,-5.05,-6.25,145,21767.84,1,0,0,1,0,1,0,0,0,0,1,0,1.204505304,-2.462338269,NA,NA,5.278720119,0.319877862,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.546887937168193,0,0.633413267705123
"10541",7094,"Callaeas wilsoni","Callaeidae","Passeriformes","AVIBASE-ED48C659",0.175488216,158,164.5,225.4,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-40.89,-35.1,-38.06,175.61,4406.46,1,1,0,0,0,1,0,0,0,0,0,0,1.521905908,-4.059700274,-0.172762432,2.5,4.535150079,0.165363265,NA,NA,0,"North Island Kokako","Glaucope de Wilson","Kokako de Isla Norte",883,3.96,0,0,0,0,294.3333333,1.32,2,1.78488511340572,0,0.856299030909465
"10566",8494,"Montecincla fairbanki","Leiotrichidae","Passeriformes","AVIBASE-7BF8790B",-0.2253378,83,84,45.5,"Forest",2,1,"Omnivore","Invertivore","Insessorial",9.15,10.52,10.02,77.24,989.68,1,0,0,0,1,1,0,1,0,0,1,0,-0.07825837,-5.553146,NA,NA,NA,NA,NA,NA,0,"Palani Laughingthrush","Garrulaxe de Fairbank","Charlatan de Palani",0,0,0,0,0,0,0,0,2,1.42947226734394,0,0.806819075588706
"10567",8526,"Laniellus albonotatus","Leiotrichidae","Passeriformes","AVIBASE-B4B5F30E",-0.2093048,86,107.8,45,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-7.49,-6.61,-7.07,107.19,2839.06,1,0,0,0,0,1,0,1,0,0,0,0,-0.0893082,-4.499299,NA,NA,3.698864,-0.008417848,NA,NA,0,"Spotted Crocias","Crocias tachete","Sibia Moteada",0,0,0,0,0,0,0,0,2,0.559828665383374,0,0.636412895830556
"10568",8771,"Goodfellowia miranda","Sturnidae","Passeriformes","AVIBASE-68A78883",-0.03507906,118.6,145.9,110,"Forest",1,1,"Omnivore","Omnivore","Insessorial",6.93,8.88,7.93,125,1528.36,1,0,0,0,0,1,0,0,0,0,1,0,0.8045097,-5.118577,NA,NA,4.122773,0.07967098,NA,NA,0,"Apo Myna","Basilorne de Mindanao","Mina de Mindanao",0,0,0,0,0,0,0,0,2,1.11925811655789,0,0.753851078759397
"10570",8886,"Zoothera atrigena","Turdidae","Passeriformes","AVIBASE-6DF9DA47",-0.1157787,103.5,71,65.3,"Forest",1,2,"Carnivore","Invertivore","Generalist",-6.59,-5.58,-6.08,155.22,2647.66,0,1,0,0,0,1,0,0,0,0,1,0,0.2830213,-4.569096,NA,NA,2.055255,-0.3499615,NA,NA,0,"Bougainville Thrush","Grive de Bougainville","Zorzal de Bouganinville",0,0,0,0,0,0,0,0,2,0.365536294716705,0,0.59037995115034
"10571",8891,"Cichlopsis chubbi","Turdidae","Passeriformes","AVIBASE-3ECE7C7F",-0.1056244,105.4,100.4,53.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-0.06,3.81,1.42,-78.13,13559.03,1,0,1,0,0,1,0,0,0,0,0,0,0.08930277,-2.935719,NA,NA,2.534393,-0.250396,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.0755728129516295,0,0.518884216386482
"10572",8892,"Cichlopsis peruviana","Turdidae","Passeriformes","AVIBASE-74070E02",-0.1056244,105.4,100.4,53.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-11.09,-8.87,-9.92,-74.99,3449.92,1,0,0,0,0,1,0,0,0,0,0,0,0.08930277,-4.304421,NA,NA,2.534393,-0.250396,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.153982942727883,0,0.538419852049659
"10574",8928,"Geokichla leucolaema","Turdidae","Passeriformes","AVIBASE-04480AF2",-0.1446382,98.1,64.5,49.5,"Forest",1,2,"Carnivore","Invertivore","Terrestrial",-5.52,-5.29,-5.4,102.26,400.05,1,0,0,0,0,1,0,0,0,0,0,0,0.006001976,-6.458938,-0.1189525,2.7,3.339511,-0.08309179,NA,NA,0,"Enggano Thrush","Grive d'Enggano","Zorzal de Enggano",0,0,0,0,0,0,0,0,2,1.0076263080633,0,0.732555357038366
"10587",9211,"Larvivora namiyei","Muscicapidae","Passeriformes","AVIBASE-742C395C",-0.2787813,73,48,23.9,"Forest",1,1,"Carnivore","Omnivore","Terrestrial",26.07,26.87,26.49,127.95,1284.04,0,1,1,0,1,1,0,1,0,0,0,0,-0.7220922,-5.292761,NA,NA,2.534393,-0.250396,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.385320234493077,0,0.595155635246401
"10593",9888,"Chloebia gouldiae","Estrildidae","Passeriformes","AVIBASE-886A8AB7",-0.3258115,64.2,46.2,13.8,"Woodland",3,1,"Herbivore","Granivore","Generalist",-18.38,-12.45,-15.85,128.89,101027.6,1,1,0,0,0,1,0,1,0,0,1,0,-1.271302,-0.9273779,NA,NA,1.854098,-0.391762,NA,NA,0,"Gouldian Finch","Diamant de Gould","Diamante de Gould",8940,40.09,6624,29.7,9121,41.09,8228.333333,36.96,2,1.01395865201206,0,0.733794148827888
"10596",10436,"Passerculus sanctorum","Passerellidae","Passeriformes","AVIBASE-1A2CCEDE",-0.2798502,72.8,51.2,20,"Grassland",3,3,"Omnivore","Omnivore","Generalist",28.29,28.32,28.31,-115.58,7.67,0,1,0,0,0,0,0,0,0,0,0,0,-0.9002384,-10.41321,NA,NA,2.146686,-0.330962,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,0.502144094363303,0,0.62296306888
"10598",10637,"Myiothlypis basilica","Parulidae","Passeriformes","AVIBASE-FFEF8EFD",-0.3215361,65,67,16.2,"Forest",1,1,"Carnivore","Invertivore","Insessorial",10.5,11.17,10.84,-73.67,691.06,1,0,0,0,0,1,0,1,0,0,0,0,-1.110959,-5.912301,NA,NA,2.430364,-0.2720134,NA,NA,0,"Santa Marta Warbler","Paruline de Santa Marta","Reinita de Santa Marta",0,0,0,0,0,0,0,0,2,0.762336106100533,0,0.681860712689651
"10599",10682,"Myioborus cardonai","Parulidae","Passeriformes","AVIBASE-56671CF3",-0.3268804,64,63.7,10.9,NA,1,1,"Carnivore","Invertivore","Insessorial",5.66,5.96,5.79,-63.66,233.35,1,0,0,1,0,0,0,0,0,0,1,0,-1.507208,-6.997988,NA,NA,2.638971,-0.2286646,NA,NA,0,"Saffron-breasted Redstart","Paruline de Cardona","Candelita de Cardona",0,0,0,0,0,0,0,0,2,0.23557058584566,0,0.558621802774427
"10600",10706,"Granatellus francescae","Cardinalidae","Passeriformes","AVIBASE-A3C7DD43",-0.3215361,65,75.9,10.8,"Forest",1,1,"Carnivore","Invertivore","Insessorial",21.29,21.78,21.56,-106.51,243.16,1,1,1,0,0,1,0,0,0,0,1,0,-1.516425,-6.956808,NA,NA,2.534393,-0.250396,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,2.85843191714816,0,0.94575290626225
"10602",10841,"Geospiza pallida","Thraupidae","Passeriformes","AVIBASE-AA7BFE29",-0.3001587,69,40.2,23.1,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-1.05,0.17,-0.57,-90.88,6852.84,1,1,0,0,0,0,0,0,0,0,0,0,-0.7561381,-3.618109,NA,NA,2.928294,-0.168543,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,2,-0.0147452674651531,0,0.496313749923072
"10603",10938,"Poospiza garleppi","Thraupidae","Passeriformes","AVIBASE-170A9190",-0.2050293,86.8,81.5,32.5,"Shrubland",2,1,"Omnivore","Omnivore","Insessorial",-18.19,-17.23,-17.57,-65.8,2895.12,1,0,1,0,0,1,0,1,1,0,1,0,-0.4147306,-4.479745,NA,NA,3.26089,-0.09942921,NA,NA,0,"Cochabamba Mountain Finch","Chipiu de Cochabamba","Monterita de Cochabamba",0,0,0,0,0,0,0,0,2,1.80078710097311,0,0.858244721374672
