"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean"
"5954",7089,"Paradisaea rubra","Paradisaeidae","Passeriformes","AVIBASE-2215C01D",0.245499162,171.1,116.9,178.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-0.94,0.04,-0.31,130.79,3877.44,2,0,0,0,1,0,1,0,1,0,0,0,0,1.286935821,-4.187596778,NA,NA,5.001507766,0.262272858,0,37.6,602,1,"Red Bird-of-Paradise","Paradisier rouge","Ave del Paraiso Roja",NA,NA,835,3.74,NA,NA
"5955",8100,"Paradoxornis flavirostris","Sylviidae","Passeriformes","AVIBASE-664698E5",-0.1996849,87.8,107.4,26,"Grassland",3,1,"Omnivore","Omnivore","Insessorial",25.38,28.2,26.67,93.85,36993.82,3,1,0,0,0,0,1,0,1,0,0,1,0,-0.6378742,-1.932021,NA,NA,3.000554,-0.1535274,1,36.1,686,0,"Black-breasted Parrotbill","Paradoxornis de Gould","Picoloro Pechinegro",NA,NA,NA,NA,NA,NA
"5956",8101,"Paradoxornis guttaticollis","Sylviidae","Passeriformes","AVIBASE-C922CECC",-0.2135802,85.2,107.2,26,"Shrubland",2,2,"Omnivore","Omnivore","Insessorial",18.06,34.52,24.84,104.83,1409895,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6378742,1.708498,-0.03823768,3,2.91631,-0.1710333,0,88.1,1674,0,"Spot-breasted Parrotbill","Paradoxornis fleche","Picoloro Pechipinto",NA,NA,NA,NA,NA,NA
"5957",8102,"Paradoxornis heudei","Sylviidae","Passeriformes","AVIBASE-88560BE4",-0.330087,63.4,106,32,"Wetland",3,2,"Carnivore","Invertivore","Insessorial",28.14,51.83,45.02,124.25,452378.3,2,1,0,1,0,0,1,0,0,0,0,0,0,-0.4302348,0.5717469,NA,NA,2.629143,-0.2307069,0,4.4,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5958",6288,"Paramythia montium","Paramythiidae","Passeriformes","AVIBASE-42023AF5",-0.123260784,102.1,97.7,41.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.03,-4.63,-6.3,144.54,43513.48,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.163074354,-1.769701145,-0.576336676,1,2.534393376,-0.250395978,0,59.9,959,0,"Crested Berrypecker","Paramythie huppee","Picabayas Crestado",NA,NA,NA,NA,NA,NA
"5959",6287,"Paramythia olivacea","Paramythiidae","Passeriformes","AVIBASE-9F080815",-0.142500433,98.5,88.8,41.8,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.94,-3.44,-4.11,138.34,16250.61,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.163074354,-2.754641474,NA,NA,2.534393376,-0.250395978,0,6,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5960",6162,"Pardalotus punctatus","Pardalotidae","Passeriformes","AVIBASE-54C12F34",-0.366963009,56.5,27.6,8.7,"Forest",2,1,"Omnivore","Invertivore","Insessorial",-43.64,-15.23,-31.72,140.79,2170812.26,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.732647668,2.140084769,0.284621712,4.2,1.982886905,-0.364999573,0,15837.6,300914,0,"Spotted Pardalote","Pardalote pointille","Pardalote Moteado",2831,12.7,NA,NA,NA,NA
"5961",6163,"Pardalotus quadragintus","Pardalotidae","Passeriformes","AVIBASE-EAB686DF",-0.360015358,57.8,32.3,10.7,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-43.45,-40.03,-42.62,147.54,473.96,4,1,1,1,0,0,1,0,1,0,0,1,0,-1.525726952,-6.289404269,0.203906863,3.9,2.070913924,-0.346707471,1,79.2,1505,0,"Forty-spotted Pardalote","Pardalote de Tasmanie","Pardalote Tasmano",734,3.29,NA,NA,NA,NA
"5962",6164,"Pardalotus rubricatus","Pardalotidae","Passeriformes","AVIBASE-83FCEF52",-0.331155884,63.2,32.5,10.9,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-32.39,-10.69,-22.94,133.62,5191015.83,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.507207905,3.011912765,0.096287065,3.5,2.31974197,-0.295000754,0,440.2,8363,0,"Red-browed Pardalote","Pardalote a sourcils rouges","Pardalote Cejirrojo",NA,NA,NA,NA,NA,NA
"5963",6165,"Pardalotus striatus","Pardalotidae","Passeriformes","AVIBASE-747BFF64",-0.32848371,63.7,30.7,11.4,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-43.64,-10.91,-27.44,137.41,3215729.85,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.462357338,2.533037705,0.230811813,4,2.108634312,-0.338869137,0,19577.3,371968,0,"Striated Pardalote","Pardalote a point jaune","Pardalote Estriado",3028,13.58,NA,NA,NA,NA
"5964",1826,"Pardirallus maculatus","Rallidae","Gruiformes","AVIBASE-E202D760",-0.017977147,121.8,48.2,171,"Wetland",2,2,"Carnivore","Aquatic predator","Terrestrial",-37.4,23.07,-12.71,-54.59,7546722.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1.245692863,3.386096694,0.324979137,4.35,3.506341136,-0.048424262,0,306.1,5816,0,"Spotted Rail","Rale tachete","Rascon Overo",3319,14.88,NA,NA,NA,NA
"5965",1827,"Pardirallus nigricans","Rallidae","Gruiformes","AVIBASE-01FE1D04",0.019433282,128.8,53,217,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-30.44,9.7,-17.74,-52.68,3254810.22,1,0,0,0,0,0,0,0,0,0,0,0,0,1.48392666,2.545117328,-0.038237683,3,4.700379917,0.19969819,0,817.3,15529,0,"Blackish Rail","Rale noiratre","Rascon Negruzco",NA,NA,NA,NA,NA,NA
"5966",1828,"Pardirallus sanguinolentus","Rallidae","Gruiformes","AVIBASE-E20AD288",0.00553798,126.2,63.2,232,"Wetland",2,1,"Carnivore","Aquatic predator","Terrestrial",-55.72,-3.6,-32.74,-64.19,4579906.01,1,0,0,0,0,0,0,0,0,0,0,0,0,1.550766678,2.886661835,0.486408835,4.95,3.749064922,0.002013983,0,2115.2,40188,0,"Plumbeous Rail","Rale a bec ensanglante","Rascon Gallineta",NA,NA,NA,NA,NA,NA
"5967",10754,"Parkerthraustes humeralis","Thraupidae","Passeriformes","AVIBASE-7B2BF947",-0.2205279,83.9,71.5,37,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-17.21,1.59,-7.97,-64.82,1929725,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2850528,2.022361,NA,NA,3.226309,-0.1066151,0,52.5,945,0,"Yellow-shouldered Grosbeak","Tangara de Parker","Picogrueso Humeral",NA,NA,NA,NA,NA,NA
"5968",10564,"Parkesia motacilla","Parulidae","Passeriformes","AVIBASE-7AB0F3A4",-0.2424397,79.8,49,19.9,"Forest",1,3,"Carnivore","Invertivore","Terrestrial",28.69,46.45,37.78,-85.92,2411691,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.905251,2.245311,0.4998613,5,2.134499,-0.3334945,0,19521.9,370916,0,"Louisiana Waterthrush","Paruline hochequeue","Reinita Charquera de Luisiana",2311,10.36,NA,NA,NA,NA
"5969",10565,"Parkesia noveboracensis","Parulidae","Passeriformes","AVIBASE-709AF716",-0.2739714,73.9,49.9,16.3,"Shrubland",1,3,"Carnivore","Invertivore","Terrestrial",37.23,69.29,55.55,-106.16,7602957,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.104806,3.393521,0.3357411,4.39,2.215035,-0.3167589,0,42729.8,811866,0,"Northern Waterthrush","Paruline des ruisseaux","Reinita Charquera Nortena",3362,15.08,692,3.1,NA,NA
"5970",9814,"Parmoptila jamesoni","Estrildidae","Passeriformes","AVIBASE-39D5C361",-0.395288,51.2,38.2,9.5,"Forest",2,2,"Carnivore","Invertivore","Insessorial",-3.41,4.24,0.88,25.82,365703.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.644679,0.3590509,0.1635494,3.75,2.136813,-0.3330136,0,8.5,136,0,"Jameson's Antpecker","Parmoptile de Jameson","Estrilda Piquifina de Jameson",NA,NA,NA,NA,NA,NA
"5971",9813,"Parmoptila rubrifrons","Estrildidae","Passeriformes","AVIBASE-6B6E52A1",-0.4204065,46.5,36.5,9.5,"Forest",2,2,"Carnivore","Invertivore","Insessorial",4.6,10.32,6.55,-7.94,97502.69,2,1,0,0,0,0,1,0,0,0,0,0,0,-1.644679,-0.962892,0.1635494,3.75,2.314444,-0.2961017,0,9.2,129,0,"Red-fronted Antpecker","Parmoptile a front rouge","Estrilda Piquifina Frentirroja",NA,NA,NA,NA,NA,NA
"5972",9812,"Parmoptila woodhousei","Estrildidae","Passeriformes","AVIBASE-06C33419",-0.4006324,50.2,39.6,9.4,"Forest",1,2,"Carnivore","Invertivore","Insessorial",-8.88,7.04,1.18,13.21,716141.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.655261,1.031105,0.1635494,3.75,2.135229,-0.3333428,0,6.8,122,0,"Woodhouse's Antpecker","Parmoptile a gorge rousse","Estrilda Piquifina de Woodhouse",NA,NA,NA,NA,NA,NA
"5973",11091,"Paroaria baeri","Thraupidae","Passeriformes","AVIBASE-2D96ABDD",-0.2493874,78.5,76.9,25.8,"Shrubland",2,1,"Omnivore","Invertivore","Generalist",-15.9,-8.37,-12.64,-50.91,107338.3,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6455962,-0.8667862,NA,NA,3.021739,-0.1491251,0,12.2,195,0,"Crimson-fronted Cardinal","Paroare de Baer","Cardenilla Frentirroja",NA,NA,NA,NA,NA,NA
"5974",11092,"Paroaria capitata","Thraupidae","Passeriformes","AVIBASE-E7AC0F28",-0.2435086,79.6,79.2,22.3,"Shrubland",3,1,"Herbivore","Omnivore","Terrestrial",-35.09,-13.76,-25.77,-59.39,1522355,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.791384,1.785242,NA,NA,2.480763,-0.2615403,0,2314.6,43978,1,"Yellow-billed Cardinal","Paroare a bec jaune","Cardenilla Piquigualda",613,2.75,NA,NA,NA,NA
"5975",11088,"Paroaria coronata","Thraupidae","Passeriformes","AVIBASE-03CE3B88",-0.141966,98.6,85.8,37.8,"Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",-39.07,-12.65,-27.86,-60.49,2390719,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2636616,2.236578,NA,NA,3.034342,-0.1465062,0,6150.7,116864,1,"Red-crested Cardinal","Paroare huppe","Cardenilla Crestada",1801,8.08,NA,NA,NA,NA
"5976",11089,"Paroaria dominicana","Thraupidae","Passeriformes","AVIBASE-37DD749C",-0.1815142,91.2,76.1,33.2,"Shrubland",2,1,"Omnivore","Omnivore","Terrestrial",-16.44,-2.14,-9.17,-40.79,1212763,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.3934208,1.557885,NA,NA,3.104153,-0.1319994,0,462.3,8784,0,"Red-cowled Cardinal","Paroare dominicain","Cardenilla Dominica",NA,NA,NA,NA,NA,NA
"5977",11093,"Paroaria gularis","Thraupidae","Passeriformes","AVIBASE-5617D13D",-0.2221312,83.6,69,23.6,"Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",-19.03,7.52,-5.7,-63.36,4448336,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.734724,2.857514,NA,NA,2.847165,-0.1854016,0,1162.8,22093,0,"Red-capped Cardinal","Paroare rougecap","Cardenilla Capirroja",NA,NA,NA,NA,NA,NA
"5978",11090,"Paroaria nigrogenis","Thraupidae","Passeriformes","AVIBASE-D3859FE2",-0.2590072,76.7,59.9,21.5,"Shrubland",2,1,"Herbivore","Omnivore","Terrestrial",3.88,10.84,7.62,-67.54,460114,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8279178,0.5887024,NA,NA,2.534393,-0.250396,0,262.8,4993,0,"Masked Cardinal","Paroare masque","Cardenilla Enmascarada",NA,NA,NA,NA,NA,NA
"5979",10066,"Paroreomyza maculata","Fringillidae","Passeriformes","AVIBASE-9BD21181",-0.3215361,65,46.2,11.3,"Forest",1,1,"Carnivore","Invertivore","Insessorial",NA,NA,NA,NA,NA,5,1,1,1,0,1,0,0,0,0,0,1,0,-1.471168,NA,NA,NA,4.451755,0.1480338,1,2,2,0,"Oahu Alauahio","Alauahio d'Oahu","Alauahio de Oahu",363,1.63,NA,NA,NA,NA
"5980",10068,"Paroreomyza montana","Fringillidae","Passeriformes","AVIBASE-D94752EA",-0.3236738,64.6,47.4,13.1,"Forest",1,1,"Carnivore","Invertivore","Insessorial",20.63,20.83,20.74,-156.21,255.12,4,1,1,0,0,0,1,0,1,0,0,0,0,-1.323358,-6.908793,NA,NA,4.451755,0.1480338,1,103.2,1961,0,"Maui Alauahio","Alauahio de Maui","Alauahio de Maui",NA,NA,NA,NA,NA,NA
"5981",7063,"Parotia berlepschi","Paradisaeidae","Passeriformes","AVIBASE-60679E85",0.138077787,151,84,163.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-2.63,-2.45,-2.55,138.8,779.37,1,0,0,0,0,0,0,0,0,0,0,0,0,1.199005749,-5.792041298,NA,NA,2.534393376,-0.250395978,0,4.3,17,0,"Bronze Parotia","Paradisier de Berlepsch","Ave del Paraiso de Berlepsch",NA,NA,NA,NA,NA,NA
"5982",7059,"Parotia carolae","Paradisaeidae","Passeriformes","AVIBASE-2CEE58D1",0.127923527,149.1,79.5,163.2,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-6.83,-3.22,-5.26,141.99,23107.83,1,0,0,0,0,0,0,0,0,0,0,0,0,1.199005749,-2.402600399,NA,NA,4.513499057,0.16086416,0,21.1,316,1,"Carola's Parotia","Paradisier de Carola","Ave del Paraiso de Carola",NA,NA,NA,NA,NA,NA
"5983",7062,"Parotia lawesii","Paradisaeidae","Passeriformes","AVIBASE-5F5A22B4",0.135940048,150.6,76.2,161.4,"Forest",1,1,"Omnivore","Frugivore","Insessorial",-10.16,-4.84,-6.65,145.05,96297.67,1,0,0,0,0,0,0,0,0,0,0,0,0,1.187915062,-0.975327797,-0.576336676,1,5.254731438,0.31489299,0,20.1,321,1,"Lawes's Parotia","Paradisier de Lawes","Ave del Paraiso de Lawes",NA,NA,NA,NA,NA,NA
"5984",7060,"Parotia sefilata","Paradisaeidae","Passeriformes","AVIBASE-9E0C32C5",0.16800613,156.6,124.8,181.7,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-2.89,-0.43,-1.1,133.41,7209.38,1,0,0,0,0,0,0,0,0,0,0,0,0,1.306386282,-3.567388964,NA,NA,4.590672417,0.176900862,0,39.1,586,1,"Western Parotia","Paradisier sifilet","Ave del Paraiso de Pennant",1720,7.71,1659,7.44,971,4.37
"5985",7061,"Parotia wahnesi","Paradisaeidae","Passeriformes","AVIBASE-29679CC7",0.1952623,161.7,191,158,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-6.65,-4.6,-6.08,146.72,4260.37,2,1,0,0,0,0,0,0,0,0,0,0,0,1.166624339,-4.093415909,NA,NA,5.045370065,0.271387487,0,9.2,92,1,"Wahnes's Parotia","Paradisier de Wahnes","Ave del Paraiso de Wahnes",NA,NA,NA,NA,NA,NA
"5986",7227,"Parus major","Paridae","Passeriformes","AVIBASE-1FA19549",-0.2900044,70.9,61.2,16.3,"Woodland",2,1,"Omnivore","Invertivore","Insessorial",-10.61,71.19,44.04,75.02,32577984,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.104806,4.84862,1.468439,8.6,3.049707,-0.1433133,0,323589.4,6148198,0,"Great Tit","Mesange charbonniere","Carbonero Comun",6302,28.26,3414,15.31,5799,26.12
"5987",7226,"Parus monticolus","Paridae","Passeriformes","AVIBASE-4E1C5625",-0.3151228,66.2,55.2,14,"Forest",1,1,"Omnivore","Invertivore","Insessorial",11.68,37.45,29.19,102.36,1684622,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.256913,1.886524,0.688196,5.7,2.375843,-0.2833429,0,3135,59565,0,"Green-backed Tit","Mesange montagnarde","Carbonero Dorsiverde",1254,5.62,NA,NA,NA,NA
"5988",9909,"Passer ammodendri","Passeridae","Passeriformes","AVIBASE-17AC96E0",-0.2552662,77.4,67.2,28.9,"Desert",3,1,"Herbivore","Granivore","Terrestrial",36.41,47.28,41.3,86.29,1302317,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5321291,1.629129,NA,NA,2.687325,-0.2186166,0,28.1,506,0,"Saxaul Sparrow","Moineau des saxaouls","Gorrion del Saxaul",1266,5.68,NA,NA,NA,NA
"5989",9914,"Passer castanopterus","Passeridae","Passeriformes","AVIBASE-1D25E0DB",-0.2990898,69.2,51.3,18,"Desert",3,1,"Herbivore","Granivore","Terrestrial",1.42,11.62,7.12,44.57,712666.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.005599,1.026242,0.6343861,5.5,2.668791,-0.222468,0,24.6,468,0,"Somali Sparrow","Moineau de Somalie","Gorrion Somali",NA,NA,NA,NA,NA,NA
"5990",9915,"Passer cinnamomeus","Passeridae","Passeriformes","AVIBASE-469D6B56",-0.3001587,69,50,18.5,"Forest",2,1,"Herbivore","Granivore","Terrestrial",19.19,48.05,30.87,108.08,4611661,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9782,2.893571,NA,NA,2.329068,-0.2930627,0,1356.6,25776,0,"Russet Sparrow","Moineau rutilant","Gorrion Rutilante",1521,6.82,NA,NA,NA,NA
"5991",9922,"Passer cordofanicus","Passeridae","Passeriformes","AVIBASE-A3D20D11",-0.2782468,73.1,54.6,22,NA,3,1,"Herbivore","Granivore","Terrestrial",11.5,14.4,13.04,23.67,143588,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8049282,-0.5758238,0.2308118,4,2.366158,-0.2853555,0,1,3,0,"Kordofan Rufous Sparrow","Moineau du Kordofan","Gorrion del Kordofan",NA,NA,NA,NA,NA,NA
"5992",9930,"Passer diffusus","Passeridae","Passeriformes","AVIBASE-7EB3ECC4",-0.2376298,80.7,64,24.2,"Woodland",2,1,"Herbivore","Granivore","Terrestrial",-34.21,-7.15,-21.72,25.76,3365122,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7096181,2.578448,0.04247717,3.3,2.734845,-0.208742,0,9821.5,186608,0,"Southern Gray-headed Sparrow","Moineau sud-africain","Gorrion Sudafricano",NA,NA,NA,NA,NA,NA
"5993",9910,"Passer domesticus","Passeridae","Passeriformes","AVIBASE-240E3390",-0.268627,74.9,57.2,26.5,"Human Modified",3,1,"Herbivore","Granivore","Terrestrial",5.91,71.19,46.32,61.68,34407868,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.618826,4.903269,0.3249791,4.35,3.726345,-0.002707324,0,732450.2,13916553,0,"House Sparrow","Moineau domestique","Gorrion Comun",6690,30,5296,23.75,4895,22.05
"5994",9936,"Passer eminibey","Passeridae","Passeriformes","AVIBASE-D8F2F78B",-0.3498611,59.7,41.6,13.4,"Shrubland",3,1,"Herbivore","Granivore","Terrestrial",-8.81,14.2,1.36,34.84,549271.1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.300716,0.7658202,0.09628707,3.5,2.114634,-0.3376224,0,190.1,3611,0,"Chestnut Sparrow","Moineau d'Emin","Gorrion Castano",2203,9.88,NA,NA,NA,NA
"5995",9935,"Passer euchlorus","Passeridae","Passeriformes","AVIBASE-24E0C8A6",-0.3530677,59.1,48.8,14,"Shrubland",3,1,"Herbivore","Granivore","Terrestrial",9.96,21.78,15.96,42.8,163824.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.256913,-0.4439771,0.2039069,3.9,2.182147,-0.3235931,0,5.4,70,0,"Arabian Golden Sparrow","Moineau d'Arabie","Gorrion arabe",546,2.45,NA,NA,NA,NA
"5996",9916,"Passer flaveolus","Passeridae","Passeriformes","AVIBASE-AABF0A3A",-0.2958832,69.8,53.6,19.4,"Forest",2,1,"Herbivore","Granivore","Terrestrial",2.74,23.54,15.49,101.59,1319875,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9306976,1.64252,-0.09204758,2.8,2.833235,-0.1882963,0,889.3,16896,0,"Plain-backed Sparrow","Moineau flaveole","Gorrion Liso",NA,NA,NA,NA,NA,NA
"5997",9927,"Passer gongonensis","Passeridae","Passeriformes","AVIBASE-DB4998D1",-0.1590679,95.4,67,39.9,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",-4.91,7.52,1.86,39.58,1125295,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.2095944,1.483029,0.01557222,3.2,2.60448,-0.2358318,0,289.1,5492,0,"Parrot-billed Sparrow","Moineau perroquet","Gorrion Picogordo",NA,NA,NA,NA,NA,NA
"5998",9929,"Passer griseus","Passeridae","Passeriformes","AVIBASE-E10D0809",-0.2472496,78.9,59,27.8,"Shrubland",3,1,"Herbivore","Granivore","Terrestrial",-19,18.82,6.43,14.8,10513535,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5709347,3.717647,0.05592964,3.35,2.449511,-0.2680346,0,1873,35587,0,"Northern Gray-headed Sparrow","Moineau gris","Gorrion Gris",NA,NA,3455,15.49,NA,NA
"5999",9921,"Passer hemileucus","Passeridae","Passeriformes","AVIBASE-BE010552",-0.2974865,69.5,55.5,30.2,NA,3,1,"Herbivore","Granivore","Terrestrial",12.16,12.25,12.2,52.23,131.54,3,0,0,0,0,0,1,0,0,0,0,1,0,-0.4881288,-7.571216,0.09628707,3.5,2.510369,-0.2553883,1,4,4,0,"Abd al Kuri Sparrow","Moineau d'Abd-al-Kuri","Gorrion de Abd Al Kuri",NA,NA,NA,NA,NA,NA
"6000",9912,"Passer hispaniolensis","Passeridae","Passeriformes","AVIBASE-5A8E09A1",-0.2611449,76.3,54.7,24.2,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",23.89,47.83,38.13,40.32,4197257,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.7096181,2.799415,0.4729564,4.9,2.432645,-0.2715393,0,9113.4,173154,0,"Spanish Sparrow","Moineau espagnol","Gorrion Moruno",4895,21.95,NA,NA,1079,4.86
"6001",9918,"Passer iagoensis","Passeridae","Passeriformes","AVIBASE-ECD1267B",-0.3498611,59.7,50,31.5,"Rock",3,1,"Herbivore","Granivore","Terrestrial",14.8,17.2,16.07,-23.93,3585.23,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4459831,-4.265949,0.2308118,4,2.546997,-0.2477769,0,105.4,1898,0,"Cape Verde Sparrow","Moineau du Cap-Vert","Gorrion de Cabo Verde",NA,NA,NA,NA,NA,NA
"6002",9920,"Passer insularis","Passeridae","Passeriformes","AVIBASE-E2E3F3F4",-0.2777124,73.2,62.2,27.3,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",12.11,12.71,12.5,53.86,3671.44,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.589084,-4.242188,0.09628707,3.5,2.464387,-0.2649434,0,6.3,69,0,"Socotra Sparrow","Moineau de Socotra","Gorrion de Socotra",NA,NA,NA,NA,NA,NA
"6003",9911,"Passer italiae","Passeridae","Passeriformes","AVIBASE-3718C3F9",-0.2579383,76.9,56,28.3,"Human Modified",3,1,"Herbivore","Granivore","Terrestrial",34.81,47.11,42.97,12.29,312371.6,3,1,0,0,0,0,0,0,0,1,0,0,0,-0.5531089,0.2014215,0.4191465,4.7,2.643414,-0.2277414,1,1379.8,26216,0,"Italian Sparrow","Moineau cisalpin","Gorrion Italiano",5197,23.3,1050,4.71,NA,NA
"6004",9934,"Passer luteus","Passeridae","Passeriformes","AVIBASE-4C373DA1",-0.3343625,62.6,49.8,11.2,"Shrubland",3,1,"Herbivore","Granivore","Terrestrial",10.26,23.95,15.47,12.84,2874075,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.480057,2.420714,0.2173593,3.95,2.100406,-0.340579,0,125.6,2387,0,"Sudan Golden Sparrow","Moineau dore","Gorrion Dorado",NA,NA,NA,NA,NA,NA
"6005",9925,"Passer melanurus","Passeridae","Passeriformes","AVIBASE-DEE88DF6",-0.2702303,74.6,58.6,29.5,"Woodland",3,1,"Herbivore","Granivore","Terrestrial",-34.84,-12.58,-27.28,22.72,1765360,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5115804,1.933338,0.09628707,3.5,2.561262,-0.2448127,0,12483.7,237190,0,"Cape Sparrow","Moineau melanure","Gorrion de El Cabo",2781,12.47,NA,NA,NA,NA
"6006",9917,"Passer moabiticus","Passeridae","Passeriformes","AVIBASE-7D19D9ED",-0.3541366,58.9,48.6,16.5,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",29.69,37.93,32.4,47.54,187596.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.09261,-0.3084777,0.3653366,4.5,2.326789,-0.2935364,0,246.9,4691,0,"Dead Sea Sparrow","Moineau de la mer Morte","Gorrion del Mar Muerto",839,3.76,NA,NA,NA,NA
"6007",9933,"Passer montanus","Passeridae","Passeriformes","AVIBASE-C22FBF8D",-0.3060375,67.9,51,21.4,"Woodland",2,1,"Omnivore","Granivore","Terrestrial",-10.94,71.06,46.61,81.35,39069801,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8325798,5.030333,0.4998613,5,2.719772,-0.2118742,0,109732.5,2084917,0,"Eurasian Tree Sparrow","Moineau friquet","Gorrion Molinero",3180,14.26,3367,15.1,905,4.08
"6008",9919,"Passer motitensis","Passeridae","Passeriformes","AVIBASE-3E2EFDA6",-0.2547317,77.5,53.5,30.2,"Grassland",3,1,"Herbivore","Granivore","Terrestrial",-29.82,-13.23,-22.75,21.27,1648538,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4881288,1.864872,0.04247717,3.3,2.553286,-0.24647,0,551.7,10482,0,"Great Rufous Sparrow","Grand Moineau","Gorrion Grande",NA,NA,969,4.35,NA,NA
"6009",9913,"Passer pyrrhonotus","Passeridae","Passeriformes","AVIBASE-E60EFA61",-0.3151228,66.2,51.2,22,"Shrubland",2,1,"Herbivore","Granivore","Terrestrial",23.57,35.11,28.54,69.05,524876.7,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8049282,0.7203915,NA,NA,2.390876,-0.280219,0,112.3,2022,0,"Sind Sparrow","Moineau du Sind","Gorrion del Sind",1013,4.54,NA,NA,NA,NA
"6010",9924,"Passer rufocinctus","Passeridae","Passeriformes","AVIBASE-DBAB527C",-0.268627,74.9,51.3,27.8,"Woodland",3,1,"Herbivore","Granivore","Terrestrial",-3.25,1.76,-0.95,36.13,90120.46,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5709347,-1.041625,0.1770019,3.8,2.427887,-0.2725281,0,644.3,12242,0,"Kenya Rufous Sparrow","Moineau roux","Gorrion Keniata",NA,NA,NA,NA,NA,NA
"6011",9923,"Passer shelleyi","Passeridae","Passeriformes","AVIBASE-126E0CFA",-0.2937455,70.2,52.2,22,NA,3,1,"Herbivore","Granivore","Terrestrial",0.62,10.38,4.86,36.19,201266.8,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.8049282,-0.2381403,0.2308118,4,2.33547,-0.2917324,0,46.1,829,0,"Shelley's Rufous Sparrow","Moineau de Shelley","Gorrion de Shelley",NA,NA,NA,NA,NA,NA
