"","Sequence","species","Family1","Order1","Avibase.ID1","wing.lcentr","Wing.Length","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","category.n","agriculture","invasive","residential","energy","transportation","resource_use","intrusion","nat_sys_modif","pollution","geological","climate_change","other","masscentr","rangecentr","clutchcentr","clutch.size","gen.length","genlcentr","threatened","gbif_mean","gbif_sum","CITES_species","english_name","french_name","spanish_name","en_count","en_mean","fr_count","fr_mean","spa_count","spa_mean"
"56",3110,"Accipiter minullus","Accipitridae","Accipitriformes","AVIBASE-CE1CF6FD",0.134871178,150.4,105.2,87.4,"Forest",1,1,"Carnivore","Vertivore","Generalist",-34.84,17.8,-9.71,29.57,6794381.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0.574524589,3.281079391,-0.30728718,2,3.814844265,0.015682997,0,821.3,15605,1,"Little Sparrowhawk","epervier minule","Gavilan Chico",NA,NA,NA,NA,NA,NA
"57",3113,"Accipiter nanus","Accipitridae","Accipitriformes","AVIBASE-7F1573CA",0.145559872,152.4,109,117,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-5.7,1.76,-1.08,121.34,110477,2,0,0,0,0,0,1,0,0,0,0,0,0,0.866203241,-0.837964566,NA,NA,4.711311397,0.201969762,0,8.1,130,1,"Small Sparrowhawk","epervier des Celebes","Gavilancito de Celebes",NA,NA,NA,NA,NA,NA
"58",3120,"Accipiter nisus","Accipitridae","Accipitriformes","AVIBASE-DB376A66",0.43949896,207.4,155.5,220.8,"Forest",1,2,"Carnivore","Vertivore","Insessorial",26.9,70.53,54.67,77.29,23601609.31,1,1,0,0,1,0,1,0,1,1,0,0,0,1.501286621,4.526298259,0.432598935,4.75,5.536677811,0.373481728,0,79176.1,1504345,1,"Eurasian Sparrowhawk","epervier d'Europe","Gavilan Comun",3052,13.69,NA,NA,2264,10.2
"59",3098,"Accipiter novaehollandiae","Accipitridae","Accipitriformes","AVIBASE-CFB9E213",0.730765874,261.9,183.6,326.1,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-43.64,-10.51,-26.72,143.49,1807067.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1.891233389,1.956688614,-0.112226295,2.725,5.038495792,0.269959007,0,1135.9,21583,1,"Gray Goshawk","Autour blanc","Azor Gris",NA,NA,10456,47.1,NA,NA
"60",3119,"Accipiter ovampensis","Accipitridae","Accipitriformes","AVIBASE-BAE91683",0.519664166,222.4,155,195,"Shrubland",2,1,"Carnivore","Vertivore","Aerial",-27.22,13.92,-8.53,23.37,7295779.86,1,0,0,0,0,0,1,0,0,0,0,0,0,1.377028865,3.352279438,-0.038237683,3,4.102427794,0.075443141,0,348.8,6627,1,"Ovambo Sparrowhawk","epervier des Ovampos","Gavilan del Ovambo",NA,NA,NA,NA,NA,NA
"61",3099,"Accipiter poliocephalus","Accipitridae","Accipitriformes","AVIBASE-435FF493",0.456066436,210.5,157.2,214.8,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-11.66,0.04,-5.32,140.74,671500.51,1,0,0,0,0,0,0,0,0,0,0,0,0,1.473736669,0.966742855,-0.576336676,1,5.330655666,0.33067012,0,24.2,435,1,"Gray-headed Goshawk","Autour a tete grise","Gavilan Cabecigris",NA,NA,NA,NA,NA,NA
"62",3084,"Accipiter poliogaster","Accipitridae","Accipitriformes","AVIBASE-707547BB",0.615862412,240.4,174.6,315,"Forest",1,2,"Carnivore","Vertivore","Insessorial",-30.38,6.82,-7.81,-60.09,7203530.62,2,1,0,0,0,0,0,0,0,0,0,0,0,1.856601945,3.339554628,NA,NA,6.461457982,0.565651972,0,27.6,525,1,"Gray-bellied Hawk","Autour a ventre gris","Azor Ventrigris",NA,NA,NA,NA,NA,NA
"63",3100,"Accipiter princeps","Accipitridae","Accipitriformes","AVIBASE-B202721E",0.754281001,266.3,192.3,214.8,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-6.11,-4.23,-5.35,151.04,11549.62,3,1,0,0,1,0,1,0,0,0,0,1,0,1.473736669,-3.096119384,NA,NA,4.746659762,0.209315188,1,1,1,1,"New Britain Goshawk","Autour de Mayr","Azor de Nueva Bretana",NA,NA,NA,NA,NA,NA
"64",3117,"Accipiter rhodogaster","Accipitridae","Accipitriformes","AVIBASE-C638D858",0.253515683,172.6,125.8,172.7,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-5.7,1.76,-1.93,121.39,146036.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1.255585291,-0.558912933,NA,NA,4.229606226,0.101870947,0,7.8,132,1,"Vinous-breasted Sparrowhawk","epervier a poitrine rousse","Gavilan Pechirrojo",NA,NA,NA,NA,NA,NA
"65",3105,"Accipiter rufitorques","Accipitridae","Accipitriformes","AVIBASE-5B6F04D7",0.4940113,217.6,146,209,"Forest",1,1,"Carnivore","Vertivore","Generalist",-19.2,-16.15,-17.45,169.39,17581.12,1,0,0,0,0,0,0,0,0,0,0,0,0,1.446363558,-2.675946321,-0.118952532,2.7,4.467726124,0.151352499,0,59.9,1079,1,"Fiji Goshawk","Autour des Fidji","Gavilan de Las Fiyi",NA,NA,NA,NA,NA,NA
"66",3121,"Accipiter rufiventris","Accipitridae","Accipitriformes","AVIBASE-EC0E680F",0.499355647,218.6,165.8,198,"Forest",1,1,"Carnivore","Vertivore","Aerial",-34.04,15.67,-7.01,32.6,756057.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1.392296337,1.085345128,-0.038237683,3,4.114578326,0.077968034,0,176.3,3350,1,"Rufous-breasted Sparrowhawk","epervier menu","Gavilan Papirrufo",NA,NA,NA,NA,NA,NA
"67",3093,"Accipiter soloensis","Accipitridae","Accipitriformes","AVIBASE-D188E45C",0.334749758,187.8,123.4,164.8,"Forest",1,3,"Carnivore","Vertivore","Insessorial",20.24,47.24,31.97,117.13,2375886.74,1,1,0,1,0,1,1,0,0,0,0,0,0,1.208761924,2.230354091,0.096287065,3.5,4.011811864,0.05661306,0,840.1,15962,1,"Chinese Sparrowhawk","epervier de Horsfield","Gavilan Ranero",3399,15.24,NA,NA,NA,NA
"68",3122,"Accipiter striatus","Accipitridae","Accipitriformes","AVIBASE-3B024163",0.301614806,181.6,134.3,130.6,"Forest",1,3,"Carnivore","Vertivore","Aerial",-34.98,69.38,34.35,-96.11,16375303.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0.976168523,4.160757697,0.298074187,4.25,5.472726925,0.36019267,0,62370.2,1185034,1,"Sharp-shinned Hawk","epervier brun","Gavilan Americano",3149,14.12,1957,8.82,NA,NA
"69",3131,"Accipiter superciliosus","Accipitridae","Accipitriformes","AVIBASE-F23F7695",0.11349379,146.4,104.6,96.4,"Forest",1,1,"Carnivore","Vertivore","Aerial",-28.11,14.61,-6.22,-60.98,8560355.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0.672535508,3.512125085,-0.347644604,1.85,3.908627705,0.035171289,0,189.7,3605,1,"Tiny Hawk","epervier nain","Gavilancito Americano",5326,23.88,NA,NA,NA,NA
"70",3088,"Accipiter tachiro","Accipitridae","Accipitriformes","AVIBASE-0262A612",0.49294243,217.4,175,290.2,"Forest",1,1,"Carnivore","Vertivore","Aerial",-34.84,4.53,-12.54,29.9,5174215.21,1,0,0,0,0,0,0,0,0,0,0,0,0,1.774599647,3.008671036,-0.186214906,2.45,5.193819938,0.302235519,0,1307.8,24849,1,"African Goshawk","Autour tachiro","Azor Tachiro",730,3.27,NA,NA,NA,NA
"71",3087,"Accipiter toussenelii","Accipitridae","Accipitriformes","AVIBASE-DAF17A0B",0.341162974,189,157.2,249.3,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-6.06,17.41,3.51,15.99,4598131.33,1,0,0,0,0,0,0,0,0,0,0,0,0,1.622686297,2.890633347,-0.186214906,2.45,4.204161826,0.096583575,0,50.8,966,1,"Red-chested Goshawk","Autour de Toussenel","Azor de Toussenel",NA,NA,NA,NA,NA,NA
"72",3095,"Accipiter trinotatus","Accipitridae","Accipitriformes","AVIBASE-0BED8100",0.201675516,162.9,128.8,146,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-5.66,1.76,-1.81,121.37,120238.86,1,0,0,0,0,0,0,0,0,0,0,0,0,1.087635928,-0.753291656,NA,NA,3.995983255,0.05332386,0,20.2,363,1,"Spot-tailed Goshawk","epervier a queue tachetee","Gavilan Colipinto",NA,NA,NA,NA,NA,NA
"73",3085,"Accipiter trivirgatus","Accipitridae","Accipitriformes","AVIBASE-0D4EE0EB",0.486529214,216.2,171.9,265,"Forest",1,1,"Carnivore","Vertivore","Insessorial",-8.85,31.08,13.91,101.71,3366430.69,1,0,0,0,0,0,0,0,0,0,0,0,0,1.683759132,2.578836399,-0.30728718,2,5.016986921,0.265489442,0,3150.2,59853,1,"Crested Goshawk","Autour huppe","Azor Monudo",3196,14.33,NA,NA,NA,NA
"74",3112,"Accipiter virgatus","Accipitridae","Accipitriformes","AVIBASE-A59A2D4D",0.227328382,167.7,123.9,117,"Forest",1,2,"Carnivore","Vertivore","Generalist",-8.98,35.61,22.08,101.25,4398429.71,1,0,0,0,0,0,1,0,0,0,0,0,0,0.866203241,2.846230952,0.096287065,3.5,3.456670677,-0.058745833,0,924.1,17558,1,"Besra","epervier besra","Gavilan Besra",4407,19.76,NA,NA,NA,NA
"75",3309,"Aceros nipalensis","Bucerotidae","Bucerotiformes","AVIBASE-01391B1A",1.638236002,431.7,457.7,2385,"Forest",1,1,"Herbivore","Frugivore","Insessorial",15.38,29.27,24.08,97.27,284350.69,3,1,0,1,0,0,1,0,0,0,0,0,0,3.880983709,0.10743638,-0.455264403,1.45,9.550671919,1.207593714,1,144.2,2739,1,"Rufous-necked Hornbill","Calao a cou roux","Calao del Nepal",817,3.66,NA,NA,NA,NA
"76",7366,"Achaetops pycnopygius","Macrosphenidae","Passeriformes","AVIBASE-35C5E4AF",-0.3049686,68.1,79.4,28.3,"Rock",3,1,"Carnivore","Invertivore","Insessorial",-24.27,-8.76,-18.6,15.07,423641.2,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.5531089,0.5061149,NA,NA,3.130547,-0.1265147,0,95.3,1811,0,"Rockrunner","Achetopse a flancs roux","Saltarrocas de Damara",4688,21.02,NA,NA,NA,NA
"77",8712,"Acridotheres albocinctus","Sturnidae","Passeriformes","AVIBASE-EABE979B",0.003400241,125.8,80.7,98.9,"Grassland",3,1,"Omnivore","Omnivore","Generalist",20.03,26.2,23.37,96.03,328212.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6981385,0.2508896,0.2308118,4,2.968274,-0.1602352,0,38.6,695,0,"Collared Myna","Martin a collier","Mina Acollarado",NA,NA,NA,NA,NA,NA
"78",8704,"Acridotheres burmannicus","Sturnidae","Passeriformes","AVIBASE-A0FB9485",-0.06073192,113.8,68,89,"Grassland",3,2,"Omnivore","Omnivore","Generalist",15.66,24.78,20.71,96.79,327472.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5926657,0.2486314,NA,NA,2.781844,-0.1989755,0,383.5,7286,0,"Vinous-breasted Starling","Martin vineux","Mina Birmano",NA,NA,NA,NA,NA,NA
"79",8710,"Acridotheres cinereus","Sturnidae","Passeriformes","AVIBASE-5FE2771C",0.003934676,125.9,79,98.9,"Grassland",3,2,"Omnivore","Omnivore","Generalist",-5.71,-3.5,-4.68,119.91,20065.88,3,0,0,0,0,0,1,0,0,0,0,0,0,0.6981385,-2.543751,0.2846217,4.2,2.995091,-0.1546625,1,2.3,7,0,"Pale-bellied Myna","Martin cendre","Mina Cenizo",NA,NA,NA,NA,NA,NA
"80",8714,"Acridotheres cristatellus","Sturnidae","Passeriformes","AVIBASE-65BCBB64",0.04722389,134,81.2,116.3,"Grassland",3,2,"Omnivore","Omnivore","Generalist",10.91,34.72,26.65,109.29,3073263,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8602024,2.487723,0.2980742,4.25,2.708717,-0.2141713,0,4973.3,94493,0,"Crested Myna","Martin huppe","Mina Crestado",3345,15,NA,NA,NA,NA
"81",8709,"Acridotheres fuscus","Sturnidae","Passeriformes","AVIBASE-8724C64A",-0.008357322,123.6,74.9,82.8,"Woodland",2,2,"Omnivore","Omnivore","Insessorial",1.21,34.6,21.75,85.64,2411129,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5204574,2.245078,0.2846217,4.2,2.674916,-0.2211953,0,8763.2,166500,0,"Jungle Myna","Martin forestier","Mina de La Jungla",2114,9.48,2659,11.92,NA,NA
"82",8703,"Acridotheres ginginianus","Sturnidae","Passeriformes","AVIBASE-F8CFF92C",-0.0265281,120.2,77.5,72,"Grassland",3,2,"Omnivore","Omnivore","Generalist",18.38,34.46,25.86,78.09,1641345,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3806954,1.860499,0.4729564,4.9,2.307273,-0.2975918,0,2048.3,38918,0,"Bank Myna","Martin des berges","Mina Ribereno",1807,8.1,NA,NA,NA,NA
"83",8713,"Acridotheres grandis","Sturnidae","Passeriformes","AVIBASE-B483CC1C",0.05043049,134.6,77.2,98.9,"Grassland",3,1,"Omnivore","Invertivore","Generalist",3.06,27.91,17.79,101.37,1707141,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6981385,1.899803,0.4729564,4.9,2.781844,-0.1989755,0,2912.3,55333,0,"Great Myna","Grand Martin","Mina Grande",1917,8.6,12311,55.21,10432,46.99
"84",8711,"Acridotheres javanicus","Sturnidae","Passeriformes","AVIBASE-D70B61EE",-0.01370167,122.6,70.5,93.5,"Grassland",3,1,"Omnivore","Invertivore","Generalist",-8.85,-5.88,-7.35,110.16,130826.2,3,0,0,0,0,0,1,0,0,1,0,0,0,0.6419907,-0.668902,0.2846217,4.2,2.781844,-0.1989755,1,11344.3,215541,0,"Javan Myna","Martin de Java","Mina de Java",2666,11.96,1686,7.56,NA,NA
"85",8705,"Acridotheres leucocephalus","Sturnidae","Passeriformes","AVIBASE-DDF650D1",-0.06073192,113.8,68,89,"Grassland",3,2,"Omnivore","Omnivore","Generalist",8.56,17.19,13.09,105.23,475333.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5926657,0.6212456,NA,NA,2.781844,-0.1989755,0,5,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",8706,"Acridotheres melanopterus","Sturnidae","Passeriformes","AVIBASE-462CDF14",-0.005150714,124.2,72.6,89,"Woodland",3,1,"Herbivore","Omnivore","Insessorial",-6.13,-6.01,-6.11,106.71,38.7,4,0,0,0,0,0,1,0,0,1,0,0,0,0.5926657,-8.794688,0.09628707,3.5,2.781844,-0.1989755,1,5.1,77,0,"Black-winged Starling","Martin a ailes noires","Mina Alinegro",NA,NA,NA,NA,NA,NA
"87",8702,"Acridotheres tristis","Sturnidae","Passeriformes","AVIBASE-F23A2F38",0.0782211,139.8,84.8,116.4,"Human Modified",3,2,"Carnivore","Omnivore","Terrestrial",0.81,48.29,27.06,81.59,8561588,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8610618,3.512269,0.3653366,4.5,3.211699,-0.1096512,0,91267.4,1734080,0,"Common Myna","Martin triste","Mina Comun",6646,29.8,6409,28.74,NA,NA
"88",7922,"Acritillas indica","Pycnonotidae","Passeriformes","AVIBASE-36D71C61",-0.1975472,88.2,80.8,30.6,"Forest",1,1,"Herbivore","Omnivore","Insessorial",5.92,19.41,11.48,77.74,219041.4,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4749707,-0.1535112,-0.1996674,2.4,3.281814,-0.09508122,0,2818.9,53560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",5203,"Acrobatornis fonsecai","Furnariidae","Passeriformes","AVIBASE-E4FC9402",-0.332759188,62.9,56.6,13.7,"Forest",1,1,"Carnivore","Invertivore","Insessorial",-16.05,-14.51,-15.42,-39.65,3689.54,3,1,0,0,0,0,1,0,0,0,0,0,0,-1.278574861,-4.237270131,NA,NA,2.507388232,-0.256007673,1,14.8,251,0,"Pink-legged Graveteiro","Synallaxe a pattes roses","Graveteiro",240,1.08,NA,NA,957,4.31
"90",7581,"Acrocephalus aequinoctialis","Acrocephalidae","Passeriformes","AVIBASE-55572D3B",-0.2761091,73.5,63.5,25,"Shrubland",3,1,"Carnivore","Invertivore","Generalist",1.78,4.7,2.11,-157.63,229.11,4,1,1,1,0,0,1,0,1,0,0,1,0,-0.6770949,-7.016325,NA,NA,3.57015,-0.03516467,1,2.9,29,0,"Kiritimati Reed Warbler","Rousserolle de la Ligne","Carricero de Kiritimati",NA,NA,NA,NA,NA,NA
"91",7563,"Acrocephalus agricola","Acrocephalidae","Passeriformes","AVIBASE-781FE53F",-0.3739107,55.2,54.9,9.6,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",35.39,56.93,46.5,71.71,6560154,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.634208,3.245997,0.3653366,4.5,2.184121,-0.3231828,0,800.7,15214,0,"Paddyfield Warbler","Rousserolle isabelle","Carricero Agricola",927,4.16,334,1.5,NA,NA
"92",7573,"Acrocephalus arundinaceus","Acrocephalidae","Passeriformes","AVIBASE-B283E332",-0.1590679,95.4,80.8,30,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",23.84,63.2,49.39,45.3,9336953,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4947733,3.598963,0.2846217,4.2,2.656257,-0.2250726,0,9875.1,187627,0,"Great Reed Warbler","Rousserolle turdoide","Carricero Tordal",NA,NA,1227,5.5,548,2.47
"93",7595,"Acrocephalus atyphus","Acrocephalidae","Passeriformes","AVIBASE-32D8BFB9",-0.1970128,88.3,78.2,30,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",-21.73,-14.09,-16.91,-144.1,611.16,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.4947733,-6.035168,NA,NA,3.578649,-0.03339863,0,5.9,82,0,"Tuamotu Reed Warbler","Rousserolle des Tuamotu","Carricero de Tuamotu",NA,NA,NA,NA,NA,NA
"94",7576,"Acrocephalus australis","Acrocephalidae","Passeriformes","AVIBASE-8700E651",-0.2862634,71.6,67,17.7,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",-43.31,18.84,-21.31,137.46,5363722,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.022406,3.044642,0.2846217,4.2,2.948304,-0.164385,0,6879.6,130712,0,"Australian Reed Warbler","Rousserolle d'Australie","Carricero Australiano",NA,NA,NA,NA,NA,NA
"95",7554,"Acrocephalus bistrigiceps","Acrocephalidae","Passeriformes","AVIBASE-1DB9A114",-0.3872715,52.7,50.4,8.7,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",29.02,54.71,43.82,124.82,4170337,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.732648,2.79298,0.4729564,4.9,2.135781,-0.3332281,0,771.2,14653,0,"Black-browed Reed Warbler","Rousserolle de Schrenck","Carricerin Cejinegro",NA,NA,NA,NA,NA,NA
"96",7569,"Acrocephalus brevipennis","Acrocephalidae","Passeriformes","AVIBASE-AAABFBE8",-0.3167261,65.9,61.5,16,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",14.88,16.68,15.18,-23.83,1324.46,3,0,1,1,0,0,0,0,1,0,0,1,1,-1.123382,-5.261767,-0.1727624,2.5,3.020063,-0.1494734,1,27.2,408,0,"Cape Verde Swamp Warbler","Rousserolle du Cap-Vert","Carricero de Cabo Verde",NA,NA,NA,NA,NA,NA
"97",7592,"Acrocephalus caffer","Acrocephalidae","Passeriformes","AVIBASE-EC5497E6",-0.1708255,93.2,81.8,43.8,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-17.78,-17.52,-17.65,-149.42,266.98,3,0,1,0,0,1,1,1,0,0,0,0,0,-0.1163369,-6.863353,NA,NA,2.74017,-0.2076353,1,4.2,63,0,"Tahiti Reed Warbler","Rousserolle a long bec","Carricero de Tahiti",NA,NA,NA,NA,NA,NA
"98",7564,"Acrocephalus concinens","Acrocephalidae","Passeriformes","AVIBASE-F084CA99",-0.3717729,55.6,56,8.3,"Wetland",2,2,"Carnivore","Invertivore","Insessorial",23.52,41.88,33.61,105.24,2146677,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.779715,2.128905,0.09628707,3.5,2.183509,-0.3233101,0,20.4,368,0,"Blunt-winged Warbler","Rousserolle de Swinhoe","Carricero de Swinhoe",NA,NA,NA,NA,NA,NA
"99",7560,"Acrocephalus dumetorum","Acrocephalidae","Passeriformes","AVIBASE-B22EAFC8",-0.3370347,62.1,53.1,11.2,"Wetland",2,3,"Carnivore","Invertivore","Insessorial",37.32,64.23,55.04,64.74,5747941,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.480057,3.113825,0.2846217,4.2,2.269283,-0.3054861,0,10221.2,194203,0,"Blyth's Reed Warbler","Rousserolle des buissons","Carricero de Blyth",NA,NA,NA,NA,NA,NA
"100",7586,"Acrocephalus familiaris","Acrocephalidae","Passeriformes","AVIBASE-C3F75059",-0.3455856,60.5,56.5,18.3,"Shrubland",3,1,"Carnivore","Invertivore","Insessorial",23.05,23.06,23.06,-161.92,1.55,5,0,1,0,0,0,0,0,1,0,0,1,0,-0.9890696,-12.01227,NA,NA,3.194572,-0.1132103,1,19.2,211,0,"Millerbird","Rousserolle obscure","Carricero Familiar",828,3.71,NA,NA,NA,NA
"101",7567,"Acrocephalus gracilirostris","Acrocephalidae","Passeriformes","AVIBASE-4AA7817D",-0.3231394,64.7,59.3,14.4,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-34.84,14.77,-13.82,29.52,4809980,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.228742,2.935676,-0.2131199,2.35,3.514996,-0.04662576,0,4138.9,78639,0,"Lesser Swamp Warbler","Rousserolle a bec fin","Carricero Picofino",NA,NA,NA,NA,NA,NA
"102",7566,"Acrocephalus griseldis","Acrocephalidae","Passeriformes","AVIBASE-0D42A253",-0.2419053,79.9,64,16.7,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",28.93,34.61,31.95,45.59,105982.4,4,0,0,1,1,0,1,1,1,0,0,1,0,-1.080562,-0.8794987,0.2846217,4.2,2.688434,-0.2183861,1,30.5,580,0,"Basra Reed Warbler","Rousserolle d'Irak","Carricero de Basora",NA,NA,NA,NA,NA,NA
"103",7578,"Acrocephalus hiwae","Acrocephalidae","Passeriformes","AVIBASE-121E8914",-0.1932717,89,81.5,35.6,"Wetland",2,1,"Carnivore","Invertivore","Terrestrial",15.1,17.62,15.34,145.76,134.91,5,1,1,1,0,0,0,0,0,0,1,0,0,-0.3236251,-7.545919,NA,NA,2.74017,-0.2076353,1,13.3,226,0,"Saipan Reed Warbler","Rousserolle de Saipan","Carricero de Saipan",NA,NA,NA,NA,NA,NA
"104",7589,"Acrocephalus kerearako","Acrocephalidae","Passeriformes","AVIBASE-87639F7A",-0.2787813,73,77,22.5,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-21.94,-19.76,-21.34,-157.87,69.45,2,1,1,0,0,0,0,0,0,0,0,1,0,-0.7824554,-8.20992,NA,NA,3.020809,-0.1493184,0,5.3,32,0,"Cook Islands Reed Warbler","Rousserolle des Cook","Carricero de Las Cook",NA,NA,NA,NA,NA,NA
"105",7593,"Acrocephalus longirostris","Acrocephalidae","Passeriformes","AVIBASE-C3251DE9",-0.1708255,93.2,81.8,43.8,"Forest",2,1,"Carnivore","Invertivore","Insessorial",-17.59,-17.47,-17.53,-149.83,134.38,5,1,1,0,0,1,1,1,0,0,0,0,0,-0.1163369,-7.549856,NA,NA,2.74017,-0.2076353,1,1,1,0,"Moorea Reed Warbler","Rousserolle de Moorea","Carricero de Moorea",NA,NA,NA,NA,NA,NA
"106",7557,"Acrocephalus melanopogon","Acrocephalidae","Passeriformes","AVIBASE-E1559C49",-0.3658941,56.7,47.8,10.9,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",24.37,49.94,42.27,49.27,2304219,1,0,0,0,0,0,0,0,1,0,0,0,0,-1.507208,2.199725,0.2308118,4,2.255126,-0.3084281,0,1740.6,33071,0,"Moustached Warbler","Lusciniole a moustaches","Carricerin Real",859,3.85,NA,NA,NA,NA
"107",7582,"Acrocephalus mendanae","Acrocephalidae","Passeriformes","AVIBASE-1F6656EC",-0.1489137,97.3,86.8,36.3,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-10.54,-7.86,-9.83,-139.16,593.47,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.304153,-6.064541,NA,NA,3.637697,-0.02112831,0,5.6,62,0,"Southern Marquesan Reed Warbler","Rousserolle des Marquises","Carricero de Las Marquesas",NA,NA,NA,NA,NA,NA
"108",7570,"Acrocephalus newtoni","Acrocephalidae","Passeriformes","AVIBASE-6ED7C46F",-0.3135195,66.5,76.2,17,"Wetland",3,1,"Carnivore","Invertivore","Insessorial",-25.61,-11.95,-19.38,46.7,591120.5,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.062757,0.839248,-0.03823768,3,2.885618,-0.1774111,0,61.6,1171,0,"Madagascar Swamp Warbler","Rousserolle de Newton","Carricero Malgache",NA,NA,NA,NA,NA,NA
"109",7574,"Acrocephalus orientalis","Acrocephalidae","Passeriformes","AVIBASE-9A6953ED",-0.2467152,79,69.2,23.5,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",26.45,53.94,43.41,121.43,5305557,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7389703,3.033738,NA,NA,2.74017,-0.2076353,0,1590.3,30216,0,"Oriental Reed Warbler","Rousserolle d'Orient","Carricero Oriental",NA,NA,NA,NA,NA,NA
"110",7559,"Acrocephalus orinus","Acrocephalidae","Passeriformes","AVIBASE-6A9ED1BF",-0.3589465,58,55.4,24.2,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",36.08,38.8,37.13,71.38,15471.91,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.7096181,-2.803746,NA,NA,2.785556,-0.1982042,0,3.2,29,0,"Large-billed Reed Warbler","Rousserolle a grand bec","Carricero Picudo",NA,NA,NA,NA,NA,NA
"111",7556,"Acrocephalus paludicola","Acrocephalidae","Passeriformes","AVIBASE-C15141A6",-0.3370347,62.1,47.2,11.6,"Wetland",3,3,"Carnivore","Invertivore","Insessorial",49.28,56.15,52.09,24.27,182586.5,3,1,0,0,0,0,1,0,1,0,0,1,0,-1.444966,-0.3355482,0.4823731,4.935,2.226321,-0.3144138,1,600,11400,0,"Aquatic Warbler","Phragmite aquatique","Carricerin Cejudo",1571,7.04,1827,8.19,499,2.25
"112",7561,"Acrocephalus palustris","Acrocephalidae","Passeriformes","AVIBASE-B675E006",-0.3022964,68.6,56.5,11.5,"Shrubland",3,3,"Carnivore","Invertivore","Insessorial",37.03,65.42,51.96,32.36,5996673,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.453624,3.156188,0.3411221,4.41,2.297948,-0.2995296,0,17439.2,331345,0,"Marsh Warbler","Rousserolle verderolle","Carricero Poliglota",3059,13.72,639,2.87,NA,NA
"113",7594,"Acrocephalus percernis","Acrocephalidae","Passeriformes","AVIBASE-1EFA97FA",-0.1312773,100.6,92.5,31.2,"Shrubland",2,1,"Carnivore","Invertivore","Insessorial",-8.98,-7.9,-8.79,-140.08,478.41,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.4555526,-6.280059,NA,NA,2.74017,-0.2076353,0,6,84,0,"Northern Marquesan Reed Warbler","Rousserolle de Nuku Hiva","Carricero de Las Marquesas Septentrionales",NA,NA,NA,NA,NA,NA
