,Spanish.name
8340,Chochin Cejirrufo
8341,Chochin Ocraceo
8342,Chochin Montanes
8343,Chochin de Santa Marta
8344,Chochin de Tepui
8345,Chochin de Isla Socorro
8346,Cucarachero del Bambu
8347,Cucarachero Culibarrado
8348,Cucarachero Sabanero
8349,Cucarachero de Merida
8350,Cucarachero de Apolinar
8351,Cucarachero Pantanero
8352,Cucarachero de Carolina
8354,Cucarachero Colinegro
8355,Cucarachero Chocorocoy
8356,Cucarachero Ondeado
8357,Cucarachero Barrado
8358,Cucarachero Serrano
8359,Cucarachero Cabeciblanco
8360,Cucarachero Turdino
8361,Cucarachero Manchado
8363,Cucarachero Nuquirrufo
8365,Cucarachero Currucuchu
8366,Cucarachero de Chiapas
8367,Cucarachero Desertico
8368,Cucarachero Yucateco
8369,Cucarachero del Balsas
8370,Cucarachero Ventrinegro
8371,Cucarachero Coliliso
8373,Cucarachero Inca
8374,Cucarachero Bigotudo Montano
8375,Cucarachero Coraya
8376,Cucarachero Bigotudo Brasileno
8377,Cucarachero Gorjinegro
8378,Cucarachero Cabecigris
8379,Cucarachero Feliz
8382,Cucarachero Jaspeado
8383,Cucarachero Pechirrufo
8384,Cucarachero Pinto
8385,Cucarachero Ventribarrado
8386,Cucarachero Rufiblanco
8387,Cucarachero Antioqueno
8388,Cucarachero de Niceforo
8389,Cucarachero Sinaloense
8390,Cucarachero Rufo
8391,Cucarachero Sepia
8392,Cucarachero Peruano
8393,Cucarachero Fulvo
8394,Cucarachero Gorjirrayado
8395,Cucarachero Pechirrayado
8396,Cucarachero Cejon
8397,Cucarachero Pechihabano
8398,Cucarachero Piquilargo
8399,Cucarachero del Guarayos
8400,Cucarachero Ribereno
8401,Cucarachero Cabecinegro
8402,Cucarachero Modesto
8403,Cucarachero de Zeledon
8404,Cucarachero Gris
8405,Cucarachero Ventriblanco
8406,Cucarachero Pechiblanco
8407,Cucarachero Aliblanco
8408,Cucarachero Pechigris
8409,Cucarachero Anacoreta
8410,Cucarachero de Munchique
8412,Cucarachero Pechicastano
8413,Cucarachero Canoro
8414,Cucarachero Musical
8415,Mirlo Acuatico Europeo
8416,Mirlo Acuatico Pardo
8417,Mirlo Acuatico Norteamericano
8418,Mirlo Acuatico Coroniblanco
8419,Mirlo Acuatico Gorjirrufo
8420,Picabueyes Piquirrojo
8421,Picabueyes Piquigualdo
8422,Estornino Pinto
8423,Estornino Negro
8424,Estornino Carunculado
8425,Estornino Rosado
8426,Estornino Daurico
8427,Estornino Carirrojo
8428,Estornino Pio
8430,Estornino Cuellinegro
8431,Estornino Cingales
8432,Estornino de Bali
8433,Estornino Chino
8434,Estornino de Las Pagodas
8435,Estornino Cabecigris
8436,Estornino Cabeciblanco
8437,Estornino Piquirrojo
8438,Estornino Gris
8439,Mina Comun
8440,Mina Ribereno
8441,Mina Birmano
8443,Mina Alinegro
8444,Mina de La Jungla
8445,Mina Cenizo
8446,Mina de Java
8447,Mina Acollarado
8448,Mina Grande
8449,Mina Crestado
8450,Estornino Picofino
8451,Estornino Naburup
8452,Estornino de Neumann
8453,Estornino Alirrojo
8454,Estornino Alirrufo
8455,Estornino de Waller
8456,Estornino Piquiblanco
8457,Estornino de Tristram
8458,Estornino de Salvadori
8459,Estornino de Socotra
8460,Estornino Somali
8461,Estornino Alipinto
8462,Estornino Gorjinegro
8463,Estornino Acollarado
8464,Estornino Urraca
8465,Estornino de Sharpe
8466,Estornino de Stuhlmann
8467,Estornino de Kenrick
8468,Estornino Rabilargo
8469,Estornino de Abbott
8470,Estornino de Hildebrant
8471,Estornino de Shelley
8472,Estornino de Burchell
8473,Estornino Colilargo
8474,Estornino de Ruppell
8477,Estornino de Meves
8478,Estornino Cenizo
8479,Estornino de Principe
8480,Estornino Esplendido
8481,Estornino Pechidorado
8482,Estornino Soberbio
8483,Estornino Ventrirrufo
8484,Estornino Bicolor
8485,Estornino Coroniblanco
8486,Estornino de Fischer
8487,Estornino Colifino
8488,Estornino de Swainson
8489,Estornino Purpureo
8490,Estornino Colibronceado
8491,Estornino de El Cabo
8492,Estornino Orejiazul
8493,Estornino Esmeralda
8494,Estornino Malgache
8495,Estornino Amatista
8496,Estornino Cabecipurpura
8497,Estornino Colicobrizo
8498,Estornino Ventrinegro
8499,Rabdornis Comun
8500,Rabdornis Grande
8501,Rabdornis de Rabor
8502,Rabdornis Cabecipardo
8503,Mina de Celebes
8504,Mina de Yelmo
8505,Mina Moluqueno
8506,Mina de Mindanao
8508,Mina Cuelliblanco
8509,Mina Caricalvo
8510,Mina Coleto
8511,Mina Carigualdo
8512,Mina de Las Bismarck
8513,Mina Dorado
8514,Mina Cingales
8515,Mina Indio
8516,Mina Religioso
8518,Mina de La Nias
8519,Mina Coronado
8520,Estornino Cejirrojo
8521,Estornino Culipinto
8522,Estornino Lustroso
8524,Estornino Ojigualdo
8525,Estornino Cantor
8526,Estornino de Las Tanimbar
8527,Estornino de Los Atolones
8528,Estornino de La Rennell
8529,Estornino de La Biak
8530,Estornino Ojiblanco
8531,Estornino de Las Salomon
8532,Estornino de San Cristobal
8533,Estornino de Melanesia
8534,Estornino de Nueva Caledonia
8535,Estornino de Espiritu Santo
8536,Estornino Bronceado
8537,Estornino Moluqueno
8538,Estornino Colicorto
8539,Estornino de Micronesia
8540,Estornino de Ponape
8541,Estornino de Polinesia
8542,Estornino de Samoa
8543,Estornino de Rarotonga
8544,Mulato Azul
8545,Mulato Pechiblanco
8546,Pajaro Gato Negro
8547,Pajaro Gato Gris
8548,Cuitlacoche Pechiblanco
8549,Cuitlacoche Oscuro
8550,Cuitlacoche Chucho
8551,Cocobino Pardo
8552,Cocobino Gris
8553,Sinsonte Tenca
8554,Sinsonte Patagon
8555,Sinsonte Calandria
8556,Sinsonte Trescolas
8557,Sinsonte Castano
8558,Sinsonte Colilargo
8559,Sinsonte Norteno
8560,Sinsonte Tropical
8561,Sinsonte de Isla Socorro
8562,Sinsonte de Bahamas
8563,Sinsonte de Floreana
8564,Sinsonte de Galapagos
8565,Sinsonte de Espanola
8566,Sinsonte de San Cristobal
8567,Cuitlacoche de Las Artemisas
8568,Cuitlacoche Piquicurvo
8569,Cuitlacoche Ocelado
8570,Cuitlacoche Rojizo
8571,Cuitlacoche Piquilargo
8572,Cuitlacoche de Cozumel
8573,Cuitlacoche Piquicorto
8574,Cuitlacoche Ceniciento
8575,Cuitlacoche Californiano
8576,Cuitlacoche Culirrojo
8577,Cuitlacoche Palido
8578,Azulejo Occidental
8579,Azulejo Oriental
8580,Azulejo Claro
8581,Zorzal Grandala
8582,Zorzal Colirrufo
8583,Zorzal de Fernando Poo
8586,Solitario Norteno
8587,Solitario Olomao
8588,Solitario Omao
8589,Solitario Puaiohi
8590,Solitario Cubano
8591,Solitario Gorjirrufo
8592,Solitario Dorsipardo
8593,Solitario Unicolor
8594,Solitario Carinegro
8595,Solitario Variado
8596,Solitario Andino
8597,Zorzal de Dixon
8598,Zorzal Dorsiliso del Himalaya
8599,Zorzal Dorsiliso de Sichuan
8600,Zorzal de Salim Ali
8601,Zorzal Flanquioscuro
8602,Zorzal Piquilargo
8603,Zorzal de Everett
8604,Zorzal de Andromeda
8605,Zorzal Dorado
8606,Zorzal de Amami
8607,Zorzal Escamoso
8608,Zorzal de Tanimbar
8609,Zorzal de Guadalcanal
8610,Zorzal de San Cristobal
8611,Zorzal Lunado
8612,Zorzal de Heine
8613,Zorzal de Nueva Bretana
8614,Zorzal de Bouganinville
8615,Zorzal Pinto
8616,Solitario Negro
8617,Solitario Orejiblanco
8621,Solitario Ocre
8622,Zorzal Azteca
8623,Zorzalito Maculado
8625,Zorzalito de Swainson
8626,Zorzalito Rojizo
8627,Zorzalito Carigris
8628,Zorzalito de Bicknell
8629,Zorzalito Colirrufo
8630,Zorzalito Piquipardo
8631,Zorzalito de Frantzius
8632,Zorzalito Piquinegro
8633,Zorzalito Piquigualda
8634,Zorzalito Cabecinegro
8635,Zorzalito Overo
8636,Zorzalito Pinto
8637,Zorzalito Sombrio
8638,Zorzal de Borneo
8639,Cochoa Purpura
8640,Cochoa Verde
8641,Cochoa de Sumatra
8642,Cochoa de Java
8643,Zorzal Siberiano
8644,Zorzal de Ward
8645,Zorzal Moteado
8646,Zorzal Alimoteado
8647,Zorzal Citrino
8648,Zorzal Cenizo
8649,Zorzal Dorsirrojo
8650,Zorzal de Peleng
8651,Zorzal Pizarroso
8652,Zorzal de Timor
8653,Zorzal de Doherty
8654,Zorzal Coronicastano
8655,Zorzal de Enggano
8656,Zorzal de Buru
8657,Zorzal de Seram
8658,Zorzal de Gurney
8659,Zorzal de Oberlaender
8660,Zorzal de Crossley
8661,Zorzal de Piaggia
8662,Zorzal Camerunes
8663,Zorzal de Ghana
8664,Zorzal Chino
8666,Zorzal Litsitsirupa
8667,Zorzal Charlo
8668,Zorzal Comun
8669,Zorzal Abisinio
8670,Zorzal de Los Taita
8671,Zorzal de Los Usambara
8672,Zorzal Alirrojo
8673,Zorzal Plebeyo
8674,Mirlo Comun
8675,Zorzal Sabia
8676,Zorzal Cacao
8677,Zorzal de Hauxwell
8678,Mirlo Azulado
8679,Zorzal Imitador
8680,Zorzal Ventripalido
8681,Zorzal Cuelliblanco Norteno
8682,Zorzal Cuelliblanco Sureno
8683,Zorzal Colorado
8684,Zorzal Ecuatoriano
8685,Zorzal Pardo
8686,Zorzal Boliviano
8687,Zorzal de Varzea
8688,Zorzal Caripelado
8689,Mirlo Mandarin
8690,Zorzal Somali
8691,Zorzal Ceniciento
8692,Zorzal de Las Comoras
8693,Zorzal de Kurrichane
8694,Zorzal Yemeni
8695,Zorzal Olivaceo
8696,Zorzal del Karoo
8697,Zorzal Antillano
8698,Mirlo Ojiblanco
8699,Zorzal Jamaicano
8700,Zorzal de La Espanola
8701,Mirlo Guatemalteco
8702,Mirlo Negruzco
8703,Zorzal Americano
8705,Zorzal Cuellirrufo
8706,Zorzal Dorsirrufo
8707,Zorzal Patagon
8708,Zorzal Dorsiplomizo
8709,Zorzal Ventricastano
8710,Zorzal Cabecinegro
8711,Mirlo Chiguanco
8713,Mirlo Grande
8714,Zorzal Plomizo Andino
8715,Zorzal Plomizo Oriental
8716,Mirlo Serrano
8717,Zorzal de Tristan Da Cunha
8718,Zorzal Chalchalero
8719,Zorzal Piquinegro
8721,Zorzal de Arthur
8722,Zorzal del Maranon
8723,Zorzal de Principe
8724,Zorzal de Santo Tome
8725,Zorzal Gorjiblanco
8726,Zorzal Patirrojo
8729,Zorzal Africano
8730,Zorzal de Formosa
8731,Mirlo Aligris
8732,Mirlo Indio
8733,Zorzal Japones
8734,Zorzal Dorsigris
8735,Zorzal Pechinegro
8736,Zorzal Unicolor
8737,Zorzal Rojigris
8738,Zorzal de Fea
8739,Zorzal de Las Izu
8740,Zorzal Cabecipardo
8741,Zorzal Palido
8742,Zorzal Insular
8743,Zorzal de Kessler
8744,Mirlo del Himalaya
8745,Zorzal Real
8746,Mirlo Acollarado
8747,Zorzal Castano
8748,Mirlo Capiblanco
8749,Zorzal de Naumann
8750,Zorzal Eunomo
8751,Zorzal Papinegro
8752,Zorzal Papirrojo
8753,Zorzal Montano de Celebes
8754,Alete Coliblanca
8755,Alete Castano
8761,Alzacola del Kalahari
8762,Alzacola Rojizo
8763,Alzacola Negro
8764,Alzacola de Hartlaub
8765,Alzacola Dorsirrojo
8766,Shama Filipino
8768,Shama Malgache
8769,Shama de Seychelles
8770,Shama Oriental
8779,Papamoscas Estriado
8780,Papamoscas Siberiano
8781,Papamoscas Herrumbroso
8782,Papamoscas Muttui
8783,Papamoscas Asiatico
8784,Papamoscas de Rand
8785,Papamoscas de La Sumba
8786,Papamoscas Saciado
8787,Papamoscas Sombrio
8788,Papamoscas Patigualdo
8789,Papamoscas Gambaga
8790,Papamoscas Gris
8791,Papamoscas Palustre
8792,Papamoscas de Cassin
8793,Papamoscas de Böhm
8794,Papamoscas Ahumado
8795,Papamoscas de Usher
8796,Papamoscas Pizarroso
8797,Papamoscas Piquicorto
8798,Papamoscas del Marico
8799,Papamoscas Palido
8800,Papamoscas Tarabilla
8801,Papamoscas Cejiblanco
8802,Papamoscas Forestal
8803,Papamoscas Carbonero
8804,Papamoscas Gorjigris
8805,Papamoscas Cenizo
8806,Papamoscas de Tessmann
8807,Papamoscas Olivaceo
8808,Papamoscas de Chapin
8809,Papamoscas de Las Comoras
8810,Papamoscas Fiscal
8811,Papamoscas Herero
8812,Papamoscas Plateado
8813,Papamoscas Chocolate
8814,Papamoscas Angoleno
8815,Papamoscas de Fischer
8816,Papamoscas de Berlioz
8817,Papamoscas Liberiano
8818,Papamoscas Drongo
8819,Papamoscas Sudafricano
8820,Papamoscas Sundara
8821,Papamoscas de Mcgrigor
8822,Papamoscas de Sumatra
8824,Papamoscas Vivido
8825,Papamoscas de David
8826,Papamoscas Grande
8827,Papamoscas de Zappey
8828,Papamoscas Azul
8829,Papamoscas de Los Nilgiri
8831,Papamoscas indigo
8832,Papamoscas de Ceilan
8833,Papamoscas Verdin
8834,Papamoscas Isleno
8835,Papamoscas Gorjiestriado
8836,Papamoscas Gargantilla
8837,Papamoscas Cejirrufo
8838,Papamoscas de Flores
8840,Papamoscas de Nicobar
8841,Papamoscas Pechipardo
8842,Papamoscas Dorsioliva
8843,Papamoscas Pechigris
8844,Papamoscas Colirrufo
8845,Papamoscas de Sula
8846,Papamoscas Azulado
8847,Papamoscas de Ruck
8848,Papamoscas Pechiazul
8850,Papamoscas Ventriblanco
8851,Papamoscas de Brooks
8852,Papamoscas de Arunachal Pradesh
8853,Papamoscas de Banyumas
8854,Papamoscas de Balabac
8855,Papamoscas de Tickell
8856,Papamoscas Indochino
8857,Papamoscas Picoancho
8858,Papamoscas de Borneo
8859,Papamoscas Chino
8860,Papamoscas de Hainan
8861,Papamoscas Gorjiazul
8862,Papamoscas Malayo
8863,Papamoscas de Manglar
8864,Papamoscas de Celebes
8866,Papamoscas Jacintino
8867,Papamoscas Frentiazul
8868,Papamoscas de Sanford
8869,Papamoscas Coliblanco
8870,Cosifa Angolena
8877,Petirrojo Europeo
8878,Ruisenor Estrellado
8880,Cosifa Ventriblanco
8881,Ruisenor de Swynnerton
8882,Alete Gorjirrojo
8883,Alete Pechipardo
8884,Alete Pechiblanco
8885,Alete de Cholo
8886,Cosifa Aliazul
8887,Cosifa de Ruppell
8888,Cosifa de Heuglin
8889,Cosifa de Natal
8890,Cosifa Bicolor
8891,Cosifa Cabeciblanca
8892,Cosifa Coroninivea
8893,Cosifa Coroniblanca
8894,Petirrojo Selvatico
8897,Zorzal Palmero Acollarado
8898,Zorzal Palmero Colirrufo
8899,Zorzal Palmero Moteado
8900,Akelat de Los Usambara
8901,Akelat del Iringa
8902,Akelat de Rubeho
8903,Akelat de Gabela
8904,Akelat Ecuatorial
8905,Akelat Occidental
8906,Akelat de Gunning
8907,Akelat de Sharpe
8910,Akelat de Bocage
8912,Alicorto de Celebes
8913,Papamoscas Embridado
8914,Papamoscas de Negros
8915,Papamoscas Insigne
8916,Papamoscas de Mindanao
8918,Alicorto Ventrirrufo
8919,Alicorto Chico
8920,Alicorto del Himalaya
8921,Alicorto Chino
8922,Alicorto Azul
8926,Alicorto de Java
8928,Ruisenor Cabecirrojo
8929,Ruisenor Indio
8930,Ruisenor Azul
8931,Ruisenor Silbador
8932,Ruisenor Japones
8934,Ruisenor de Okinawa
8936,Petirrojo de Iran
8939,Ruisenor Ruso
8940,Ruisenor Comun
8941,Ruisenor de David
8942,Ruisenor Gorjinegro
8943,Ruisenor Caliope
8944,Ruisenor Pechinegro del Himalaya
8945,Ruisenor Pechinegro Chino
8946,Ruisenor Coliblanco
8948,Ruisenor de La Sonda
8949,Alicorto Flanquirrufo
8950,Alicorto Ventriblanco
8951,Ruisenor Pechirrufo
8952,Ruisenor Coliazul
8953,Ruisenor del Himalaya
8954,Ruisenor Cejudo
8955,Ruisenor de Formosa
8956,Ruisenor Dorado
8957,Torrentero Chico
8958,Torrentero Dorsigris
8959,Torrentero de La Sonda
8960,Torrentero Capirrufo
8961,Torrentero Dorsinegro
8962,Torrentero Coroniblanco
8963,Torrentero Moteado
8964,Ruisenor Frentiazul
8965,Arrenga de Ceilan
8966,Arrenga Brillante
8967,Arrenga de Java
8968,Arrenga Castano
8969,Arrenga de Borneo
8970,Arrenga Malayo
8971,Arrenga Indio
8972,Arrenga de Formosa
8973,Arrenga Comun
8974,Papamoscas Culiamarillo
8975,Papamoscas de Elise
8976,Papamoscas Narciso
8977,Papamoscas de Las Ryukyu
8978,Papamoscas Mugimaki
8979,Papamoscas de Hodgson
8980,Papamoscas Tricolor
8981,Papamoscas Cejiniveo
8982,Papamoscas Pigmeo
8983,Papamoscas Gorjirrojo
8984,Papamoscas Zafiro
8985,Papamoscas Ultramarino
8986,Papamoscas Pio
8987,Papamoscas Colirrojo
8988,Papamoscas Papirrojo
8989,Papamoscas Boreal
8990,Papamoscas de Cachemira
8991,Papamoscas Semiacollarado
8992,Papamoscas Cerrojillo
8993,Papamoscas Acollarado
8994,Papamoscas de La Damar
8995,Papamoscas Gorjirrufo
8996,Papamoscas de Buru
8997,Papamoscas de Hartert
8998,Papamoscas de Timor
8999,Papamoscas de Basilan
9000,Papamoscas de Luzon
9001,Papamoscas Criptico
9002,Papamoscas del Lompobattang
9003,Papamoscas Rufinegro
9004,Papamoscas Pechirrufo
9005,Papamoscas de Las Tanimbar
9006,Papamoscas Furtivo
9007,Papamoscas de Palawan
9008,Colirrojo de Przewalski
9009,Colirrojo de Eversmann
9010,Colirrojo Frentiazul
9011,Colirrojo Capiazul
9012,Colirrojo Gorjiblanco
9013,Colirrojo Acuatico
9014,Colirrojo Fuliginoso
9015,Colirrojo Bicolor
9016,Colirrojo Tizon
9017,Colirrojo Real
9018,Colirrojo Diademado
9019,Colirrojo Daurico
9020,Colirrojo de Guldenstadt
9021,Colirrojo de Hodgson
9022,Roquero Capiazul
9023,Roquero Ventrirrufo
9024,Roquero Gorjiblanco
9025,Roquero de Namibia
9026,Roquero Centinela
9027,Roquero Litoral
9029,Roquero de Sharpe
9030,Roquero Rojo
9031,Roquero Solitario
9032,Roquero Chico
9034,Roquero Angoleno
9035,Roquero de El Cabo
9036,Tarabilla de Jerdon
9037,Tarabilla Gris
9038,Tarabilla de Timor
9039,Tarabilla Nortena
9040,Tarabilla de Stoliczka
9041,Tarabilla de Hodgson
9042,Tarabilla Pia
9043,Tarabilla Coliblanca
9044,Tarabilla Canaria
9045,Tarabilla Africana
9046,Tarabilla de Reunion
9047,Tarabilla Sudafricana
9048,Colinegro del Karoo
9049,Colinegro Sudafricano
9050,Colinegro Tractrac
9051,Colinegro Abisinio
9052,Roquero Imitador
9053,Zorzal Hormiguero Negro
9054,Zorzal Hormiguero Septentrional
9055,Zorzal Hormiguero del Congo
9056,Zorzal Hormiguero Meridional
9057,Collalba Montana
9058,Zorzal Hormiguero de Ruppell
9059,Zorzal Hormiguero de Arnot
9060,Collalba Gris
9062,Collalba Capirotada
9064,Collalba de Botta
9066,Collalba Isabel
9067,Collalba Monje
9068,Collalba Desertica
9069,Collalba Rubia Occidental
9070,Collalba Chipriota
9071,Collalba Pia
9072,Zorzal Hormiguero Frentiblanco
9073,Collalba Somali
9074,Collalba Culirroja
9075,Colinegro Comun
9076,Colinegro Familiar
9077,Colinegro Pardo
9078,Colinegro Sombrio
9079,Colinegro Indio
9080,Collalba Variable
9081,Collalba Negra
9082,Collalba Yebelica
9083,Collalba de Hume
9084,Collalba de Finsch
9085,Collalba Nubica
9086,Collalba Afgana
9087,Collalba Persa
9088,Zorzal Roquero
9090,Reyezuelo Satrapa
9091,Reyezuelo de Formosa
9092,Reyezuelo Sencillo
9093,Reyezuelo de Madeira
9094,Reyezuelo Listado
9095,Sigua Palmera
9096,Hipocolio
9097,
9099,Ampelis Europeo
9100,Ampelis Japones
9101,Ampelis Americano
9102,Capulinero Negrigualdo
9103,Capulinero Negro
9104,Capulinero Gris
9105,Capulinero Colilargo
9106,Ratina Moteada
9107,Mielero Abejaruco de El Cabo
9108,Mielero Abejaruco de Gurney
9109,Tordina Manchada
9110,Tordina de Anteojos
9111,Tordina de Kakamega
9112,Irena Dorsiazul
9114,Irena Dorsinegra
9115,Verdin de Sumatra
9116,Verdin de Sonnerat
9117,Verdin Gorjiazul
9118,Verdin de Palawan
9119,Verdin Filipino
9120,Verdin Frentidorado
9121,Verdin Frentiazul
9122,Verdin de Jerdon
9123,Verdin de Hardwicke
9125,Verdin de Borneo
9127,Verdin Aliazul
9128,Picaflores Olivaceo
9129,Picaflores Moteado
9130,Picaflores Pechiescarlata
9131,Picaflores Culigualdo
9132,Picaflores Carminoso
9133,Picaflores de Palawan
9134,Picaflores Ventrigualdo
9135,Picaflores Pechiestriado
9136,Picaflores Cingales
9137,Picaflores Culidorado
9138,Picaflores Especulado
9139,Picaflores Picogrueso
9140,Picaflores Dorsipardo
9141,Picaflores Bigotudo
9142,Picaflores Coronado
9144,Picaflores Bicolor
9145,Picaflores Flanquigualdo
9146,Picaflores Ventrinaranja
9147,Picaflores Filipino
9148,Picaflores Pechinegro
9149,Picaflores de Mindoro
9150,Picaflores de Cebu
9151,Picaflores Zumbador
9152,Picaflores de Mindanao
9153,Picaflores Piquirrojo
9154,Picaflores Liso
9155,Picaflores Sencillo
9156,Picaflores Pigmeo
9157,Picaflores de Nehrkorn
9158,Picaflores de Halmahera
9159,Picaflores Pechirrojo
9160,Picaflores Cenizo
9161,Picaflores Pectoral
9162,Picaflores Sangrante
9165,Picaflores Dorsirrojo
9166,Picaflores Cabecirrojo
9167,Picaflores Encendido
9168,Picaflores de Mauge
9169,Picaflores de Celebes
9170,Picaflores de Borneo
9171,Picaflores Pechofuego
9175,Picaflores de Las Salomon
9176,Picaflores de Las Bismarck
9177,Picaflores de San Cristobal
9178,Picaflores de Las Luisiadas
9181,Picaflores Golondrina
9182,Picaflores Capirrojo
9183,Aranero Picogordo
9184,Aranero Piquilargo
9185,Aranero Chico
9186,Aranero de Palawan
9187,Aranero Filipino
9188,Aranero de Whitehead
9189,Aranero Caricalvo
9190,Aranero Carigualdo
9191,Aranero Estriado
9192,Aranero de Anteojos
9193,Aranero Pechiestriado
9194,Aranero Modesto
9196,Suimanga Carirrubi
9197,Suimanga de Fraser
9198,Suimanga Cabecigris
9199,Suimanga de Reichenow
9200,Suimanga de Anchieta
9201,Suimanga Sencillo
9202,Suimanga Gorjipardo
9203,Suimanga Gorjigris
9204,Suimanga Gorjirrojo
9205,Suimanga Pardo
9206,Suimanga Violeta
9207,Suimanga Keniata
9208,Suimanga de Las Uluguru
9209,Suimanga Colivioleta
9210,Suimanga de Seimund
9211,Suimanga Piquirrecto
9213,Suimanga Cuellirrojo
9214,Suimanga Acollarado
9215,Suimanga Pigmeo
9216,Suimanga del Nilo
9217,Suimanga de Amani
9218,Suimanga de Reichenbach
9219,Suimanga de Principe
9220,Suimanga de Newton
9221,Suimanga Gigante
9222,Suimanga Pechinaranja
9223,Suimanga Cabeciverde
9224,Suimanga de Bannerman
9225,Suimanga Gorjiazul
9226,Suimanga Camerunes
9227,Suimanga Cabeciazul
9228,Suimanga Olivaceo
9230,Suimanga Gorjiclaro
9231,Suimanga Carmelita
9232,Suimanga Gorjiverde
9233,Suimanga Amatista
9234,Suimanga Pechiescarlata
9235,Suimanga de Hunter
9236,Suimanga de Socotra
9237,Suimanga Cingales
9238,Suimanga Minimo
9239,Suimanga Ventrigranate
9240,Suimanga Gorjipurpura
9242,Suimanga Negro
9243,Suimanga de Macklot
9244,Suimanga de Bocage
9245,Suimanga Pechipurpura
9246,Suimanga de Tacazze
9247,Suimanga Bronceado
9248,Suimanga Malaquita
9249,Suimanga de Johnston
9250,Suimanga Alidorado
9251,Suimanga Ventrioliva
9252,Suimanga Enano
9253,Suimanga del Miombo Occidental
9254,Suimanga del Miombo Oriental
9255,Suimanga Acerado
9256,Suimanga de Neergaard
9257,Suimanga Bicollar
9258,Suimanga de Stuhlmann
9259,Suimanga de Prigogine
9260,Suimanga Angoleno
9261,Suimanga de Preuss
9262,Suimanga Real
9263,Suimanga de Rockefeller
9264,Suimanga del Kilimanjaro Oriental
9265,Suimanga de Usambara
9266,Suimanga Forestal
9267,Suimanga de Moreau
9268,Suimanga de Loveridge
9269,Suimanga Colilargo
9271,Suimanga del Marico
9272,Suimanga de Shelley
9273,Suimanga Congoleno
9274,Suimanga Pechirrojo
9275,Suimanga Ventrinegro
9276,Suimanga Bandeado
9277,Suimanga de Tsavo
9278,Suimanga Pechivioleta
9279,Suimanga de Pemba
9280,Suimanga de Bouvier
9281,Suimanga Palestino
9282,Suimanga Brillante
9284,Suimanga Esplendido
9285,Suimanga de Johanna
9286,Suimanga Soberbio
9287,Suimanga Alirrojo
9288,Suimanga de Oustalet
9289,Suimanga Pechiblanco
9290,Suimanga Variable
9291,Suimanga Oscuro
9292,Suimanga de ursula
9293,Suimanga de Bates
9294,Suimanga Cobrizo
9295,Suimanga Asiatico
9296,Suimanga Dorsioliva
9298,Suimanga de Sumba
9299,Suimanga de Timor
9300,Suimanga Malgache
9301,Suimanga de Humblot
9302,Suimanga de Anjuan
9303,Suimanga de Mayotte
9304,Suimanga de Seychelles
9307,Suimanga Piquilargo
9308,Suimanga de Loten
9309,Suimanga Elegante
9310,Suimanga Colafuego
9311,Suimanga Gorjinegro
9312,Suimanga Coliverde
9313,Suimanga de Gould
9314,Suimanga de Temminck
9315,Suimanga de Java
9316,Suimanga Filipino
9317,Suimanga de Vigors
9318,Suimanga Siparaja
9319,Suimanga Magnifico
9320,Suimanga Metalica
9321,Suimanga Llameante
9322,Suimanga de Guimaras
9323,Suimanga Hermoso
9324,Suimanga Eximio
9326,Suimanga de Christina
9327,Suimanga de Lina
9328,Suimanga de Hachisuka
9329,Suimanga de Bolton
9330,Acentor del Himalaya
9331,Acentor Alpino
9332,Acentor Inmaculado
9333,Acentor Petirrojo
9334,Acentor Pechirrufo
9335,Acentor Pardo
9336,Acentor Mongol
9337,Acentor Japones
9338,Acentor Siberiano
9339,Acentor Comun
9340,Acentor Gorjinegro
9341,Acentor de Radde
9342,Ocotero
9343,Camachuelo de Przewalski
9344,Bufalero Piquiblanco
9345,Bufalero Piquirrojo
9346,Bufalero Cabeciblanco
9347,Tejedor Gorrion Cejiblanco
9348,Tejedor Gorrion Coronicastano
9349,Tejedor Gorrion de Donaldson
9350,Tejedor Gorrion Dorsicastano
9351,Tejedor Colirrojo
9352,Tejedorcito Escamoso
9353,Tejedorcito Frontal
9354,Tejedor Social de Arnaud
9355,Tejedor Social de Cabanis
9356,Tejedor Republicano
9357,Tejedor Picogordo
9358,Quelea Cardenal
9359,Quelea Cabecirrojo
9360,Quelea Comun
9361,Obispo Coronigualdo
9362,Obispo Diademado
9363,Obispo Dorado
9364,Obispo Negro
9365,Obispo Alinegro
9366,Obispo Anaranjado
9367,Obispo Rojo
9368,Obispo de Zanzibar
9369,Obispo Acollarado
9371,Obispo Culigualdo
9372,Obispo Dorsiamarillo
9373,Obispo de Abanico
9374,Obispo Aliblanco
9375,Obispo Marismeno
9376,Obispo de Jackson
9377,Obispo Montano
9378,Obispo Colilargo
9379,Fodi Rojo
9380,Fodi de Las Comoras
9382,Fodi Cabecirrojo
9383,Fodi Forestal
9384,Fodi de Mauricio
9385,Fodi de Seychelles
9386,Fodi de Rodriguez
9387,Tejedor Anomalo
9388,Tejedor Baglafecht
9389,Tejedor de Bannerman
9390,Tejedor de Bates
9391,Tejedor Gorjinegro
9392,Tejedor de Malawi
9393,Tejedor de Pelzeln
9394,Tejedor de Loango
9395,Tejedor Chico
9396,Tejedor de Anteojos
9398,Tejedor Cuellinegro
9399,Tejedor Extrano
9400,Tejedor Piquinegro
9401,Tejedor de El Cabo
