"","species","English.name","X","Sequence","Family1","Order1","Avibase.ID1","Total.individuals","Female","Male","Unknown","Complete.measures","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Mass.Source","Mass.Refs.Other","Inference","Traits.inferred","Reference.species","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","result.taxonid","result.category","threatened","agriculture","invasive","residential","energy","transportation","resource_use","instrusion","nat_sys_modif","pollution","geological","climate_change","other","rangecentr","masscentr","winglength_ok"
"1676","Pyrrhura devillei","Blaze-winged Parakeet",3212,4212,"Psittacidae","Psittaciformes","AVIBASE-BA656D05",4,2,2,0,4,20.8,16.3,11.2,17,14.4,125,51.5,73.6,41.2,117.8,72,"Inferred",NA,"YES","Body Mass","Pyrrhura frontalis","Forest",2,1,"Herbivore","Omnivore","Insessorial",-22.56,-17.92,-20.57,-57.03,143503.09,22685790,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1.05774314,-0.225132952,-0.139174881
"1677","Pyrrhura lepida","Pearly Parakeet",3216,4214,"Psittacidae","Psittaciformes","AVIBASE-EF8A94AA",8,2,3,3,8,20,15.6,10.2,16.2,13.1,123.8,48.4,75.4,39.1,112.2,75,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.97,-0.11,-3.9,-48.94,548390.11,22685797,3,1,1,0,0,0,0,1,0,0,0,0,0,0,2.39837348,-0.184310957,-0.144099758
"1678","Pyrrhura perlata","Crimson-bellied Parakeet",3220,4215,"Psittacidae","Psittaciformes","AVIBASE-E93BACCC",8,3,4,1,7,20.2,17,11,17.5,13,130.1,36,94,27.7,103.6,75,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-16.12,-2.48,-9.85,-58.91,1128815.89,22685812,3,1,1,0,0,0,0,1,0,0,0,0,0,0,3.12031105,-0.184310957,-0.118244153
"1679","Pyrrhura pfrimeri","Goias Parakeet",3221,4217,"Psittacidae","Psittaciformes","AVIBASE-D84E3E9E",8,2,2,4,8,17.4,14.9,10.3,16.2,11,118.4,39.3,79.1,33,116.7,75.9,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-14.93,-11.86,-13.49,-46.66,7185.79,22733974,4,1,1,0,0,1,0,1,0,1,0,0,1,0,-1.936507966,-0.172382387,-0.166261706
"1680","Pyrrhura griseipectus","Grey-breasted Parakeet",3215,4218,"Psittacidae","Psittaciformes","AVIBASE-807B89E7",5,0,0,5,4,16.8,13,9.2,15.5,11.9,110.6,43.8,66.8,39.6,110.6,75.9,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-5.07,-4.07,-4.28,-38.91,686.2,22733968,4,1,1,1,0,0,0,1,0,0,0,0,0,0,-4.28519958,-0.172382387,-0.198273409
"1681","Pyrrhura emma","Venezuelan Parakeet",3214,4219,"Psittacidae","Psittaciformes","AVIBASE-070AE2DC",4,0,2,2,4,17,14.3,9.1,17.1,13,108.8,43.8,65,40.1,106,75.9,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",9.86,11.22,10.33,-66.31,33363.76,45421217,1,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.40114315,-0.172382387,-0.205660724
"1682","Pyrrhura leucotis","White-eared Parakeet",3217,4220,"Psittacidae","Psittaciformes","AVIBASE-007B7943",4,1,1,2,4,16.1,13.5,8.7,16.1,11.7,114.8,47.5,67.2,41.4,106.8,75.9,"EltonTraits_GenAvg",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-23.08,-13.9,-19.05,-41.54,273322.17,45421208,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.70203778,-0.172382387,-0.181036338
"1683","Pyrrhura eisenmanni","Azuero Parakeet",3213,4221,"Psittacidae","Psittaciformes","AVIBASE-E0425FD0",1,1,0,0,1,18.1,14.8,11,19.7,13.2,115.5,47.2,68.3,40.9,109.2,62.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.2,7.56,7.35,-80.7,1542.38,45422623,4,1,1,0,0,0,0,1,0,0,0,0,0,0,-3.475286753,-0.373053082,-0.178163493
"1684","Pyrrhura caeruleiceps","Perija Parakeet",3208,4223,"Psittacidae","Psittaciformes","AVIBASE-FA4A412F",5,2,3,0,3,18.7,15,9.1,16.3,14.5,119,46.1,73,38.7,121.2,62.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",7.8,11.18,9.51,-73.04,21647.5,45422600,4,1,1,0,0,0,0,1,0,0,0,0,0,0,-0.833723457,-0.373053082,-0.163799268
"1685","Pyrrhura amazonum","Santarem Parakeet",3207,4225,"Psittacidae","Psittaciformes","AVIBASE-C7D833ED",4,2,2,0,4,16.8,13.8,9,14.9,11.8,108.2,44.5,63.8,41.1,90.8,58.9,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.67,-1.56,-5.02,-51.67,354187.36,45422118,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1.96121261,-0.42595798,-0.208123163
"1686","Pyrrhura snethlageae","Madeira Parakeet",3223,4226,"Psittacidae","Psittaciformes","AVIBASE-49DDC9C0",4,2,2,0,3,19.1,14.8,10.1,17.8,13.9,124.2,49.9,74.2,40.2,97.8,62.1,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-13.82,-5.91,-9.68,-61.49,331833.82,45422369,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1.89602087,-0.373053082,-0.142458133
"1687","Pyrrhura viridicata","Santa Marta Parakeet",3225,4231,"Psittacidae","Psittaciformes","AVIBASE-2997FB71",4,2,2,0,4,21.8,16.5,11.3,18.4,14.5,136.5,50.8,85.7,37.2,115.8,87.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",10.89,11.19,11.01,-73.76,459.42,22685836,4,1,1,0,1,0,0,1,0,0,1,0,0,0,-4.686403886,-0.030160278,-0.09197814
"1688","Pyrrhura chapmani","Upper Magdalena Parakeet",3210,4234,"Psittacidae","Psittaciformes","AVIBASE-7A638784",0,0,0,0,0,20.8,15.8,10.7,18.3,13.3,129.1,51.9,71.6,42,118.1,70.5,"DataFromSplit",NA,"YES","Beak Culmen; Beak Nares; Beak Width; Beak Depth; Tarsus Length; Wing Length; Kipp's Distance; Secondary1; Hand-Wing Index; Tail Length","Pyrrhura melanura","Forest",1,1,"Herbivore","Frugivore","Insessorial",1.5,3.23,2.34,-75.73,14776.84,155070829,3,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.215552341,-0.246186361,-0.122348217
"1689","Pyrrhura melanura","Maroon-tailed Parakeet",3218,4235,"Psittacidae","Psittaciformes","AVIBASE-FC969B5D",15,5,5,5,4,20.8,15.8,10.7,18.3,13.3,129.1,51.9,71.6,42,118.1,70.5,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-11.01,5.85,-1.04,-70.48,1490802.93,155070695,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3.3984567,-0.246186361,-0.122348217
"1690","Pyrrhura orcesi","El Oro Parakeet",3219,4236,"Psittacidae","Psittaciformes","AVIBASE-9C41D7C0",4,2,2,0,4,18.2,15.5,11.2,18.1,13.4,119,43.6,75.4,36.6,101.8,70.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-3.54,-2.69,-3.26,-79.58,744.67,22685851,4,1,1,1,0,1,0,1,0,0,0,0,1,0,-4.203427543,-0.24194007,-0.163799268
"1691","Pyrrhura albipectus","White-necked Parakeet",3206,4237,"Psittacidae","Psittaciformes","AVIBASE-832FDAFE",5,2,3,0,4,20.2,16.8,11.6,19.4,14.7,139.1,52.8,86.3,38,113.3,103.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-5.24,-2.38,-3.98,-78.72,7882.39,22685860,3,1,1,0,1,1,0,1,0,0,0,0,0,0,-1.843982274,0.1406669,-0.081307573
"1692","Pyrrhura rupicola","Black-capped Parakeet",3222,4238,"Psittacidae","Psittaciformes","AVIBASE-B3FCD547",7,3,4,0,5,19.6,16.5,11.2,17.9,13.2,124.1,46,78.1,37.1,117.7,75,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-15.89,-8.18,-11.14,-70.11,545590.25,22685857,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2.39325481,-0.184310957,-0.142868539
"1693","Pyrrhura calliptera","Brown-breasted Parakeet",3209,4239,"Psittacidae","Psittaciformes","AVIBASE-4F34A55C",4,1,2,1,4,24.6,18.2,11.6,19.1,12.8,134.5,52.7,81.8,39.2,112.2,75,"Inferred",NA,"YES","Body Mass","Pyrrhura rupicola","Forest",1,1,"Herbivore","Frugivore","Insessorial",4.22,7.42,4.69,-73.68,1022.08,22685867,3,1,1,0,1,0,1,1,0,0,0,0,0,0,-3.886773664,-0.184310957,-0.100186269
"1694","Anodorhynchus hyacinthinus","Hyacinth Macaw",3087,4246,"Psittacidae","Psittaciformes","AVIBASE-3B7073D1",5,0,2,3,3,97.7,83.9,42.5,85.1,40.1,444,132.2,299.5,30.9,444.5,1331,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-22.68,-1.18,-12.28,-52.74,536784.2,22685516,3,1,1,0,1,0,0,1,0,0,0,0,0,0,2.37698272,2.691886747,1.170021664
"1695","Anodorhynchus leari","Lear's Macaw",3088,4247,"Psittacidae","Psittaciformes","AVIBASE-FF910F60",16,0,8,8,5,67.5,60.4,33.3,62,34.3,378.1,118.7,268.5,30.7,408.2,940,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Frugivore","Insessorial",-10.58,-9.35,-10.08,-39.3,7546.2,22685521,4,1,1,0,0,0,0,1,0,1,0,0,0,0,-1.887569306,2.344080804,0.899563819
"1696","Rhynchopsitta pachyrhyncha","Thick-billed Parrot",3226,4249,"Psittacidae","Psittaciformes","AVIBASE-6D621EA2",5,1,2,2,4,43.4,38.5,19.8,42.9,19.7,269.6,128.5,143,47.3,178.9,324.8,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",23.15,30.56,26.45,-106.96,596.01,22685766,4,1,1,0,0,0,0,1,0,1,0,0,1,0,-4.426111265,1.281410537,0.454272832
"1697","Rhynchopsitta terrisi","Maroon-fronted Parrot",3227,4250,"Psittacidae","Psittaciformes","AVIBASE-277579A3",4,1,3,0,4,43,38.1,18.2,45.2,23.4,282.8,133.1,149.7,47.1,191,442,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",25.02,25.57,25.37,-100.42,1276.56,22685772,4,1,1,0,0,0,0,1,0,1,0,0,1,0,-3.664444471,1.589510811,0.508446482
"1698","Eupsittula nana","Jamaican Parakeet",3127,4252,"Psittacidae","Psittaciformes","AVIBASE-BCBE9A76",5,1,1,3,4,20.6,20.8,13.9,26.1,14.1,134.9,61.9,77.5,44.5,117.6,76.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",17.7,18.53,18.16,-77.31,11021.79,45418540,2,0,0,1,1,0,0,1,0,0,0,0,1,0,-1.508739209,-0.159293194,-0.098544644
"1699","Eupsittula canicularis","Orange-fronted Parakeet",3126,4253,"Psittacidae","Psittaciformes","AVIBASE-71F8EC07",7,4,3,0,5,20.8,17.6,11.9,21,12.6,132.7,59,73.2,44.6,104,85,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",9.55,31.8,17.22,-96.73,269642.12,22685739,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.68848217,-0.059147815,-0.107573585
"1700","Aratinga solstitialis","Sun Parakeet",3095,4260,"Psittacidae","Psittaciformes","AVIBASE-4D5DF222",4,2,2,0,4,28.2,22.8,12.8,24.8,14.8,156.2,64.7,91.6,41.3,137.8,119.6,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",1.35,4.94,3.12,-60.45,96377.72,62233372,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0.65966162,0.282353771,-0.011128072
"1701","Aratinga auricapillus","Golden-capped Parakeet",3094,4263,"Psittacidae","Psittaciformes","AVIBASE-58CCB269",5,0,1,4,4,29,23.9,13.3,23.3,15.9,154.2,73.8,80,48,135.4,130,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-22.75,-10.76,-17.83,-43.47,65241.77,22685710,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.26948648,0.365735379,-0.019336201
"1702","Primolius couloni","Blue-headed Macaw",3174,4266,"Psittacidae","Psittaciformes","AVIBASE-5162EBDF",10,6,4,0,4,36.2,36.6,21.6,40.5,21.3,221.8,93.5,128.4,42.2,218.7,250,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-14.97,-5.39,-10.73,-71.26,649262.51,22685593,3,1,0,0,0,1,0,1,0,0,0,0,0,0,2.56722369,1.019661847,0.258098553
"1703","Primolius maracana","Blue-winged Macaw",3175,4268,"Psittacidae","Psittaciformes","AVIBASE-A6B715E5",10,4,4,2,4,37.3,33.9,18,38,14.8,209.8,73.3,135.5,35.4,208.8,256,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-26.58,-0.54,-15.24,-48.58,3458797.75,22685606,2,0,1,0,1,0,0,1,0,0,0,0,0,0,4.24006291,1.043378373,0.20884978
"1704","Ara glaucogularis","Blue-throated Macaw",3091,4270,"Psittacidae","Psittaciformes","AVIBASE-EFF095BD",5,2,1,2,4,59.6,51.7,24.6,51.1,30.1,343.4,114.7,231.1,33.1,477,784,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-15.6,-13.44,-14.28,-65.21,27792.35,22685542,5,1,0,1,0,0,0,1,0,1,0,0,0,0,-0.58385263,2.162609949,0.757152785
"1705","Ara militaris","Military Macaw",3092,4271,"Psittacidae","Psittaciformes","AVIBASE-50C9E950",7,2,3,2,3,56.6,49.3,27.2,57.2,28.8,366.7,151.2,216.8,41.1,366.1,1134,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",-23.73,29.54,-3.31,-74.31,281783.13,22685548,3,1,1,1,1,1,1,1,0,1,0,0,0,0,1.7325243,2.531707413,0.852777485
"1706","Ara ambiguus","Great Green Macaw",3090,4272,"Psittacidae","Psittaciformes","AVIBASE-8C233878",5,1,3,1,4,75,71.3,32.3,74,37,400,157.6,243.9,39.2,445.2,1300,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",-2.23,15.83,8.44,-79.83,108291.56,22685553,5,1,1,0,1,0,0,1,0,0,0,0,0,0,0.77621379,2.668320472,0.98944283
"1707","Ara rubrogenys","Red-fronted Macaw",3093,4276,"Psittacidae","Psittaciformes","AVIBASE-929DECF1",5,0,3,2,5,50.5,46.5,24.7,50.1,27.1,299.6,112.8,186.9,37.9,321.4,468,"Dunning",NA,"NO",NA,NA,"Shrubland",2,1,"Herbivore","Granivore","Insessorial",-19.57,-17.79,-18.35,-64.86,7426.04,22685572,5,1,1,0,0,0,0,1,0,0,1,0,0,0,-1.903620689,1.646669225,0.577394764
"1708","Leptosittaca branickii","Golden-plumed Parakeet",3140,4278,"Psittacidae","Psittaciformes","AVIBASE-B6D7DD31",8,4,3,1,5,27,24,14.3,25.9,19.4,181.6,74.7,105.1,41.5,191.5,155.7,"Updated_literature","BoW","NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",-13.59,5.07,-4.59,-75.13,44189.56,22685755,1,0,1,1,1,0,0,1,0,0,0,0,0,0,-0.12012487,0.546132008,0.093115164
"1709","Ognorhynchus icterotis","Yellow-eared Parrot",3157,4279,"Psittacidae","Psittaciformes","AVIBASE-BCCB23F5",4,0,0,4,4,40.4,36,25.2,44.8,20.8,220,108.5,111.5,49.4,173.2,285,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-0.8,6.2,5.24,-75.86,513.55,22685760,3,1,1,0,1,0,0,1,0,0,0,0,0,0,-4.575021314,1.150690109,0.250711237
"1710","Guaruba guarouba","Golden Parakeet",3133,4280,"Psittacidae","Psittaciformes","AVIBASE-1F894CC3",9,3,2,4,8,40.1,34.8,23.5,36.4,18.5,204.7,75.6,127.8,36.8,154.8,194,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-7.88,-1.46,-4.09,-52.53,261029.65,22724703,3,1,0,0,1,0,1,1,0,0,0,0,0,0,1.65602057,0.766059088,0.187919052
"1711","Psittacara wagleri","Scarlet-fronted Parakeet",3190,4286,"Psittacidae","Psittaciformes","AVIBASE-8B1CF9DF",9,3,3,3,4,26.1,27.3,16.5,32.5,17.7,184.8,79,99.5,44.2,138.7,194,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",0.92,11.27,5.47,-74.31,202635.32,62293391,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1.40279448,0.766059088,0.10624817
"1712","Psittacara frontatus","Cordilleran Parakeet",3189,4287,"Psittacidae","Psittaciformes","AVIBASE-30789EE7",4,0,3,1,3,36.5,31.2,17.4,36.1,22.2,217.4,96.1,121.3,44.2,204.9,194,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-18.23,-3.61,-10.49,-76.29,126828.14,62293270,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.93421951,0.766059088,0.24004067
"1713","Psittacara erythrogenys","Red-masked Parakeet",3187,4289,"Psittacidae","Psittaciformes","AVIBASE-12E354E2",4,1,2,1,3,31,27.7,17.3,33,15.4,171.8,71.3,100.4,41.5,139,151,"Dunning",NA,"NO",NA,NA,"Woodland",2,1,"Herbivore","Frugivore","Insessorial",-6.87,0.77,-2.95,-80,106452.34,22685672,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0.75908394,0.515480766,0.052895333
"1714","Psittacara euops","Cuban Parakeet",3188,4292,"Psittacidae","Psittaciformes","AVIBASE-1BABE8A4",4,0,1,3,4,21.4,19.2,12.3,23.1,14,132.5,60.8,71.8,45.9,121.5,87,"Updated_literature","BoW","NO",NA,NA,"Woodland",2,1,"Herbivore","Omnivore","Insessorial",20.23,22.86,21.49,-78.49,18723.73,22685690,3,1,1,0,0,0,0,1,0,0,0,0,1,0,-0.978821728,-0.035890952,-0.108394398
"1715","Psittacara chloropterus","Hispaniolan Parakeet",3186,4293,"Psittacidae","Psittaciformes","AVIBASE-D9775FC6",4,3,0,1,4,27.8,25.1,14.2,29.4,16.8,170.8,78.2,92.5,45.8,134.2,146,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Frugivore","Insessorial",17.7,19.71,18.6,-71.47,13483.57,22685695,3,1,1,0,0,0,0,1,0,0,0,0,0,0,-1.307141524,0.481807551,0.048791269
"1716","Psittrichas fulgidus","Pesquet's Parrot",3199,4295,"Psittacidae","Psittaciformes","AVIBASE-110E01EA",5,2,3,0,4,42.1,35.8,15.3,25.3,27.4,283.6,90.5,190.2,32.2,165,865,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-10.55,-1.21,-5.58,142.61,275735.64,22685025,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1.71082915,2.260930436,0.511729733
"1717","Coracopsis barklyi","Seychelles Parrot",3107,4299,"Psittacidae","Psittaciformes","AVIBASE-EB97C0F2",4,2,1,1,3,26.1,18.5,11.9,17.5,19.2,184.2,70.1,114.2,38,132,186.2,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-4.36,-4.27,-4.32,55.73,47.41,22727890,3,1,0,1,0,0,0,1,0,1,1,0,1,0,-6.957535533,0.725022294,0.103785732
"1718","Coracopsis sibilans","Comoro Parrot",3108,4300,"Psittacidae","Psittaciformes","AVIBASE-873200F0",7,1,5,1,6,25.4,18,12.5,18.7,18.6,188.7,64.7,124.1,34.2,147.8,186.2,"DataFromSplit",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Frugivore","Insessorial",-12.29,-11.62,-11.87,43.63,490.61,62292583,2,0,1,0,1,0,0,1,0,0,0,0,0,0,-4.620719195,0.725022294,0.122254021
"1719","Psephotellus chrysopterygius","Golden-shouldered Parrot",3185,4305,"Psittacidae","Psittaciformes","AVIBASE-9551D3F3",5,2,3,0,4,13.7,10.6,7.3,12.2,14.6,107.8,46.7,61.1,43.3,111,46.8,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Terrestrial",-17.03,-14.8,-15.62,143.47,2870.38,22685150,4,1,1,1,0,0,0,0,0,1,0,0,0,0,-2.854169006,-0.655915868,-0.209764789
"1720","Purpureicephalus spurius","Red-capped Parrot",3200,4307,"Psittacidae","Psittaciformes","AVIBASE-3E2C25E8",4,1,2,1,4,24.2,20.5,9.2,20.6,20.4,154.5,62.8,91.8,40.6,190.8,116,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Omnivore","Insessorial",-35.19,-31.05,-33.56,117.94,126268.75,22685087,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.92979914,0.25179112,-0.018104981
"1721","Platycercus elegans","Crimson Rosella",3165,4309,"Psittacidae","Psittaciformes","AVIBASE-C343ED67",4,0,1,3,4,21,16.7,12.1,23.8,20.5,171,73,98,42.7,178.8,123.9,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-39.14,-15.97,-32.73,147.25,743635.36,22733483,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.70293738,0.317675718,0.049612081
"1722","Platycercus icterotis","Western Rosella",3166,4313,"Psittacidae","Psittaciformes","AVIBASE-D514DE80",4,1,3,0,4,15.6,12.6,8.7,16,16,134,57.5,76.5,42.9,140,63.3,"Dunning",NA,"NO",NA,NA,"Forest",2,1,"Herbivore","Granivore","Insessorial",-35.19,-30,-32.8,118.49,214002.52,22685130,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.45737436,-0.353913742,-0.102238301
"1723","Lathamus discolor","Swift Parrot",3139,4315,"Psittacidae","Psittaciformes","AVIBASE-F5E8A0CE",5,0,1,4,4,15.8,11.7,8,13.7,14.3,123,64.8,57.6,53,119.8,64.7,"Dunning",NA,"NO",NA,NA,"Forest",2,3,"Herbivore","Nectarivore","Insessorial",-43.64,-40.99,-42.48,147.61,12318.07,22685219,5,1,1,1,1,0,1,1,1,0,0,0,1,0,-1.397546141,-0.332037869,-0.14738301
"1724","Prosopeia splendens","Crimson Shining-parrot",3184,4316,"Psittacidae","Psittaciformes","AVIBASE-A24459F6",5,2,3,0,4,36.3,26.3,17.5,33.2,24.9,220,70.7,147.1,32.5,204.6,232,"Inferred",NA,"YES","Body Mass","Prosopeia tabuensis","Forest",1,1,"Herbivore","Frugivore","Insessorial",-19.17,-18.87,-19.03,178.25,458.32,22685029,3,1,0,0,0,0,0,1,0,1,0,0,0,0,-4.68880108,0.944938301,0.250711237
"1725","Prosopeia personata","Masked Shining-parrot",3183,4317,"Psittacidae","Psittaciformes","AVIBASE-727125B5",6,2,3,1,4,36,26.8,16.8,34.4,27.1,232.2,68.4,161.1,29.8,221,40.3,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-18.27,-17.31,-17.83,177.97,10448.85,22685035,2,0,1,0,0,0,0,1,0,0,0,0,0,0,-1.562121507,-0.805447602,0.300780823
"1726","Eunymphicus cornutus","Horned Parakeet",3124,4319,"Psittacidae","Psittaciformes","AVIBASE-FC7AB945",5,1,4,0,4,22.6,18.2,13,22.2,19,154.4,61,91.2,40,166.2,130,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-22.2,-20.33,-21.43,165.66,826.21,22685185,3,1,0,1,0,1,0,1,0,0,0,0,0,0,-4.099519732,0.365735379,-0.018515388
"1727","Eunymphicus uvaeensis","Ouvea Parakeet",3125,4320,"Psittacidae","Psittaciformes","AVIBASE-7CF9DDC2",5,2,2,1,4,25.8,20.5,13.1,23.9,19.1,157,60.3,97.7,38.1,151.7,130,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-20.75,-20.39,-20.57,166.57,153.08,22728354,3,1,1,1,0,0,0,1,0,0,0,0,1,0,-5.785408049,0.365735379,-0.00784482
"1728","Cyanoramphus unicolor","Antipodes Parakeet",3114,4323,"Psittacidae","Psittaciformes","AVIBASE-06AC693C",4,2,2,0,4,22.2,19.1,13.3,23.1,24.3,142,54,88,38,136.2,149,"Dunning",NA,"NO",NA,NA,"Grassland",2,1,"Herbivore","Herbivore terrestrial","Terrestrial",-49.72,-49.63,-49.69,178.8,22.67,22685162,3,1,0,1,0,0,0,0,0,0,0,0,1,0,-7.695326245,0.502147235,-0.069405786
"1729","Cyanoramphus forbesi","Chatham Parakeet",3111,4324,"Psittacidae","Psittaciformes","AVIBASE-3CDE13A1",1,0,0,1,1,19.6,15.6,11.8,20.5,18.8,120,38.8,81.2,32.3,150,88.5,"Updated_literature","Dunning (2021)","NO",NA,NA,"Forest",1,1,"Omnivore","Omnivore","Insessorial",-44.28,-44.26,-44.27,-176.3,2.11,22724553,3,1,1,1,0,0,0,0,0,1,0,0,1,0,-10.06968076,-0.018796519,-0.159695203
"1730","Cyanoramphus auriceps","Yellow-fronted Parakeet",3110,4325,"Psittacidae","Psittaciformes","AVIBASE-57B42328",5,3,0,2,4,14.7,11.9,7.6,13.5,16.7,105,37.8,67,36.1,114.4,45.6,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Granivore","Insessorial",-50.92,-35.48,-43.04,170.77,65410.62,22685175,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0.2720712,-0.681891354,-0.221256169
"1731","Cyanoramphus malherbi","Malherbe's Parakeet",3112,4326,"Psittacidae","Psittaciformes","AVIBASE-8AF04EDB",4,3,1,0,4,14,10.9,7.4,12.9,17.7,99.2,35,64.2,35.3,109.5,46.7,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-46.07,-37.27,-42.76,171.92,306.82,22724562,5,1,0,1,0,0,0,1,0,0,0,0,0,0,-5.090107454,-0.658054906,-0.245059743
"1732","Cyanoramphus novaezelandiae","Red-fronted Parakeet",3113,4327,"Psittacidae","Psittaciformes","AVIBASE-E15B7F4C",66,27,34,5,16,16.9,16,11,19.3,20.4,128.1,48.6,79.2,38.1,145,90.2,"Dunning",NA,"NO",NA,NA,"Forest",1,1,"Herbivore","Omnivore","Insessorial",-50.92,-20.09,-26.76,149.01,19902.45,22727981,1,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.917770591,0.000230356,-0.126452281
